,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Want higher pay? Stay in your job,America’s cooling labour market is bad news for those who move about,Möchten Sie höhere Bezahlung? Bleiben Sie in Ihrem Job,"Amerikas Abkühlung des Arbeitsmarktes ist eine schlechte Nachricht für diejenigen, die sich bewegen",¿Quieres un sueldo más alto? Permanezca en su trabajo,El enfriamiento del mercado laboral de Estados Unidos es una mala noticia para los que se mueven,Vous voulez un salaire plus élevé? Restez dans votre emploi,Amérique Refroidir le marché du travail est une mauvaise nouvelle pour ceux qui se déplacent,想要高薪吗 留在你的工作里,美国的冷却劳力市场 对那些移动的人来说是个坏消息
1,"Cha chaan teng, Hong Kong’s quirky fusion cafés, are going global",These days you can find Canto-Western food far from the island,"Chachaan teng, Hong Kongs skurrile Fusion-Cafés, werden global",In diesen Tagen finden Sie Canto-Western Essen weit von der Insel,"Cha chaan teng, los extravagantes cafés de fusión de Hong Kong, se están volviendo globales",En estos días se puede encontrar comida Canto-Western lejos de la isla,"Cha chaan teng, Hong Kong, les cafés de fusion excentriques, vont à l'international","Ces jours-ci, vous pouvez trouver de la nourriture Canto-Ouest loin de l'île",香港的奇奇怪怪的混合咖啡馆Chaan Chaan Tung正在走向全球,这些天你能找到离岛很远的 康托西食物
2,Epstein breaks the Rules Committee,"Our daily political update, featuring the stories that matter",Epstein bricht den Geschäftsordnungsausschuss,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Epstein rompe el Comité de Reglas,"Nuestra actualización política diaria, con las historias que importan",Epstein rompt le Comité du Règlement,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",Epstein打破规则委员会,"我们每天的政治最新情况,特别报道重要的故事"
3,Hawks v talks: barriers to peace in Gaza,Also on the daily podcast: whether AI is making humans dumber and an American obsession with testosterone injections,Hawks / Gespräche: Barrieren für den Frieden in Gaza,Auch auf dem täglichen Podcast: Ob KI den Menschen dümmer macht und eine amerikanische Obsession mit Testosteron-Injektionen,Hawks v pláticas: barreras a la paz en Gaza,También en el podcast diario: si la IA está haciendo a los humanos más tontos y una obsesión estadounidense con las inyecciones de testosterona,Hawks v discussions : obstacles à la paix à Gaza,Aussi sur le podcast quotidien: si l'IA rend les humains plus stupides et une obsession américaine avec les injections de testostérone,Hawks诉谈判:加沙和平的障碍,"也出现在每日播客上:AI是否让人类更笨, 美国对睾丸激素注射的痴迷。"
4,Teflon capitalism: the mounting threats to the global economy,A handpicked article read aloud from the latest issue of The Economist,Teflon-Kapitalismus: die zunehmenden Bedrohungen für die Weltwirtschaft,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,El capitalismo teflón: las crecientes amenazas a la economía global,Un artículo escogido a mano leído en voz alta del último número de The Economist,Le capitalisme de Teflon : les menaces croissantes pour l'économie mondiale,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,Teflon资本主义:全球经济面临的日益加剧的威胁,"《经济学家》最新一期《经济学家》的一篇文章,"
5,Underground with America’s nuclear-missile crews,The cost of replacing ageing ICBMs is soaring as a new arms race looms,Underground mit Amerikas atomaren Besatzungen,Die Kosten für den Ersatz alternder ICBM steigen wie ein neues Wettrüsten,Bajo tierra con las tripulaciones de misiles nucleares de Estados Unidos,El costo de la sustitución de las medidas de fomento de la confianza de los países envejecidos está aumentando a medida que se avecina una nueva carrera de armamentos,Underground avec des équipages de missiles nucléaires américains,Le coût du remplacement des ICBM vieillissants augmente à mesure qu'une nouvelle course aux armements se profile,美国的核导弹机组人员潜在地下,"随着新一轮军备竞赛的到来,取代不断老化的洲际建立信任措施的费用正在飙升"
6,China’s smartphone champion has triumphed where Apple failed,"Having conquered carmaking, Xiaomi now has its sights set on world domination","China-Smartphone-Champion hat triumphiert, wo Apple gescheitert","Nachdem Xiaomi den Autobau erobert hat, hat er nun seine Sehenswürdigkeiten auf Weltherrschaft gesetzt.",El campeón de teléfonos inteligentes de China ha triunfado donde Apple fracasó,"Habiendo conquistado la fabricación de automóviles, Xiaomi ahora tiene su mira puesta en la dominación mundial",Le champion du smartphone de la Chine a triomphé là où Apple a échoué,"Après avoir conquis l'automobile, Xiaomi a maintenant ses vues sur la domination mondiale",中国的智能手机冠军在苹果失败时获胜,"在征服了汽车制造之后,小美现在将目光投向世界统治"
7,The War Room newsletter: Three new books on espionage,"Shashank Joshi, our defence editor, examines the blind spots of the intelligence services",The War Room newsletter: Drei neue Bücher über Spionage,"Shashank Joshi, unser Verteidigungsredakteur, untersucht die blinden Flecken der Geheimdienste",Boletín The War Room: Tres nuevos libros sobre espionaje,"Shashank Joshi, nuestro editor de defensa, examina los puntos ciegos de los servicios de inteligencia",La lettre d'information de la Salle de la guerre : Trois nouveaux livres sur l'espionnage,"Shashank Joshi, notre rédacteur en chef de la défense, examine les points aveugles des services de renseignement",《战争室通讯:关于间谍活动的三本新书》,我们的国防编辑Shashank Joshi 检查情报部门的盲点
8,Britain’s water watchdog is to be put down,An overdue overhaul of an unloved industry,Britanniens Wasserwächter ist niederzulegen,Eine überfällige Überholung einer ungeliebten Industrie,El perro guardián del agua de Gran Bretaña debe ser puesto abajo,Una revisión atrasada de una industria no amada,Le chien de garde de l'eau de la Grande-Bretagne doit être abattu,Une révision tardive d'une industrie non aimée,英国的水监督员将被放下,早该对一无所爱的产业进行彻底改革
9,Populism and polarisation come to Japan,The long-time ruling party takes an electoral beating,Populismus und Polarisierung kommen nach Japan,Die langjährige Regierungspartei nimmt Wahlsieger,El populismo y la polarización llegan a Japón,El partido gobernante de mucho tiempo recibe una golpiza electoral,Populisme et polarisation viennent au Japon,Le parti au pouvoir de longue date se fait battre,民粹主义和两极分化来到日本,长期执政党在选举中遭到殴打
