,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Can Test cricket survive a sticky wicket?,A journalist goes out to bat for the five-day format,Kann Test Cricket überleben eine klebrige Wicket?,Ein Journalist geht für das Fünf-Tage-Format zu schlagen,¿Prueba de cricket puede sobrevivir a un pegajoso wicket?,Un periodista va a batear por el formato de cinco días,Tester le cricket peut-il survivre à un mèche collant ?,Un journaliste sort se battre pour le format de cinq jours,试板球能活得下去吗?,一名记者用五天格式去打球
1,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
2,Tom Lehrer found matter worth roasting everywhere he looked,"America’s best modern satirist died on July 26th, aged 97","Tom Lehrer fand Materie wert Röstung überall, wo er suchte","Amerikas bester moderner Satirist starb am 26. Juli, im Alter von 97 Jahren",Tom Lehrer encontró materia que valía la pena asar por todos lados.,"El mejor satírico moderno de Estados Unidos murió el 26 de julio, a la edad de 97 años",Tom Lehrer a trouvé de la matière qui méritait d'être rôtie partout où il avait l'air,"Le meilleur satiriste moderne de l'Amérique est mort le 26 juillet, âgé de 97 ans.",Tom Lehrer发现物物值得烧 到处都是他寻找的东西,"7月26日, 97岁,"
3,The humble tomato salad holds lessons for how to eat well,An exquisite Italian iteration proves that even simple dishes can be sublime,"Der bescheidene Tomatensalat hält Lektionen, um gut zu essen","Eine exquisite italienische Iteration beweist, dass selbst einfache Gerichte erhaben sein können",La humilde ensalada de tomate contiene lecciones para comer bien,Una exquisita iteración italiana demuestra que incluso platos simples pueden ser sublimes,L'humble salade de tomate contient des leçons pour bien manger,Une itération italienne exquise prouve que même les plats simples peuvent être sublimes,浅薄番茄沙拉 教人如何吃好,精致的意大利迭代 证明即使是简单的盘子 也可以是高雅的
4,Who was Cecil Rhodes?,A new biography describes the businessman and imperialist behind the global protest movement,Wer war Cecil Rhodes?,Eine neue Biographie beschreibt den Geschäftsmann und Imperialisten hinter der globalen Protestbewegung,¿Quién era Cecil Rhodes?,Una nueva biografía describe al empresario e imperialista detrás del movimiento de protesta global,Qui était Cecil Rhodes ?,Une nouvelle biographie décrit l'homme d'affaires et l'impérialisme derrière le mouvement de protestation mondial,谁是塞西尔·罗兹?,新的传记描述全球抗议运动背后的商人和帝国主义
5,"Scientists want to sequence all animals, fungi and plants on Earth",But international regulation and precarious funding threaten their efforts,"Wissenschaftler wollen alle Tiere, Pilze und Pflanzen auf der Erde sequenzieren",Aber internationale Regulierung und prekäre Finanzierung bedrohen ihre Bemühungen,"Los científicos quieren secuenciar todos los animales, hongos y plantas en la Tierra",Pero la regulación internacional y la financiación precaria amenazan sus esfuerzos,"Les scientifiques veulent séquencer tous les animaux, champignons et plantes sur Terre",Mais la réglementation internationale et le financement précaire menacent leurs efforts,科学家想要对地球上的所有动物、真菌和植物进行排序,但国际管制和不稳定的筹资威胁到它们的努力
6,"Blockades, blackouts and bullets: China invades Taiwan on screen","“Zero Day Attack”, a TV series, is terrifying audiences in Taiwan","Blockaden, Blackouts und Kugeln: China überfällt Taiwan auf dem Bildschirm",Die TV-Serie Zero Day Attacke ist ein furchterregendes Publikum in Taiwan.,"Bloqueos, apagones y balas: China invade Taiwán en pantalla","“Cero Day Attack”, una serie de televisión, es un público aterrador en Taiwán","Blockades, blackouts et balles: la Chine envahit Taiwan à l'écran","""Zero Day Attack"", une série télévisée, est un public terrifiant à Taiwan",封锁、停电和子弹:中国在屏幕上入侵台湾,“零日攻击”系列电视剧是台湾令人恐惧的观众。
7,How to build a ship for interstellar travel,Winners of a design competition include conjoined Ferris wheels and a 58km-long cylinder,Wie man ein Schiff für interstellare Reisen baut,Gewinner eines Designwettbewerbs sind die zusammengefügten Ferris-Räder und ein 58km langer Zylinder.,Cómo construir un barco para viajes interestelares,Los ganadores de un concurso de diseño incluyen ruedas de Ferris unidas y un cilindro de 58 km de largo,Comment construire un bateau pour les voyages interstellaires,Les gagnants d'un concours de design comprennent des roues de Ferris et un cylindre de 58 km de long,如何为星际旅行建造船舶,设计竞赛的赢家包括连成的Ferris轮轮和58公里长的圆筒
8,Hello Kitty’s owner is purring contentedly,Sanrio is becoming a powerhouse of licensing intellectual property,Hallo Kittys Besitzer schnurrt zufrieden,Sanrio wird zu einem Kraftpaket für die Lizenzierung von geistigem Eigentum,Hola el dueño de Kitty está ronroneando contentamente,Sanrio se está convirtiendo en una potencia de concesión de licencias de propiedad intelectual,Bonjour le propriétaire de Kitty est purring contentedly,Sanrio est en train de devenir un moteur de la concession de licences de propriété intellectuelle,"大家好,凯蒂的主人 满口胡言",Sanrio正在成为知识产权许可证发放的动力源
9,Who will pay for the trillion-dollar AI boom?,A technological revolution meets a financial one,Wer wird für den Billion-Dollar-KI-Boom bezahlen?,Eine technologische Revolution trifft auf eine finanzielle,¿Quién pagará el billón de dólares del boom de la IA?,Una revolución tecnológica se encuentra con una revolución financiera,Qui va payer pour le boom de mille milliards de dollars de l'IA ?,Une révolution technologique rencontre une révolution financière,谁会为万亿美元的人工智能繁荣付出代价?,技术革命遇到金融革命
