,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Laser-Zwischenfall: China weist Schuld von sich,"Die Behauptung Deutschlands sei ""nicht mit den Tatsachen vereinbar"", heißt es aus Peking. Weil Chinas Marine einen Laser auf ein deutsches Aufklärungsflugzeug gerichtet haben soll, gibt es diplomatische Verstimmungen.",Laser incident: China rejects guilt,"Germany's claim is ""not compatible with the facts,"" says Beijing. Because China's navy is said to have directed a laser at a German reconnaissance aircraft, there are diplomatic moods.","激光失效,中国自认自责","北京说德国的说法是""与事实不相符的. ""因为据说中国海军对德国侦察机发射了激光,所以外交上的不一致."
1,Laser-Angriff: China weist deutsche Vorwürfe zurück,"China soll einen Laser gegen ein deutsches Flugzeug im Roten Meer verwendet haben. Berlin fordert Aufklärung, Peking dementiert die Vorwürfe. Droht eine Anspannung der deutsch-chinesischen Beziehungen?",Laser attack: China rejects German allegations,"China is said to have used a laser against a German plane in the Red Sea. Berlin demands Enlightenment, Beijing denies the allegations. Is there a threat of tension in German-Chinese relations?",激光攻击:中国反对德国的指责.,"听说中国用激光对付了红色海域的德国飞机. 柏林要求普查,北京否认指控. 中美关系紧张吗?"
2,Außenamt: Chinesischer Laser-Angriff auf deutsches Flugzeug,Das Bundeswehr-Flugzeug ist Teil einer EU-Mission gegen die Huthi-Miliz im Roten Meer. Das deutsche Auswärtige Amt leitete diplomatische Schritte ein.,Foreign Office: Chinese laser attack on German aircraft,The Bundeswehr aircraft is part of an EU mission against the Huthi militia in the Red Sea. The German Federal Foreign Office took diplomatic steps.,中国对德国飞机的激光攻击,联邦武装飞机是欧盟针对红海赫希民兵的任务之一. 德国外交部已采取了外交行动.
3,Frankreich: Razzia in Parteizentrale der Rechtspopulisten,"Der Rassemblement National wird verdächtigt, bei Wahlkampffinanzierungen betrogen zu haben. Beschlagnahmte Dokumente sollen bei den Ermittlungen helfen. Es ist nicht der erste Schlag gegen die Partei von Marine Le Pen.",France: raid in party headquarters of the right-wing populists,The Raczemblement National is suspected of having cheated on campaign financing. Confiscated documents are supposed to help with the investigation. It is not the first blow against the party of Marine Le Pen.,法国: 突袭右翼民粹主义者的政党中心,国家种族歧视被怀疑为在竞选筹资方面作弊. 被收缴的文件是为了协助调查. 这不是对海军陆战队勒庞党的第一次打击.
4,Taiwan startet seine bisher größte Militärübung,"Taiwan probt jährlich Verteidigungsmanöver im Falle einer Invasion Chinas. Dieses Jahr fällt die sogenannte ""Han Kuang""-Übung größer aus - mehr Tage, mehr Teilnehmer und mehr Waffen.",Taiwan launches its largest military exercise to date,"Taiwan is rehearsing defense maneuvers every year in the event of an invasion of China. This year, the so-called ""Han Kuang"" exercise is bigger - more days, more participants and more weapons.",台湾已展开他迄今为止最大的军事演习,"如果中国入侵,台湾每年会进行防御行动. 今年,所谓的""汉昆""的战斗规模将更大 - - 更多天,更多的参赛者和更多的武器."
5,Formel 1: Red Bull entlässt Teamchef Christian Horner,"Beim Formel-1-Rennstall Red Bull endet eine Ära, und Max Verstappen bekommt einen neuen Teamchef. Nach 20 Jahren wird Christian Horner von seinen Aufgaben entbunden und durch Laurent Mekies ersetzt.",Formula 1: Red Bull dismisses team leader Christian Horner,"The Formula 1 team Red Bull ends an era and Max Verstappen gets a new team leader. After 20 years, Christian Horner is released from his duties and replaced by Laurent Mekies.",公式1: 红牛释放了克里斯蒂安·霍恩斯团队主席,"在""红牛公式1""中,一个时代结束 麦克斯·维肯会有个新的队长. 20年后,克里斯汀·霍恩被释放并替换为劳伦特·米基斯."
6,FC Chelsea steht im Finale der Klub-WM,"Als erster Verein erreicht der FC Chelsea das Endspiel der Klub-WM in den USA - mit einem Sieg gegen Fluminense. Damit steht fest, dass der Turniersieger aus Europa kommen wird.",FC Chelsea stands in the final of the club's World Cup,FC Chelsea is the first club to reach the final match of the club's World Cup in the USA - with a victory against Fluminense. It is therefore clear that the tournament winner will come from Europe.,FC Chelsea是俱乐部世界杯的决赛,"FCFC第一届的联盟是美国俱乐部世界杯决赛,与排雷队决胜出. 因此,胜利者将来自欧洲."
7,News kompakt: Razzia und Festnahme wegen Terrorverdacht,In Nordrhein-Westfalen haben Ermittler Gebäude in vier Städten durchsucht und einen Terrorverdächtigen festgenommen. In Berlin kommt es im Bundestag zur ersten Generaldebatte für Kanzler Merz. Das Wichtigste in Kürze.,News compact: raid and arrest for suspicion of terror,"In North Rhine-Westphalia, investigators searched buildings in four cities and arrested a terrorist suspect. In Berlin, the first general debate for Chancellor Merz takes place in the Bundestag.",新闻总结: 因涉嫌恐怖袭击而遭逮捕和逮捕.,"在瑞林-西德,调查人员搜查了四座城市的大楼,逮捕了一名恐怖分子. 在柏林,第一场对默兹总理的一般性辩论即将开始."
8,Laura Siegemunds Wimbledon-Traum endet im Viertelfinale,"Als letzte Deutsche scheidet Laura Siegemund beim bedeutendsten Tennis-Turnier der Welt aus. Lange Zeit hat sie die Nummer eins, Aryna Sabalenka, am Rande einer Niederlage.",Laura Siegemund's Wimbledon dream ends in the quarterfinals,"Laura Siegemund is the last German to leave the most important tennis tournament in the world. For a long time she has the number one, Aryna Sabalenka, on the verge of defeat.",劳拉的温布尔顿梦终将结束 在四分之一决赛中,"最后一个德国人是萝拉在世界最著名的网球比赛中 剥夺了胜利. 长久以来,她一直是第一名,阿丽娜·萨博兰卡,在失败的边缘."
9,"Kenia: Verheerende Bilanz nach ""Saba Saba""-Protesten",Kenia erlebt unruhige Zeiten - am 35. Jahrestag eines großen Protests gegen die damalige Diktatur eskalierte die Lage einmal mehr. Am Ende werden 31 Tote gezählt. Und die Protestbewegung will weitermachen.,"Kenya: Devastation after ""Saba Saba"" protests","Kenya is experiencing restless times - on the 35th anniversary of a great protest against the dictatorship of that time, the situation escalated once again. In the end, 31 deaths are counted and the protest movement wants to continue.",肯尼亚:萨巴萨巴抗议之后的不愉快的资产负债表,"肯尼亚在反对当时的独裁政权的35周年纪念日再次爆发了动荡. 最终,31人死亡. 抗议运动要继续."
