,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,What to watch this weekend,"Stories of tennis players, chefs and rock stars",Was an diesem Wochenende zu sehen,"Geschichten von Tennisspielern, Köchen und Rockstars",Qué ver este fin de semana,"Historias de tenistas, chefs y estrellas de rock",Que regarder ce week-end,"Histoires de joueurs de tennis, chefs et rock stars",这周末看什么看这个周末,网球运动员、厨师和摇滚明星的故事
1,Macron will beat Trump to London,A royal welcome for a republican president,Macron wird Trump nach London schlagen,Ein königlicher Empfang für einen republikanischen Präsidenten,Macron vencerá a Trump en Londres,Una bienvenida real para un presidente republicano,Macron va battre Trump à Londres,Un accueil royal pour un président républicain,巨人会把特朗普打到伦敦,皇家欢迎共和总统
2,Fireworks and dumpster fires,"Our daily political update, featuring the stories that matter",Brände aus Feuerwerken und Müllcontainern,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Fuegos artificiales e incendios en vertederos,"Nuestra actualización política diaria, con las historias que importan",Feux d'artifice et feux de benne,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",烟火和垃圾垃圾炉火,"我们每天的政治最新情况,特别报道重要的故事"
3,How Britain’s Labour Party squandered its first year in power,Also on the daily podcast: the future of Bangladesh and Ferrari races ahead,Wie Britanniens Labour Party ihr erstes Jahr an Macht vergeudet hat,Auch auf dem täglichen Podcast: die Zukunft von Bangladesch und Ferrari Rennen voraus,Cómo el Partido Laborista de Gran Bretaña derrochó su primer año en el poder,También en el podcast diario: el futuro de Bangladesh y Ferrari carreras por delante,Comment le parti travailliste britannique a gaspillé sa première année au pouvoir,Aussi sur le podcast quotidien : l'avenir des courses du Bangladesh et Ferrari,英国工党如何挥霍执政的第一年,也是每日播客:孟加拉国和法拉利的未来
4,A visit to the man with $10trn under management,"Our podcast on markets, the economy and business. This week, how Salim Ramji plans to change Vanguard",Ein Besuch bei dem Mann mit $10trn unter Leitung,"Unser Podcast über Märkte, Wirtschaft und Wirtschaft. Diese Woche, wie Salim Ramji plant, Vanguard zu ändern",Una visita al hombre con $10trn bajo administración,"Nuestro podcast sobre mercados, economía y negocios. Esta semana, cómo Salim Ramji planea cambiar Vanguard",Une visite à l'homme avec 10 trn sous gestion,"Notre podcast sur les marchés, l'économie et les affaires. Cette semaine, comment Salim Ramji prévoit de changer Vanguard",拜访了那名管理着十块钱的男子,"本周,萨利姆·拉姆吉计划如何改变先锋"
5,A congressman on how Democrats can regain the initiative on the economy,"From housing to health care, the answer is to treat “cost disease”, says Jake Auchincloss","Ein Kongressabgeordneter, wie Demokraten die Initiative zur Wirtschaft zurückgewinnen können","Von der Unterbringung bis zur Gesundheitsversorgung, die Antwort ist, um kosten Krankheit zu behandeln, sagt Jake Auchinclloss",Un congresista sobre cómo los demócratas pueden recuperar la iniciativa sobre la economía,"Desde la vivienda hasta la atención médica, la respuesta es tratar la “enfermedad de costo”, dice Jake Auchincloss",Un député sur la manière dont les démocrates peuvent reprendre l'initiative sur l'économie,"Du logement aux soins de santé, la réponse est de traiter la maladie de coût, dit Jake Auchincloss","一名国会议员,讨论民主党人如何重新获得经济倡议","Jake Auchincloss说,从住房到保健,答案是治疗“成本疾病”,"
6,John Robbins had serious doubts about the family business,"The campaigner for healthier living who spurned a fortune died on June 11th, aged 77",John Robbins hatte ernsthafte Zweifel an dem Familienunternehmen,"Der Kämpfer für gesünderes Leben, der ein Vermögen verwarf, starb am 11. Juni, im Alter von 77 Jahren",John Robbins tenía serias dudas sobre el negocio familiar,"El activista por una vida más sana que despreció una fortuna murió el 11 de junio, a los 77 años.",John Robbins avait de sérieux doutes sur l'entreprise familiale,"Le militant pour une vie plus saine qui a rejeté une fortune est mort le 11 juin, âgé de 77 ans",John Robbins对家族生意有严重怀疑,"6月11日, 77岁,"
7,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
8,Stop crying your heart out—for Oasis have returned to the stage,They are much more popular today than their Britpop peers,"Hör auf, dein Herz auszuschreien, denn die Oase ist auf die Bühne zurückgekehrt.",Sie sind heute viel beliebter als ihre Britpop-Peers,"Deja de llorar, porque Oasis ha vuelto al escenario.",Son mucho más populares hoy en día que sus compañeros Britpop,"Arrête de pleurer ton cœur, car Oasis est de retour sur scène.",Ils sont beaucoup plus populaires aujourd'hui que leurs pairs Britpop,停止哭泣吧 绿洲又回到舞台,他们今天比他们的英国同龄人 更受欢迎
9,"Inside the uneasy, incongruous coalition of the Big Three","A new book traces the wartime relationship between Winston Churchill, Franklin Roosevelt and Josef Stalin","In der unruhigen, inkongruenten Koalition der Großen Drei","Ein neues Buch zeichnet die Kriegsbeziehung zwischen Winston Churchill, Franklin Roosevelt und Josef Stalin nach",Dentro de la incómoda e incongruente coalición de los Tres Grandes,"Un nuevo libro traza la relación en tiempos de guerra entre Winston Churchill, Franklin Roosevelt y Josef Stalin",À l'intérieur de la coalition maladroite et incongrue des Trois Grands,"Un nouveau livre retrace les relations de guerre entre Winston Churchill, Franklin Roosevelt et Josef Staline",大三的不舒适、不和谐的联盟内部,新书追溯了温斯顿丘吉尔、富兰克林·罗斯福和约瑟夫·斯大林之间的战时关系
