,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Wie Boris Pistorius mehr Freiwillige zur Bundeswehr locken will,Deutschland braucht mehr Soldaten. Doch eine Wehrpflicht soll es vorerst nicht geben. Stattdessen umwirbt die Bundeswehr Freiwillige - mit wachsendem Erfolg. Eine Reportage aus Erfurt.,How Boris Pistorius wants to attract more volunteers to the Bundeswehr,"Germany needs more soldiers. But there should not be compulsory military service for the time being. Instead, the Bundeswehr recruits volunteers - with growing success. A report from Erfurt.",鲍里斯·皮斯托里乌斯如何想吸引更多的志愿者加入联邦捕猎队?,"德国需要更多的士兵,但现在不应该有征兵,而联邦武装部队却正在寻求更多的成功. 一份来自厄普特的报道."
1,Die neuen Ziele der NATO: Kann Deutschland das stemmen?,"Auf ihrem Gipfel in Den Haag will die NATO ambitionierte Ziele beschließen - mehr Geld für Verteidigung, mehr Truppen. Was bedeutet das für Deutschland?",NATO's new goals: can Germany do that?,"At its summit in The Hague, NATO wants to adopt ambitious targets - more money for defense, more troops. What does this mean for Germany?",北约的新目标: 德国能举起来吗?,"北约在海牙的峰会上希望实现雄心勃勃的目标 - - 增加国防资金,增加军队. 这对德国意味着什么?"
2,Junge Deutsche bleiben von der Wehrpflicht verschont - vorerst,"Viele Länder Europas haben die Wehrpflicht wieder eingeführt. In Deutschland bleibt der Wehrdienst freiwillig, so der Plan der künftigen Regierungsparteien. Zumindest vorerst.",Young Germans are spared from compulsory military service - for the time being,"Many European countries have reintroduced compulsory military service. In Germany, military service remains voluntary, according to the plan of the future governing parties. At least for the time being.",德国年轻人暂时不服兵役,"许多欧洲国家已经恢复了戒备状态. 在德国,根据未来执政党的计划,军队仍然是自愿的. 至少目前是如此."
3,Weibliche Wehrpflicht: Welche Länder rekrutieren Frauen?,"Frauen an die Waffen? In den meisten Ländern der Welt ist der Militärdienst für Frauen bis jetzt freiwillig. Doch die Anzahl der Länder, in denen es eine weibliche Wehrpflicht gibt, nimmt zu. Ein Überblick.",Female compulsory military service: Which countries recruit women?,"Women to arms? In most countries of the world, military service for women has been voluntary so far. However, the number of countries where female compulsory military service exists is increasing. An overview.",女性义务:哪个国家招募女性?,"在世界大多数国家,妇女的军事服务是自愿的,但妇女的征兵人数不断增加."
4,Bulgarien nimmt letzte Hürde zur Euro-Einführung,Die europäische Gemeinschaftswährung breitet sich weiter aus: Anfang 2026 darf auch das ärmste Mitglied der EU dem Klub der Euro-Länder beitreten.,Bulgaria takes last hurdle to the introduction of the euro,"The European single currency is spreading further: at the beginning of 2026, even the poorest member of the EU is allowed to join the club of the euro countries.",保加利亚最后为欧元的引入设置了障碍,"欧洲共同货币继续扩张:2026年初,欧盟最穷的成员国也能加入欧元区国家俱乐部"
5,Russische Wahlbeobachtungsgruppe Golos kündigt Auflösung an,Nach der Verurteilung ihres Vorsitzenden gab die unabhängige Organisation Golos dem Druck nach. 25 Jahre lang dokumentierte sie Wahlmanipulationen in Russland.,Russian election observation group Golos announces dissolution,"After the conviction of its chairman, the independent organization Golos gave in to pressure. For 25 years, she documented electoral manipulations in Russia.",俄罗斯选举观察小组Golos 宣布解散,"戈洛斯被其主席定罪后,独立组织释放压力. 25年来,戈洛斯在俄罗斯记录了选举操纵."
6,Wettlauf gegen die Zeit nach Sturzflut in Texas,Aus unbeschwerten Ferien wurde ein Alptraum: Nach der verheerenden Sturzflut in Texas suchen Rettungskräfte weiter nach Überlebenden. Doch die Hoffnung schwindet allmählich.,Race against time after flood in Texas,"After the devastating crash in Texas, rescuers continue to search for survivors, but hope is gradually fading.",德克萨斯州大洪水后时间线赛跑,"节日的平静变成了一场噩梦:在德克萨斯州大洪水之后,救援人员继续寻找幸存者,但希望正在逐渐消失"
7,Urteil: Deutschland muss Afghanen Visa erteilen,Trotz Aufnahmezusagen lässt die Bundesregierung gefährdete Afghaninnen und Afghanen weiter auf ein Visum warten. Ein Gericht zwingt sie nun zum Handeln. Druck machen auch Menschenrechtsorganisationen.,Judgment: Germany must issue visas to Afghans,"Despite admission commitments, the Federal Government continues to keep threatening Afghans waiting for a visa. A court is now forcing them to act. Human rights organisations are also putting pressure on them.",德国必须给阿富汗签证,"联邦政府尽管宣布入会,但威胁到阿富汗的阿富汗女性和阿富汗女性继续等待签证. 法庭正在强迫他们采取行动. 压力也使人权组织."
8,Tödliche Eskalation in Kenia bei regierungskritischen Demos,"In Kenia wächst die Wut gegen die Regierung, die viele Bürger für die Explosion ihrer Lebenshaltungskosten verantwortlich machen. Auf Proteste reagiert die Polizei des afrikanischen Landes mit Gewalt.",Deadly escalation in Kenya at government-critical demos,"In Kenya, the anger against the government is growing, which blames many citizens for the explosion of their living costs. To protests, the police of the African country reacts by force.",肯尼亚政府批评示威活动中 肯尼亚的致命升级,"在肯尼亚,对政府的愤怒不断增加,这让许多公民感到愤怒. 抗议活动中,非洲国家警察以暴力回应."
9,Außenamt: Chinesischer Laser-Angriff auf deutsches Flugzeug,Das Bundeswehr-Flugzeug ist Teil einer EU-Mission gegen die Huthi-Miliz im Roten Meer. Das deutsche Auswärtige Amt leitete diplomatische Schritte ein.,Foreign Office: Chinese laser attack on German aircraft,The Bundeswehr aircraft is part of an EU mission against the Huthi militia in the Red Sea. The German Federal Foreign Office took diplomatic steps.,中国对德国飞机的激光攻击,联邦武装飞机是欧盟针对红海赫希民兵的任务之一. 德国外交部已采取了外交行动.
10,Deutschland: Bundestag debattiert über Rekordschulden,Die Haushaltspläne der neuen Bundesregierung sehen bis 2029 fast 850 Milliarden Euro neue Kredite vor. Die Schattenseite des Investitionsprogramms ist die steigende Zinslast im Haushalt.,Germany: Bundestag debates record debt,"By 2029, the new federal government's budget plans provide for almost 850 billion euros of new loans. The downside of the investment programme is the rising interest burden in the budget.","德国:德国日,德国政府就创纪录债务进行辩论.","到2029年,新联邦政府的预算将有近8500亿欧元的新贷款. 投资的阴影面是预算利息的增加."
11,"Vom Risiko, als Frau in Pakistan online erfolgreich zu sein",Der Mord am 17-jährigen TikTok-Star Sana Yousef in Pakistan hat viele erschüttert. Für viele Frauen stellt sich seitdem noch dringlicher die Frage: Wie sicher sind sie im Netz - und im echten Leben?,From the risk of being successful online as a woman in Pakistan,"The murder of 17-year-old TikTok star Sana Yousef in Pakistan has shocked many. For many women, the question has since become even more urgent: How secure are they on the net - and in real life?",在巴基斯坦做女性网路成功的风险,"巴基斯坦17岁的TikTok明星Sana Yousef被杀令很多人震惊. 从那以后,许多妇女更急切地问:她们在网络上有多安全?"
12,Warum Trump fünf afrikanische Präsidenten empfängt,"US-Präsident Trump hat die Staatschefs von Gabun, Guinea-Bissau, Liberia, Mauretanien und Senegal nach Washington eingeladen. Was steckt hinter dem plötzlichen Interesse an den kleinen, rohstoffreichen Staaten?",Why Trump receives five African presidents,"US President Trump has invited the leaders of Gabon, Guinea-Bissau, Liberia, Mauritania and Senegal to Washington. What is behind the sudden interest in the small, resource-rich states?",为什么特朗普会接待五个非洲总统?,"美国总统特朗普邀请了加蓬,几内亚比绍,利比里亚,毛里塔尼亚和塞内加尔的领导人到华盛顿来"
13,Faktencheck: Wie man KI-Nachrichtenkanäle erkennt,"Mit Künstlicher Intelligenz erzeugte Nachrichtensendungen fluten die Sozialen Netzwerke. Die Formate sehen täuschend echt aus. Die DW erklärt, wie man die Fake-News-Portale und ihre Macher erkennt.",Fact check: How to recognize AI news channels,News broadcasts generated with artificial intelligence flood the social networks. The formats look deceptively real. The DW explains how to recognize the fake news portals and their creators.,事实调查:如何识别人工智慧频道,DW解释了如何识别假新闻端口及其制造商. 人工智能制造的新闻节目正在淹没社会网络. 格式看起来很真实. DW解释了如何识别假的新闻端口.
