,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Keine Euphorie über Einigung im Zollstreit mit den USA,"Die EU und die USA entschärfen ihren monatelangen Handelsstreit mit einer Einigung, die den Vereinigten Staaten offensichtlich deutlich mehr Vorteile bringt. Die Begeisterung darüber hält sich in Grenzen.",No euphoria about agreement in the customs dispute with the USA,The EU and the US defuse their month-long trade dispute with an agreement that seems to bring much more benefits to the United States.,与美国海关纠纷中没有关于和解的欢欣鼓舞,"欧盟和美国正在解决他们几个月来的贸易纠纷,这显然能给美国带来更大的好处. 对此的热情是有限的."
1,USA: Warum Trump auf Zölle statt auf Sanktionen setzt,Seit der Rückkehr von Donald Trump ins Amt setzt die US-Handelspolitik verstärkt auf Zölle statt Sanktionen. Die aggressive Zollstrategie sorgt international für Unsicherheit und belastet Unternehmen wie Märkte.,USA: Why Trump relies on tariffs instead of sanctions,"Since Donald Trump's return to office, US trade policy has increasingly focused on tariffs rather than sanctions. The aggressive customs strategy creates international uncertainty and burdens companies such as markets.",为什么特朗普要对关税负责而不是制裁?,"自从唐纳德·特朗普回任以来,美国贸易政策就加强了关税而不是制裁. 激进的关税战略让国际社会感到不安全,影响企业,如市场."
2,USA und Japan einigen sich im Zoll-Handelsstreit,Die USA und Japan verkünden ein Handelsabkommen mit reduzierten Zöllen. US-Präsident Donald Trump feiert den Deal als historischen Erfolg - und kündigt massive Investitionen Japans in die amerikanische Wirtschaft an.,USA and Japan agree in customs trade dispute,The US and Japan announce a trade agreement with reduced tariffs. US President Donald Trump celebrates the deal as a historic success - and announces massive investment by Japan in the American economy.,美国和日本在海关纠纷中达成协议,"美国和日本宣布了一项减少关税的贸易协定. 美国总统唐纳德·特朗普将该协议作为历史性的成功,并宣布日本对美经济的大规模投资."
3,Thailand und Kambodscha einigen sich auf Waffenruhe,"Die Feuerpause kam unter der Vermittlung Malaysias zustande. Die Auseinandersetzung dauerte nur wenige Tage, entwickelte sich aber zu den schwersten Kämpfen zwischen den Nachbarn seit mehr als einem Jahrzehnt.",Thailand and Cambodia agree on a ceasefire,"The ceasefire came about under the mediation of Malaysia. The dispute lasted only a few days, but developed into the most difficult fights between the neighbours for more than a decade.",泰国和柬埔寨同意停火,"马来西亚的调解下,停火暂停了. 这场战斗只持续了几天,但已演变为近十年来邻国间最激烈的斗争"
4,"Italien: Venedig-Eintritt bringt 5,4 Millionen Euro ein","Zehn Euro mussten Tagestouristen in Venedig seit Ostern zahlen, wenn sie durch die berühmte Altstadt spazieren wollten. Nun hat die Stadt die zweite Testphase ihres Eintrittssystems beendet und zieht vorläufig Bilanz.",Italy: Venice entry brings 5.4 million euros,Daily tourists in Venice had to pay ten euros since Easter if they wanted to walk through the famous old town. Now the city has finished the second test phase of its entry system and is taking stock for the time being.,"意大利:威尼斯入盟,筹集540万欧元","从复活节起,10欧元就不得不支付威尼斯的旅游者从复活节开始,在著名的古城中漫步. 现在,该市完成了进入系统第二阶段的测试,并暂时记录下来."
5,Syrien: Wahl zum Übergangsparlament im September,"Die islamistische Regierung in Syrien will Mitte September Abgeordnete einer ""Volksversammlung"" wählen lassen. Übergangspräsident al-Schaara hat jedoch ein Mitspracherecht bei der Zusammensetzung des Parlaments.",Syria: Election to the transitional parliament in September,"The Islamist government in Syria wants to elect representatives of a ""people's assembly"" in mid-September. However, transition president al-Shaara has a say in the composition of the parliament.",叙利亚:9月选举过渡议会,"叙利亚伊斯兰政府希望9月中旬选举""人民大会""议员. 但过渡总统谢阿拉在议会的组成中有发言权."
6,News kompakt: EU und USA einigen sich auf Handelsdeal,US-Präsident Trump und EU-Kommissionspräsidentin von der Leyen verkünden einen Kompromiss im monatelangen Zollstreit. Thailand und Kambodscha treffen sich zu Friedensverhandlungen. Das Wichtigste in Kürze.,Compact news: EU and US agree on trade deal,US President Trump and EU Commission President von der Leyen announce a compromise in the month-long customs dispute. Thailand and Cambodia meet for peace negotiations. The most important thing in brief.,最新消息:欧盟和美国同意贸易交易,"美国总统特朗普和莱昂人欧盟委员会主席宣布在几个月的海关纠纷中达成妥协. 泰国和柬埔寨将举行和平谈判. 最重要的是,即将到来."
7,Drei Tote bei schwerem Zugunglück in Baden-Württemberg,"Ein Regionalzug entgleist, drei Menschen sterben, über 40 werden verletzt. Ursache war offenbar ein Erdrutsch nach heftigem Regen. Die Ermittlungen laufen.",Three dead in a heavy train accident in Baden-Württemberg,"A regional train is derailed, three people are dying, over 40 are injured, and the cause is apparently a landslide after heavy rain.",在巴登 -伍特伯格的火车事故中死了3人,"一场地区性列车脱轨,三名人员死亡,40多人受伤. 显然,在暴雨后,地面滑行. 调查正在进行."
8,Wahlkampfbeginn in Ungarn: Referendum über Orban,Ungarns Premier Viktor Orban und der ungarische Oppositionsführer Peter Magyar eröffnen nominell den Wahlkampf - obwohl erst im April 2026 gewählt wird. Einzig großes Thema: das Ende oder das Überleben der Orban-Ordnung.,Election campaign starts in Hungary: referendum on Orban,Hungary's Prime Minister Viktor Orban and the Hungarian opposition leader Peter Magyar officially open the election campaign - although it is not until April 2026. Only big topic: the end or the survival of the Orban order.,匈牙利的竞选开始:全民公决 关于欧班,"匈牙利总理伊斯坦布尔,匈牙利反对派领袖彼得·马吉亚尔 (Peter Magyar) 宣布竞选活动在2026年4月才举行. 最重要的是,欧城的终结或生存."
9,Sahel: Schmuggel-Hotspot in Europas Nachbarschaft,Die afrikanische Sahelzone ist bekannt für ihre vielen Krisenherde. Nun floriert auch der Drogen- und Menschenhandel in der Region wie nie zuvor. Russlands wachsender Einfluss vor Ort ist daran nicht unbeteiligt.,Sahel: smuggling hotspot in Europe's neighbourhood,"The African Sahel zone is known for its many sources of crisis. Now, drug trafficking and human trafficking are flourishing in the region as never before. Russia's growing influence on the ground is not indifferent.",萨赫勒:欧洲邻国走私热点,非洲的萨赫勒地区因其许多危机而闻名. 现在该区域的毒品和人口贩卖活动也像以前一样兴旺. 俄罗斯在当地影响力的增加也并非一无所获.
10,EURO 2025: England gewinnt Finale gegen Spanien - dank Joker Kelly,"Spanien dominiert im Endspiel von Basel lange, England kämpft sich aber zurück. Im Elfmeterschießen siegen die Titelverteidigerinnen - einmal mehr dank Chloe Kelly, der die Jokerrolle auf den Leib geschrieben ist.",EURO 2025: England wins final against Spain - thanks to Joker Kelly,"Spain dominates for a long time in the finals of Basel, but England fights back. In penalty shooting, the defending champions win - once again thanks to Chloe Kelly, who has written the Jokerrolle on the body.","2025年,英国赢了西班牙决赛 - 多亏了凯利,英国赢了西班牙的决赛","西班牙在巴塞尔·朗的决赛中占据主导地位,但英国却在反击. 在11米的射击中,冠军卫冕者 - 再次感谢克罗伊·凯利,他把小丑的角色写在身体上."
11,Faktencheck: Haben die Simpsons die Coldplay-Kiss-Cam vorhergesagt?,"Vom viralen Coldplay-Kuss-Cam-Moment bis zur Präsidentschaft Trumps: Die ""Simpsons"" haben angeblich schon so manches vorhergesagt. Das DW-Faktencheck-Team prüft, was davon stimmt.",Fact check: Did the Simpsons predict the Coldplay Kiss Cam?,From the viral Coldplay Kiss Cam moment to Trump's presidency: The Simpsons have supposedly predicted a lot of things. The DW fact check team checks what's right.,事实调查 辛普森一家预测了 Coldplay Kiss Cam?,从科德普莱-库斯凯姆事件到特朗普总统任期 辛普森一家据说已经预测过很多事了. DW档案调查小组正在查证真相.
12,"Ghana: Ein Land, das niemals schläft?","Präsident John Mahama will eine Wirtschaft aufbauen, die rund um die Uhr läuft. Ist das machbar und was muss berücksichtigt werden, damit der Plan in Ghana gelingt?",Ghana: A country that never sleeps?,President John Mahama wants to build an economy that runs around the clock. Is that feasible and what needs to be taken into account in order for the plan to succeed in Ghana?,加纳: 一个从不睡觉的国家?,"约翰·马哈马总统想要建立一个全天候运作的经济体. 如果可以的话,那么它需要考虑什么,才能让计划在加纳成功?"
