,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Neue Front bei Kämpfen zwischen Thailand und Kambodscha,An der Grenze zwischen Thailand und Kambodscha sind den dritten Tag in Folge Kämpfe entbrannt. Inzwischen ist auch die Marine involviert.,New front in fighting between Thailand and Cambodia,"On the border between Thailand and Cambodia the third day in a row of battles have erupted. Meanwhile, the navy is also involved.","在泰国和柬埔寨之间的战斗中,新的前线","连续三天,在泰国和柬埔寨的边境线上,战争爆发了. 现在,海军也参与了."
1,Thailand lehnt Vermittlung im Konflikt mit Kambodscha ab,An der Grenze zwischen Thailand und Kambodscha wird weiter gekämpft. 100.000 Menschen in der Region mussten in Sicherheit gebracht werden. Thailand will bislang keine Vermittlung durch Dritte.,Thailand rejects mediation in conflict with Cambodia,"The border between Thailand and Cambodia continues to fight. 100,000 people in the region had to be brought to safety. Thailand does not want mediation by third parties so far.","泰国与柬埔寨的冲突中,奥林帕斯的调解人,奥林帕斯·侯赛因与柬埔寨的冲突中解读了泰国与柬埔寨的冲突.",在泰国和柬埔寨的边界继续战斗. 该地区有10万人必须安全返回. 泰国现在不想通过第三方进行调停.
2,Thailand-Kambodscha-Grenzkonflikt: Droht jetzt Krieg?,Im Grenzkonflikt machen sich Thailand und Kambodscha gegenseitig Vorwürfe und haben ihre diplomatischen Beziehungen unterbrochen. Die Region steht möglicherweise vor dem schwersten Konflikt seit über einem Jahrzehnt.,Thailand-Kamboja border conflict: Is war threatening now?,In the border conflict Thailand and Cambodia are accusing each other and have broken their diplomatic relations. The region may be facing the most serious conflict in over a decade.,"泰国孟买边界冲突,现在威胁战争吗?","在边界冲突中,泰国和柬埔寨互相指责,他们断绝了外交关系. 该地区可能面临十多年来最严重的冲突."
3,Thailand und Kambodscha: Eskalierender Grenzkonflikt,"Der Konflikt zwischen den südostasiatischen Ländern verschärft sich drastisch. Beide Seiten berichten von heftigen Gefechten, es soll Tote und Verletzte geben. Im Kern geht es um einen jahrzehntealten Grenzstreit.",Thailand and Cambodia: escalating border conflict,"The conflict between the Southeast Asian countries is intensifying dramatically. Both sides report violent battles, there are supposed to be dead and injured. Basically, it is about a decade-old border dispute.",泰国和柬埔寨的边境冲突,"东南亚国家之间的冲突愈演愈烈. 双方都报道了激烈的战斗,据说有伤亡和伤亡. 重点是,边境纠纷已经持续了十年了."
4,47. Berliner CSD-Parade gestartet,"Das Motto des diesjährigen CSD lautet ""Nie wieder still"". Er wird von Protesten gegen Bundeskanzler Friedrich Merz begleitet.",47th Berlin CSD parade launched,"The motto of this year's CSD is ""Never quiet again"". It is accompanied by protests against Chancellor Friedrich Merz.",47. 柏林CSD游行开始,"今年CSD的座右铭是: ""永远不要安静"" 他将被反对总理弗里德里希·默尔兹的抗议所左右"
5,China meldet auf Welt-KI-Konferenz Forderungen an,"Während der Westen eine Unterwanderung durch chinesische KI-Modelle fürchtet, pocht die dortige Regierung auf neue Regeln im Umgang mit Künstlicher Intelligenz. Auch US-Exportbeschränkungen sind Peking ein Dorn im Auge.",China Announces Claims at World AI Conference,"While the West is afraid of Chinese AI models infiltrating, the government there is poking for new rules on how to deal with artificial intelligence. US export restrictions are also a thorn in the eye of Beijing.",中国在世界KI会议上提出要求,"西方国家担心中国人工智能模型会减少移民,但那里的政府却在寻求新规则来处理人工智能问题. 美国出口限制也让北京蒙上了阴影"
6,Hoffnung auf Zoll-Einigung zwischen USA und EU,"US-Präsident Trump ist in Schottland, wo er sich mit der EU-Kommissionspräsidentin trifft. Womöglich kommt es dann zu einem Ergebnis im Zollstreit zwischen den USA und der EU.",Hope for US-EU customs agreement,"U.S. President Trump is in Scotland, where he meets with the EU Commission President. It may then come to a result in the customs dispute between the US and the EU.",美国与欧盟之间的关税协议有希望,"美国总统特朗普在苏格兰 与欧盟委员会主席会面,或许会引起美国与欧盟之间的海关纠纷"
7,Kambodscha fordert Waffenruhe von Thailand - News kompakt: Das Wichtigste kurz gefasst,Kambodscha fordert im Konflikt mit Nachbar Thailand eine friedliche Lösung. US-Präsident Trump landet in Schottland und bringt zwei Botschaften für Europa mit. Das Wichtigste in Kürze.,Cambodia calls for a ceasefire from Thailand - News compact: The most important in focus,Cambodia calls for a peaceful solution in conflict with neighbouring Thailand. US President Trump lands in Scotland and brings two embassies for Europe. The most important thing in brief.,柬埔寨要求泰国停火 - - 最新消息:,"柬埔寨在与泰国邻国冲突中提出和平解决方案. 特朗普总统在苏格兰登陆,给欧洲带来两个信息. 最重要的是,不久后."
8,"Bayreuther Festspiele mit ""Meistersingern"" eröffnet","Mit KI und digitalen Welten locken die Bayreuther Festspiele schon für das Jubiläumsjahr 2026. Bei Wagners ""Meistersingern"" geht es zum Auftakt um Brüche mit Traditionen. Eine Blaupause für die Lage der Festspiele?","Bayreuth Festival opens with ""Meistersingern""","With AI and digital worlds, the Bayreuth Festival is already attracting for the anniversary year 2026. Wagner's ""Master Singers"" is about breaks with traditions at the beginning. A blueprint for the situation of the Festival?","巴伐利亚的""冠军""节日游戏开幕了","有人工智慧和数字世界,巴伐利亚人已经在2026年举办了2026年庆典. 华格纳的""大师级""是关于打破传统的序幕."
9,"Einsamkeit: Jung, allein, deutsch, sucht: Freund(in)","""Wie finde ich Freunde?"" ist die häufigste Frage, die ein deutscher Influencer täglich gestellt bekommt. Das Thema Einsamkeit wird in Deutschland in vielen Altersgruppen immer akuter, auch mit Folgen für die Demokratie.","Loneliness: Young, alone, German, searching: Friend","""How do I find friends?"" is the most common question that a German influencer gets asked every day. The topic of loneliness is becoming increasingly acute in many age groups in Germany, also with consequences for democracy.","孤独,孤独,德意志,寻找朋友","""我怎么找朋友?"" 这是德国移民每天最常问的问题. 在德国,孤独问题在许多年龄组中越来越严重,也对民主产生影响."
