,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Land of the rising shun? Immigration and Japan’s politics,Also on the daily podcast: Iceland considers raising an army and how working from home affects company culture,Land der aufsteigenden Abneigung? Immigration und Japans Politik,"Auch auf dem täglichen Podcast: Island überlegt, eine Armee aufzuziehen und wie die Arbeit von zu Hause aus die Unternehmenskultur beeinflusst",¿Tierra del creciente rechazo? La inmigración y la política de Japón,También en el podcast diario: Islandia considera levantar un ejército y cómo el trabajo desde casa afecta la cultura de la empresa,Pays de la fuite montante ? Immigration et politique japonaise,Aussi sur le podcast quotidien: l'Islande envisage d'élever une armée et comment le travail à domicile affecte la culture d'entreprise,不断崛起的避避国之地? 移民和日本政治,冰岛考虑组建军队以及在家工作如何影响公司文化。
1,Gerrymander rodeo in Texas,"Our daily political update, featuring the stories that matter",Gerrymander Rodeo in Texas,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Gerrymander rodeo en Texas,"Nuestra actualización política diaria, con las historias que importan",Gerrymander rodeo en Texas,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",德克萨斯州Gerrymander牛仔舞,"我们每天的政治最新情况,特别报道重要的故事"
2,Readers respond to our call for the current asylum system to be scrapped,There are many problems with the present arrangements,Leser reagieren auf unsere Forderung nach Abwrackung des derzeitigen Asylsystems,Es gibt viele Probleme mit den derzeitigen Regelungen,Los lectores responden a nuestra petición de que se elimine el actual sistema de asilo,Hay muchos problemas con los arreglos actuales.,Les lecteurs répondent à notre appel à la suppression du système d'asile actuel,Les dispositions actuelles posent de nombreux problèmes.,"读者响应我们的呼吁,取消目前的庇护制度",现行安排有许多问题
3,U-turn: Donald Trump changes his position on Ukraine once again,A handpicked article read aloud from the latest issue of The Economist,U-Turn: Donald Trump wechselt wieder seine Position zur Ukraine,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,Vuelta en U: Donald Trump cambia su posición sobre Ucrania una vez más,Un artículo escogido a mano leído en voz alta del último número de The Economist,U-turn: Donald Trump change encore une fois sa position sur l'Ukraine,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,Uturn Uturn:唐纳德·特朗普再次改变对乌克兰的立场,"《经济学家》最新一期《经济学家》的一篇文章,"
4,The Houthis shatter European pretensions to naval power,Recent attacks in the Red Sea show how feeble Europe is,Die Huthis zerschmettern europäische Ansprüche an die Marinemacht,"Die jüngsten Angriffe im Roten Meer zeigen, wie schwach Europa ist",Los hutíes rompen pretensiones europeas a la potencia naval,Los recientes ataques en el Mar Rojo muestran lo débil que es Europa,Les Houthis détruisent les prétentions européennes à la puissance navale,Les récentes attaques en mer Rouge montrent à quel point l'Europe est faible,胡提斯打碎了欧洲对海军舰队的预言,最近对红海的袭击 表明欧洲多么弱小
5,Xi Jinping is growing more elusive,"Reports that he is in trouble are, nonetheless, overblown",Xi Jinping wird immer schwieriger,"Die Berichte, dass er in Schwierigkeiten ist, sind dennoch überbläht",Xi Jinping es cada vez más elusivo.,"Los informes de que está en problemas son, sin embargo, exagerados",Xi Jinping est de plus en plus insaisissable,Les informations selon lesquelles il est en difficulté sont néanmoins exagérées.,习近平越来越难以捉摸,听说他身陷困境 却被夸大其词
6,Has Trump damaged the dollar?,Yes. How badly will become clear in the next crisis,Hat Trump den Dollar beschädigt?,Ja. Wie schlimm wird sich in der nächsten Krise zeigen,¿Trump ha dañado el dólar?,Sí. ¿Qué tan mal quedará claro en la próxima crisis,Trump a-t-il endommagé le dollar ?,Oui. À quel point la prochaine crise se fera-t-elle sentir?,特朗普有没有破坏美元?,"是的。 在下一次危机中,情况会有多糟糕?"
7,"The hunt for Austin Tice, part 2",Lost in Syria,"Die Jagd nach Austin Tice, Teil 2",Verloren in Syrien,"La caza de Austin Tice, parte 2",Perdidos en Siria,"La chasse à Austin Tice, partie 2",Perdu en Syrie,"猎杀奥斯汀铁球,第2部分",损失在叙利亚
8,"Tamaki Yuichiro, Japan’s populist upstart who wants to be prime minister",The energetic leader is tapping into young people’s frustration and shaking up the country’s politics,"Tamaki Yuichiro, Japans populistischer Aufbruch, der Premierminister werden will",Der energische Führer greift die Frustration junger Menschen an und schüttelt die Politik des Landes auf,"Tamaki Yuichiro, el advenedizo populista de Japón que quiere ser primer ministro",El líder enérgico está aprovechando la frustración de los jóvenes y sacudiendo la política del país,"Tamaki Yuichiro, Japon Le populiste commence qui veut être premier ministre",Le leader énergique tire profit de la frustration des jeunes et ébranle la politique du pays,"日本民粹主义者玉木由一郎(Tamaki Yuichiro),","活跃的领袖正在利用年轻人的挫折感,"
9,Too many British universities are obsessed with being world-class,They should try being efficient and effective first,"Zu viele britische Universitäten sind davon besessen, Weltklasse zu sein","Sie sollten zuerst versuchen, effizient und effektiv zu sein.",Demasiadas universidades británicas están obsesionadas con ser de clase mundial,Deberían intentar ser eficientes y eficaces primero.,Trop d'universités britanniques sont obsédées par le fait d'être de classe mondiale,Ils devraient d'abord s'efforcer d'être efficaces et efficients.,太多的英国大学 沉迷于成为世界一流的,它们应首先努力提高效率和效力
