,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Merz fordert Netanjahu zu Waffenruhe in Gaza auf,Israel steht wegen der humanitären Lage im Gazastreifen in der Kritik. Der Bundeskanzler fordert einen Waffenstillstand und Hilfe für die Zivilbevölkerung. Israel startet mit dem Abwurf von Hilfsgütern aus der Luft.,Merz calls on Netanyahu to ceasefire in Gaza,Israel is critical of the humanitarian situation in the Gaza Strip. The Federal Chancellor calls for a ceasefire and aid for the civilian population. Israel starts with the dumping of aid from the air.,Merz要求内塔尼亚胡在加沙停火,以色列因为加沙地带的人道主义局势而受到批评. 德国总理要求对平民提供停火和援助. 以色列正在从空中发射救援物资.
1,Russische Flottenparade aus Sicherheitsgründen abgesagt,"Die alljährliche Flottenparade in St. Petersburg zum Tag der Marine sollte an diesem Sonntag stattfinden, sie wurde aber kurzfristig abgesagt. Die Parade war 2017 von Präsident Wladimir Putin eingeführt worden.",Russian fleet parade cancelled for safety reasons,"The annual fleet parade in St. Petersburg for Marine Day was scheduled to take place on this Sunday, but was cancelled at short notice. President Vladimir Putin introduced the parade in 2017.","为了安全起见,为了安全原因取消了俄罗斯舰队游行","每年在圣彼得堡举行的海军大游行本应是周日,但被短期取消了. 游行是普京总统在2017年发起的."
2,Österreich: ICE bleibt stundenlang in Tunnel stecken,"Zunächst war der ICE ""Donauwalzer"" der Deutschen Bahn pünktlich aus Wien abgefahren. 17 Minuten später steckte er fest. Die Passagiere mussten sich in Geduld üben, bevor sie evakuiert werden konnten.",Austria: ICE remains stuck in tunnels for hours,"At first the ICE ""Donauwalzer"" of the Deutsche Bahn had left Vienna on time. 17 minutes later he was stuck. The passengers had to exercise patience before they could be evacuated.",奥地利:在隧道里待上几个小时,"起先,德意志铁路的""多诺瓦勒"" 准时离开维也纳,17分钟后被困. 乘客们必须耐心等待,才能撤离."
3,Rebellen im Sudan stellen eigene Regierung auf,Nach mehr als zwei Jahren Bürgerkrieg im Sudan hat die gegen die Regierung kämpfende RSF-Miliz eine Parallelregierung ernannt. Präsident des Bündnis wird der Anführer der Miliz Mohamed Hamdan Daglo.,Rebels in Sudan establish their own government,"After more than two years of civil war in Sudan, the RSF militia fighting against the government has appointed a parallel government. President of the alliance will be the leader of the militia Mohamed Hamdan Daglo.",在苏丹的反叛者正在组建自己的政府,"在苏丹内战两年多后,反政府武装力量武装力量民兵已经任命了平行政府. 联盟的主席将成为军队的领袖哈姆德·达格罗."
4,Kampf gegen Feuer in Griechenland und der Türkei,"In zahlreichen Landesteilen Griechenlands toben Brände. Hitze und Trockenheit machen auch der Türkei zu schaffen. Hier gab es einen neuen Rekord: 50,5 Grad.",Fight against fire in Greece and Turkey,Fires are raging in many parts of Greece. Heat and drought are also causing Turkey to develop. There was a new record here: 50.5 degrees.,"在希腊和土耳其,与火作斗争.",希腊的许多地方正在发生火灾. 热和干旱也使土耳其得以实现. 这里的新纪录是50.5度.
5,Trump fordert Waffenruhe zwischen Thailand und Kambodscha,Nach der Eskalation an der Grenze zwischen Kambodscha und Thailand bemüht sich US-Präsident Trump um Deeskalation. Beide Seiten zeigen sich gesprächsbereit - doch die Kämpfe dauern an.,Trump calls for a ceasefire between Thailand and Cambodia,"After the escalation on the border between Cambodia and Thailand, US President Trump is trying to deescalate. Both sides are ready to talk - but the fights continue.",特朗普要求泰国和柬埔寨之间的停火,"在柬埔寨和泰国边境边界升级后,美国总统特朗普正在寻求解体. 双方都准备就绪 - 但战争正在持续."
6,Faktencheck: Haben die Simpsons die Coldplay-Kiss-Cam vorhergesagt?,"Vom viralen Coldplay-Kuss-Cam-Moment bis zur Präsidentschaft Trumps: Die ""Simpsons"" haben angeblich schon so manches vorhergesagt. Das DW-Faktencheck-Team prüft, was davon stimmt.",Fact check: Did the Simpsons predict the Coldplay Kiss Cam?,From the viral Coldplay Kiss Cam moment to Trump's presidency: The Simpsons have supposedly predicted a lot of things. The DW fact check team checks what's right.,事实调查 辛普森一家预测了 Coldplay Kiss Cam?,从科德普莱-库斯凯姆事件到特朗普总统任期 辛普森一家据说已经预测过很多事了. DW档案调查小组正在查证真相.
7,"Ghana: Ein Land, das niemals schläft?","Präsident John Mahama will eine Wirtschaft aufbauen, die rund um die Uhr läuft. Ist das machbar und was muss berücksichtigt werden, damit der Plan in Ghana gelingt?",Ghana: A country that never sleeps?,President John Mahama wants to build an economy that runs around the clock. Is that feasible and what needs to be taken into account in order for the plan to succeed in Ghana?,加纳: 一个从不睡觉的国家?,"约翰·马哈马总统想要建立一个全天候运作的经济体. 如果可以的话,那么它需要考虑什么,才能让计划在加纳成功?"
8,Big Tech: KI-Entwickler dringend gesucht,"Auf der Suche nach KI-Talenten bieten Tech-Unternehmen wie Meta riesige Summen. Dabei werden Start-ups aufgekauft und Fachkräfte mit enormen Antrittsprämien geworben. Doch ob sich das lohnt, ist noch nicht klar.",Big Tech: AI Developers Urgently Wanted,"In search of AI talents, tech companies such as Meta offer huge sums of money. Start-ups are purchased and skilled workers are recruited with enormous start-up awards. However, whether this is worthwhile is not yet clear.",Big Tech: 人工智能开发者急于寻找,"寻找人工智能技术公司,如超新星一样,提供巨资,以购买创业企业,并招聘有大量入场费的专业人员. 但这些技术是否值得,还不清楚."
9,"Bayreuther Festspiele mit ""Meistersingern"" eröffnet","Mit KI und digitalen Welten locken die Bayreuther Festspiele schon für das Jubiläumsjahr 2026. Bei Wagners ""Meistersingern"" geht es zum Auftakt um Brüche mit Traditionen. Eine Blaupause für die Lage der Festspiele?","Bayreuth Festival opens with ""Meistersingern""","With AI and digital worlds, the Bayreuth Festival is already attracting for the anniversary year 2026. Wagner's ""Master Singers"" is about breaks with traditions at the beginning. A blueprint for the situation of the Festival?","巴伐利亚的""冠军""节日游戏开幕了","有人工智慧和数字世界,巴伐利亚人已经在2026年举办了2026年庆典. 华格纳的""大师级""是关于打破传统的序幕."
