,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,"Vladimir Medinsky, Putin’s negotiator with a warped worldview",The nationalist ideologue shapes the Russian president’s version of history,"Wladimir Medinsky, Putins Verhandlungsführer mit einer verzerrten Weltanschauung",Der nationalistische Ideologe prägt die Version der Geschichte des russischen Präsidenten,"Vladimir Medinsky, negociador de Putin con una visión distorsionada del mundo",El ideólogo nacionalista da forma a la versión de la historia del presidente ruso,"Vladimir Medinsky, négociateur de Poutine avec une vision du monde déformée",L'idéologue nationaliste façonne la version du président russe de l'histoire,"普京的谈判者弗拉基米尔·梅丁斯基(Vladimir Medinsky),",民族主义意识形态塑造了俄罗斯总统对历史的版本
1,What to watch this weekend,Our choices show how power is wielded and abused,Was an diesem Wochenende zu sehen,"Unsere Entscheidungen zeigen, wie Macht ausgeübt und missbraucht wird",Qué ver este fin de semana,Nuestras elecciones muestran cómo el poder es ejercido y abusado,Que regarder ce week-end,Nos choix montrent comment le pouvoir est manié et abusé,这周末看什么看这个周末,我们的选择表明权力是如何被利用和滥用的
2,A hard-hat spat,"Our daily political update, featuring the stories that matter",Ein harter Hut spuckte,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Una escupida de sombrero duro,"Nuestra actualización política diaria, con las historias que importan",C'est un crapaud dur.,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",一个难吹的口号,"我们每天的政治最新情况,特别报道重要的故事"
3,Xiaomi the way: a Chinese tech giant gets bigger,Also on the daily podcast: a rapprochement of necessity for Britain and Argentina and the rise and rise of women’s sports,Xiaomi der Weg: ein chinesischer Tech-Gigant wird größer,Auch auf dem täglichen Podcast: eine Annäherung der Notwendigkeit für Großbritannien und Argentinien und der Aufstieg und Aufstieg der Frauen Sport,Xiaomi el camino: un gigante tecnológico chino se hace más grande,También en el podcast diario: un acercamiento de la necesidad para Gran Bretaña y Argentina y el aumento y el aumento de los deportes femeninos,Xiaomi le chemin: un géant de la technologie chinoise devient plus grand,Aussi sur le podcast quotidien: un rapprochement de la nécessité pour la Grande-Bretagne et l'Argentine et la montée et la montée des sports féminins,中国科技巨头变大了,"也是每日播客的播客:英国和阿根廷需要和解,妇女运动的兴起和兴起"
4,Catholics are more liberal than you might think,Our polling shows a majority would like the church to change with the times,"Katholiken sind liberaler, als Sie denken","Unsere Umfrage zeigt, dass eine Mehrheit möchte, dass sich die Kirche mit der Zeit ändert.",Los católicos son más liberales de lo que crees.,Nuestra votación muestra que la mayoría quiere que la iglesia cambie con los tiempos.,Les catholiques sont plus libéraux que vous ne le pensez.,Notre sondage montre une majorité voudrait que l'église change avec les temps,天主教徒比你想象的 更自由,我们的投票结果显示 多数人希望教会改变时代
5,Why Thai fighter jets have attacked Cambodia,Modern warfare at ancient temples,Warum thailändische Kampfjets Kambodscha angegriffen haben,Moderne Kriegsführung in alten Tempeln,¿Por qué aviones de combate tailandeses han atacado Camboya,Guerra moderna en templos antiguos,Pourquoi les chasseurs thaïlandais ont attaqué le Cambodge,Guerre moderne dans les temples anciens,为何泰国喷气式战斗机攻击柬埔寨,古古寺庙的现代战争
6,Chip lords: the world’s most important company,"Our podcast on markets, the economy and business. This week, is TSMC the most dangerous chokepoint in the global economy?",Chip Lords: die wichtigste Firma der Welt,"Unser Podcast über Märkte, Wirtschaft und Wirtschaft. Ist TSMC diese Woche der gefährlichste Chokepoint in der Weltwirtschaft?",Chip lords: la compañía más importante del mundo,"Nuestro podcast sobre mercados, economía y negocios. Esta semana, ¿es TSMC el punto de estrangulamiento más peligroso de la economía mundial?",Chip lords: le monde la plus importante entreprise,"Notre podcast sur les marchés, l'économie et les entreprises. Cette semaine, la TSMC est-elle le point d'étranglement le plus dangereux de l'économie mondiale?",Chip Lords: 世界上最重要的公司,"我们在市场、经济和商业上播客。 本周,TSMC是全球经济中最危险的阻塞点吗?"
7,The world court joins the fight over climate change,Its ruling that burning fossil fuels can be “internationally wrongful” risks provoking a backlash,Der Weltgerichtshof tritt dem Kampf um den Klimawandel bei,"Seine Entscheidung, fossile Brennstoffe zu verbrennen, kann international falsch sein, birgt die Gefahr, eine Gegenreaktion zu provozieren.",La corte mundial se une a la lucha por el cambio climático,Su decisión de que la quema de combustibles fósiles puede ser “internacionalmente ilícita” corre el riesgo de provocar una reacción negativa,La Cour mondiale se joint à la lutte contre le changement climatique,Sa décision selon laquelle la combustion de combustibles fossiles peut être internationalement illicite risque de provoquer un contrecoup,世界法院加入应对气候变化的斗争,其裁决认为燃烧化石燃料可能“国际不法行为”可能引发反弹
8,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
9,"Booze, bills and $500,000 photoshoots: the golden age of magazines","Two new books look at the heyday of Vanity Fair, Vogue and their ilk","Alkohol, Rechnungen und 500.000 Dollar Fotoshootings: das goldene Zeitalter der Zeitschriften","Zwei neue Bücher schauen auf die Blütezeit der Vanity Fair, Vogue und ihre Ilk","Alcohol, facturas y $500.000 sesiones fotográficas: la edad de oro de las revistas","Dos nuevos libros miran el apogeo de Vanity Fair, Vogue y su calaña","Booze, billets et 500 000 photoshoots : l'âge d'or des magazines","Deux nouveaux livres regardent l'apogée de Vanity Fair, Vogue et leur ilk",酒、帐单和500 000美元的照片:杂志的黄金时代,"两本新书,看看《名利集市》的顶峰,《Vogue》和《Vogue》和《Their lalk》"
10,How satire is adapting to the second coming of Donald Trump,The conservative Babylon Bee is finding it easier than the Onion,Wie Satire sich an das zweite Kommen von Donald Trump anpasst,Die konservative Babylon Bee findet es leichter als die Zwiebel,Cómo se está adaptando la sátira a la segunda venida de Donald Trump,El conservador Babylon Bee lo encuentra más fácil que la Cebolla,Comment satire s'adapte à la seconde venue de Donald Trump,Le conservateur Babylon Bee le trouve plus facile que l'oignon,如何适应Donald Trump的第二次来临,保守的巴比伦蜜蜂发现比洋葱更容易
11,How much would you pay to nab a table at a swanky restaurant?,A tech bro created a viral reservation-trading website. The industry wants to shut it down,"Wie viel würden Sie zahlen, um einen Tisch in einem schäbigen Restaurant zu nageln?",Ein Tech-Bro erstellt eine virale Reservierung-Handels-Website. Die Industrie will es herunterfahren,¿Cuánto pagarías por agarrar una mesa en un restaurante elegante?,Un técnico bro creó un sitio web viral de reserva-negociación. La industria quiere cerrarlo,Combien payeriez-vous pour prendre une table dans un restaurant maladroit ?,Un tech bro a créé un site web de réservation virale. L'industrie veut l'arrêter.,你要花多少钱去 一家烂餐厅买餐桌?,一个技术兄弟创建了一个病毒预订交易网站。该行业希望关闭该网站。
