,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,How far off is dollar doom?,"America’s safe-haven status is shaken, but still existent",Wie weit ist der Dollar-Verdammnis?,"Amerikas Safe-Haven-Status ist erschüttert, aber immer noch vorhanden",¿Qué tan lejos está la perdición del dólar?,"El estado de refugio de Estados Unidos está sacudido, pero todavía existe",C'est loin d'être perdu ?,"Le statut d'Americas safe-haven est ébranlé, mais il existe toujours",美元末日离我们有多远?,"美国的避风港地位受到动摇,但仍然存在"
1,"The hunt for Austin Tice, part 2",Lost in Syria,"Die Jagd nach Austin Tice, Teil 2",Verloren in Syrien,"La caza de Austin Tice, parte 2",Perdidos en Siria,"La chasse à Austin Tice, partie 2",Perdu en Syrie,"猎杀奥斯汀铁球,第2部分",损失在叙利亚
2,"Tamaki Yuichiro, Japan’s populist upstart who wants to be prime minister",The energetic leader is tapping into young people’s frustration and shaking up the country’s politics,"Tamaki Yuichiro, Japans populistischer Aufbruch, der Premierminister werden will",Der energische Führer greift die Frustration junger Menschen an und schüttelt die Politik des Landes auf,"Tamaki Yuichiro, el advenedizo populista de Japón que quiere ser primer ministro",El líder enérgico está aprovechando la frustración de los jóvenes y sacudiendo la política del país,"Tamaki Yuichiro, Japon Le populiste commence qui veut être premier ministre",Le leader énergique tire profit de la frustration des jeunes et ébranle la politique du pays,"日本民粹主义者玉木由一郎(Tamaki Yuichiro),","活跃的领袖正在利用年轻人的挫折感,"
3,Too many British universities are obsessed with being world-class,They should try being efficient and effective first,"Zu viele britische Universitäten sind davon besessen, Weltklasse zu sein","Sie sollten zuerst versuchen, effizient und effektiv zu sein.",Demasiadas universidades británicas están obsesionadas con ser de clase mundial,Deberían intentar ser eficientes y eficaces primero.,Trop d'universités britanniques sont obsédées par le fait d'être de classe mondiale,Ils devraient d'abord s'efforcer d'être efficaces et efficients.,太多的英国大学 沉迷于成为世界一流的,它们应首先努力提高效率和效力
4,What is the richest country in the world in 2025?,Our annual ranking compares economies in three different ways,Was ist das reichste Land der Welt im Jahr 2025?,Unser jährliches Ranking vergleicht Volkswirtschaften auf drei verschiedene Arten,¿Cuál es el país más rico del mundo en 2025?,Nuestro ranking anual compara las economías de tres maneras diferentes,Quel est le pays le plus riche du monde en 2025?,Notre classement annuel compare les économies de trois façons différentes,2025年世界上最富有的国家是什么?,我们的年度排名以三种不同方式比较经济
5,The Epstein files and Donald Trump,A vast right-wing conspiracy comes for the president,Die Epstein-Dateien und Donald Trump,Eine riesige rechte Verschwörung kommt für den Präsidenten,Los archivos de Epstein y Donald Trump,Una vasta conspiración de derecha viene para el presidente,Les fichiers Epstein et Donald Trump,Une vaste conspiration de droite vient pour le président,Epstein案卷和Donald Trump案卷,一个庞大的右翼阴谋 来对付总统
6,"Charlie Kirk, pied piper of the American right",The college drop-out fighting to preserve Donald Trump’s youth vote,"Charlie Kirk, Pied Piper der amerikanischen Rechten","Die College-Abbrecher kämpfen, um Donald Trumps Jugendwahl zu erhalten","Charlie Kirk, flautista de la derecha americana",La deserción universitaria luchando para preservar el voto juvenil de Donald Trump,"Charlie Kirk, piéd piper de la droite américaine",L'université se bat pour préserver Donald Trump's le vote des jeunes,"查理・柯克,美国右翼的飞笛手",大学辍学抗争以维护唐纳德·特朗普的青年选票
7,Cover Story newsletter: How we chose the cover image,,Cover Story Newsletter: Wie wir das Coverbild gewählt haben,,Portada del boletín: Cómo elegimos la imagen de la portada,,Cover Story newsletter: Comment nous avons choisi l'image de couverture,,封面新闻通讯:我们如何选择封面图像,
8,Teflon Don: can the economy withstand a Trump shock?,"Our weekly podcast on democracy in America. This week, we examine whether Donald Trump will damage the resoundingly resilient economy.",Teflon Don: Kann die Wirtschaft einem Trump-Schock standhalten?,"Unser wöchentlicher Podcast über Demokratie in Amerika. In dieser Woche untersuchen wir, ob Donald Trump der schallfesten widerstandsfähigen Wirtschaft Schaden zufügen wird.",Teflon Don: ¿Puede la economía soportar un choque de Trump?,"Nuestro podcast semanal sobre la democracia en Estados Unidos. Esta semana, examinamos si Donald Trump dañará la resonante y resiliente economía.",Teflon Don : l'économie peut-elle résister à un choc Trump ?,"Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, nous examinons si Donald Trump va nuire à l'économie résiliente.",Teflon Don:经济能否承受特朗普冲击?,"本周,我们研究唐纳德·特朗普是否会 破坏极具抗御力的经济。"
9,Do probiotics work?,"For a healthy microbiome, eating your greens is a surer bet",Funktionieren Probiotika?,"Für ein gesundes Mikrobiom, essen Sie Ihre Grüns ist eine sicherere Wette",¿Funcionan los probióticos?,"Para un microbioma saludable, comer sus verduras es una apuesta más segura",Les probiotiques fonctionnent-ils?,"Pour un microbiome sain, manger vos légumes verts est un pari plus sûr",抗生素有用吗?,"对于健康的微生物来说, 吃你的绿菜是更肯定的赌注"
