,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Jimmy Swaggart tripped up on his progress to Heaven,"America’s most popular hellfire preacher of the 1980s died on July 1st, aged 90",Jimmy Swaggart stolperte auf seinem Fortschritt in den Himmel,"Amerikas beliebtester Höllenfeuerprediger der 1980er Jahre starb am 1. Juli, im Alter von 90 Jahren",Jimmy Swaggart tropezó con su progreso hacia el Cielo,"El predicador del infierno más popular de los años 80 murió el 1 de julio, a los 90 años.",Jimmy Swaggart a trébuché sur son progrès au ciel,"Americas le plus populaire prédicateur de feu d'enfer des années 1980 est mort le 1er Juillet, âgé de 90",Jimmy Swaggart在进天堂的路上绊倒了起来,"1980年代美国最受欢迎的地狱火灾传教士 于7月1日死亡,90岁"
1,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
2,How Bad Bunny leapt to the top of the global music charts,The Puerto Rican rapper has millions of fans beyond the Hispanophone world,Wie Bad Bunny an die Spitze der globalen Musikcharts sprang,Der puerto-ricanische Rapper hat Millionen von Fans jenseits der Hispanophone Welt,Cómo Bad Bunny saltó a la cima de las listas mundiales de música,El rapero puertorriqueño tiene millones de fans más allá del mundo hispanofónico,Comment Bad Bunny saute au sommet des charts musicaux mondiaux,Le rappeur portoricain a des millions de fans au-delà du monde hispanophone,坏兔子如何跳跃到全球音乐图表的顶端,波多黎各饶舌歌手在西班牙世界之外 拥有数以百万计的粉丝
3,"In war, incentives matter more than courage","Economics is a useful tool for understanding conflict, as a new book shows",Im Krieg sind Anreize mehr als Mut,"Wirtschaft ist ein nützliches Werkzeug, um Konflikte zu verstehen, wie ein neues Buch zeigt","En la guerra, los incentivos importan más que el valor","La economía es una herramienta útil para entender los conflictos, como muestra un nuevo libro","En guerre, les incitations comptent plus que le courage","L'économie est un outil utile pour comprendre les conflits, comme le montre un nouveau livre","在战争中,奖励比勇气更重要","经济学是理解冲突的有用工具,如新书展示"
4,Could hormones help treat some forms anxiety and depression?,Mental illnesses that do not respond to standard treatment could be hormone-driven,"Können Hormone helfen, einige Formen Angst und Depression zu behandeln?","Psychische Erkrankungen, die nicht auf eine Standardbehandlung ansprechen, könnten hormongetrieben sein",¿Podrían las hormonas ayudar a tratar algunas formas de ansiedad y depresión?,Las enfermedades mentales que no responden al tratamiento estándar podrían estar motivadas por hormonas,Les hormones peuvent-elles aider à traiter certaines formes d'anxiété et de dépression?,Les maladies mentales qui ne répondent pas au traitement standard pourraient être hormonales.,荷尔蒙能帮助治疗 某些形式的焦虑和抑郁症吗?,不响应标准治疗标准的心理疾病可能是荷尔蒙驱动的
5,Ancient proteins could transform palaeontology,"Found in fossils many millions of years old, they could help scientists study long-extinct species",Alte Proteine könnten Paläontologie transformieren,"In Fossilien viele Millionen Jahre alt gefunden, konnten sie Wissenschaftlern helfen, lange ausgestorbene Arten zu erforschen",Las proteínas antiguas podrían transformar la paleontología,"Encontrados en fósiles de muchos millones de años de antigüedad, podrían ayudar a los científicos a estudiar especies extintas desde hace mucho tiempo.",Les protéines anciennes pourraient transformer la paléontologie,"Trouvés dans des fossiles de plusieurs millions d'années, ils pourraient aider les scientifiques à étudier des espèces à long terme",古代蛋白质能改变古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代古代,它们可以帮助科学家研究长期灭绝的物种
6,A CEO’s summer guide to protecting profits,America’s bosses are sharpening their axes,Ein CEO im Sommer Leitfaden zum Schutz der Gewinne,Amerikas Bosse schärfen ihre Achsen,Guía de verano de un CEO para proteger los beneficios,Los jefes de Estados Unidos están afilando sus ejes,Un guide d'été du PDG pour la protection des bénéfices,Les patrons de l'Amérique aiguisent leurs axes,CEO的《保护利润暑期指南》,美国的老板们正在尖锐地尖锐他们的斧头
7,America’s broken construction industry is a big problem for Trump,"It is beset by fragmentation, overregulation and underinvestment",Amerikas kaputte Bauindustrie ist ein großes Problem für Trump,"Sie wird durch Fragmentierung, Überregulierung und Unterinvestition geprägt.",La industria de la construcción rota de Estados Unidos es un gran problema para Trump,"Se caracteriza por la fragmentación, la sobrerregulación y la infrainversión.",L'industrie américaine de la construction brisée est un gros problème pour Trump,"Elle est en proie à la fragmentation, à la surréglementation et au sous-investissement.",美国破碎的建筑工业 对特朗普来说是个大问题,它被不成体系、管制过度和投资不足所困扰
8,Can a $9bn deal sustain CoreWeave’s stunning growth?,The AI superstar faces competition and an over-reliance on big tech,Kann ein $9bn Deal CoreWeaves atemberaubendes Wachstum unterstützen?,Der KI-Superstar steht vor Konkurrenz und einem Über-Zuspruch auf Big Tech,¿Puede un acuerdo de $9 mil millones sostener el crecimiento impresionante de CoreWeave?,La superestrella de IA se enfrenta a la competencia y a la dependencia excesiva de la gran tecnología,Un accord de 9 milliards de dollars peut-il soutenir la croissance étonnante de CoreWeave?,La superstar de l'IA fait face à la concurrence et à une dépendance excessive à la grande technologie,9美元交易能维持核心网的惊人增长吗?,人工智能超级巨星面临竞争和过度依赖大科技
9,Silicon Valley is racing to build the first $1trn unicorn,What could possibly go wrong?,Silicon Valley ist auf dem Weg zum Bau der ersten $1trn Einhorn,Was könnte denn schiefgehen?,Silicon Valley está compitiendo para construir el primer unicornio de 1 dólar,¿Qué podría salir mal?,Silicon Valley est en course pour construire la première licorne de 1 trn,Qu'est-ce qui pourrait mal se passer ?,硅谷正在赛跑 以建造第一个一块钱的独角兽,会出什么差错?
