,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Even the sight of an infection can trigger an immune response,The phenomenon could be harnessed to boost immunotherapy,Selbst der Anblick einer Infektion kann eine Immunantwort auslösen,"Das Phänomen könnte genutzt werden, um die Immuntherapie zu fördern",Incluso la visión de una infección puede desencadenar una respuesta inmunitaria,El fenómeno podría aprovecharse para impulsar la inmunoterapia,Même la vue d'une infection peut déclencher une réponse immunitaire,Le phénomène pourrait être utilisé pour stimuler l'immunothérapie,"即使看到感染,也能引发免疫反应",可以利用这个现象来推动免疫治疗。
1,The US in brief: The EPA’s war on climate regulations,"Our daily political update, featuring the stories that matter",Die USA in Kürze: Der WPA-Krieg gegen Klimavorschriften,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Estados Unidos en resumen: La guerra de la EPA contra las regulaciones climáticas,"Nuestra actualización política diaria, con las historias que importan",Les Etats-Unis en bref: La guerre de l'EPA sur la réglementation climatique,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",简言之:美国环保局对气候规则的战争,"我们每天的政治最新情况,特别报道重要的故事"
2,Heavy meddle: Trump and Brazil,Also on the daily podcast: what is behind India’s private-jet boom and the migration of Hong Kong’s fusion cafes,Schwere Einmischung: Trump und Brasilien,Auch auf dem täglichen Podcast: Was hinter Indiens Private-Jet-Boom und der Migration von Hongkongs Fusion-Cafés steckt,Entrometerse pesadamente: Trump y Brasil,También en el podcast diario: lo que está detrás del boom del chorro privado de la India y la migración de los cafés de fusión de Hong Kong,Lourde mêlée : Trump et le Brésil,Aussi sur le podcast quotidien : ce qui est derrière le boom de jet privé de l'Inde et la migration des cafés de fusion de Hong Kong,重插:特朗普和巴西,也是在每日播客的播客:印度私人喷击繁荣和香港聚热咖啡馆迁移背后的原因。
3,Tangled web: the Epstein uproar places Donald trump in a trap of his own making,A handpicked article read aloud from the latest issue of The Economist,Tangled web: der Epstein Aufruhr stellt Donald Trumpf in eine Falle seiner eigenen Herstellung,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,Red enredada: el alboroto de Epstein coloca a Donald triunfando en una trampa de su propia creación,Un artículo escogido a mano leído en voz alta del último número de The Economist,Tangled web: l'uproar d'Epstein place Donald dans un piège de sa propre fabrication,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,Epstein怒吼将唐纳德王 置于他自己制造的陷阱中,"《经济学家》最新一期《经济学家》的一篇文章,"
4,The remarkable rise of “greenhushing”,Businesses once trumpeted their climate goals. Now they are quietly plugging away,Der bemerkenswerte Aufstieg von .greenhushing .,Unternehmen haben einmal ihre Klimaziele getrompelt. Jetzt stopfen sie leise weg,El notable aumento del “greenhushing”,Las empresas una vez pregonaron sus objetivos climáticos.,L'ascension remarquable de l'environmentalhushing,"Les entreprises ont une fois sonné leurs objectifs climatiques. Maintenant, ils sont tranquillement en train de se boucher",“绿色秘密”的显著兴起,商业界曾经吹着他们的气候目标。现在它们正在悄悄地插上。
5,How spy agencies are experimenting with the newest AI models,America has better technology. But will China adopt it more quickly?,Wie Spionageagenturen mit den neuesten KI-Modellen experimentieren,Amerika hat bessere Technologie. Aber wird China sie schneller übernehmen?,Cómo las agencias de espionaje están experimentando con los nuevos modelos de IA,Estados Unidos tiene mejor tecnología. ¿Pero China la adoptará más rápidamente?,Comment les agences d'espionnage expérimentent les nouveaux modèles d'IA,"L'Amérique a une meilleure technologie, mais la Chine l'adoptera-t-elle plus rapidement ?",间谍机构如何试验最新的AI模型,"美国有更好的技术,但中国能更快地采用吗?"
6,"With a four-octave range, Cleo Laine could sing everything—and did","The “First Lady of Jazz” died on July 24th, aged 97",Cleo Laine konnte mit vier Oktaven alles singen – und tat,"Die erste Dame des Jazz, starb am 24. Juli, im Alter von 97 Jahren","Con un rango de cuatro octave, Cleo Laine podía cantar todo — y lo hizo","La “Primera Dama del Jazz” murió el 24 de julio, a la edad de 97 años","Avec une gamme de quatre octaves, Cleo Laine pouvait tout chanter – et faisait","La Première Dame de Jazz est décédée le 24 juillet, à l'âge de 97 ans.","Cleo Laine可以唱出一切,","“爵士第一夫人”于7月24日死亡,"
7,Panamanian farmers versus global shipping—and Donald Trump,A new dam should ease the Panama Canal’s water woes. Those against it don’t have a chance,Panamanische Bauern versus globale Schifffahrt – und Donald Trump,Ein neuer Damm sollte das Wasser des Panamakanals erleichtern.,Campesinos panameños contra el transporte marítimo mundial — y Donald Trump,Una nueva represa debería aliviar los problemas de agua del Canal de Panamá.,Les agriculteurs panaméens contre le transport maritime mondial – et Donald Trump,Un nouveau barrage devrait soulager les malheurs de l'eau du Canal de Panama. Ceux qui contre elle n'ont pas une chance,巴拿马农民对全球航运与唐纳德·特朗普(Donald Trump),"新大坝应该能缓解巴拿马运河的水患,"
8,Can interceptor drones stop Russia’s terror bombing?,Vast waves of drones are overwhelming Ukraine’s air defences,Können Abfangdrohnen Russlands Terrorbomben stoppen?,Weite Wellen von Drohnen sind überwältigend Ukraines Luftabwehr,¿Pueden los drones interceptores detener el bombardeo terrorista de Rusia?,Grandes oleadas de drones abruman las defensas aéreas de Ucrania,Les drones intercepteurs peuvent-ils arrêter les bombardements terroristes en Russie ?,De grandes vagues de drones sont accablantes l'Ukraine défenses aériennes,拦截无人机能够阻止俄罗斯的恐怖爆炸吗?,乌克兰的防空系统 被巨大的无人机波浪所压倒
9,Blighty: Why Corbyn’s comeback matters,"Matthew Holehouse, our British political correspondent, on what Jeremy Corbyn’s new party means for British politics",Blighty: Warum Corbyns Comeback zählt,"Matthew Holehouse, unser britischer politischer Korrespondent, über das, was Jeremy Corbyns neue Partei für die britische Politik bedeutet",Blighty: Por qué es importante el regreso de Corbyn,"Matthew Holehouse, nuestro corresponsal político británico, sobre lo que el nuevo partido de Jeremy Corbyn significa para la política británica",Blighty: Pourquoi le retour de Corbyn est important,"Matthew Holehouse, notre correspondant politique britannique, sur ce que le nouveau parti Jeremy Corbyn's signifie pour la politique britannique",Blighty:为什么Corbyn的反弹很重要,"我们的英国政治记者马修·霍尔豪斯(Matthew Holehouse),"
