,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Können wir den Erdüberlastungstag umkehren?,"Ein bisschen mehr als die Hälfte des Jahres 2025 ist vorbei, ab jetzt leben wir auf Pump: Die Menschheit hat die Ressourcen des Planeten aufgebraucht und lebt so, als hätten wir 1,8 Erden. Wie kehren wir das um?",Can we reverse Earth Overburden Day?,"A little more than half of the year 2025 is over, from now on we are living on a pump: Humanity has used up the planet's resources and lives as if we had 1.8 Earths. How do we reverse this?",我们能扭转地球的升迁日吗?,"从现在起,人类耗尽了这个星球的资源,生活就像我们拥有1.8个地球一样"
1,UN-Gericht: Staaten haften für Klimaschäden,Der Internationale Gerichtshof (IGH) in Den Haag hat den Schutz vor Klimawandel zur völkerrechtlichen Pflicht erklärt. Staaten müssen handeln – für heutige und zukünftige Generationen.,UN Court: States are liable for climate damage,The International Court of Justice (IGH) in The Hague has declared protection against climate change an international duty. States must act – for present and future generations.,联合国法庭:国家对气候破坏的坚挺责任.,海牙国际法院宣布保护气候变化作为国际法义务. 国家必须为现在和子孙后代采取行动.
2,Tuvalu: Bewohner bewerben sich um Klimavisum für Australien,"Der Inselstaat Tuvalu droht im Meer zu versinken. Ein Klimavisum soll Bewohnern die Möglichkeit geben, nach Australien auszuwandern.",Tuvalu: Residents apply for climate visa for Australia,The island state of Tuvalu threatens to sink into the sea. A climate visa should give residents the opportunity to emigrate to Australia.,图瓦卢 居民申请澳大利亚的气候签证,图瓦卢岛国威胁要沉入海底 一份气候签证让居民有机会移民澳大利亚
3,Flughafen München soll Abschiebeterminal bekommen,Deutschland ändert seine Asylpolitik. Abgelehnte Bewerber sollen künftig schneller außer Landes gebracht werden. Ein Projekt ist am Flughafen München geplant.,Munich Airport to get deportation terminal,Germany is changing its asylum policy. Rejected applicants are to be moved out of the country more quickly in the future. A project is planned at Munich Airport.,让慕尼黑机场进入终端,德国改变了避难政策. 拒绝申请者应继续被送出德国. 一项项目计划在慕尼黑机场进行.
4,EU und China fordern Neuausrichtung ihrer Beziehungen,Die EU und China treffen sich zu Gesprächen in Peking. Beide Seiten fordern mehr Vertrauen und Zusammenarbeit - doch Handelskonflikte und der russische Angriffskrieg gegen die Ukraine belasten das Verhältnis.,EU and China call for a reorientation of their relations,The EU and China are meeting for talks in Beijing. Both sides are calling for more trust and cooperation - but trade conflicts and the Russian war of aggression against Ukraine are burdening the relationship.,欧盟和中国要求重新调整关系,欧盟和中国将在北京举行会谈. 双方都要求加强信任与合作 - 但贸易冲突和俄罗斯对乌克兰的侵略会给关系造成压力.
5,Flugzeugabsturz im Osten Russlands: Wohl 49 Opfer,"Die Antonow An-24 verschwand beim Landeanflug auf Tynda von den Radarschirmen. Rettungskräfte fanden das brennende Flugzeugwrack an einem Berghang, rund 15 Kilometer vom Flughafen entfernt.",Plane crash in eastern Russia: Probably 49 victims,"The Antonow An-24 disappeared from the radar screens when landing on Tynda. Rescue forces found the burning aircraft wreck on a mountain slope, about 15 kilometers from the airport.","俄罗斯东部的坠机事故,估计49人死亡","Antonov An-24号班机在Tinda降落时从雷达屏幕上消失了. 救援人员在山坡上发现了燃烧的飞机残骸,离机场大约15公里远."
6,Ukraine-Krieg: Erneute Angriffe nach kurzen Verhandlungen,Von den Verhandlungen zwischen Russland und der Ukraine in Istanbul war kaum etwas erwartet worden - und tatsächlich blieben konkrete Ergebnisse aus. Stattdessen folgten wenige Stunden später neue gegenseitige Angriffe.,Ukraine War: Renewed attacks after short negotiations,"Hardly anything had been expected of the negotiations between Russia and Ukraine in Istanbul - and in fact, concrete results were lacking. Instead, new mutual attacks followed a few hours later.",乌克兰战争:谈判短时间后再次发动攻击,"俄罗斯和乌克兰在伊斯坦布尔的谈判几乎没有预料到什么,事实上,没有具体结果. 几个小时后,又发生了新的交战."
7,News kompakt: Konfrontation zwischen Thailand und Kambodscha,Wegen eines alten Grenzkonflikts liefern sich Thailand und Kambodscha Gefechte. Die russisch-ukrainischen Verhandlungen in Istanbul werden überschattet durch neue Luftangriffe. Das Wichtigste in Kürze.,News compact: confrontation between Thailand and Cambodia,Due to an old border conflict Thailand and Cambodia are fighting. The Russian-Ukrainian negotiations in Istanbul are overshadowed by new air raids. The most important thing in brief.,最新消息:泰国与柬埔寨之间的冲突,"泰国和柬埔寨的交战因旧的边境冲突而爆发. 伊斯坦布尔的俄罗斯-卢卡雨谈判遭到新的空袭. 最重要的是,很快就会到来."
8,USA: Trans-Frauen von olympischen Sportarten ausgeschlossen,Drei Jahre vor den Olympischen und Paralympischen Spielen in Los Angeles verbietet das Nationale Komitee der USA Trans-Frauen eine Teilnahme an olympischen Sportarten - eine Reaktion auf ein Dekret von Präsident Trump.,USA: Trans-women excluded from Olympic sports,"Three years before the Olympic and Paralympic Games in Los Angeles, the National Committee of the United States prohibits trans-women from participating in Olympic sports - a reaction to a decree by President Trump.",美国: 跨性别女性被排除在奥林匹克运动中,"在洛杉矶奥林匹克运动会和巴拉林匹克运动会之前的三年里,美国跨性别委员会 (National National Committee) 禁止参加奥林匹克运动活动 - - 这是对特朗普总统颁布的令的回应."
9,Südafrika: Wenn KI im Gerichtssaal Fehler macht,Der Einsatz von künstlicher Intelligenz erwies sich für ein Anwaltsteam vor Gericht zum Nachteil: Die KI hatte Fakten zu Fallbeispielen erfunden. Anwälte fordern nun klare Richtlinien und Einhaltung ethischer Standards.,South Africa: When AI makes mistakes in the courtroom,The use of artificial intelligence proved to be to the detriment of a legal team in court: AI had invented facts about case studies. Lawyers now demand clear guidelines and compliance with ethical standards.,南非:当人工智慧在法庭上犯错误时,利用人工智能对一个律师小组不利:人工智能发明了实例. 律师们现在要求明确的准则和道德准则.
