,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Looking to stash a few million away? Try a British military base,Really out-of-the-way places can slip through the financial-reporting cracks,"Sie suchen, um ein paar Millionen weg zu verstauen? Versuchen Sie eine britische Militärbasis",Wirklich out-of-the-way-Orte können durch die Finanz-Reporting Risse rutschen,¿Buscas esconder algunos millones de personas? Prueba una base militar británica,Los lugares realmente fuera del camino pueden deslizarse a través de las grietas de los informes financieros,Vous cherchez à planquer quelques millions d'ici? Essayez une base militaire britannique,Les endroits vraiment éloignés peuvent glisser à travers les fissures de rapports financiers,想在远方藏几百万吗 试试英国军事基地,真正出外的地方 可能会从 金融报告裂缝中溜走
1,What to watch this weekend,"Our picks ask why people believe in religion, ideology or conspiracy theories",Was an diesem Wochenende zu sehen,"Unsere Auswahl fragt, warum Menschen an Religion, Ideologie oder Verschwörungstheorien glauben",Qué ver este fin de semana,"Nuestras elecciones preguntan por qué la gente cree en la religión, la ideología o las teorías de la conspiración",Que regarder ce week-end,"Nos choix demandent pourquoi les gens croient en la religion, l'idéologie ou les théories de conspiration",这周末看什么看这个周末,我们的选择问为什么人们相信宗教、意识形态或阴谋论
2,The US in brief: Did Trump write a risqué message to Epstein?,"Our daily political update, featuring the stories that matter",Die USA in Kürze: Hat Trump Epstein eine Risqué-Nachricht geschrieben?,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Estados Unidos en resumen: ¿Trump escribió un mensaje risqué a Epstein?,"Nuestra actualización política diaria, con las historias que importan",Les Etats-Unis en bref : Trump a-t-il écrit un message risqué à Epstein ?,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent","简而言之,美国:特朗普是否写了给Epstein的胡言乱语?","我们每天的政治最新情况,特别报道重要的故事"
3,The ships are down: Houthis resume Red Sea strikes,Also on the daily podcast: the first “climate visas” and remembering agronomist Simon Groot,Die Schiffe sind unten: Huthis wieder Rotes Meer Streiks,Auch auf dem täglichen Podcast: die ersten       .Climate Visa und Erinnerung an Agronom Simon Groot,Los barcos están caídos: Huthis curriculum vitae ataques del Mar Rojo,También en el podcast diario: las primeras “visas climáticas” y recordando al agrónomo Simon Groot,Les bateaux sont en panne : Houthis reprend les frappes de la mer Rouge,Aussi sur le podcast quotidien : les premiers visas climatiques et le souvenir de l'agronome Simon Groot,舰船倒下:胡塞恢复红海打击,也是每日播客的播客:第一次“气候签证”和纪念农学家Simon Groot
4,One William Woods was telling the truth. The other was living his life,How a decades-long deception saw an innocent man end up in jail,"Der eine William Woods sagte die Wahrheit, der andere lebte sein Leben.","Wie eine jahrzehntelange Täuschung sah, wie ein unschuldiger Mann im Gefängnis landete",Uno William Woods decía la verdad y el otro vivía su vida.,Cómo un engaño de décadas vio a un hombre inocente terminar en la cárcel,"L'un de William Woods disait la vérité, l'autre vivait sa vie.",Comment une tromperie de plusieurs décennies a vu un homme innocent finir en prison,一个威廉·伍兹说的是实话 另一个是活他的命,数十年的骗骗 一个无辜的人最终被关进监狱
5,America might soon relax its drinking guidelines,Our polling shows why it is so hard to set alcohol limits,Amerika könnte bald entspannen seine Trinkrichtlinien,"Unsere Umfrage zeigt, warum es so schwer ist, Alkoholgrenzwerte festzulegen.",América pronto podría relajar sus pautas de beber,Nuestra encuesta muestra por qué es tan difícil establecer límites de alcohol,L'Amérique pourrait bientôt détendre ses lignes directrices sur la consommation d'alcool,Notre sondage montre pourquoi il est si difficile de fixer des limites à l'alcool,美国可能很快放松 饮酒准则,我们的民调表明为什么 酒量限制很难定
6,Combat capitalism: how Ukraine built a war economy,"Our podcast on markets, the economy and business. This week, lessons for the West on how to re-arm without re-industrialising",Kampf gegen den Kapitalismus: Wie die Ukraine eine Kriegswirtschaft aufgebaut hat,"Unsere Podcast über Märkte, Wirtschaft und Wirtschaft. Diese Woche, Lektionen für den Westen, wie man re-arm ohne re-industrialisieren",Combate el capitalismo: cómo Ucrania construyó una economía de guerra,"Nuestro podcast sobre mercados, economía y negocios. Esta semana, lecciones para Occidente sobre cómo volver a armarse sin reindustrializar",Combattre le capitalisme : comment l'Ukraine a construit une économie de guerre,"Notre podcast sur les marchés, l'économie et les entreprises. Cette semaine, des leçons pour l'Occident sur la façon de réarmer sans réindustrialisation",打击资本主义:乌克兰如何建立战争经济,"我们的播客在市场、经济和商业上播客。本周,为西方提供如何重新武装而不重新工业化的教训。"
7,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
8,Simon Groot scattered better plant seeds across the world,"The seedsman from Enkhuizen died on July 6th, aged 90",Simon Groot verstreut bessere Pflanzensamen auf der ganzen Welt,"Der Sämann aus Enkhuizen starb am 6. Juli, im Alter von 90 Jahren",Simon Groot esparció mejores semillas de plantas por todo el mundo,"El semillero de Enkhuizen murió el 6 de julio, a los 90 años.",Simon Groot a dispersé de meilleures graines de plantes à travers le monde,"Le pépinier d'Enkhuizen est décédé le 6 juillet, âgé de 90 ans.",Simon Groot 散布在世界各地的更好的植物种子,"7月6日, 90岁,"
9,China’s child-snatching business,For decades the country’s officials turned international adoption into a money-making racket,China-Kinderschnecken-Geschäft,Jahrzehntelang verwandelten die Beamten des Landes die internationale Adoption in einen geldmachenden Schläger,El negocio del secuestro de niños en China,"Durante décadas, los funcionarios del país convirtieron la adopción internacional en un negocio de dinero",La Chine s'occupe de l'enlèvement d'enfants,"Pendant des décennies, les responsables du pays ont transformé l'adoption internationale en une racket de l'argent.",中国的儿童色情生意,"数十年来,该国官员把国际收养变成了赚钱的勒索活动。"
