,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Trump kündigt Patriot-Lieferung für die Ukraine an,Die US-Hilfe für die Ukraine nimmt Fahrt auf: Trump kündigt Patriot-Lieferungen an - bezahlt von der NATO. Der Kongress plant neue Sanktionen gegen Russland. Und Sondergesandter Kellogg ist in der Ukraine angekommen.,Trump Announces Patriot Delivery for Ukraine,US aid to Ukraine is on its way: Trump announces patriotic deliveries - paid by NATO. Congress is planning new sanctions against Russia. And special envoy Kellogg has arrived in Ukraine.,特朗普宣布了乌克兰的爱国者运输计划,"美国对乌克兰的援助正在抬头:特朗普宣布""爱国者""送达 - - 由北约支付. 国会正在计划对俄罗斯实施新的制裁. Kellogg特使已经抵达乌克兰."
1,Berlin will von USA Patriots für Ukraine kaufen,Die Ukraine braucht unbedingt Unterstützung für die Luftabwehr bei ihrer Verteidigung gegen Russland. Nun hat Deutschlands Bundeskanzler Merz neue Patriots in Aussicht gestellt.,Berlin wants to buy from USA Patriots for Ukraine,Ukraine urgently needs support for air defence in its defence against Russia. Germany's Chancellor Merz has now offered new patriots.,柏林想从美国购买爱国者到乌克兰,"乌克兰急需空中防御,以防俄罗斯入侵. 现在德国总理默兹已经找到新的爱国者."
2,Deutsche Firmen ziehen sich von Plattform X zurück,Immer mehr Unternehmen in Deutschland kehren dem Kurzmitteilungsdienst X den Rücken - aus Skepsis gegenüber Besitzer Elon Musk. Eine Bitkom-Umfrage zeigt: Werbung und Aktivität nehmen deutlich ab.,German companies withdraw from platform X,More and more companies in Germany are turning their backs on the short message service X - out of skepticism towards owner Elon Musk. A Bitkom survey shows that advertising and activity are decreasing significantly.,德国公司正在从X平台撤军,越来越多的德国公司对Elon Musk老板持怀疑态度而背弃 X短发服务. 一项比特案显示:广告和活动明显下降了.
3,Deutschland: Zoll entdeckt Vogelspinnen in Kekspaket,"Nicht lecker: Am Flughafen Köln-Bonn krabbelten in einer angeblichen Kekslieferung Vogelspinnen, als die Zöllner die Sendung kontrollierten.",Germany: Zoll discovers bird spiders in cookie package,"Not delicious: at Cologne-Bonn airport, bird spiders crawled in an alleged cookie delivery when the customs officers controlled the shipment.",德国:海关在饼干包里发现了鸟翅,"不好吃的是,在机场的科隆卷饼里爬了起来... ...在乳臭未干的动物控制节目时"
4,Initiative fordert 35 Maßnahmen für umfassende Staatsreform,Eine überparteiliche Initiative drängt auf Reformen in Deutschlands Staatswesen - von Verwaltung über Migration bis Sozialpolitik. Nun hat sie dem Bundespräsident ihren Abschlussbericht vorgelegt.,Initiative calls for 35 measures for comprehensive state reform,A non-partisan initiative is pushing for reforms in Germany's state system - from administration to migration to social policy. Now it has submitted its final report to the Federal President.,35个倡议要求采取全面国家改革措施,从管理到移民到社会政策等改革的德国政府改革的过度党派倡议现在已向德国总统提交了最后报告.
5,Gewaltausbruch zwischen Drusen und Beduinen in Syrien,"Mindestens 40 Tote, darunter Kinder: In der Region Suwaida eskaliert ein Konflikt zwischen Drusen und Beduinen. Die Regierung in Damaskus kämpft um Stabilität - erneut unter dem Druck religiöser Spannungen.",Violent outbreak between Druze and Bedouin in Syria,"At least 40 deaths, including children: In the Suwaida region, a conflict between Druze and Bedouin escalates. The government in Damascus is fighting for stability - again under the pressure of religious tensions.",叙利亚的德鲁士人和贝都因人之间的暴力冲突,"包括儿童在内的至少40人死亡. 在苏瓦达地区,德鲁士人和贝都因人之间的冲突升级了. 大马士革政府正在为稳定而战 - - 在宗教紧张的紧张下再次爆发."
6,News kompakt: Ukraine begrüßt US-Gesandten Keith Kellogg,Der US-Sondergesandte Keith Kellog ist in die Ukraine gereist. Kellog will eine Woche bleiben. Nigerias Ex-Präsident Muhammadu Buhari ist im Alter von 82 Jahren in London gestorben. Das Wichtigste in Kürze.,News compact: Ukraine welcomes US ambassador Keith Kellogg,U.S. special envoy Keith Kellog has travelled to Ukraine. Kellog wants to stay a week. Nigeria's ex-president Muhammadu Buhari died in London at the age of 82. The most important thing in brief.,最新消息:乌克兰欢迎美国特使基思·基洛格 (Keith Kelellug),"美国特勤局的Keith Kellog去了乌克兰. Kellog想待一个星期. 尼日利亚前总统穆罕默德·布哈里在82岁时在伦敦去世. 最重要的是,很快."
7,Sinner gewinnt gegen Alcaraz ersten Wimbledon-Titel,Jannik Sinner verhindert den dritten Wimbledon-Triumph von Carlos Alcaraz in Serie. Mit dem epischen Duell in Paris vor einem Monat kann das Finale im All England Club allerdings nicht mithalten.,Sinner wins first Wimbledon title against Alcaraz,"Jannik Sinner prevents Carlos Alcaraz's third Wimbledon triumph in series. However, with the epic duel in Paris a month ago, the final at the All England Club cannot keep up.",计谋者击败阿尔卡拉斯第一任温布尔顿冠军,"Jannik Didner 阻止了Carlos Alcaraz第三轮Wimbledon的第三轮比赛. 但一个月前在巴黎的决赛中,全英格兰俱乐部决赛是无法比的."
8,"Ein toter Rekrut in der Ukraine, neue Hasskampagne Orbans",Nach dem Tod eines ungarischstämmigen Rekruten in der Ukraine unter ungeklärten Umständen entfacht Viktor Orban eine neue Kampagne gegen das Nachbarland - DW-Recherchen zufolge auch mit falschen Videos.,"A dead recruit in Ukraine, new hate campaign Orban","After the death of a Hungarian-born recruit in Ukraine under unexplained circumstances, Viktor Orban launched a new campaign against the neighboring country - according to DW research also with false videos.","乌克兰已故的新兵,欧城的新的仇恨运动","乌克兰的匈牙利新兵去世后,在悬而未决的情况下,维克多·欧班发起了针对邻国的新运动 - 据DW调查显示,DW也用假视频."
9,Wie ein Berliner Bildungs-Startup die Welt erobern will,Benedict Kurz will mit seiner App einer Milliarde Schüler und Schülerinnen weltweit einen KI-gestützten Lern-Tutor an die Seite stellen. Warum gibt es nicht mehr Gründer wie ihn in Deutschland?,How a Berlin educational start-up wants to conquer the world,"Benedict Kurz, with his app, wants to put an AI-supported learning tutor to the side of a billion students worldwide. Why are there no more founders like him in Germany?",就像柏林的教育发射器 想征服世界一样,"简而言之,本尼迪特的应用程序有十亿个学生和女学生 要求在全世界使用人工智能学习平台. 为什么德国没有他这样的创始人?"
10,Deutschland: Bundeskanzler Friedrich Merz im Krisenmodus,Gut zwei Monate an der Macht - und schon unter Druck. Zuletzt kam die von Friedrich Merz geführte Koalition aus Union und SPD kräftig ins Schleudern. Was will der Kanzler dagegen setzen?,Germany: Federal Chancellor Friedrich Merz in crisis mode,"A good two months in power - and already under pressure. Finally, the coalition of the Union and SPD led by Friedrich Merz came into sharp swings. What does the chancellor want to do about it?",德国 德国总理弗里德里希·默尔兹 处于危机模式下,"两个月掌权,已经受到压力了. 最近,由弗里德里希·默尔兹领导的联盟联盟 (Friedrich Merz) 和SPD (SPD) 的联盟被强行推翻了. 师爷要反对什么?"
11,Vietnam verteuert den Alkohol - doch ist das sinnvoll?,Vietnam reagiert auf den steigenden Konsum mit einer drastischen Steuererhöhung - auch um mehr Geld für die Krankenversorgung zu generieren. Doch illegal produzierte Getränke könnten zur gefährlichen Alternative werden.,Vietnam increases the price of alcohol - but does that make sense?,"Vietnam reacts to rising consumption with a drastic tax increase - also to generate more money for health care. However, illegally produced drinks could become a dangerous alternative.","越南在卖酒,但这样做有用吗?",越南用大幅增加的消费来应对越南的消费 - - 同时为医疗服务创造更多的资金. 但非法生产的饮料可能成为危险的替代品.
12,Nepal: Elektroautos erobern die Straßen von Kathmandu,"Elektrofahrzeuge werden in Nepal beliebter, das Netz der Aufladestationen dichter. Und mehr Strom kommt aus Wasserkraftwerken. Die Regierung fördert diese Entwicklung gezielt.",Nepal: Electric cars conquer the streets of Kathmandu,"Electric vehicles are becoming more popular in Nepal, the grid of charging stations is denser, and more electricity comes from hydroelectric power plants. The government is specifically promoting this development.",尼泊尔: 电动汽车占领加德满都的街道,"尼泊尔的电动汽车更受欢迎,充电网更广. 更多的电流来自水电厂. 政府的目标是推动这一发展."
13,Der Sommer des Ungehorsams in Serbien,"Nach acht Monaten friedlicher Demonstrationen steht die Protestbewegung in Serbien vor einem Kurswechsel: Während die Polizeigewalt zunimmt, übernimmt die Zivilgesellschaft die Proteste.",The summer of disobedience in Serbia,"After eight months of peaceful demonstrations, the protest movement in Serbia is facing a change of course: while police violence is increasing, civil society is taking over the protests.",塞尔维亚的反抗夏季,"在八个月的和平示威之后,塞尔维亚的抗议运动已经发生了改变:当警察的暴力升级时,民间社会就接管了抗议活动."
14,"Naher Osten: Weniger Babys, mehr Probleme?","Noch vor wenigen Jahrzehnten bekamen Frauen im Nahen Osten im Schnitt sieben Kinder. Heute reicht die Geburtenzahl kaum aus, um die Bevölkerung stabil zu halten. Warum ist das so, und was bedeutet das für die Zukunft?","Middle East: Fewer babies, more problems?","Only a few decades ago, women in the Middle East had an average of seven children. Today, the birth rate is hardly enough to keep the population stable. Why is that, and what does it mean for the future?","中东:婴儿少,问题更多?","几十年前,中东的妇女分居了七个孩子. 如今,出生数量几乎不足以使人口保持稳定. 为什么这样,这对未来意味着什么?"
15,PKK legt Waffen nieder: Ende des 40-jährigen Konflikts,Ein historischer Schritt: Nach 40 Jahren erklärt die PKK ihren bewaffneten Kampf für beendet und beginnt mit der Entwaffnung. Welche Chancen und Herausforderungen birgt dies für die Kurdenfrage im Nahen Osten?,PKK lays down weapons: End of the 40-year conflict,"A historic step: After 40 years, the PKK declares its armed struggle to be over and begins with disarmament. What opportunities and challenges does this present for the Kurdish question in the Middle East?",PK 会放下武器:40年冲突结束,"历史性的一步:经过40年,PKK宣布停止武装斗争,开始解除武装. 这对于中东库尔德问题有什么机会和挑战?"
16,Waldbrände: Wie schützen wir unsere Wälder gegen Feuer?,Auch in diesem Juli brennen in vielen Teilen der Welt wieder die Wälder. Durch Dürre und Hitze infolge des Klimawandels werden die Feuer häufiger und extremer. Können wir unsere Wälder feuerfest machen?,Forest fires: How do we protect our forests against fire?,"This July, too, forests are burning again in many parts of the world. Due to drought and heat caused by climate change, the fires are becoming more frequent and extreme. Can we make our forests fireproof?","森林大火,我们如何保护我们的森林不受火灾?","今年7月,世界上许多地方的森林也再次燃烧. 气候变化造成的干旱和热浪使火势更加频繁,更加极端. 我们能为我们的森林生火吗?"
