,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Pedro Sánchez is fighting for his political life,"Shaken by a corruption scandal, Spain’s prime minister is now at the mercy of events and of his fickle allies",Pedro Sánchez kämpft für sein politisches Leben,"Von einem Korruptionsskandal erschüttert, ist Spaniens Premierminister nun den Ereignissen und seinen wankeligen Verbündeten ausgeliefert.",Pedro Sánchez lucha por su vida política,"Estremecido por un escándalo de corrupción, el primer ministro de España está ahora a merced de los acontecimientos y de sus inconstantes aliados",Pedro Sánchez se bat pour sa vie politique,"Shaken par un scandale de corruption, Espagne Le Premier ministre est maintenant à la merci des événements et de ses alliés cinglés",佩德罗·桑切斯为他的政治生活而战,"西班牙首相因腐败丑闻而摇摇欲坠,"
1,"The hunt for Austin Tice, part 3",Bird in the cage,"Die Jagd nach Austin Tice, Teil 3",Vogel im Käfig,"La caza de Austin Tice, parte 3",Pájaro en la jaula,"La chasse à Austin Tice, partie 3",Oiseau dans la cage,"猎杀奥斯汀铁球,第3部分",笼子里的鸟鸟
2,Cover Story newsletter: How we chose the cover image,,Cover Story Newsletter: Wie wir das Coverbild gewählt haben,,Portada del boletín: Cómo elegimos la imagen de la portada,,Cover Story newsletter: Comment nous avons choisi l'image de couverture,,封面新闻通讯:我们如何选择封面图像,
3,"Listener questions: you asked, we answered","Our weekly podcast on democracy in America. This week, we explore a wide range of topics as we delve into our mailbag","Hörende Fragen: Sie stellten, wir beantworteten","Unsere wöchentliche Podcast über Demokratie in Amerika. Diese Woche, wir erkunden eine breite Palette von Themen, wie wir in unsere Mailbag","Preguntas del oyente: usted hizo, nosotros respondimos","Nuestro podcast semanal sobre la democracia en Estados Unidos. Esta semana, exploramos una amplia gama de temas mientras profundizamos en nuestra bolsa de correo","Questions de l'auditeur: vous avez posé, nous avons répondu","Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, nous explorons un large éventail de sujets que nous approfondissons dans notre mailbag","聆听者的问题:你问,我们回答","本周,我们在探索邮袋时, 探索一系列广泛的议题。"
4,"Russia and Ukraine must seek a proper framework for talks, says Juan Manuel Santos","Others with a stake in Ukraine’s security and relations with Russia must stay engaged too, argues the Nobel Peace Prize winner","Russland und die Ukraine müssen einen angemessenen Rahmen für Gespräche suchen, sagt Juan Manuel Santos","Andere mit einem Anteil an der Sicherheit der Ukraine und die Beziehungen zu Russland müssen auch engagiert bleiben, argumentiert der Friedensnobelpreisträger","Rusia y Ucrania deben buscar un marco adecuado para las conversaciones, dice Juan Manuel Santos","Otros interesados en la seguridad y las relaciones de Ucrania con Rusia también deben seguir comprometidos, sostiene el ganador del Premio Nobel de la Paz","La Russie et l'Ukraine doivent rechercher un cadre approprié pour les négociations, déclare Juan Manuel Santos","D'autres qui ont un intérêt dans l'Ukraine, la sécurité et les relations avec la Russie doivent rester engagés aussi, soutient le prix Nobel de la paix","Juan Manuel Santos说,俄罗斯和乌克兰必须寻求适当的谈判框架。","诺贝尔和平奖得主、诺贝尔和平奖得主、诺贝尔和平奖得主、诺贝尔和平奖得主,"
5,Why armies are using laser weapons to zap things out of the sky,They’re good drone-killers,"Warum Armeen Laserwaffen benutzen, um Dinge aus dem Himmel zu zapfen",Sie sind gute Drohnenkiller,¿Por qué los ejércitos están usando armas láser para sacar cosas del cielo?,Son buenos asesinos de drones,Pourquoi les armées utilisent des armes laser pour évader les choses du ciel,Ils sont de bons tueurs de drones,为什么军队使用激光武器 把东西从天上击落出来,他们是很好的无人机杀手
6,Why Emmanuel Macron has decided to recognise a Palestinian state,His diplomats hope it will make peace more likely. America and Israel say it emboldens Hamas,"Warum Emmanuel Macron beschlossen hat, einen palästinensischen Staat anzuerkennen","Seine Diplomaten hoffen, dass es den Frieden wahrscheinlicher machen wird. Amerika und Israel sagen, dass es die Hamas ermutigt",Por qué Emmanuel Macron ha decidido reconocer un estado palestino,Sus diplomáticos esperan que haga la paz más probable. Estados Unidos e Israel dicen que envalentona a Hamas,Pourquoi Emmanuel Macron a décidé de reconnaître un État palestinien,Ses diplomates espèrent que cela rendra la paix plus probable. L'Amérique et Israël disent qu'elle embole le Hamas,为什么Emmanuel Macron决定承认巴勒斯坦国,"美国和以色列说,这让哈马斯胆大妄为。"
7,Can you overcome an allergy?,"Treatment is improving, even for the most dangerous",Können Sie eine Allergie überwinden?,"Die Behandlung verbessert sich, auch für die gefährlichsten",¿Puedes superar una alergia?,"El tratamiento está mejorando, incluso para los más peligrosos",Pouvez-vous surmonter une allergie ?,"Le traitement s'améliore, même pour les plus dangereux",你能克服过敏吗?,"治疗正在改善,即使最危险的治疗也在改善"
8,"Vladimir Medinsky, Putin’s negotiator with a warped worldview",The nationalist ideologue shapes the Russian president’s version of history,"Wladimir Medinsky, Putins Verhandlungsführer mit einer verzerrten Weltanschauung",Der nationalistische Ideologe prägt die Version der Geschichte des russischen Präsidenten,"Vladimir Medinsky, negociador de Putin con una visión distorsionada del mundo",El ideólogo nacionalista da forma a la versión de la historia del presidente ruso,"Vladimir Medinsky, négociateur de Poutine avec une vision du monde déformée",L'idéologue nationaliste façonne la version du président russe de l'histoire,"普京的谈判者弗拉基米尔·梅丁斯基(Vladimir Medinsky),",民族主义意识形态塑造了俄罗斯总统对历史的版本
9,What to watch this weekend,Our choices show how power is wielded and abused,Was an diesem Wochenende zu sehen,"Unsere Entscheidungen zeigen, wie Macht ausgeübt und missbraucht wird",Qué ver este fin de semana,Nuestras elecciones muestran cómo el poder es ejercido y abusado,Que regarder ce week-end,Nos choix montrent comment le pouvoir est manié et abusé,这周末看什么看这个周末,我们的选择表明权力是如何被利用和滥用的
