,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Israel und Syrien verständigen sich auf Waffenruhe,"Die israelische Luftwaffe hatte jüngst in die Kämpfe zwischen der syrischen Armee, Beduinen und Drusen eingegriffen. Die jetzige Einigung auf eine Feuerpause im syrischen Suwaida erfolgte unter US-Vermittlung.",Israel and Syria agree on a ceasefire,"The Israeli Air Force had recently intervened in the fighting between the Syrian army, Bedouins and Druze. The current agreement on a ceasefire in the Syrian Suwaida took place under U.S. mediation.",以色列和叙利亚同意停火,"以色列空军最近干预了叙利亚军队,贝都因人和德鲁士人之间的战斗. 目前在叙利亚苏瓦达达成的停火协议在美国调查下达成了."
1,Westbalkan: Aus für Al Jazeera erschüttert Medienbranche,"Die Schließung des Medienanbieters Al Jazeera Balkans ist ein großer Verlust für die Öffentlichkeit und die Demokratie, warnen Experten und Journalistenvertretungen. Über die Gründe für das abrupte Ende wird spekuliert.",Western Balkans: Out for Al Jazeera shakes media industry,"The closure of the media provider Al Jazeera Balkans is a great loss for the public and democracy, warning experts and journalists' representatives. The reasons for the abrupt end are speculated.","西巴尔干:""半岛电视台""的广告业被媒体界震惊了","关闭""半岛电视台""的媒体供应商是公众和民主的一大损失,警告专家和记者们. 关于突然结束的原因正在被猜測."
2,Myanmar: China hilft der Militärjunta beim Bombenbau,"Ein Staatsunternehmen aus China hilft bei der Produktion von Bomben, mit denen Myanmars Armee wahllos Zivilisten getötet haben soll. Die Firma trage damit eine Mitschuld, so der Bericht einer NGO.",Myanmar: China helps the military junta build bombs,"A state-owned company from China is helping to produce bombs with which Myanmar's army is said to have killed civilians indiscriminately. The company is thus jointly indebted, according to the report of an NGO.",缅甸:中国帮助军政府制造炸弹,"中国的一家国有企业帮助生产炸弹,这些炸弹是缅甸军队 故意杀害平民的. 按照非政府组织的报告,该公司也因此承担了责任."
3,Japans Problem mit Rechtspopulismus,An diesem Sonntag wird in Japan das Oberhaus gewählt. Die politische Zukunft von Premier Shigeru Ishiba hängt vom Wahlausgang ab. Neben Konjunktur und Zollstreit mit den USA dominiert das Thema Migration den Wahlkampf.,Japan's problem with right-wing populism,"This Sunday the upper house is elected in Japan. The political future of Prime Minister Shigeru Ishiba depends on the outcome of the election. Besides economic activity and customs disputes with the USA, the topic of migration dominates the election campaign.",日本的民粹主义问题,"本星期日日本将举行上议院选举. 日本首相石木志木的政治前途取决于选举结果. 除了经济和关税纠纷之外,移民问题还主导了竞选."
4,Merz wirbt für Optimismus und kritisiert die EU,"""Die Wende ist eingeläutet"", sagt der Bundeskanzler. Bei seiner ersten Sommerpressekonferenz spricht Merz über Innenpolitik - und wird bei außenpolitischen Themen wie Israel, Russland und der EU besonders deutlich.",Merz advocates optimism and criticises the EU,"""The turn has begun,"" says the Federal Chancellor. At his first summer press conference, Merz talks about domestic politics - and becomes particularly clear on foreign policy issues such as Israel, Russia and the EU.","默兹是乐观主义者,并批评欧盟","德国总理说,""转机已经完成. ""在第一次夏季新闻发布会上,梅兹讨论国内政治 - - 在以色列,俄罗斯和欧盟等外交政策问题上尤为突出."
5,Kanzler Merz und die E3: Der Schwenk nach Europa,"Als Antwort auf Russlands Bedrohung und Zweifeln an Donald Trumps Sicherheitsgarantie schält sich eine neue europäische Dreier-Zusammenarbeit zwischen Deutschland, Frankreich und Großbritannien heraus.",Chancellor Merz and the E3: The turning towards Europe,"In response to Russia's threat and doubts about Donald Trump's security guarantee, a new European tripartite cooperation between Germany, France and the UK is emerging.",Merz总理和E3号: 风向向欧洲前进.,"为了应对俄罗斯的威胁和对唐纳德·特朗普的安全保证的怀疑 德国,法国和英国之间新的欧洲三方合作已经暴露了出来."
6,El Salvador lässt Venezolaner aus CECOT-Gefängnis frei,Die USA hatten im März mehr als 250 venezolanische Migranten nach El Salvador abgeschoben. Nun sind die Männer wieder in Venezuela. Das südamerikanische Land ließ seinerseits US-Bürger frei.,El Salvador Releases Venezuelans from CECOT Prison,The US had deported more than 250 Venezuelan migrants to El Salvador in March. Now the men are back in Venezuela. The South American country for its part released US citizens.,萨尔瓦多释放了CCCT监狱的委内瑞拉人,"3月,美国将250多名委内瑞拉移民迁往萨尔瓦多. 现在这些人回到委内瑞拉. 南美洲国家释放了美国公民."
7,USA annullieren Visa für Richter im Bolsonaro-Prozess,Die USA mischen sich weiter in die juristische Aufarbeitung des Putschversuchs von 2023 in Brasilien ein: Nach Präsident Trump macht sich auch dessen Außenminister für den brasilianischen Ex-Präsidenten Bolsonaro stark.,USA cancel visa for judges in the Bolsonaro trial,The United States continues to interfere in the legal review of the 2023 coup attempt in Brazil: President Trump has said that his foreign minister also stands up for Brazil's ex-president Bolsonaro.,美国取消了布隆纳罗审判的法官签证,"美国继续介入2023年巴西政变的司法演说: 特朗普总统当选后,其外交部长对巴西前总统布尔索罗也非常强大."
8,DR Kongo: M23-Rebellen unterzeichnen Erklärung zum Frieden,"Erstmals haben sich Vertreter der Demokratischen Republik Kongo und der M23-Rebellen verpflichtet, die jahrzehntelange Gewalt zu beenden. Bis zu dem für August geplanten Friedensabkommen ist es aber noch ein weiter Weg.",DR Congo: M23 rebels sign declaration on peace,"For the first time, representatives of the Democratic Republic of the Congo and the M23 rebels have committed themselves to ending decades of violence, but it is still a long way to go until the peace agreement planned for August.",刚果民主共和国: M23叛军签署和平宣言,"刚果民主共和国和M23叛军首次承诺结束数十年的暴力活动. 但是,在8月达成和平协议之前,还有很长的路要走."
9,News kompakt: Trump verklagt Zeitung wegen Epstein-Bericht,"Der US-Präsident verklagt das ""Wall Street Journal"" wegen eines Berichts über seine Nähe zu Sexualstraftäter Jeffrey Epstein. Die USA, Venezuela und El Salvador tauschen Gefangene aus. Das Wichtigste in Kürze.",News compact: Trump sues newspaper for Epstein report,"The US president sued the Wall Street Journal for a report on his proximity to sex offenders Jeffrey Epstein. The US, Venezuela and El Salvador are exchanging prisoners.",新闻报道: 特朗普正在起诉报社报道爱普斯坦的报道,"美国总统起诉""华尔街日报"" 罪名是关于他接近性犯罪者杰弗里·爱普斯坦的报道. 美国,委内瑞拉和萨尔瓦多正在交换囚犯. 最重要的是,很快."
