,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Trumps Ultimatum: Kriegsdrohung aus Russland,"US-Präsident Trump hat mit seiner Entscheidung, die gesetzte Frist an Russland zu verkürzen, den Druck auf Kremlchef Putin erhöht. Prompt kommt eine scharfe Reaktion aus Moskau. Lobend äußert sich hingegen die Ukraine.",Trump's ultimatum: War threat from Russia,"US President Trump has increased the pressure on Kremlin chief Putin with his decision to shorten the deadline for Russia. A sharp reaction comes promptly from Moscow. Ukraine, on the other hand, is commending.",特朗普的最后通牒: 俄罗斯的战争威胁,"美国总统特朗普决定缩短对俄罗斯的截止日期,提高了克里姆林宫领导人的压力. 普林斯顿对莫斯科的强烈反应. 相反,乌克兰对乌克兰的赞扬."
1,Ukraine-Krieg: Erneute Angriffe nach kurzen Verhandlungen,Von den Verhandlungen zwischen Russland und der Ukraine in Istanbul war kaum etwas erwartet worden - und tatsächlich blieben konkrete Ergebnisse aus. Stattdessen folgten wenige Stunden später neue gegenseitige Angriffe.,Ukraine War: Renewed attacks after short negotiations,"Hardly anything had been expected of the negotiations between Russia and Ukraine in Istanbul - and in fact, concrete results were lacking. Instead, new mutual attacks followed a few hours later.",乌克兰战争:谈判短时间后再次发动攻击,"俄罗斯和乌克兰在伊斯坦布尔的谈判几乎没有预料到什么,事实上,没有具体结果. 几个小时后,又发生了新的交战."
2,Wie ukrainische Frauen gegen die russische Besatzung kämpfen,"Die Bewegung ""Wütende Mawka"" zeigt in den von der russischen Armee besetzten Gebieten im Süden der Ukraine, dass die fremden Soldaten dort nicht willkommen sind. Die Aktionen sind vielfältig - und unberechenbar.",How Ukrainian women fight against the Russian occupation,"In the areas occupied by the Russian army in the south of Ukraine, the movement ""Wonderful Mavka"" shows that foreign soldiers are not welcome there. Actions are manifold - and unpredictable.",乌克兰妇女如何对抗俄罗斯占领者,"""愤怒的毛卡运动""运动在俄罗斯军队占领的乌克兰南部地区显示出外国士兵不受欢迎. 行动非常复杂而且不可预测."
3,Kolumbiens Ex-Präsident Uribe verurteilt,"Ein kolumbianisches Gericht hat den ehemaligen Präsidenten Álvaro Uribe der Zeugenbeeinflussung für schuldig befunden. Es ist das erste Mal, dass ein Ex-Staatsoberhaupt des südamerikanischen Landes verurteilt wird.",Colombia's Ex-President Uribe Sentenced,A Colombian court has found the former President Álvaro Uribe guilty of influencing witnesses. It is the first time that an ex-head of state of the South American country has been convicted.,哥伦比亚的前总统乌里韦被判有罪.,"哥伦比亚法院判定前总统乌里韦有罪,罪名是证人受审. 这是第一次,一名前南美洲国家领导人被判有罪."
4,Anklage nach Messerangriff am Holocaust-Mahnmal erhoben,Der Angriff auf einen spanischen Touristen am Holocaust-Mahnmal in Berlin im Februar kam hinterrücks und aus dem Nichts. Der 30-Jährige wurde lebensgefährlich verletzt.,Indictment made after knife attack at the Holocaust Memorial,The attack on a Spanish tourist at the Holocaust Memorial in Berlin in February came back and out of nowhere. The 30-year-old was injured in a life-threatening manner.,"在大屠杀纪念碑上被刺伤后,起诉他","二月柏林大屠杀纪念日,西班牙游客遭到袭击,无中生有. 30岁的西班牙男子受伤身亡了."
5,Waffenruhe zwischen Thailand und Kambodscha in Kraft,"Seit Mitternacht schweigen die Waffen an der Grenze zwischen Thailand und Kambodscha. Von einzelnen Scharmützeln ist die Rede, dennoch wird weiterverhandelt.",Terrorism between Thailand and Cambodia in force,"Since midnight the weapons on the border between Thailand and Cambodia remain silent. Individual skirmishes are mentioned, but they are still being negotiated.",泰国和柬埔寨之间的停火已经生效,"从午夜以来,泰国和柬埔寨边境的枪声一直保持着静止. 据报道,各派武装分子仍然在继续谈判."
6,News kompakt: Bundesregierung plant Luftbrücke für Gaza,Zusammen mit Jordanien will Deutschland die hungernden Palästinenser in Gaza mit Hilfsgütern versorgen. US-Präsident Trump verkürzt die gegenüber Russland gesetzte Frist. Das Wichtigste in Kürze.,News compact: Federal Government plans air bridge for Gaza,"Together with Jordan, Germany wants to provide aid to the starving Palestinians in Gaza. US President Trump shortens the deadline set against Russia. The most important thing in the near future.",最新消息 联邦政府正在计划加沙的航空桥,"和约旦一起,德国准备向加沙的挨饿巴勒斯坦人提供救济物资. 美国总统特朗普缩短了对俄罗斯的截止日期. 最重要的是,即将到来."
7,Tschechien verbietet Kommunismus-Propaganda,Die Tschechische Republik hat das Werben für Kommunismus dem für Nationalsozialismus gleichgestellt. Die Kommunistische Partei in dem EU-Land hat zehntausende Mitglieder und ist erfolgreich. Wird sie jetzt verboten?,Czech Republic bans Communism propaganda,The Czech Republic has equated advertising for Communism with that for National Socialism. The Communist Party in the EU country has tens of thousands of members and is successful. Will it now be banned?,捷克人禁止共产主义的宣传,"捷克共和国对共产主义的宣传和民族主义的宣传一样. 欧盟国家的共产党有数以万计的成员,并且取得了成功. 现在它被禁止了吗?"
8,Krise in der Landwirtschaft: Warum Vietnam auf Kuba Reis anbauen darf,"Kuba sucht nach Lösungen für seine Landwirtschaft. Einem ausländischen Unternehmen wurden nun Ackerland überlassen, erstmals seit der Revolution 1959 - damals wurden ausländische Landbesitzer enteignet.",Crisis in agriculture: why Vietnam can grow rice in Cuba,"Cuba is looking for solutions for its agriculture. A foreign company has now been left with arable land, for the first time since the revolution in 1959 - at that time foreign landowners were expropriated.",农业危机:为什么越南可以在古巴种米?,"古巴正在寻求农业的解决办法. 一个外国企业现在被留给农地了,自1959年革命以来,第一次被没收了外国土地."
9,Thailand-Kambodscha-Konflikt: Hoffnung auf Frieden,Die Kämpfe an der Grenze zwischen Thailand und Kambodscha haben Dutzende von Toten gefordert. Die DW traf Verletzte und Evakuierte. Alle wollen ein schnelles Ende der Gewalt. Am Montag hieß es endlich: Waffenruhe.,Thailand-Kamboja conflict: hope for peace,The fights on the border between Thailand and Cambodia have claimed dozens of deaths. The DW hit injured and evacuated. Everyone wants a quick end to the violence. On Monday it was finally said: ceasefire.,泰国孟买冲突:和平的希望,"泰国和柬埔寨边境的斗争造成数十人死亡. DW遇难和撤离. 每个人都希望尽快结束暴力. 星期一,他们终于说""停火."""
