,title-es,content-es,title-de,content-de,title-en,content-en
0,El Gobierno declarará zona catastrófica las áreas afectadas por los incendios el próximo martes,Pedro Sánchez reclama “lealtad institucional” a las comunidades del PP en la gestión de la oleada de incendios e insiste en el pacto de Estado contra la emergencia climática,Die Regierung erklärt die von den Bränden betroffenen Gebiete am kommenden Dienstag für katastrophal,Pedro Sánchez fordert institutionelles Engagement der PP-Gemeinschaften bei der Bewältigung der Brandwelle und besteht auf dem Staatsbündnis zur Bekämpfung des Klimawandels,The government will declare the areas affected by the fires catastrophic next Tuesday,Pedro Sánchez claims “institutional loyalty” to PP communities in the management of the wave of fires and insists on the state pact against the climate emergency
1,El PP reclama medios sin precedentes al Gobierno para intentar tapar su propia gestión de la crisis de los incendios,El Ejecutivo acusa a los presidentes autonómicos populares de “inhibirse de sus propias responsabilidades” en la peor oleada de incendios desde los años noventa,"Die PP fordert von der Regierung beispiellose Mittel auf, um ihre eigene Bewältigung der Feuerkrise zu vertuschen","Die Exekutive beschuldigt die populären autonomen Präsidenten, sich ihrer eigenen Verantwortung in der schlimmsten Brandwelle seit den 1990er Jahren zu entziehen.",PP calls for unprecedented means to the government to try to cover up its own management of the fire crisis,The Executive accuses grassroots autonomous presidents of “inhibiting their own responsibilities” in the worst wave of fires since the 1990s
2,Una tarde con una cuadrilla de bomberos voluntarios: “Le dije a mi madre que no iba a un sitio peligroso”,Muchos brigadistas dedican su tiempo libre o de descanso para apoyar a la extinción de incendios,"Eines Nachmittags mit einer freiwilligen Feuerwehrmannschaft: Ich sagte meiner Mutter, dass ich nicht an einen gefährlichen Ort gehen würde.","Viele Brigadisten widmen ihre Freizeit oder Erholung, um das Löschen von Bränden zu unterstützen",One afternoon with a volunteer fire squad: “I told my mother I wasn’t going to a dangerous place”,Many brigadists spend their leisure or rest time to support firefighting
3,Consulte el mapa de los incendios activos en España y cómo van avanzando los fuegos,"Hay focos en Galicia, Castilla y León, Asturias y Extremadura",Schauen Sie sich die Karte der Feuer aktiv in Spanien und wie die Feuer gehen,"Es gibt Brennpunkte in Galicien, Kastilien und León, Asturien und Extremadura",See the map of active fires in Spain and how fires are advancing,"There are spotlights in Galicia, Castile and Leon, Asturias and Extremadura"
4,"Los meteorólogos niegan que una masa de aire sahariano afecte a Madrid, como informa la Comunidad: lo atribuyen al humo de los incendios","La mala calidad del aire se debe principalmente al humo y a los contaminantes que llegan a la atmósfera debido a los incendios activos en Galicia, Castilla y León, Asturias y Extremadura, según los expertos","Meteorologen leugnen, daß eine saharaische Luftmasse Madrid betrifft, wie die Gemeinschaft berichtet: Sie schreiben es dem Rauch der Brände zu.","Die schlechte Luftqualität ist in erster Linie auf Rauch und Schadstoffe zurückzuführen, die durch die Brände in Galicien, Kastilien und León, Asturien und Extremadura in die Atmosphäre gelangen.","Meteorologists deny that a Saharan air mass affects Madrid, as reported by the Community: they attribute it to fire smoke","Poor air quality is mainly due to smoke and pollutants reaching the atmosphere due to the active fires in Galicia, Castile and Leon, Asturias and Extremadura, according to experts"
5,Trump se muestra dispuesto a prestar apoyo aéreo a Ucrania tras una hipotética paz con Rusia,El presidente de Estados Unidos descarta desplegar tropas  sobre el terreno como parte de las garantías de seguridad para Kiev,"Trump ist bereit, der Ukraine nach einem hypothetischen Frieden mit Russland Luftunterstützung zu gewähren",Der Präsident der Vereinigten Staaten lehnt die Entsendung von Truppen vor Ort als Teil der Sicherheitsgarantien für Kiew ab,Trump is willing to provide air support to Ukraine after a hypothetical peace with Russia,U.S. President rejects deploying troops on the ground as part of Kiev’s security assurances
6,¿Sumisión o resistencia? Qué hay detrás del ‘traje’ que Zelenski llevó en su reunión con Trump,El presidente de Ucrania ha cambiado por algo más formal el polo militar por el que el mandatario estadounidense le ridiculizó. Salvo que no es un traje,"Unterwerfung oder Widerstand? Was ist hinter dem Hexenkostüm, das Zelenski bei seinem Treffen mit Trump trug?","Der Präsident der Ukraine hat den Militärpol, durch den der US-Vertreter ihn verspottet hat, um etwas formaler verändert, es sei denn, es ist kein Anzug",Submission or Resistance? What’s Behind Zelenski’s ‘Suit’ at Trump’s Meeting,The president of Ukraine has changed for something more formal the military pole for which the U.S. president ridiculed him. Except that it is not a suit
7,Entre el cansancio y la desconfianza: Europa es la esperanza de los ucranios para un acuerdo que no ceda ante Rusia,"Mientras se suceden las negociaciones en Washington, el frente de guerra en Ucrania continúa muy activo, con el empuje ruso en la provincia de Donetsk","Zwischen Müdigkeit und Misstrauen: Europa ist die Hoffnung der Ukrainer auf ein Abkommen, das Russland nicht nachgibt","Während die Verhandlungen in Washington stattfinden, bleibt die Kriegsfront in der Ukraine sehr aktiv, mit dem russischen Schub in der Provinz Donezk",Between tiredness and mistrust: Europe is the hope of the Ukrainians for an agreement that does not yield to Russia,"As negotiations continue in Washington, the war front in Ukraine remains very active, with the Russian push in Donetsk province"
8,25 temazos de menos de dos minutos que se crearon antes de la era TikTok,La red social impone la brevedad en las canciones pop de éxito. Pero no es nuevo: siempre han existido inmensas composiciones cortas,"25 Themen, die weniger als zwei Minuten vor der TikTok-Ära entstanden",Das soziale Netzwerk fordert die Kürze in den erfolgreichen Pop-Songs. Aber es ist nicht neu: Es gab immer immense kurze Kompositionen,25 songs of less than two minutes that were created before the TikTok era,The social network imposes brevity on successful pop songs. But it is not new: there have always been immense short compositions
9,"Quentin Tarantino elige: ‘Malditos Bastardos’ es su obra maestra, pero no es su película favorita",El director revela en un ‘podcast’ centrado en su filmografía  que ‘Érase una vez en Hollywood’ es su creación preferida y ‘Kill Bill’ la historia que nació para hacer. Y lamenta los errores de novato en ‘Reservoir Dogs’ y ‘Pulp Fiction’,"Quentin Tarantino wählt: Verdammte Bastarde ist sein Meisterwerk, aber es ist nicht sein Lieblingsfilm","Der Regisseur enthüllt die Geschichte, die er zu tun geboren wurde. Und er bedauert die Fehler des Anfängers in der Hollywood Houten ist seine bevorzugte Schöpfung und Ã1⁄4bersetzte er Bill Houten.","Quentin Tarantino chooses: ‘Cursed Bastards’ is his masterpiece, but it’s not his favorite movie",The director reveals in a podcast focused on his filmography that ‘Once upon a time in Hollywood’ is his favorite creation and ‘Kill Bill’ the story he was born to make. And he regrets the rookie mistakes in ‘Reservoir Dogs’ and ‘Pulp Fiction’
10,"‘Weapons’, el fenómeno cinematográfico este verano es una película de terror",Zach Cregger certifica el buen momento del género del horror con una película cuya recaudación ha triplicado su presupuesto en poco más de una semana,"Weapons Houten, das Filmphänomen in diesem Sommer ist ein Horrorfilm","Zach Cregger bestätigt die gute Zeit des Horror-Genres mit einem Film, dessen Aufführung sein Budget in etwas mehr als einer Woche verdreifacht hat","‘Weapons’, the film phenomenon this summer is a horror movie",Zach Cregger certifies the good timing of the horror genre with a film whose collection has tripled its budget in just over a week
11,¿Vacaciones sin compañía? Cuando el verano idílico de otros se convierte en un recordatorio constante de lo que nos falta,"Una ruptura de la rutina y de las interacciones sociales en un largo periodo de descanso pueden aumentar sensaciones como la soledad o el miedo a perderse algo, agravado por el uso excesivo de redes sociales","Urlaub ohne Gesellschaft? Wenn der idyllische Sommer von anderen zu einer ständigen Erinnerung an, was uns fehlt","Ein Bruch von Routine und gesellschaftlichen Interaktionen in einer langen Pause kann Gefühle wie Einsamkeit oder Angst, etwas zu verlieren erhöhen, verschlimmert durch den übermäßigen Einsatz von sozialen Netzwerken",When the idyllic summer of others becomes a constant reminder of what we lack,"A break in routine and social interactions over a long period of rest can increase feelings such as loneliness or fear of missing something, aggravated by the excessive use of social networks"
12,"‘¿Y los hombres qué?’, el alegato de una chica que se pone en la piel de los chicos",Caitlin Moran enfoca la masculinidad con bastante desparpajo y desde una mirada empática y conciliadora en tiempos en que “es más fácil ser mujer”,"Und was ist mit den Männern? Das Plädoyer eines Mädchens, das sich auf die Haut der Jungs legt","Caitlin Moran fokussiert Männlichkeit mit ziemlich spärlich und von einem empathischen und versöhnlichen Blick in Zeiten, in denen es einfacher ist, eine Frau zu sein","‘And what about the men?’, the argument of a girl who puts herself in the skin of the boys",Caitlin Moran focuses on masculinity with quite a sparseness and from an empathetic and conciliatory look in times when “it is easier to be a woman”
13,Curtis Yarvin: “Se necesita una dictadura corporativa para reemplazar a una democracia moribunda”,"En el último año, el pensador provocador ha dejado de ser una figura marginal de la llamada “Ilustración oscura” para instalarse en el centro de la guerra ideológica estadounidense como oráculo del ‘MAGA universe’","Curtis Yarvin: Eine Unternehmensdiktatur ist notwendig, um eine sterbende Demokratie zu ersetzen","Im vergangenen Jahr ist der provozierende Denker nicht mehr eine marginale Figur der so genannten ""dunkle Illustration"" gewesen, um sich in den Mittelpunkt des amerikanischen ideologischen Krieges als Orakel des ""universe"" zu stellen.",Curtis Yarvin: “A corporate dictatorship is needed to replace a dying democracy”,"In the past year, the provocative thinker has ceased to be a marginal figure of the so-called “Dark Illustration” to settle in the center of the American ideological war as an oracle of the “MAGA Universe”"
