,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Nayib Bukele could now rule El Salvador for life,His supermajority in the legislative assembly has removed the constitutional barriers to unlimited re-election,Nayib Bukele könnte jetzt El Salvador für das Leben regieren,Seine Supermehrheit in der gesetzgebenden Versammlung hat die verfassungsrechtlichen Hindernisse für eine unbegrenzte Wiederwahl beseitigt.,Nayib Bukele ahora podría gobernar El Salvador de por vida,Su supermayoría en la asamblea legislativa ha eliminado las barreras constitucionales a la reelección ilimitada,Nayib Bukele pourrait désormais gouverner El Salvador à vie,Sa supermajorité à l'Assemblée législative a éliminé les obstacles constitutionnels à une réélection illimitée,Nayib Bukele现在可以统治萨尔瓦多一生,"他在立法议会的绝大多数席位已经消除了宪法障碍,无法无限制地连选连任"
1,The world’s toughest exam,Do you have what it takes to work on India’s railways?,Die härteste Prüfung der Welt,"Haben Sie, was es braucht, um an Indiens Eisenbahnen zu arbeiten?",El examen más difícil del mundo,¿Tienes lo que se necesita para trabajar en los ferrocarriles de la India?,L'examen le plus difficile du monde,Avez-vous ce qu'il faut pour travailler sur les chemins de fer de l'Inde?,世界上最艰难的考试,在印度铁路上工作需要什么?
2,Trump will not let the world move on from tariffs,"Six charts show the damage to America, its trading partners and its consumers","Trump wird nicht zulassen, dass die Welt von Zöllen abweicht","Sechs Diagramme zeigen den Schaden für Amerika, seine Handelspartner und seine Verbraucher",Trump no dejará que el mundo pase de los aranceles,"Seis gráficos muestran el daño a América, sus socios comerciales y sus consumidores",Trump ne laissera pas le monde passer des tarifs douaniers,"Six graphiques montrent les dommages causés à l'Amérique, à ses partenaires commerciaux et à ses consommateurs",特朗普不会让世界摆脱关税,六张图表显示美国、其贸易伙伴和消费者遭受的损害
3,American businesses are running out of ways to avoid tariff pain,A big squeeze on profits may be coming,"Amerikanischen Unternehmen gehen die Wege aus, um Tarifschmerz zu vermeiden",Ein großer Druck auf die Profite kann kommen,Las empresas estadounidenses se están quedando sin maneras de evitar el dolor tarifario,Puede que se aprieten mucho las ganancias.,Les entreprises américaines sont à court de moyens pour éviter la douleur tarifaire,Une grande pression sur les profits peut être à venir,美国企业已经没有办法避免关税痛苦了,对利润的挤压可能即将到来
4,Strategic shift: the third nuclear era,"Our weekly podcast on democracy in America. This week, a look at the evolving landscape of nuclear weapons. China is building its arsenal while the United States and Russia appear ready to let their long-standing nuclear treaty expire.",Strategischer Wandel: Das dritte Kernzeitalter,"Unsere wöchentliche Podcast über Demokratie in Amerika. Diese Woche, ein Blick auf die sich entwickelnde Landschaft der Atomwaffen. China baut sein Arsenal, während die Vereinigten Staaten und Russland scheinen bereit, ihren langjährigen Atomvertrag auslaufen zu lassen.",Cambio estratégico: la tercera era nuclear,"Esta semana, una mirada al panorama en evolución de las armas nucleares. China está construyendo su arsenal mientras los Estados Unidos y Rusia parecen dispuestos a dejar que su tratado nuclear de larga data expire.",Changement stratégique : la troisième ère nucléaire,"Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, un regard sur l'évolution du paysage des armes nucléaires. La Chine construit son arsenal alors que les États-Unis et la Russie semblent prêts à laisser leur traité nucléaire de longue date expirer.",战略转变:第三个核时代,"我们每周一次的关于美国民主的播客。 本周,看看核武器不断变化的环境。 中国正在建立武库,而美国和俄罗斯似乎准备让它们的长期核条约失效。"
5,Cover Story newsletter: How we chose the cover image,,Cover Story Newsletter: Wie wir das Coverbild gewählt haben,,Portada del boletín: Cómo elegimos la imagen de la portada,,Cover Story newsletter: Comment nous avons choisi l'image de couverture,,封面新闻通讯:我们如何选择封面图像,
6,Should you take collagen?,There are simpler ways to get smoother skin and stronger joints,Sollen Sie Kollagen nehmen?,"Es gibt einfachere Möglichkeiten, glattere Haut und stärkere Gelenke zu bekommen",¿Deberías tomar colágeno?,Hay formas más sencillas de conseguir una piel más suave y articulaciones más fuertes,Tu devrais prendre du collagène ?,Il existe des façons plus simples d'obtenir une peau plus lisse et des articulations plus fortes,要不要吃科兰根?,有更简单的方法来更平滑的皮肤 和更强的接缝
7,"Donald Trump thinks he’s winning on trade, but America will lose",The harm from tariffs will be lasting and deep,"Donald Trump denkt, er gewinnt im Handel, aber Amerika wird verlieren",Der Schaden durch die Tarife wird nachhaltig und tiefgreifend sein.,"Donald Trump cree que está ganando en el comercio, pero Estados Unidos perderá",El daño de los aranceles será duradero y profundo,"Donald Trump pense qu'il gagne sur le commerce, mais l'Amérique va perdre",Les dommages causés par les droits de douane seront durables et profonds.,"唐纳德·特朗普认为他在贸易中获胜,但美国将输",关税的伤害将是持久和深重的
8,"How NATO’s European members can help Ukraine and help themselves, write Kurt Volker and Nico Lange",Ukraine can be the forward operating laboratory for Europe’s own future air security,"Wie NATO-europäische Mitglieder der Ukraine helfen und sich selbst helfen können, schreiben Kurt Volker und Nico Lange",Ukraine kann das Zukunftslabor für Europas eigene Zukunftsluftsicherheit sein,"Cómo los miembros europeos de la OTAN pueden ayudar a Ucrania y ayudarse a sí mismos, escribe Kurt Volker y Nico Lange",Ucrania puede ser el laboratorio de operaciones de avanzada para la seguridad aérea de Europa en el futuro,"Comment les membres européens de l'OTAN peuvent aider l'Ukraine et s'aider eux-mêmes, écrire Kurt Volker et Nico Lange",L'Ukraine peut être le laboratoire d'exploitation pour l'avenir de l'Europe,"北约的欧洲成员如何能帮助乌克兰和自助,",乌克兰可以成为欧洲自身未来空中安全的前期运作实验室
9,What to watch this weekend,Our choices examine realism on screen,Was an diesem Wochenende zu sehen,Unsere Entscheidungen untersuchen Realismus auf dem Bildschirm,Qué ver este fin de semana,Nuestras opciones examinan el realismo en pantalla,Que regarder ce week-end,Nos choix examinent le réalisme à l'écran,这周末看什么看这个周末,我们的选择在屏幕上审视现实主义
