,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Warum die Geburtenrate in Deutschland immer weiter sinkt,"Frauen bringen im Durchschnitt noch 1,35 Kinder zur Welt - ein historischer Tiefstand. Alarmsignal für den Wohlstand oder ein Zeichen für die Selbstbestimmung der Frau?",Why the birth rate in Germany continues to fall,"On average, women still give birth to 1.35 children - a historic low. Alarm signal for prosperity or a sign of women's self-determination?",为什么德国的出生率会不断下降,"平均来说,女性会生1.35个孩子,历史低谷"
1,Geburtenrate: Weniger Neugeborene in Deutschland,In Deutschland werden immer weniger Kinder geboren. Das hat langfristige Folgen. Und wäre wohl nur langfristig zu ändern.,Birth rate: Fewer newborns in Germany,"In Germany, fewer and fewer children are born. This has long-term consequences. And would probably only have to be changed in the long term.",出生率: 德国新生儿较少.,"德国出生的孩子越来越少,会造成长期后果,可能只是长期的改变"
2,Der Iran trocknet aus,"Die Wasserkrise im Iran stellt eine ernsthafte Herausforderung für das Regime dar. Die von der Regierung ergriffenen Wassersparmaßnahmen betreffen nun auch ""ein elementares Bedürfnis"".",Iran dries out,"The water crisis in Iran is a serious challenge for the regime. The government's water saving measures now also concern ""a fundamental need"".",伊朗正在干枯,"伊朗水资源危机对伊朗政权构成严重挑战. 政府采取了节水措施,""基本需求""也受到了影响."
3,BKA-Statistik: Häusliche Gewalt in Deutschland nimmt zu,"Die Fallzahl ist hoch, die Dunkelziffer vermutlich noch viel höher: Häusliche Gewalt ist ein Problem in Deutschland. Was sagt die Statistik des Bundeskriminalamts?",BKA statistics: Domestic violence in Germany increases,"The number of cases is high, the dark figure probably even higher: Domestic violence is a problem in Germany. What does the statistics of the Federal Criminal Office say?",BKA统计学:德国家庭暴力的增加.,"案件数量很高,暗号可能更高:家庭暴力是德国的问题. 联邦犯罪局的统计数字呢?"
4,Weimer erinnert an NS-Völkermord an Sinti und Roma,"Etwa 500.000 Sinti und Roma sind unter der Nazi-Herrschaft ermordet worden. Zum Europäischen Gedenktag für die Opfer ruft Kulturstaatsminister Weimer dazu auf, sich jeder Form von Antiziganismus entgegenzustellen.",Weimer reminds of Nazi genocide of Sinti and Roma,"About 500,000 Sinti and Roma have been murdered under Nazi rule. On the European Day of Victims Memorial, Minister of Culture Weimer calls on them to oppose any form of anti-ziganism.",Washar 让我想起了NSV的杀人案 针对辛蒂和罗马人,"约50万辛蒂和罗马人在纳粹统治下被杀. 在受害者的欧洲纪念日,文化部长瓦巴要求各式各样的反犹主义."
5,Langer Hausarrest für Kolumbiens Ex-Präsidenten Uribe,Anfang der Woche wurde Alvaro Uribe bereits schuldig gesprochen. Nun verkündete das Gericht das höchstmöglichste Strafmaß wegen Zeugenbeeinflussung. Doch der Prozess gegen Kolumbiens Ex-Präsidenten könnte noch platzen.,Long house arrest for Colombia's ex-president Uribe,"At the beginning of the week, Alvaro Uribe was already found guilty. Now, the court announced the highest possible sentence for influencing witnesses. However, the trial against Colombia's ex-presidents could still burst.",长期禁足哥伦比亚前总统乌里韦,"本周早些时候,阿尔瓦罗·乌里韦已经被判有罪. 现在,法庭宣布最高刑期以证人受审. 但是,哥伦比亚前总统的审判可能会失败."
6,Urteil: Tesla muss wegen Autopilot-Unfall Millionen zahlen,"Ein ""Tesla S"" mit Autopilot rast 2019 in ein parkendes Auto. Eine Frau stirbt. Das Gericht macht den US-Autobauer mitverantwortlich - mit Folgen für ähnliche Fälle.",Judgment: Tesla must pay millions for autopilot accident,"A ""Tesla S"" with autopilot is racing into a parked car in 2019. A woman dies. The court is responsible for the US car manufacturer - with consequences for similar cases.",泰斯拉因自动驾驶事故 不得不支付数百万美元,"""泰斯拉S""自动驾驶2019号车撞向了停泊车的车上,一个女人死了. 法庭将美国汽车制造商交给他们,并对类似案件造成后果."
7,News kompakt: Trump bringt Atom-U-Boote in Stellung,"Mit Blick auf den Ukraine-Krieg verschärfen sich die Spannungen zwischen den USA und Russland. Bundesaußenminister Wadephul stuft die humanitäre Notlage im Gazastreifen als ""unerträglich"" ein. Das Wichtigste in Kürze.",News compact: Trump puts atomic submarines in position,"With regard to the Ukraine war, tensions between the US and Russia are intensifying. Federal Foreign Minister Wadephul considers the humanitarian emergency in the Gaza Strip to be ""unbearable"".",最新消息 特朗普正在部署核潜艇,"观察到乌克兰战争,美国和俄罗斯之间的紧张局势愈演愈烈. 联邦部长韦德福将加沙地带的人道主义危机归结为""不可持续"""
8,Mehr Reichweite: Deutsches Geld für ukrainische Waffen,Deutschland investiert in die ukrainische Waffenproduktion - vor allem in Langstrecken-Drohnen. Kyjiw setzt dabei auf deutsches Know-how: Was möglich ist und wo die Grenzen liegen.,More range: German money for Ukrainian weapons,Germany is investing in Ukrainian weapons production - especially in long-haul drones. Kyjiw relies on German know-how: what is possible and where the borders lie.,扩大范围:为乌克兰武器支付德国钱,德国投资于乌克兰武器生产 - - 主要用于长程无人机. 基吉依赖德国的知识:可以和边界.
9,Donald Trumps Zölle: Was ist der aktuelle Stand?,"Nur wenige Stunden, bevor am 1. August weltweit neue US-Zölle in Kraft treten sollten, verhängte der US-Präsident umfassende weitere Zölle auf Importe. Damit verschärft er seine aggressive Handelspolitik.",Donald Trump's Customs: What's the current state of play?,"Just a few hours before new US tariffs were to enter into force worldwide on August 1, the US President imposed extensive additional tariffs on imports, thereby tightening his aggressive trade policy.",唐纳德·特朗普的关税: 现况如何?,"在8月1日全球新增美国关税生效之前的几个小时内,美国总统就对进口征收了大规模的关税,从而加深了其激进的贸易政策."
