,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Sorge vor Krieg: Frankreich bildet mehr Reservisten aus,Frankreich möchte die Anzahl der Reservisten mehr als verdoppeln. Die Chancen stehen nicht schlecht. Viele Franzosen stehen den Streitkräften und dem Dienst an der Waffe positiv gegenüber.,Fear of war: France trains more reservists,France wants to more than double the number of reservists. Opportunities are not bad. Many French are positive towards the armed forces and the service of the weapon.,对战争的担忧是:法国正在训练更多的后备人员.,"法国想增加后备军的人数,但机会并不差. 许多法国人对军队和军队的服役表示乐观."
1,Deutschlands Regierung streitet über den Wehrdienst,Die ersten 100 Tage der von Kanzler Friedrich Merz geführten Regierung liefen nicht immer rund. Auch in der Sicherheitspolitik gibt es Differenzen: Reicht ein freiwilliger Dienst bei der Bundeswehr aus?,Germany's government fights over military service,The first 100 days of the government led by Chancellor Friedrich Merz did not always run out. There are also differences in security policy: Is a voluntary service with the Bundeswehr sufficient?,德国政府正在为国防军争执,"总理弗里德里希·默尔兹领导的政府头100天并不总是圆满的. 在安全政策方面,有分歧吗? 自愿参军足够吗?"
2,"Europa rüstet auf - Wer führt, wer folgt, wer zahlt?",Deutschlands Außenminister fordert Verteidigungsausgaben von fünf Prozent des BIP - und folgt damit dem Wunsch von US-Präsident Trump. Auch andere europäische Staaten erhöhen massiv ihre Militärbudgets. Ein Überblick.,"Europe upgrades - who leads, who follows, who pays?",Germany's foreign minister demands defense spending of five percent of GDP - and thus follows the wish of US President Trump. Other European states also massively increase their military budgets. An overview.,谁领先谁跟着谁谁付钱?,"德国外交部长要求将国防支出占GDP的5%,随之而来的是美国总统特朗普的要求. 其他欧洲国家也要求大幅增加军事预算. 详细说明."
3,Frankreichs zentrale Rolle bei Europas Verteidigung,Der Verteidigungssektor Frankreichs ist einer der stärksten Europas und könnte eine wichtige Rolle auf dem Weg zu einer militärischen Autonomie des Kontinents spielen. Doch auf diesem Weg gibt es noch einige Hürden.,France's central role in Europe's defence,"France's defence sector is one of the strongest in Europe and could play an important role in the continent's military autonomy, but there are still a few obstacles along the way.",法国在欧洲防务中的核心角色,"法国的防御部门是欧洲最强大的部门之一,可以发挥重要作用,实现欧洲大陆的军事自治. 但这条路上还有一些障碍."
4,Guinea: Militärjunta suspendiert vorübergehend Opposition,Kurz vor einem Verfassungsreferendum in Guinea geht die Militärjunta gegen die Opposition vor - drei Parteien dürfen 90 Tage lang keine Politik machen. Oppositionelle sprechen von einem Machtmanöver.,Guinea: Military junta suspends temporary opposition,"Shortly before a constitutional referendum in Guinea, the military junta takes place against the opposition - three parties are not allowed to make a policy for 90 days. Oppositionists speak of a power maneuver.","几内亚:军政府暂时停职,反对党暂时停职","在几内亚举行宪法全民公决前不久 军事联合会将反对反对派 - 三个政党在90天内不能制定任何政策. 反对党说,这是权力行动."
5,Trumps umstrittener Kampf gegen Kriminalität,"Erst Washington, jetzt droht US-Präsident Donald Trump auch Chicago und New York unter seine Kontrolle zu stellen. Diese Städte haben eine Gemeinsamkeit.",Trump's Controversial Fight Against Crime,"Only Washington, now US President Donald Trump threatens to put Chicago and New York under his control. These cities have a commonality.",特朗普对犯罪的争议性斗争,首先是华盛顿 现在美国总统唐纳德·特朗普威胁要控制芝加哥和纽约
6,Gericht: Mohrenstraße in Berlin kann doch umbenannt werden,"Seit Jahren gibt es Streit über die Umbenennung der ""Mohrenstraße"" in Berlin. Nun hat ein Gericht die Klage eines Anwohners abgewiesen - und gab dem Vorhaben im Eilverfahren kurz vor dem geplanten Festakt grünes Licht.",Court: Mohrenstraße in Berlin can be renamed after all,"For years there has been a dispute over the renaming of the ""Mohrenstraße"" in Berlin. Now a court has rejected the complaint of a local resident - and gave the project the green light in the urgent procedure just before the planned ceremony.",法庭:在柏林的穆罕默德大街可以改名,"多年来,关于柏林改名为""穆罕默德街""的争论一直存在争议. 现在,法庭驳回了当地居民的诉讼 - 在拟议的正式动议之前,就已经宣布了该动议."
7,"Netanjahu: ""Hungerkampagne"" der Hamas hält uns nicht auf","Trotz eines alarmierenden Berichts über Hunger im Gazastreifen hält Israels Premier Netanjahu an seinen Kriegszielen fest - und nennt die Warnungen internationaler Experten ""Lügen"".","Netanyahu: Hamas ""hunger campaign"" does not stop us","Despite an alarming report on hunger in the Gaza Strip, Israel's Prime Minister Netanyahu continues to adhere to his war targets - and calls the warnings of international experts ""lie.""","内塔尼亚胡:哈马斯的""饥饿运动""没有阻挠我们.","以色列总理内塔尼亚胡仍坚持他的战争目标,并称国际专家的警告为""谎言."""
8,USA: Unrechtmäßig abgeschobener Migrant wieder frei,"Wegen juristischer Fehler wurde Kilmar Ábrego Garcia nach El Salvador abgeschoben, nur um im Anschluss wieder in die USA gebracht und inhaftiert zu werden. Nun gibt es Neuigkeiten in seinem Fall.",USA: Illegally deported migrants free again,"Because of legal errors, Kilmar Ábrego Garcia was deported to El Salvador only to be taken back to the United States and detained. Now there is news in his case.",美国: 错误的被驱逐出境的移民被释放,"因为法律错误,基尔马尔·阿卜杜拉戈·加西亚被驱逐回萨尔瓦多 只为了在被送回美国后被关押"
9,News kompakt: Trump dämpft Hoffnung auf neuen Ukraine-Gipfel,"Der US-Präsident kündigte an, er werde bald über das weitere Vorgehen für einen Frieden in der Ukraine entscheiden. Der niederländische Außenminister tritt im Streit um Israel-Sanktionen zurück. Das Wichtigste in Kürze.",Compact news: Trump dampens hope for new Ukraine summit,The U.S. President announced that he would soon decide on the way forward for peace in Ukraine. The Dutch Foreign Minister resigns in the dispute over Israel sanctions. The most important thing in brief.,最新消息 特朗普对新乌克兰峰会的希望减弱了,"美国总统宣布他不久将决定如何继续乌克兰和平. 荷兰外交部长在有关以色列制裁的争端中辞职. 最重要的是,很快."
