,title-de,content-de,title-en,content-en,title-zh,content-zh
0,"Klingbeil in Kyjiw: Ukraine-Unterstützung ""wackelt nicht""","Zum ersten Mal als Vize-Kanzler und Minister ist Lars Klingbeil in die Ukraine gereist. Und versichert, dass die Ukraine dieses und nächstes Jahr jeweils neun Milliarden Euro an Unterstützung bekommt.","Klingbeil in Kyiv: Ukraine support ""don't shake""","Lars Klingbeil travelled to Ukraine for the first time as Vice-Chancellor and Minister, and assures that Ukraine will receive nine billion euros in support this year and next year.","Klingbil in Kyjiw: 乌克兰支持""不要摇摇晃""","这是第一次,作为总理部长,部长们,拉斯·克林贝尔来到乌克兰,并保证乌克兰将在今年和明年获得90亿欧元的支持."
1,Europäische Truppen in der Ukraine: Was könnte das bedeuten?,"Europa diskutiert über Sicherheitsgarantien für die Ukraine. Die Entsendung von Truppen ist ein Vorschlag. Doch würden sie damit nicht in einen Krieg hineingezogen, den sie eigentlich beenden wollten?",European troops in Ukraine: What could that mean?,Europe is discussing security guarantees for Ukraine. The deployment of troops is a proposal. But would they not be drawn into a war that they wanted to end?,"乌克兰的欧洲军队,这会代表什么?","欧洲正在讨论乌克兰的安全保障问题. 部署军队是一个提议,但是他们不会卷入他们想要结束的战争吗?"
2,Deutsche Soldaten in der Ukraine? Noch eine Phantomdebatte,"Noch ist unklar, wie und ob in der Ukraine ein belastbarer Frieden erreicht werden kann. In Deutschland sorgt jedoch schon jetzt die Frage nach einer Beteiligung der Bundeswehr an Friedenstruppen für Kontroversen.",German soldiers in Ukraine? Another phantom debate,"It is still unclear how and whether a lasting peace can be achieved in Ukraine. In Germany, however, the question of the involvement of the Bundeswehr in peacekeepers is already causing controversy.",乌克兰的德军士兵们 又一个虚幻的辩论,"乌克兰还不清楚如何实现可承受的和平. 但是,在德国,联邦军队参与维和部队的问题已经引起了争议."
3,Sorge vor Krieg: Frankreich bildet mehr Reservisten aus,Frankreich möchte die Anzahl der Reservisten mehr als verdoppeln. Die Chancen stehen nicht schlecht. Viele Franzosen stehen den Streitkräften und dem Dienst an der Waffe positiv gegenüber.,Fear of war: France trains more reservists,France wants to more than double the number of reservists. Opportunities are not bad. Many French are positive towards the armed forces and the service of the weapon.,对战争的担忧是:法国正在训练更多的后备人员.,"法国想增加后备军的人数,但机会并不差. 许多法国人对军队和军队的服役表示乐观."
4,Robert Habeck zieht sich aus der Politik zurück,Der frühere Bundeswirtschaftsminister Robert Habeck von den Grünen verlässt den Bundestag. Zukünftig wird er an Universitäten tätig sein. Er war eines der bekanntesten Gesichter der Ampel-Koalition.,Robert Habeck withdraws from politics,The former Federal Minister of Economics Robert Habeck of the Greens leaves the Bundestag. He will be working at universities in the future. He was one of the most well-known faces of the traffic lights coalition.,Robert Habeck 退出政治了,前德国经济部长罗伯特·哈贝克从德国联邦日退役了. 今后他会在大学工作. 他是红灯联盟中最出名的脸孔之一.
5,Wadephul will EU-Prozess für Westbalkanländer ankurbeln,Kroatien ist der Europäischen Union Mitte 2013 als bislang letztes Land beigetreten. Der deutsche Außenminister nimmt bei seinem Antrittsbesuch Zagreb in die Pflicht.,Wadephul wants to boost EU process for Western Balkans,Croatia joined the European Union in mid-2013 as the last country so far. The German Foreign Minister takes the responsibility for his inaugural visit to Zagreb.,韦德福想为西巴尔干地区推动欧盟进程,"2013年年中,克罗地亚加入欧盟成为最后一个国家. 德国外交部长萨格瑞布在入盟时承担起责任."
6,Tote bei israelischem Angriff - Reporter unter den Opfern,Immer wieder werden im Israel-Hamas-Krieg Journalisten getötet. Nun gibt es Berichte über einen besonders schwerwiegenden Vorfall in einem Krankenhaus im Süden des Gazastreifens.,Dead in Israeli Attack - Reporters Among the Victims,Journalists are repeatedly killed in the Israel-Hamas War. Now there are reports of a particularly serious incident in a hospital in the south of the Gaza Strip.,以色列袭击中死亡 - - 受害者中的记者,"在以色列哈马斯战争中,记者不断被杀害. 现在有报道说加沙南部医院发生严重事件"
7,Lob für Russland von US-Vize Vance,Die Hoffnungen auf baldige Verhandlungen zur Beendigung des Ukraine-Kriegs sind gedämpft. US-Vizepräsident JD Vance lobt Russland dennoch: Moskau habe erstmals echte Zugeständnisse gemacht.,Praise for Russia by US-Vize Vance,The hopes for early negotiations to end the Ukraine war are subdued. US Vice President JD Vance nevertheless praises Russia: Moscow made real concessions for the first time.,赞扬美国维兹·万斯的俄罗斯,乌克兰战争早日结束谈判的希望已经减弱了. 美国副总统 JD Vance仍然赞扬俄罗斯:莫斯科首次做出真正的妥协.
8,US-Demokraten: Trump hat keine Befugnis für Truppeneinsatz,"Donald Trump hat angekündigt, den Einsatz der Nationalgarde auch auf andere Großstädte wie Chicago und Baltimore auszuweiten. Zuletzt hatte der US-Präsident Nationalgardisten in Washington bewaffnet.",US Democrats: Trump has no authority to deploy troops,"Donald Trump has announced that the National Guard's deployment will be extended to other major cities such as Chicago and Baltimore. Most recently, the US President had armed National Guards in Washington.",美国独裁者: 特朗普没有授权进行军事行动,"唐纳德·特朗普宣布将国民警卫队部署扩大到其他主要城市,如芝加哥和巴尔的摩. 美国总统最近在华盛顿武装了武装."
9,News kompakt: Trump lässt Soldaten in Washington bewaffnen,Die von US-Präsident Trump entsandten Nationalgardisten in Washington tragen nun Waffen. Vizekanzler Lars Klingbeil ist zu einem überraschenden Besuch in Kyjiw eingetroffen. Das Wichtigste in Kürze.,Compact News: Trump Armed Soldiers in Washington,"US President Trump's National Guards in Washington are now carrying weapons. Vice Chancellor Lars Klingbeil has arrived for a surprising visit to Kyjiw, the most important thing in brief.",特朗普派士兵去华盛顿特区武装,"美国总统特朗普派往华盛顿的国民警卫队已经带着武器了. 副总理拉尔斯·克林吉尔 (Lars Klingbeil) 为突如其来访问基吉夫. 最重要的是,即将到来."
