,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,"How Rajinikanth, a 74-year-old actor, drives fans into a frenzy","Indian crowds greet his new film with prayer, confetti and milk","Wie Rajinikanth, ein 74-jähriger Schauspieler, Fans in eine Raserei treibt","Indische Menschenmengen begrüßen seinen neuen Film mit Gebet, Konfetti und Milch","Cómo Rajinikanth, un actor de 74 años, conduce a los fans a un frenesí","Las multitudes indias saludan su nueva película con oración, confeti y leche","Comment Rajinikanth, un acteur de 74 ans, conduit les fans dans une frénésie","Les foules indiennes saluent son nouveau film avec prière, confettis et lait","Rajinikanth, 一个74岁的演员, 如何将球迷驱向疯狂",印地安人用祷告、面粉和牛奶迎接他的新电影
1,The US in brief: California’s referendum on revenge,"Our daily political update, featuring the stories that matter",Die USA in Kürze: kalifornische Volksabstimmung über Rache,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Estados Unidos en resumen: El referéndum de California sobre la venganza,"Nuestra actualización política diaria, con las historias que importan",Les Etats-Unis en bref : référendum de la Californie sur la vengeance,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent","简言之,美国:加利福尼亚关于报复的公投","我们每天的政治最新情况,特别报道重要的故事"
2,On a win and a player: Britain’s video-gaming prowess,Also on the daily podcast: Europeans stop sinning and “Bangla Teslas”,Auf einem Sieg und einem Spieler: Britanniens Video-Gaming-Fähigkeit,Auch auf dem täglichen Podcast: Europäer sündigen nicht mehr und Bangla Teslas,En una victoria y un jugador: la habilidad de videojuego de Gran Bretaña,También en el podcast diario: Los europeos dejan de pecar y “Bangla Teslas”,Sur une victoire et un joueur: Britannias vidéo-gaming prowess,Aussi sur le podcast quotidien : les Européens arrêtent de pécher et de bangla Teslas,一个赢一个玩家:英国的视频连网能力,"也出现在每日播客上:欧洲人停止犯罪,"
3,Reparations relic: South Africa’s attempt to address inequality has gone awry,A handpicked article read aloud from the latest issue of The Economist,"Reparations relic: Südafrikas Versuch, Ungleichheit zu bekämpfen, ist schief gegangen",Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,Reparaciones reliquia: El intento de Sudáfrica de abordar la desigualdad ha salido mal,Un artículo escogido a mano leído en voz alta del último número de The Economist,Réparations relic: L'Afrique du Sud tente de lutter contre l'inégalité a mal tourné,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,赔偿遗物:南非试图解决不平等问题的努力受到质疑,"《经济学家》最新一期《经济学家》的一篇文章,"
4,Putin’s “land swap” is really a grab for Ukraine’s fortress belt,He wants Trump to secure for him what Russia’s army cannot,Putins Landtausch ist wirklich ein Greifer für Ukraines Festungsgürtel,"Er will, dass Trump für ihn sicher ist, was Russlands Armee nicht kann.",El “intercambio de tierras” de Putin es realmente una atracción para el cinturón de la fortaleza de Ucrania,Quiere que Trump le asegure lo que el ejército de Rusia no puede,Poutine s'échange de terres est vraiment une prise pour l'Ukraine forteresse ceinture,Il veut que Trump lui assure ce que l'armée russe ne peut pas,普京的“土地互换”实际上是对乌克兰堡垒地带的掠夺。,他希望特朗普能为他保住俄国军队无法保住的东西
5,Zelensky survives another episode of the Trump show,America hints at providing security guarantees for Ukraine,Zelensky überlebt eine weitere Episode der Trump Show,Amerika gibt Hinweise auf Sicherheitsgarantien für die Ukraine,Zelensky sobrevive a otro episodio del programa de Trump,Estados Unidos sugiere proporcionar garantías de seguridad para Ucrania,Zelensky survit à un autre épisode de l'émission Trump,L'Amérique suggère de fournir des garanties de sécurité pour l'Ukraine,Zelensky在另一集特朗普秀中幸存,美国暗示为乌克兰提供安全保障
6,Margaret MacMillan on the promise—and perils—of wartime summits,"Leaders’ set-pieces have become more common, but not always more productive",Margaret MacMillan über das Versprechen – und Gefahren – von Kriegsgipfeln,"Leaders-Set-Stücke sind häufiger geworden, aber nicht immer produktiver",Margaret MacMillan sobre la promesa —y los peligros— de las cumbres en tiempos de guerra,"Los set-piezas de los líderes se han vuelto más comunes, pero no siempre más productivos",Margaret MacMillan sur la promesse — et les périls — des sommets de la guerre,"Les set-pieces Leaders sont devenues plus communes, mais pas toujours plus productives",玛格丽特·麦克米兰关于战时首脑会议的许诺和危险,"领导人的成套件已变得更为常见,但并非总能更有成效"
7,In praise of complicated investing strategies,"To understand markets, forget Occam’s razor",Lob für komplizierte Anlagestrategien,"Um Märkte zu verstehen, vergessen Sie Occams Rasiermesser",En alabanza de estrategias de inversión complicadas,"Para entender los mercados, olvídese de la navaja de Occam",Pour louer des stratégies d'investissement compliquées,"Pour comprendre les marchés, oubliez le rasoir d'Occam.",称赞复杂的投资战略,"为了了解市场,忘记奥卡姆的剃刀"
8,How America’s AI boom is squeezing the rest of the economy,Beware the data-centre takeover,Wie Amerikas AI-Boom den Rest der Wirtschaft drückt,Vorsicht bei der Übernahme des Rechenzentrums,Cómo el boom de la IA en Estados Unidos está exprimiendo al resto de la economía,Cuidado con la toma de posesión del centro de datos,Comment l'Amérique est-elle le boom de l'IA presse le reste de l'économie,Méfiez-vous de la prise en charge des datacenters,美国的人工智能繁荣是如何挤压经济其他部分的,当心数据中心的接管
9,The War Room newsletter: Why Putin’s peace plan is more like poison,"Shashank Joshi, our defence editor, explains how Ukraine’s future hangs in the balance",The War Room newsletter: Warum Putins Friedensplan eher wie Gift ist,"Shashank Joshi, unser Verteidigungsredakteur, erklärt, wie die Zukunft der Ukraine im Gleichgewicht bleibt",El boletín de War Room: ¿Por qué el plan de paz de Putin es más como veneno?,"Shashank Joshi, nuestro editor de defensa, explica cómo el futuro de Ucrania está en juego",La lettre d'information de la Salle de la guerre : Pourquoi Poutine est le plan de paix est plus comme le poison,"Shashank Joshi, notre rédacteur en chef de la défense, explique comment le futur de l'Ukraine est dans l'équilibre",战争室通讯:为什么普京的和平计划更像是毒药,"我们的国防编辑Shashank Joshi Shashank Joshi解释乌克兰未来如何平衡,"
