,title-es,content-es,title-de,content-de,title-en,content-en
0,"El fuego asola España: declarada la fase de preemergencia tras miles de desalojos en León, Madrid y Cádiz","Fallece el hombre que sufrió graves quemaduras en el incendio de Tres Cantos, perimetrado tras quemar 1.000 hectáreas. El foco de Las Médulas mejora y muchos de los frentes están controlados, pero la alta velocidad ha quedado interrumpida entre la capital de España y Galicia","Das Feuer verwüstet Spanien: erklärt die Phase der Vor-Notstand nach Tausenden von Räumungen in León, Madrid und Cádiz","Der Mann, der schwere Verbrennungen am Feuer von Tres Cantos erlitt, wurde nach 1.000 Hektar verbrannt. Der Fokus von Las Médulas verbessert sich und viele der Fronten sind unter Kontrolle, aber die hohe Geschwindigkeit ist zwischen der Hauptstadt von Spanien und Galicien unterbrochen worden","The fire ravages Spain: declared the pre-emergency phase after thousands of evictions in León, Madrid and Cádiz","The man who suffered severe burns in the fire of Tres Cantos dies, perimeterd after burning 1,000 hectares. The focus of Las Médulas improves and many of the fronts are controlled, but the high speed has been interrupted between the capital of Spain and Galicia"
1,"Incendios en España activos, en directo | El incendio en Ourense obliga a cortar la línea de tren de alta velocidad con Madrid","Interior declara la fase de preemergencia del plan estatal ante la situación en varias comunidades | Fallece el hombre que sufrió graves quemaduras por el incendio de Tres Cantos | Miles de personas pasan la noche fuera de casa en León, Madrid y Cádiz","Feuer in Spanien aktiv, Live-Herausforderung Das Feuer in Ourense zwingt zum Schneiden der Hochgeschwindigkeits-Zuglinie mit Madrid","Innen erklärt die Phase der Vorbereitung des staatlichen Plans angesichts der Situation in mehreren Gemeinden în Fallace der Mann, der schwere Verbrennungen durch das Feuer von Tres Cantos în Miles Menschen verbrachte die Nacht von zu Hause aus in León, Madrid und Cádiz","Fires in Spain active, live  The fire in Ourense forces to cut the high speed train line with Madrid","Interior declares the pre-emergency phase of the state plan before the situation in several communities  The man who suffered severe burns from the fire of Tres Cantos dies  Thousands of people spend the night away from home in León, Madrid and Cadiz"
2,La Aemet abre la puerta a que la ola de calor se prolongue hasta el lunes 18 de agosto,"Aunque la incertidumbre es elevada sobre la duración del episodio de temperaturas extremas, habrá un descenso térmico a partir del miércoles y luego un repunte de las temperaturas el jueves","Die Aemet öffnet die Tür, um die Hitzewelle bis Montag, den 18. August zu verlängern","Obwohl die Ungewissheit über die Dauer der extremen Temperaturepisode hoch ist, wird es ab Mittwoch einen thermischen Rückgang geben und dann am Donnerstag einen Anstieg der Temperaturen.","The Aemet opens the door for the heat wave to extend until Monday, August 18","Although uncertainty is high about the duration of the episode of extreme temperatures, there will be a thermal decline from Wednesday and then a surge of temperatures on Thursday"
3,Un temporero muere en Lleida en plena ola de calor,El hombre se desplomó en una jornada en la que varias empresas recomendaban no trabajar durante la mayor parte del día por el riesgo térmico,Ein Saisonarbeiter stirbt in Lleida mitten in der Hitzewelle,"Der Mensch stürzte an einem Tag zusammen, an dem mehrere Unternehmen empfahlen, den größten Teil des Tages wegen des thermischen Risikos nicht zu arbeiten.",A seasonaler dies in Lleida in the heat wave,The man collapsed on a day in which several companies recommended not to work for most of the day because of the thermal risk
4,¿Cómo avanzan los incendios del verano? Consulte el mapa con los últimos fuegos activos,"En la última semana han ardido 25.000 hectáreas en 37 incendios, el 36% de la superficie quemada en lo que va de año",Wie gehen die Sommerbrände voran? Schauen Sie sich die Karte mit den letzten aktiven Feuern an,"In der letzten Woche haben 25.000 Hektar bei 37 Bränden verbrannt, 36% der verbrannten Fläche im Laufe des Jahres",How do summer fires advance? See the map with the latest active fires,"In the last week they have burned 25,000 hectares in 37 fires, 36% of the area burned so far this year"
5,El viento complica las labores de extinción de los incendios activos en España,"La situación meteorológica afecta en especial a los fuegos de Cádiz, Toledo y Madrid, donde la Comunidad de Madrid mantiene el nivel 2 de emergencias por la previsión de tormentas y ráfagas",Der Wind verkompliziert das Löschen von Bränden in Spanien,"Die Wetterlage betrifft insbesondere die Feuer von Cádiz, Toledo und Madrid, wo die Gemeinschaft von Madrid aufgrund der Vorhersage von Stürmen und Stürmen die Stufe 2 der Notfälle aufrechterhält.",The wind complicates the work of extinguishing the active fires in Spain,"The weather situation affects in particular the fires of Cadiz, Toledo and Madrid, where the Community of Madrid maintains the level 2 emergency due to the forecast of storms and gusts"
6,"Mircea, el ex mecánico rumano que murió en el incendio de Tres Cantos intentando salvar a los caballos","El fallecido, de 50 años, tenía dos hijos y hace un año había montado una empresa de mudanzas","Mircea, der ehemalige rumänische Mechaniker, der bei dem Feuer von Tres Cantos starb, um die Pferde zu retten.","Der 50-jährige Tote hatte zwei Kinder, und vor einem Jahr hatte er eine Umzugsfirma gegründet.","Mircea, the former Romanian mechanic who died in the Three Cantos fire trying to save the horses","The deceased, aged 50, had two children and a year ago he had set up a moving company"
7,El fuego alcanza el internado del King’s College: “Es como si se hubiera quemado mi casa”,"El prestigioso colegio británico de Soto de Viñuelas, que acoge a estudiantes internacionales, ha sido afectado por el incendio que arrasó varias zonas del municipio madrileño","Das Feuer erreicht das Internat des King Hills College: Es ist, als wäre mein Haus verbrannt worden.","Die renommierte britische Schule Soto de Viñuelas, die internationale Studenten beherbergt, wurde von dem Brand getroffen, der mehrere Gebiete der Stadt Madrid zerstörte.",The fire reaches King’s College boarding school: “It’s like my house has been burned down”,"The prestigious British school of Soto de Viñuelas, which welcomes international students, has been affected by the fire that swept several areas of the Madrid municipality"
8,Varado 45 días en la Antártida: el aterrizaje sin permiso de un joven piloto estadounidense termina con una millonaria sanción en Chile,"Ethan Guo, un ‘influencer’ de 19 años, ha sido por un mes y medio un inesperado huésped en una base de la Fuerza Aérea. Un juzgado acordó una salida a su caso: la donación de 30.000 dólares a una fundación de ayuda a niños con cáncer",45 Tage in der Antarktis: Die Landung ohne Erlaubnis eines jungen amerikanischen Piloten endet mit einer millionären Strafe in Chile,"Ethan Guo, ein 19-jähriger Hlaing-Influencer, war eineinhalb Monate lang ein unerwarteter Gast auf einer Air Force-Basis. Ein Gericht vereinbarte einen Ausweg aus seinem Fall: die Spende von $30.000 an eine Stiftung zur Unterstützung von Kindern mit Krebs",Varado 45 days in Antarctica: the landing without permission of a young American pilot ends with a millionaire sanction in Chile,"Ethan Guo, a 19-year-old ‘influencer’, has been for a month and a half an unexpected guest at an Air Force base. A court agreed a way out of his case: the donation of $30,000 to a foundation to help children with cancer"
9,A 350 kilómetros del litoral más cercano: cómo España se ha llenado de playas artificiales,"En el interior del país se esconden magníficas lagunas, pantanos y embalses que cuentan con vestuarios, toboganes y banderas azules o permiten pasear en piragua y hacer windsurf",350 Kilometer von der nächsten Küste entfernt: wie Spanien mit künstlichen Stränden gefüllt ist,"Im Inneren des Landes verstecken sich wunderschöne Lagunen, Sümpfe und Stauseen mit Umkleidekabinen, Rutschen und blauen Fahnen oder ermöglichen es, im Kanu zu spazieren und Windsurfen zu machen.",350 kilometers from the nearest coastline: how Spain has filled with artificial beaches,"In the interior of the country are hidden magnificent lagoons, swamps and reservoirs that have changing rooms, slides and blue flags or allow to walk in canoe and windsurf"
