,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Bundesregierung verschärft den Ton gegenüber Israel,"In Jerusalem hat der deutsche Außenminister die Regierung Israels aufgefordert, die ""humanitäre Katastrophe in Gaza zu beenden."" Die Kritik an Israel war nicht zu überhören. Welche Konsequenzen daraus folgen, ist offen.",Federal Government tightens the tone against Israel,"In Jerusalem, the German Foreign Minister called on the government of Israel to end the ""humanitarian catastrophe in Gaza."" Criticism of Israel was not to be overheard. The consequences of this are open.",联邦政府正在加深对以色列的态度,"在耶路撒冷,德国外交部长要求以色列政府终止加沙的""人道主义灾难"" 批评以色列是无可置疑的 后果是显而易见的"
1,Faktencheck: Netanjahus Desinformation über Hunger in Gaza,"Israels Premier Benjamin Netanjahu behauptet, dass es im Gazastreifen keine Hungersnot gebe - doch internationale Hilfsorganisationen und Augenzeugen zeichnen ein anderes Bild. Die DW schlüsselt die Fakten auf.",Facts Check: Netanyahu's Disinformation on Hunger in Gaza,Israel's Prime Minister Benjamin Netanyahu claims that there is no famine in the Gaza Strip - but international aid organizations and eyewitnesses draw a different picture.,事实调查: 内塔尼亚胡在加沙的饥饿现象,"以色列总理本杰明·内塔尼亚胡声称加沙地区没有饥荒,但国际援助组织和目击证人的画却不同. DW会记录事实."
2,EuGH schärft Kriterien für sichere Herkunftsländer,"Damit entsprechende Listen auch rechtens sind, müssen Bedingungen erfüllt sein, so der Europäische Gerichtshof. Geklagt hatten zwei Migranten aus Bangladesch, deren Asylgesuch in Italien abgelehnt worden war.",ECJ sharpens criteria for safe countries of origin,"In order for lists to be correct, conditions must be met, according to the European Court of Justice. Two migrants from Bangladesh, whose asylum application had been rejected in Italy, had been sued.",为安全来源国制定的欧格标准,"按照欧洲法院的说法,要有正确的清单,必须符合条件. 起诉的两名孟加拉人难民在意大利被拒绝避难."
3,El Salvador: Unbegrenzte Wiederwahl des Präsidenten möglich,"""Heute ist die Demokratie gestorben"", so die Reaktion einer der wenigen Oppositionsabgeordneten. El Salvadors Staatschef Nayib Bukele zementiert seine Macht.",El Salvador: Unlimited re-election of the President possible,"""Today democracy has died,"" says one of the few opposition MPs. El Salvador's head of state Nayib Bukele cements his power.",萨尔瓦多总统有可能连任,"""今天民主已故,少数反对派人士的反应之一. "" 萨尔瓦多领导人纳伊布·布克尔正在巩固他的权力."
4,EuGH-Urteil schwächt Internationalen Sportgerichtshof CAS,Der Internationale Sportgerichtshof CAS in Lausanne hat normalerweise bei Streitfällen in der Welt des Sports das letzte Wort. Ein Richterspruch aus Luxemburg lässt diese Autorität nun aber wackeln.,ECJ ruling weakens International Sports Court CAS,"The International Sports Court CAS in Lausanne usually has the last word in disputes in the world of sports. However, a verdict from Luxembourg makes this authority shake.",EURO部分削弱了国际体育法院CAS的影响力,劳桑国际体育法庭通常在世界体育赛事中 会作最后决定. 但卢森堡法官的判决却能激发这一权威.
5,News kompakt: Trump verschiebt Zölle und verhängt neue Sätze,"Neues Hin und Her in der US-Handels-Politik: Die neuen Zölle kommen später, teilweise erhöht von Präsident Donald Trump. El Salvador billigt die unbegrenzte Wiederwahl des Staatschefs. Das Wichtigste in Kürze.",News compact: Trump postpones tariffs and imposes new rates,"New back and forth in US trade policy: the new tariffs will come later, partly increased by President Donald Trump. El Salvador approves the unlimited re-election of the head of state.",新闻总结: 特朗普减免关税并实施新句子,"新的美国贸易政策:新增关税将晚一点,部分由唐纳德·特朗普总统增加. 萨尔瓦多批准了国家元首无休止的连任. 最重要的是,即将到来."
6,Außenminister Wadephul fordert Landweg-Zugang für Gaza,Deutschlands Außenminister ist zu einem zweitägigen Besuch nach Israel gereist. Johann Wadephul will dort die Haltung der Bundesregierung deutlich machen. Vor dem Abflug benennt er drei wichtige Positionen.,Foreign Minister Wadephul calls for land-road access for Gaza,"Germany's Foreign Minister has travelled to Israel for a two-day visit. Johann Wadephul wants to make clear the position of the Federal Government there. Before leaving, he names three important positions.",韦德福外交部长要求进入加沙的陆地通道,"德国外交部长访问了以色列两天. 约翰·韦德福希望明确联邦政府的立场. 在起飞前,他指出了三个重要位置."
7,Rumänien will über Holocaust an Roma nicht mehr schweigen,"Nicusor Dan ist der erste rumänische Präsident, der an einer eigenständigen Gedenkveranstaltung für die Roma-Opfer des Holocaust teilnimmt. Ein wichtiges Signal in einer polarisierten Gesellschaft, die Heilung braucht.",Romania no longer wants to remain silent about the Holocaust against Roma,"Nicusor Dan is the first Romanian president to take part in an independent memorial event for the victims of the Holocaust, an important signal in a polarized society that needs healing.",罗马尼亚不再对罗马尼亚的大屠杀保持沉默,密苏里·丹是罗马尼亚首位参加大屠杀受害者独立纪念仪式的罗马尼亚总统. 一个需要治愈的极化社会的重要信号.
8,"Wechsel in Polens Präsidialamt: Duda geht, Nawrocki kommt",Polens scheidender Präsident Andrzej Duda war Parteisoldat der rechtsnationalen PiS. Wird sein Nachfolger Konrad Nawrocki das Land noch weiter nach rechts verschieben? Premier Donald Tusk ist zur Konfrontation bereit.,"Change to Poland's presidential office: Duda goes, Nawrocki comes",Poland's outgoing President Andrzej Duda was a party soldier of the right-wing PiS. Will his successor Konrad Nawrocki move the country further to the right? Premier Donald Tusk is ready for confrontation.,"杜达去,纳洛基来了",他的继任者康拉德·纳维洛基会将波兰往右移吗? 唐纳德·塔斯克总理已经准备好对抗了
9,Präsident Ouattaras Machtwille spaltet Elfenbeinküste erneut,"Die Verfassung sowie seine Gesundheit erlaubten ihm eine vierte Amtszeit, findet der 83-jährige Amtsinhaber, Präsident Alassane Ouattara. Die Opposition ist verärgert; zumal manche ihrer Kandidaten nicht antreten dürfen.",President Ouattara's will to power splits Ivory Coast again,"The constitution and his health allowed him a fourth term, the 83-year-old incumbent, President Alassane Ouattara. The opposition is angry, especially since some of its candidates are not allowed to compete.",瓦亚拉总统希望科特迪瓦的 象牙海岸再度出现裂缝,"宪法和健康允许他任期第四届 83岁的现任总统奥阿塔塔拉总统阿萨尼·奥阿塔拉. 反对派很愤怒,有些候选人被禁止参选."
