,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Wer profitiert vom Alaska-Gipfel zwischen Trump und Putin?,Das geplante Treffen zwischen Donald Trump und Wladimir Putin ist das erste seit der Wiederwahl des US-amerikanischen Präsidenten. Welche Ziele verfolgen er und Putin jeweils - und worauf könnten sie sich einigen?,Who benefits from the Alaska Summit between Trump and Putin?,The planned meeting between Donald Trump and Vladimir Putin is the first since the re-election of the US President. What are his and Putin's goals - and what could they agree on?,谁从特朗普和普京的阿拉斯加峰会中获益?,"唐纳德·特朗普和弗拉基米尔·普京在美国总统连任后计划召开的会议是自美国总统当选以来第一次会议. 他和普京各自追求的目标是什么,他们能达成什么协议?"
1,Trump dämpft Erwartung an Treffen mit Putin,"US-Präsident Trump ist nicht gerade bekannt für leise Töne, eben diese schlägt er jetzt aber vor dem für Freitag geplanten Treffen mit dem russischen Staatschef Putin an. Es sei eine Art Sondierungstreffen, so Trump",Trump dampens expectation of meetings with Putin,"U.S. President Trump is not exactly known for quiet tones, but he is now proposing these before the meeting planned for Friday with Russian head of state Putin. It is a kind of exploratory meeting, according to Trump.",特朗普对与普京会面的期望减小了,"特朗普总统并不是声名狼藉的人物,但是现在他却在周五与俄罗斯领导人普京会面之前 发动了一次打击. 特朗普如此认为,这是某种探访会议."
2,Rutte: Gespräche über ukrainische Gebiete wohl unvermeidbar,"In einem Interview bezeichnet NATO-Generalsekretär Mark Rutte eine ""faktische"" Anerkennung der russischen Kontrolle über besetzte ukrainische Gebiete als Möglichkeit. Die EU-Außenminister beraten über den Ukraine-Krieg.",Rutte: Talks about Ukrainian territories probably unavoidable,"In an interview, NATO Secretary General Mark Rutte describes a ""factual"" recognition of Russian control over occupied Ukrainian territories as an opportunity. EU foreign ministers discuss the Ukraine war.",鲁特:关于乌克兰领土的讨论可能是不可避免的.,"在一次采访中,北约秘书长马克·鲁特 (Mark Ruett) 指出俄罗斯对被占领的乌克兰领土的""实际""承认是可能的. 欧盟外交部长正在讨论乌克兰战争."
3,Ukraine: Worum geht es beim geplanten Putin-Trump-Treffen?,"Die Präsidenten Russlands und der USA wollen sich kommenden Freitag in Alaska treffen, um über ein mögliches Ende des Ukraine-Kriegs zu sprechen. Was will Trump erreichen, was Putin – und was sind die Streitthemen?",Ukraine: What is the planned Putin-Trump meeting about?,"The Presidents of Russia and the US want to meet in Alaska next Friday to talk about a possible end to the Ukraine war. What does Trump want to achieve, what Putin – and what are the issues?",乌克兰:拟议的普京·斯特兰普会议是关于什么的?,"俄罗斯总统和美国即将在阿拉斯加举行会议,讨论乌克兰战争可能结束的可能性. 特朗普想实现什么,普京的什么目标,以及什么是争议问题?"
4,Mehr Klimaanlagen in Deutschland gebaut und importiert,"Je heißer es wird, je größer wird in Deutschland der Bedarf an Klimaanlagen. Wer bereits Air Conditioning eingebaut hat, kann sich freuen: Die nächste Hitzewelle rollt an.",More air conditioners built and imported in Germany,"The hotter it gets, the bigger the need for air conditioning in Germany. Those who have already installed air conditioning can be pleased: the next heat wave rolls on.",在德国建造和进口更多的空调,"天气越热,德国的空调需求就越大. 谁已经安装了空调,谁就会高兴: 下一场热浪会卷起."
5,England geht das Wasser aus,"Es ist das trockenste erste Halbjahr seit 1976 und das hat Folgen: Großbritannien stuft die derzeit herrschende Wasserknappheit in England als ""von nationaler Bedeutung"" ein.",England goes out of water,"It is the driest first half of the year since 1976 and this has consequences: Britain classifies the current water shortage in England as ""of national importance"".",英格兰的水已经用尽了,"这是自1976年以来最干燥的一学期 后果是英国将目前的英国水资源短缺归为""国家重要性"""
6,Zollerhöhungen: USA und China lassen sich mehr Zeit,"Die eigentlich vorgesehenen höheren Zölle im Handel zwischen den USA und China bleiben zunächst ausgesetzt. Trump unterzeichnete ein Dekret, das eine weitere Verschiebung bis zum 10. November vorsieht.",Customs increases: US and China take more time,The actually planned higher tariffs in trade between the US and China are initially suspended. Trump signed a decree that provides for a further postponement until November 10th.,提高海关税率 美国和中国有更多时间,"美国与中国贸易中应有的更高关税额暂时停止. 特朗普签署了一项令,要求在11月10日前进一步转移."
7,News kompakt: Neue EU-Sanktionen gegen Russland in Aussicht,Die EU-Außenbeauftragte Kallas droht Russland wegen seines Angriffskriegs in der Ukraine mit weiteren Strafmaßnahmen. Die USA und China setzen ihre Zollerhöhungen für weitere 90 Tage aus. Das Wichtigste in Kürze.,News compact: New EU sanctions against Russia in sight,EU High Representative Kallas threatens Russia with further sanctions because of his war of aggression in Ukraine. The US and China suspend their tariff increases for another 90 days.,最新消息:即将对俄罗斯实施新的欧盟制裁,"欧盟外交官Kallas威胁要对俄罗斯进行进一步的惩罚,因为他对乌克兰的攻击. 美国和中国将停止关税增加90天. 最重要的是,很快."
8,Trump will Nationalgarde in Washington einsetzen,"US-Präsident Donald Trump begründet den geplanten Einsatz mit Verbrechensraten, die angeblich höher seien als die in Verbrechenshochburgen in Lateinamerika. De facto sind die Zahlen rückläufig.",Trump wants to deploy National Guard in Washington,"US President Donald Trump justifies the planned use of crime rates that are supposed to be higher than those in crime strongholds in Latin America. De facto, the figures are declining.",特朗普打算在华盛顿部署国民警卫队,"美国总统唐纳德·特朗普计划用犯罪率来进行犯罪率的调查,这比拉丁美洲的犯罪高峰要高得多. 事实上,数字已经下降了."
9,Warum Deutschland einen Nationalen Sicherheitsrat gründet,"Was tun im Krisenfall? In Deutschland soll dann künftig ein Gremium zusammenkommen, dem der Bundeskanzler vorsitzen wird. Es wird über Sicherheitsfragen entscheiden und Szenarien für Ernstfälle entwickeln.",Why Germany Forms a National Security Council,"What to do in the event of a crisis? In Germany, a committee will then meet, to which the Federal Chancellor will chair. It will decide on security issues and develop scenarios for emergencies.",为什么德国要成立国家安全委员会,"在危机发生时,他们打算在德国成立一个委员会,由德国总理担任主席. 它将决定安全问题,并制定紧急事件的情节."
10,Indien: Exportbranchen durch US-Zölle verunsichert,Wichtige Sektoren in Indiens Wirtschaft geraten durch eine weitere Erhöhung der US-Zölle in wirtschaftliche Schwierigkeiten. Weitreichende Arbeitsplatzverluste könnten die Folge sein.,India: Export industries are insecure by US tariffs,Major sectors in India's economy are experiencing economic difficulties due to a further increase in US tariffs. Extensive job losses could be the result.,印度:美国关税使出口行业不安,印度主要经济部门因为美国关税的进一步增加而陷入经济困境. 工作损失可能很大
11,Studierende aus Südostasien - Chance für Universitäten in Europa?,Im Wettbewerb um internationale Talente geraten Studierende aus südostasiatischen Ländern immer stärker in den Fokus. Auch europäische Universitäten bemühen sich zunehmend um diese Gruppe.,Students from Southeast Asia - an opportunity for universities in Europe?,"In the competition for international talents, students from Southeast Asian countries are becoming increasingly focused. European universities are also increasingly striving for this group.",东南亚学生 欧洲大学的机会?,"国际才华竞争中,东南亚学生日益关注这个群体,欧洲大学也越来越关注这个群体了."
12,Spiegel der Politik: Bollywoods Blick auf Kaschmir,Die Bergregion Kaschmir in Himalaja galt lange als Kulisse für Liebesfilme. Mit zunehmenden politischen Spannungen wird heute der Landstrich in Bollywood-Filmen als Versteck für Terroristen und Separatisten dargestellt.,Mirror of politics: Bollywood's view of Kashmir,"The mountain region of Kashmir in Himalayas has long been regarded as a backdrop for love films. With increasing political tensions, the area in Bollywood films is now presented as a hiding place for terrorists and separatists.",政治的镜像: Bollywood对克什米尔的眼光,"在喜马拉雅的克什米尔山区,长期以来被认为是爱情电影的封面. 随着政治紧张局势的升级,巴利伍德电影的陆地线被描绘成恐怖分子和分裂分子的巢穴."
