,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Merz und von der Leyen begleiten Selenskyj nach Washington,"Nach dem Treffen zwischen Donald Trump und Wladimir Putin wollen Europas Politiker verhindern, dass Kyjiw ins Abseits gedrängt wird. Daher werden einige von ihnen mit Präsident Selenskyj nach Washington fliegen.",Merz and the Leyen accompany Selenskyj to Washington,"After the meeting between Donald Trump and Vladimir Putin, Europe's politicians want to prevent Kyyiv from being pushed away, so some of them will fly to Washington with President Selenskyi.",Merz和Leyen护送Selensky到华盛顿,"在唐纳德·特朗普和弗拉基米尔·普京举行会议之后,欧洲政客们正试图阻止基日涅被边缘化. 因此,他们中的一些人将与塞伦斯基总统一同飞往华盛顿."
1,Was sagt die Ukraine zu Trumps Treffen mit Putin in Alaska?,"Ein roter Teppich für Wladimir Putin und keine Ergebnisse für die Ukraine. Der Gipfel in Alaska, in den viele Hoffnungen gesetzt wurden, entpuppte sich aus Sicht vieler Ukrainer als Reinfall. Bewertungen und Reaktionen.",What does Ukraine say about Trump's meeting with Putin in Alaska?,"A red carpet for Vladimir Putin and no results for Ukraine. The summit in Alaska, in which many hopes were set, turned out to be a failure from the point of view of many Ukrainians. Reviews and reactions.",乌克兰对特朗普和普京在阿拉斯加的会面有何看法?,"对弗拉基米尔·普京来说是红色的地毯,对乌克兰没有结果. 在阿拉斯加,许多乌克兰人认为有希望的峰会是失败的. 评估和回应."
2,Die Welt rätselt: Was hat der Alaska-Gipfel gebracht?,Konkrete Beschlüsse haben der russische und der US-Präsident nicht gefasst. Ein Weg zum Frieden in der Ukraine? Fehlanzeige. Jetzt reist der ukrainische Präsident nach Washington. Trump telefoniert mit Europa.,The world is puzzled: What did the Alaska Summit bring?,The Russian and US presidents did not make concrete decisions. A path to peace in Ukraine? Missing. Now the Ukrainian president is travelling to Washington. Trump is on the phone with Europe.,世界在解谜:阿拉斯加峰会有什么成果?,"俄罗斯和美国总统还没有做出具体的决定. 乌克兰和平之路? 毫无线索,乌克兰总统现在前往华盛顿. 特朗普与欧洲通了电话."
3,Alarmierende Zahlen: Humanitäre Helfer im Visier,Schon mehr als 260 Tote - und das Jahr ist längst nicht vorbei. Die Zahl der in diesem Jahr getöteten humanitären Helfer könnte den traurigen Rekord aus dem Vorjahr noch toppen. Ein Konflikt sticht besonders hervor.,Alarming figures: Humanitarian aid in focus,Already more than 260 deaths - and the year is far from over. The number of humanitarian workers killed this year could top the sad record from the previous year. Conflict stands out in particular.,警告数据: 目标是人道主义援助人员,"超过260人死亡,而今年还没有结束. 今年的人道主义工作者数量可能会超过去年的惨痛纪录. 冲突尤其突出."
4,Ted Hui: Australien gewährt Aktivisten aus Hongkong Asyl,"Vor gut zwei Jahren setzte Hongkong ein hohes Kopfgeld auf den Kämpfer für Demokratie in seiner Heimat aus. Ted Hui floh nach Australien, wo er nun bleiben darf.",Ted Hui: Australia grants asylum to Hong Kong activists,"About two years ago, Hong Kong spent a high bounty on the fighter for democracy in his home country. Ted Hui fled to Australia, where he is now allowed to stay.",{\fn黑体\fs22\bord1\shad0\3aHBE\4aH00\fscx67\fscy66\2cHFFFFFF\3cH808080}Ted Chey:澳大利亚允许香港的激进分子避难所,"两年前,香港政府悬赏高昂的悬赏金 悬赏在香港的民主战士身上. 泰德·惠逃往澳大利亚,现在他可以留在澳大利亚了."
5,US-Hauptstadt Washington bekommt noch mehr Nationalgardisten,Auf Bitten von US-Präsident Donald Trump entsenden drei Bundesstaaten weitere Soldaten der Nationalgarde nach Washington D.C. Alle drei Bundesstaaten werden von Parteifreunden Trumps regiert.,US capital Washington gets even more National Guards,"At the request of US President Donald Trump, three states send more National Guard soldiers to Washington D.C. All three states are ruled by Trump's party friends.",华盛顿州首都还有更多的国家警卫,根据美国总统唐纳德·特朗普的要求 三个州派了三名国民警卫队士兵去华盛顿特区 三个州都由党员特朗普管理
6,Deutschland lehnt Wiedergutmachung für Kolonialzeit ab,"""Konzept der Wiedergutmachung nicht anwendbar"": Die Bundesregierung ist der Ansicht, dass frühere deutsche Kolonien keinen Anspruch auf Reparationszahlungen haben.",Germany rejects reparation for colonial times,"""Concept of reparation not applicable"": The Federal Government considers that former German colonies have no right to reparation payments.",德国拒绝补偿殖民时期的德国,"联邦政府认为,前德国殖民地没有资格领回赔偿金"
7,Was die Antibabypille mit Auschwitz zu tun hat,"Am 18. August 1960 kam die Antibabypille erstmals in den USA auf den Markt. Die Grundlagen für die revolutionäre Pille schuf der Gynäkologe Carl Clauberg, der in Auschwitz weibliche Häftlinge sterilisierte.",What the anti-baby pill has to do with Auschwitz,"On August 18, 1960, the anti-baby pill was launched for the first time in the USA. The basis for the revolutionary pill was laid by gynaecologist Carl Clauberg, who sterilized female prisoners in Auschwitz.",这与抗孕药和奥斯维辛有关,"1960年8月18日,反婴儿避孕药首次在美国市场出现. 革命避孕药的基础是妇产科医生卡尔·克兰伯格,他在奥斯维辛市为女囚消毒."
8,Sri Lanka: Tamilen hoffen auf internationale Hilfe bei der Öffnung von Massengräbern,Die Ausgrabung eines Massengrabs in Chemmani konfrontiert Sri Lanka mit seiner blutigen Vergangenheit. Die tamilische Gemeinschaft des Landes bittet die internationale Gemeinschaft um Hilfe.,Sri Lanka: Tamils hope for international assistance in opening mass graves,The excavation of a mass grave in Chemmani confronts Sri Lanka with its bloody past. The Tamil community of the country asks the international community for help.,斯里兰卡,在切莫马尼挖一座大坟墓正面临斯里兰卡的血腥历史. 该国的泰米尔人正在寻求国际社会的帮助.
9,Vorerst keine humanitären Visa mehr für Kremlkritiker,Viele Gegner des Regimes in Russland sind auf der Flucht und sitzen derzeit in für sie unsicheren Ländern fest. Dort hoffen sie auf ein humanitäres Visum für Deutschland. Doch Berlin hat einen vorläufigen Stopp verhängt.,For the time being no more humanitarian visas for Kremlin critics,Many opponents of the regime in Russia are on the run and are currently stuck in insecure countries. There they hope for a humanitarian visa for Germany. But Berlin has imposed a temporary stop.,暂时没有克里姆林宫批评者的人道主义签证了,"俄罗斯政权的许多敌人都在逃命,目前被困不安全感的国家,他们希望德国有人道主义签证. 但柏林暂时停止了行动."
