,title-de,content-de,title-en,content-en,title-zh,content-zh
0,"Bootsunglück vor Jemen: Mindestens 68 Tote, viele Vermisste",Die Fluchtroute vom Horn von Afrika zur Arabischen Halbinsel zählt zu den gefährlichsten weltweit. Nun ist erneut ein Boot mit mehr als Hundert Menschen vor Jemens Küste gekentert - mindestens 68 Menschen starben.,"Boat accident in Yemen: at least 68 dead, many missing",The escape route from the Horn of Africa to the Arabian Peninsula is one of the most dangerous in the world. Now a boat with more than one hundred people is capsized off Yemen's coast - at least 68 people died.,也门前船难 至少有68人死亡 许多人失踪,"从非洲之角到阿拉伯半岛的逃亡路线是全世界最危险的一条. 现在,另一条船在也门海岸停泊了一百多人 - 至少死了68人."
1,"Hotspots der Welthungerhilfe: Gaza, Sudan, Syrien","Krieg, Flucht, Vertreibung - die Welthungerhilfe hat mehr denn je zu tun, während die staatliche Nothilfe gekürzt wird. Und die Aussichten sind düster, weil Gelder für unterentwickelte Länder massiv reduziert werden.","Global hunger relief hotspots: Gaza, Sudan, Syria","War, flight, displacement - world hunger aid has more to do than ever, while state emergency aid is being cut, and the prospects are gloomy because money is being massively reduced for underdeveloped countries.","世界饥饿援助热点:加沙,苏丹,叙利亚","战争,逃跑,流离失所 - - 全球饥饿援助比以往任何时候都要忙,而政府紧急援助却被削减了. 前景十分黑暗,因为对发展中国家的资金大幅减少."
2,Studie: Deutsche sitzen mehr als zehn Stunden pro Tag,"Ob im Büro, im Auto oder auf dem Sofa: Deutschland sitzt - und das mehr denn je. Laut einer Umfrage erfüllen auch nur zwei Prozent der Befragten alle Kriterien für einen gesunden Lebensstil.",Study: Germans sit more than ten hours a day,"Whether in the office, in the car or on the sofa: Germany is sitting - and more than ever. According to a survey, only two percent of respondents meet all the criteria for a healthy lifestyle.",研究: 德国人每天坐十多小时的牢,"无论是在办公室,车里还是沙发上,德国都比以往任何时候都高. 根据民意调查,只有2%的受访者符合所有健康生活标准."
3,Südkorea beendet Lautsprecher-Propaganda Richtung Norden,Südkoreas neuer Präsident Lee Jae Myung will die Beziehungen zu Nordkorea deutlich verbessern. Zum Auftakt werden jetzt alle gen Norden ausgerichteten Lautsprecher entfernt.,South Korea ends speaker propaganda heading north,"South Korea's new President Lee Jae Myung wants to significantly improve relations with North Korea. To kick off, all north-facing speakers are now being removed.",韩国结束扬声器制造业向北行进,"韩国新任总统李成文想大大改善与朝鲜的关系. 现在,在开端,所有朝北的扬声器都将被删除."
4,Europas Hotellerie fordert Schadenersatz von Booking.com,Mit einer Sammelklage ziehen europaweit Hotels gegen das Reiseportal Booking.com vor Gericht. Sie fordern Schadenersatz für erzwungene Preisbindungen über Jahre hinweg.,Europas Hotellerie demands compensation from Booking.com,"With a class action, Europe-wide hotels pull against the travel portal Booking.com in court. They demand damages for forced price fixings over years.",欧洲酒店经理要求赔偿布宁. com,"在欧洲各地的酒店以集体诉讼告终,他们索取多年的罚款"
5,Pauline Ferrand-Prévot gewinnt Tour de France Femmes,Mountainbike-Olympiasiegerin Pauline Ferrand-Prévot gewinnt die vierte Ausgabe der Tour de France Femmes. Beim Finale am Sonntag sichert sich die Französin ihren zweiten Tagessieg und beendet eine lange Durststrecke.,Pauline Ferrand-Prévot wins Tour de France Femmes,"Mountainbike Olympic winner Pauline Ferrand-Prévot wins the fourth edition of the Tour de France Femmes. At the final on Sunday, the Frenchwoman wins her second day and finishes a long thirsty race.",Pauline Ferrand-Prevot 赢了Francis Femmes的巡回演出,"在周日的决赛中,法国女人赢得了她的第二次胜利,并结束了漫长的口渴之旅."
6,News kompakt: Russland und China halten gemeinsame Marineübung ab,Russland und China haben ein seit längerem geplantes Marinemanöver im Japanischen Meer begonnen. Vor Jemens Küste sind mindestens 68 Bootsflüchtlinge ertrunken. Das Wichtigste in Kürze.,News compact: Russia and China hold joint naval exercises,Russia and China have begun a long-planned naval maneuver in the Japanese Sea. At least 68 boat refugees drowned off Yemen's coast.,最新消息:俄罗斯和中国正在进行联合海军演习,"俄罗斯和中国已开始在日本海进行长期的海军演习. 在也门海岸,至少有68名船只难民被淹死. 最重要的是,即将到来."
7,"Kroaten und Serben gedenken der Militäroperation ""Sturm""","Vor drei Jahrzehnten beendete die kroatische Militäroperation ""Oluja"" (Sturm) nach über drei Jahren den Kroatien-Krieg. Bis heute sind Serben und Kroaten im Gedenken gespalten.","Croats and Serbs commemorate the military operation ""Sturm""","Three decades ago the Croatian military operation ""Oluja"" (Sturm) ended after more than three years of the war in Croatia. Serbs and Croats are still divided in memory.","克罗地亚人和塞尔维亚人纪念""暴风城""军事行动","三十年前,克罗地亚战争结束了克罗地亚战争后克罗地亚的科罗地亚军事行动. 迄今为止,在记忆中,塞尔维亚和克罗地亚都分裂了."
8,Explodierende Kosten bei der deutschen Pflegeversicherung: einstiges Vorzeigemodell in der Krise,Das einstige Vorzeigemodell steckt in der Krise - Betreuung und Pflege wird in Deutschland immer teurer. Welche Konzepte könnten helfen?,Exploding costs for German care insurance: former model in crisis,The former flagship model is in crisis - care and care is becoming more and more expensive in Germany. Which concepts could help?,德国医疗保险的爆炸性成本: 危机前的先例模型,以往的先驱模式正处于危机之中 - 照顾和护理在德国越来越昂贵. 有什么概念能帮助我们吗?
9,Bolivien: Machtkampf um das weiße Gold,Die südamerikanische Andennation gilt als das lithiumreichste Land der Welt. Und kommt bei der Erschließung des Potentials trotzdem nicht voran. Die Gründe dafür sind vielschichtig.,Bolivia: Power struggle for the white gold,"The South American Andennation is considered the most lithium-rich country in the world. And nevertheless, it is not progressing in the development of the potential. The reasons for this are multi-layered.",玻利维亚: 权力争夺白金,"南美的安第斯化被认为是全世界最富有的国家,但在开发潜力方面仍然没有进展. 原因有很多."
10,Gefälschte Medikamente: Ein weltweites Problem,Die hohe Nachfrage etwa nach Abnehmspritzen ruft Fälscher auf den Plan. Mit Fake-Medikamenten ist leicht Kasse zu machen und zwielichtige Verkaufsplattformen sind schwer zu erkennen. Wie können sich Patienten schützen?,Fake Medicines: A Global Problem,"The high demand, for example, for weight loss syringes calls for forgerers on the plan. Fake drugs are easy to cash in and shady sales platforms are difficult to detect. How can patients protect themselves?",假药: 一个全球性的问题,"假药很容易赚到钱,销售平台很难辨认. 病人如何保护自己?"
