,title-es,content-es,title-de,content-de,title-en,content-en
0,El PP eleva la tensión política al llamar “pirómana” a la directora general de Protección Civil: “¿Hasta dónde vamos a llegar?”,Virginia Barcones defiende su gestión y pregunta a los populares si la están acusando de cometer algún delito,"Die PP erhöht die politische Spannung, indem sie die Generaldirektorin für Katastrophenschutz ""Hybrid-Pyromane"" nennt: ""Wie weit werden wir gehen?""","Virginia Barcones verteidigt ihr Management und fragt die Popularen, ob sie beschuldigt werden, ein Verbrechen begangen zu haben.",The PP raises political tension by calling the Director General of Civil Protection “Pyromaniac”: “How far are we going to go?”,Virginia Barcones defends her management and asks the popular if they are accusing her of committing any crime
1,La Fiscalía investiga la falta de planes de prevención en la peor oleada de incendios en 30 años,"Los municipios en zona de riesgo deben contar con programas contra el fuego. Desde 2022, las comunidades han de elaborar los suyos, aunque el Gobierno no ha aprobado aún los criterios para que lo hagan",Staatsanwaltschaft untersucht den Mangel an Präventionsplänen in der schlimmsten Brandwelle in 30 Jahren,"Die Gemeinden in Risikogebieten müssen über Programme zur Bekämpfung des Feuers verfügen. Seit 2022 müssen die Gemeinden ihre eigenen entwickeln, obwohl die Regierung noch nicht die Kriterien für die Durchführung dieser Maßnahmen festgelegt hat.",Prosecution investigates lack of prevention plans in the worst wave of fires in 30 years,"Municipalities at risk must have fire programmes. Since 2022, communities have to develop their own, although the Government has not yet approved the criteria for them to do so."
2,"El “extraño” comportamiento que propagó el incendio de Larouco, el más devastador de la historia de Galicia","La alcaldesa de municipio de Ourense donde se desató, que fue bombera, cuenta que su propagación reventó la “lógica del fuego”. Cuando prendió, las brigadas de la zona estaban en otros focos","Das seltsamste Verhalten von Larouco, das verheerendste der Geschichte Galiciens","Die Bürgermeisterin der Gemeinde Ourense, wo sie sich entpuppte, die Feuerwehr, erzählt, dass ihre Ausbreitung das Phantombild des Feuers zerstörte. Als sie anfing, waren die Brigaden in der Gegend in anderen Brennpunkten.","The “strange” behavior that spread the fire of Larouco, the most devastating in Galicia’s history","The mayor of Ourense municipality where she broke loose, who was a firefighter, says that its spread burst the “logic of fire.” When she lit, the brigades in the area were in other hot spots."
3,La UE y EE UU concluyen los términos del acuerdo que fija un arancel básico del 15% a los productos europeos,"El pacto mantiene los gravámenes del 27,5% a los coches hasta que Bruselas abra su mercado en sectores estratégicos y no beneficia por ahora al vino y espirituosos",Die EU und die USA schließen die Bedingungen der Vereinbarung über einen Basistarif von 15% für europäische Erzeugnisse ab.,"Der Pakt hält die Gebühren von 27,5% auf Autos, bis Brüssel seinen Markt in strategischen Sektoren öffnet und noch nicht für Wein und Spirituosen profitiert",The EU and US conclude the terms of the agreement setting a basic tariff of 15% for European products,The pact maintains the 27.5 per cent car charges until Brussels opens its market in strategic sectors and does not currently benefit wine and spirits
4,Última hora del conflicto en Oriente Próximo | Israel intensifica su ofensiva en Ciudad de Gaza antes de la invasión,Albares condena “firmemente” las intenciones israelíes de ocupar por completo la mayor localidad de la Franja | La ONU denuncia que uno de cada tres niños en Ciudad de Gaza está desnutrido,Letzte Stunde des Konflikts im Nahen Osten Israel verstärkt seine Offensive in Gaza-Stadt vor der Invasion,"Albares verurteilt die israelischen Absichten, die größte Stadt im Gazastreifen zu besetzen Die UNO verurteilt, dass jedes dritte Kind in Gaza-Stadt unterernährt ist.",Last Hour of the Conflict in the Middle East  Israel Intensifies its Offensive in Gaza City Before the Invasion,Albares “firmly” condemns Israeli intentions to occupy the largest locality in the Gaza Strip  The UN denounces that one in three children in Gaza City is undernourished
5,Un soldado israelí recuerda cómo usaron civiles de Gaza como escudos humanos: “Algo hizo clic en mi cabeza para siempre”,Un militar narra a este periódico que su unidad utilizó a dos jóvenes palestinos elegidos al azar para detectar trampas explosivas o emboscadas en edificios de la Franja,"Ein israelischer Soldat erinnert sich daran, wie Zivilisten aus Gaza als menschliche Schilde benutzten: Irgendetwas klickte auf meinen Kopf für immer.","Ein Militär erzählt dieser Zeitung, dass seine Einheit zwei zufällig gewählte junge Palästinenser benutzte, um Sprengfallen oder Hinterhalt in Gebäuden im Gazastreifen zu erkennen.",An Israeli soldier remembers how civilians from Gaza were used as human shields: “Something clicked on my head forever”,A military officer tells this newspaper that his unit used two random Palestinian youths to detect booby traps or ambushes in Gazan buildings
6,"Cuánto cuesta comer en los 50 mejores restaurantes del mundo: el más caro está en Dinamarca y el más barato, en Japón","En España el precio más elevado lo tiene DiverXO y el más económico, Elkano","Wie viel es kostet, in den 50 besten Restaurants der Welt zu essen: das teuerste ist in Dänemark und das billigste in Japan","In Spanien hat DiverXO den höchsten Preis und der wirtschaftlichste, Elkano","How much it costs to eat in the 50 best restaurants in the world: the most expensive is in Denmark and the cheapest, in Japan","In Spain the highest price is DiverXO and the most economical, Elkano"
7,"Ruinas de parques acuáticos, restos de un ocio popular que nadie reivindica","El arquitecto y fotógrafo Pol Viladoms publica ‘Aftersun’, un libro de imágenes de parques acuáticos abandonados en países mediterráneos, Estados Unidos y Japón","Ruinen von Wasserparks, Überreste einer beliebten Freizeit, die niemand behauptet","Der Architekt und Fotograf Pol Viladoms veröffentlicht HtayAftersun Htay, ein Bildbuch von verlassenen Wasserparks in den Mittelmeerländern, den Vereinigten Staaten und Japan","Ruins of water parks, remains of a popular leisure that no one claims","Architect and photographer Pol Viladoms publishes ‘Aftersun’, a book of images of abandoned water parks in Mediterranean countries, the United States and Japan"
8,"“Imágenes aberrantes y repulsivas” contra el fascismo: 50 años de ‘Salò’, la escandalosa obra maestra de Pasolini","La última película del cineasta italiano, concluida poco antes de su asesinato, sufrió censura, críticas y el secuestro de varios de sus rollos","Absurde und abstoßende Bilder gegen den Faschismus: 50 Jahre Salò-Palò-Salò, das skandalöse Meisterwerk von Pasolini","Der letzte Film des italienischen Filmemachers, kurz vor seinem Mord, wurde zensiert, kritisiert und entführt.","“Aberrant and repulsive images” against fascism: 50 years of ‘Sal, Pasolini’s scandalous masterpiece","The latest film by the Italian filmmaker, completed shortly before his murder, suffered censorship, criticism and the kidnapping of several of his films"
9,Los 10.000 pasos diarios han muerto: ¿viva la marcha japonesa?,"Las redes sociales han puesto de moda una práctica con la que ponerse en forma en tan solo 30 minutos. Sin embargo, ¿mata la monitorización de los paseos la magia de andar?",Die 10.000 Schritte am Tag sind gestorben: Leben die japanischen Marsch?,Social Media hat in nur 30 Minuten eine Übung in Form gebracht. Aber tötet die Überwachung der Spaziergänge die Magie des Laufens?,"The 10,000 steps a day are dead: does the Japanese march live?","Social networks have fashioned a practice with which to get fit in just 30 minutes. However, does monitoring walks kill the magic of walking?"
10,¿Cómo saber cuándo es el momento de dejar un trabajo? Las vacaciones son una buena época para pensarlo,Un empleo puede dar sentido a nuestra vida y ser una recompensa mental. Sentirnos útiles es clave para vivir mejor,"Wie kann man wissen, wann es Zeit ist, einen Job zu verlassen? Urlaub ist eine gute Zeit, um darüber nachzudenken",Ein Job kann unserem Leben Sinn geben und eine geistige Belohnung sein. Nützliches Gefühl ist der Schlüssel zum besseren Leben,How to know when it is time to leave a job? Holidays are a good time to think about it,A job can give meaning to our life and be a mental reward. Feeling useful is key to living better
