,title-es,content-es,title-de,content-de,title-en,content-en
0,Trump ordena el despliegue de la Guardia Nacional en Washington contra la delincuencia,"El presidente de EE UU, que asegura que el crimen se ha desbocado en la capital, planea expulsar a los sin techo y poner a la Policía local bajo control federal",Trump ordnet die Dislozierung der Nationalgarde in Washington gegen die Kriminalität an,"Der US-Präsident, der versichert, dass das Verbrechen in der Hauptstadt ausgebrochen ist, plant, Obdachlose zu vertreiben und die örtliche Polizei unter Bundesaufsicht zu stellen.",Trump orders the deployment of the National Guard in Washington against crime,"The U.S. President, who claims the crime has spilled over into the capital, plans to expel the homeless and put the local police under federal control"
1,"La Aemet espera que la ola de calor termine el martes, pero no descarta una nueva el jueves",Una mujer de 61 años y un hombre de 22 mueren en Andalucía por golpe de calor,"Die Aemet hofft, dass die Hitzewelle am Dienstag endet, aber sie schließt am Donnerstag keine neue ab.",Eine 61-jährige Frau und ein 22-jähriger Mann sterben in Andalusien wegen Hitzeschocks.,"The Aemet expects the heat wave to end on Tuesday, but does not rule out a new one on Thursday",61-year-old woman and 22-year-old man die in Andalusia from heat stroke
2,Mapa de alertas por calor: Consulte los municipios en niveles de riesgo para la salud,Compruebe en este buscador si en su área se alcanzan temperaturas peligrosas según los umbrales establecidos por Sanidad y Aemet,Wärmewarnkarte: Konsultieren Sie Gemeinden auf Gesundheitsrisikoniveaus,"Überprüfen Sie in dieser Suchmaschine, ob in Ihrem Bereich gefährliche Temperaturen nach den von Gesundheit und Aemet festgelegten Grenzwerten erreicht werden",Heat Alert Map: Consult municipalities at health risk levels,Check this search engine if dangerous temperatures are reached in your area according to the thresholds set by Health and Aemet
3,"Las Médulas, Patrimonio del abandono contra el fuego",El conjunto arqueológico y natural romano de El Bierzo arde entre quejas por escasa prevención y medios,"Las Medidulas, Erbe der Feuervernachlässigung",Das archäologische und natürliche römische Set von El Bierzo brennt zwischen Beschwerden wegen geringer Prävention und Medien,"The Marrows, a Heritage of Abandonment Against Fire",The Roman archaeological and natural complex of El Bierzo burns between complaints of poor prevention and means
4,"Muere Miguel Uribe Turbay, senador y candidato presidencial colombiano, tras el atentado que sufrió en Bogotá","El político, de 39 años, recibió varios disparos mientras intervenía en un acto de campaña en la capital del país",Der kolumbianische Senator und Präsidentschaftskandidat Miguel Uribe Turboy stirbt nach dem Anschlag in Bogotá,Der 39-jährige Politiker wurde während einer Kampagne in der Hauptstadt des Landes erschossen.,Colombian senator and presidential candidate Miguel Uribe Turbay dies after the attack in Bogotá,The 39-year-old politician was shot several times while intervening in a campaign event in the country’s capital
5,Primer mes de estreno del Sena: solo 35.000 bañistas y la mitad de los días con bandera roja por contaminación de bacterias,El río de París se convierte a partir de este lunes en uno de los refugios para combatir la ola de calor que empieza en Francia,Erster Monat der Seine-Premiere: nur 35.000 Badegäste und die Hälfte der Tage mit roter Flagge durch Bakterienkontamination,"Der Fluss von Paris wird von diesem Montag zu einem der Zufluchtsorte, um die Hitzewelle zu bekämpfen, die in Frankreich beginnt","First month of Seine premiere: only 35,000 bathers and half the days with red flag due to bacteria contamination",The river of Paris becomes from this Monday one of the refuges to fight the heat wave that begins in France
6,¿De dónde salen realmente las perseidas? La historia de Perseo y de la lluvia de estrellas de agosto,La constelación de Perseo solo está unida por nuestra imaginación,Woher kommen die Perser wirklich? Die Geschichte von Perseus und vom Starregen im August,Die Konstellation von Perseus ist nur durch unsere Phantasie verbunden,Where do the persecutions really come from? Perseus’ story and the rain of August stars,The constellation of Perseus is only united by our imagination
7,Maluma detiene un concierto para regañar a una madre entre el público: “¿Crees que es buena idea traer a un bebé de un año?”,"El cantante colombiano, que es padre desde marzo de 2024 de una niña llamada Paris, afeó a una asistente a su ‘show’ en Ciudad de México que el pequeño no llevara protección auditiva y que le “meneara como un juguete”","Maluma hält ein Konzert auf, um eine Mutter in der Öffentlichkeit zu schimpfen: ● Findest du es gut, ein einjähriges Baby mitzubringen?","Der kolumbianische Sänger, der seit März 2024 Vater eines Mädchens namens Paris ist, wunderte eine Assistentin für seine Sängerin in Mexiko-Stadt, dass der kleine Mann keinen Gehörschutz trage und ihn wie ein Spielzeug aussah.",Maluma stops a concert to scold a mother in the audience: “Do you think it’s a good idea to bring a one-year-old baby?”,"The Colombian singer, who has been the father since March 2024 of a girl named Paris, confessed to an assistant to his show in Mexico City that the little boy did not wear hearing protection and that he would “tumble like a toy”"
8,Del asadillo a los escabeches: platos poco conocidos que no hay que perderse si viajas al centro de España,El Comidista sale a la carretera este agosto con una misión: descubrir las recetas menos populares –pero deliciosas– que se esconden en los rincones de nuestra geografía,"Vom Asadillo zu den Hackern: Unbekannte Gerichte, die man nicht verpassen darf, wenn man ins Zentrum Spaniens reist","Der Komiker geht diesen August mit einer Mission auf die Straße: Entdecken Sie die weniger beliebten Rezepte aber köstliche Hexen, die sich in den Ecken unserer Geographie verstecken",From the asadillo to the pickles: little known dishes that should not be missed if you travel to the center of Spain,The Comidista takes to the road this August with a mission: to discover the less popular – but delicious – recipes hidden in the corners of our geography
9,"Mark Zuckerberg amplía su ‘búnker’ en Palo Alto: compra más casas, monta una escuela y compensa con regalos a vecinos molestos","El magnate adquirió una vivienda de 520 metros cuadrados en un adinerado barrio en 2011, pero no fue suficiente. Ahora posee al menos 11 ostentosas casas aledañas en las que se ha gastado más de 110 millones de dólares, vigiladas constantemente por cámaras y guardias de seguridad","Mark Zuckerberg erweitert seinen Bunker in Palo Alto: Kaufen Sie mehr Häuser, reiten Sie eine Schule und kompensieren Sie mit Geschenken an lästige Nachbarn","Der Magnat erwarb 2011 eine Wohnung von 520 Quadratmetern in einem wohlhabenden Viertel, aber es war nicht genug. Jetzt besitzt er mindestens 11 auffällige Häuser, in denen mehr als 110 Millionen Dollar ausgegeben wurden und ständig von Kameras und Sicherheitsleuten überwacht werden.","Mark Zuckerberg expands his ‘bunker’ in Palo Alto: buy more houses, set up a school and compensate with gifts to annoying neighbors","The tycoon acquired a 520-square-meter house in a wealthy neighborhood in 2011, but it wasn’t enough. He now owns at least 11 ostentatious nearby houses where more than $110 million has been spent, constantly guarded by cameras and security guards."
10,La federación no renueva a Montse Tomé como entrenadora de la selección femenina de fútbol,"Sonia Bermúdez será la nueva seleccionadora, según ha decidido este lunes la junta directiva de la RFEF",Der Verband erneuert Montse Tome nicht als Trainerin der Fußballmannschaft,"Sonia Bermúdez wird die neue Kandidatin sein, wie der Vorstand der RFEF diesen Montag beschlossen hat.",The federation does not renew Montse Tomé as coach of the women's football team,"Sonia Bermúdez will be the new selector, as decided this Monday by the board of directors of the RFEF"
11,La Fiscalía de Madrid pide imputar a Leire Díez por el posible intento de soborno de dos fiscales,José Grinda e Ignacio Stampa denuncian que se les ofreció favores profesionales a cambio de información,"Die Staatsanwaltschaft von Madrid fordert, Leire Díez für den möglichen versuchten Bestechung von zwei Staatsanwälten zur Rechenschaft zu ziehen","José Grinda und Ignacio Stampa klagen an, dass ihnen im Austausch für Informationen professionelle Gefälligkeiten angeboten wurden.",Madrid's Attorney General's Office asks to impute Leire Díez for the possible attempted bribery of two prosecutors,José Grinda and Ignacio Stampa denounce that they were offered professional favors in exchange for information
12,"Nueve malienses y un senegalés, los diez primeros menores trasladados desde Canarias a la Península",El presidente canario critica la “improvisación” del Ejecutivo central,"Neun Maliner und ein Senegal, die ersten zehn Kinder, die von den Kanarischen Inseln auf die Halbinsel verbracht wurden",Der kanarische Präsident kritisiert die Einschüchterung der zentralen Exekutive,"Nine Malians and one Senegalese, the first ten minors transferred from the Canary Islands to the Peninsula",Canario President Criticizes Central Executive’s “Improvisation” · Global Voices
13,El Gobierno impugna el veto de PP y Vox a las celebraciones islámicas en Jumilla,El Ejecutivo manda un requerimiento al Ayuntamiento al entender que la medida atenta contra la libertad religiosa,Die Regierung bestreitet das Veto von PP und Vox gegen islamische Feiern in Jumilla,"Die Executive schickt eine Aufforderung an die Stadtverwaltung zu verstehen, dass die Maßnahme gegen die Religionsfreiheit verstößt",Government challenges PP and Vox veto to Islamic celebrations in Jumilla,The Executive sends a request to the City Council to understand that the measure violates religious freedom
14,"El Gobierno declara nula la condena a muerte a Humberto Baena, uno de los últimos fusilados del franquismo","“Por fin he conseguido que el Estado escriba asesinado donde decía asesino”, celebra su hermana Flor","Die Regierung erklärt die Todesstrafe gegen Humberto Baena, einer der letzten Erschießten des Frankismus, für nichtig.","Endlich habe ich es geschafft, dass der ermordete Schreiberstaat, in dem er sagte, ein Mörder, seine Schwester Flor feiert.","The Government declares null and void the death sentence of Humberto Baena, one of the last shot of Francoism","“I finally got the state to write murdered where it said it was a killer,” celebrates her sister Flor"
15,"Última hora de la guerra de Ucrania y Rusia, en directo | Zelenski hablará con Trump el miércoles junto a la presidenta de la Comisión, el líder de la OTAN y el canciller alemán","El vicepresidente de EE UU afirma que trabaja para lograr una reunión entre Trump, Putin y el presidente ucranio","Letzte Stunde des Krieges in der Ukraine und Russland, Live-Zelenski wird mit Trump am Mittwoch zusammen mit der Kommissionspräsidentin, dem NATO-Führer und dem deutschen Kanzler sprechen","US-Vizepräsident erklärt, er arbeite an einem Treffen zwischen Trump, Putin und dem ukrainischen Präsidenten","Last hour of the war in Ukraine and Russia, live  Zelenski will speak with Trump on Wednesday with the Commission president, NATO leader and German chancellor","U.S. Vice President Says He's Working to Get Trump, Putin, and the Ukrainian President"
16,"Última hora del conflicto en Oriente Próximo, en directo | Macron pide a la ONU una “misión de estabilización” internacional para Gaza",El francés tilda de “desastre de gravedad sin precedentes” la ocupación israelí de Ciudad de Gaza | Israel intensifica sus ataques contra la capital del enclave tras el anuncio de Netanyahu de que la ocupará | El Gobierno gazatí eleva a seis los periodistas asesinados en el ataque israelí a reporteros de Al Jazeera,Letzte Stunde des Nahost-Konflikts: Live-TV Macron fordert von der UNO eine internationale Stabilisierungsmission für Gaza,"Der Franzose, der als ein noch nie dagewesener Gravitations-Desaster bezeichnet wird, die israelische Besetzung von Gaza-Stadt Israel verstärkt seine Angriffe auf die Hauptstadt der Enklave nach der Ankündigung Netanjahus, sie zu besetzen, die gazatische Regierung erhebt sechs Journalisten, die bei dem israelischen Angriff auf Reporter von Al Jazeera ermordet wurden.","Last hour of the conflict in the Middle East, live  Macron asks the UN for an international “stabilisation mission” for Gaza",Frenchman calls the Israeli occupation of Gaza City “unprecedented disaster of gravity”  Israel intensifies its attacks on the capital of the enclave following Netanyahu’s announcement that it will occupy it  The Gazati government raises six journalists killed in the Israeli attack on Al Jazeera reporters
17,La purga de Rosario Murillo aterra a la vieja guardia sandinista,"Tras la caída de Bayardo Arce, otros históricos revolucionarios enfrentados a la copresidenta  “duermen en propiedades diferentes cada día” por temor a ser capturados",Die Säuberung von Rosario Murillo terrorisiert die alte Sandinistische Garde,"Nach dem Sturz von Bayardo Arce, andere revolutionäre historische Gesichter der Ko-Vorsitzende înduermen jeden Tag in verschiedenen Besitztümern aus Angst, gefangen genommen zu werden",Rosario Murillo’s Purging Terrifies the Old Sandinista Guard,"After the fall of Bayardo Arce, other revolutionary historians faced with the co-president “sleeping in different properties every day” for fear of being captured"
18,Llega la osofobia a España: cuatro ejemplares muertos en Asturias a manos de furtivos en un año,"La percepción social de la especie está cambiando en las zonas donde conviven con humanos y los conservacionistas temen que afecte a la recuperación del plantígrado, en peligro de extinción",Die Bosphobie kommt nach Spanien: vier tote Exemplare in Asturien in den Händen von Wildern in einem Jahr,"Die soziale Wahrnehmung der Art verändert sich in Gebieten, in denen sie mit Menschen zusammenleben, und die Naturschützer befürchten, dass sie die Genesung des vom Aussterben bedrohten Pflanzenbaus beeinträchtigen.",Bearophobia arrives in Spain: four specimens killed in Asturias by poachers in one year,"The social perception of the species is changing in areas where they live with humans and conservationists fear that it will affect the recovery of the plantigrade, in danger of extinction."
19,La Junta de Andalucía estima que la restauración de la Mezquita-Catedral de Córdoba costará un millón de euros,La Consejería de Cultura del gobierno autonómico aprueba el plan de intervención de urgencia presentado por el Cabildo para retirar los escombros y limpiar la zona afectada por el incendio,"Der Vorstand von Andalusien schätzt, dass die Restaurierung der Moschee-Kathedrale von Córdoba eine Million Euro kosten wird","Der Kulturrat der Autonomen Regierung genehmigt den vom Cabildo vorgelegten Notfalleinsatzplan, um die Trümmer zu entfernen und das von dem Brand betroffene Gebiet zu reinigen.",The Junta of Andalusia estimates that the restoration of the Mosque-Cathedral of Cordoba will cost one million euros,The Ministry of Culture of the Autonomous Government approves the emergency intervention plan presented by the Cabildo to remove the rubble and clean the area affected by the fire
20,10 recetas de verano fáciles y baratas para cenar al fresco,"Es tiempo de celebraciones, de compartir y de aprovechar los productos de temporada",10 einfache und preiswerte Sommerrezepte zum Fresken,"Es ist Zeit für Feiern, das Teilen und die Nutzung der saisonalen Produkte",10 easy and cheap summer recipes for fresh dining,"It is time to celebrate, share and take advantage of seasonal products"
21,"Emma Thompson confiesa que Donald Trump la invitó a salir el mismo día que se formalizó su divorcio: “O sea, eso es acoso”","La actriz, defensora de causas opuestas a las que defiende el presidente estadounidense, ha bromeado sobre la posibilidad de haber podido cambiar la geopolítica internacional de haber aceptado la cita del magnate","Emma Thompson gesteht, dass Donald Trump sie an dem Tag eingeladen hat, an dem ihre Scheidung formalisiert wurde.","Die Schauspielerin, Verteidigerin gegen den US-Präsidenten, machte Witze über die Möglichkeit, die internationale Geopolitik zu ändern, das Zitat des Magnats angenommen zu haben.","Emma Thompson confesses that Donald Trump invited her out the same day that her divorce was formalized: “I mean, that’s harassment.”","The actress, a defender of causes opposed to those defended by the US president, joked about the possibility of having been able to change the international geopolitics of having accepted the quote of the tycoon"
22,U2 rompe su silencio y condena la “brutalidad” del gobierno de Netanyahu en Gaza,"Los cuatro integrantes de la banda irlandesa publican declaraciones individuales en un comunicado difundido en redes en el que Bono, el líder, reconoce haber “rodeado el tema” por su “incertidumbre ante una complejidad evidente”",U2 bricht sein Schweigen und verurteilt die brutale Brutalität der Netanjahu-Regierung in Gaza,"Die vier Mitglieder des irischen Bandes veröffentlichen individuelle Erklärungen in einer in Netzwerken verbreiteten Erklärung, in der Bono, der Anführer, zugibt, dass er das Thema durch seine Unsicherheit angesichts einer offensichtlichen Komplexität umrundet hat.",U2 breaks its silence and condemns Netanyahu’s “brutality” in Gaza,"The four members of the Irish band publish individual statements in a network statement in which Bono, the leader, acknowledges that he has “rounded the subject” because of his “uncertainty in the face of obvious complexity”"
23,El FBI clausura la web de una agencia de viajes anunciada por varios ‘influencers’ y Vito Quiles,"Utopiaviajes.com ofertaba diez destinos en España, 22 internacionales y cuatro cruceros con el reclamo de que tenían “precios increíbles”, que oscilaban entre los 299 y los 1.000 euros por persona","Das FBI schließt die Website eines Reisebüros, das von mehreren Hlainginfluencers und Vito Quiles angekündigt wurde.","Utopiaviajes.com bot zehn Reiseziele in Spanien, 22 internationale und vier Kreuzfahrten mit der Forderung, dass sie unglaubliche Preise hatten, zwischen 299 und 1.000 Euro pro Person",FBI closes website of travel agency announced by several ‘influencers’ and Vito Quiles,"Utopiaviajes.com offered ten destinations in Spain, 22 international and four cruises with the claim that they had “incredible prices”, ranging from 299 to 1,000 euros per person"
24,"Peridis: Abascal, contra los obispos",Viñeta del 11 de agosto de 2025,Peridis: Abascal gegen die Bischöfe,Vignette vom 11. August 2025,"Peridis: Abascal, against the Bishops","Vineyard of August 11, 2025"
25,Flavita Banana: propósito de septiembre 11,Viñeta del 11 de agosto de 2025,Flavita Banana: Ziel von September 11,Vignette vom 11. August 2025,Flavita Banana: Purpose of September 11,"Vineyard of August 11, 2025"
26,Riki Blanco: la divina proporción,Viñeta del 11 de agosto de 2025,Weißer Riki: das göttliche Verhältnis,Vignette vom 11. August 2025,White Riki: the divine proportion,"Vineyard of August 11, 2025"
27,Relatos de la cárcel: También hay condena para los se quedan fuera,"Elena, Verónica y Adolfo, familiares de presos, han tenido que adaptar su vida y su economía a su familiar ingresado en el centro penitenciario de Valdemoro","Gefängnisberichte: Es ist auch eine Strafe für die, die draußen bleiben.","Elena, Veronica und Adolfo, Familienangehörige von Häftlingen, mussten ihr Leben und ihre Wirtschaft an ihre Familie anpassen, die in das Gefängnis in Valdemoro eingeliefert wurde.",Stories from the Prison: There is also a sentence for those who stay outside,"Elena, Verónica and Adolfo, relatives of prisoners, have had to adapt their lives and their economy to their family members admitted to Valdemoro Prison"
