,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Fear the deficit-populism doom loop,"Politicians, particularly in Europe, are in a terrible bind",Angst vor dem Defizit-Populismus Doom-Loop,"Die Politiker, vor allem in Europa, sind in einer schrecklichen Bindung",Miedo al lazo de derrota del déficit-populismo,"Los políticos, en particular en Europa, están en un aprieto terrible",Peur de la boucle déficit-populisme,"Les politiciens, en particulier en Europe, sont dans une terrible impasse.",担心赤字-民粹主义末日循环,"政治家们,特别是欧洲的政客们,都处于可怕的束缚之中"
1,The choices facing Britain’s next MI6 chief,"Human espionage has never been harder, costlier—or more important",Die Entscheidungen für Großbritanniens nächsten MI6-Chef,"Menschliche Spionage war nie härter, teurer – oder wichtiger",Las opciones que enfrenta el próximo jefe del MI6 de Gran Bretaña,"El espionaje humano nunca ha sido más difícil, más costoso — o más importante",Les choix auxquels la Grande-Bretagne doit faire face prochain chef MI6,"L'espionnage humain n'a jamais été plus dur, plus coûteux ou plus important.",英国下任军情六处首长面临的选择,人类间谍活动从未比人类间谍活动更困难、更昂贵或更重要
2,"The evolution of famine in Gaza, in maps and charts","For the first time, catastrophic levels of hunger have been confirmed in the strip","Die Entwicklung der Hungersnot in Gaza, in Karten und Karten","Zum ersten Mal, katastrophale Ausmaße des Hungers haben sich in den Streifen bestätigt","La evolución de la hambruna en Gaza, en mapas y cartas","Por primera vez, los niveles catastróficos de hambre se han confirmado en la franja","L'évolution de la famine à Gaza, dans les cartes et les cartes","Pour la première fois, des niveaux catastrophiques de faim ont été confirmés dans la bande",加沙饥荒在地图和图表中的演变,"第一次证实,在这片地带,饥饿的灾难性程度已经得到证实。"
3,Are saunas actually good for you?,The evidence for sweating it out is promising but incomplete,Sind Saunen wirklich gut für Sie?,"Der Beweis für das Schwitzen ist vielversprechend, aber unvollständig",¿Las saunas son realmente buenas para ti?,La evidencia para sudar hacia fuera es prometedora pero incompleta,Les saunas sont-ils vraiment bons pour vous ?,Les preuves de la transpiration sont prometteuses mais incomplètes.,桑拿水对你好吗?,"出汗的证据是有希望的,但不完整"
4,Short circuit: America’s fragmented semiconductor policy,"Our weekly podcast on democracy in America. This week, President Trump reversed the ban on certain Nvidia exports to China. And now the U.S. government will take a share of Nvidia’s profit. Who wins when Trump interferes in business?",Kurzschluss: Amerikas zersplitterte Halbleiterpolitik,"Unser wöchentlicher Podcast über Demokratie in Amerika. Diese Woche hat Präsident Trump das Verbot bestimmter Nvidia-Exporte nach China rückgängig gemacht. Und jetzt wird die US-Regierung einen Anteil an Nvidia-Gewinnen nehmen. Wer gewinnt, wenn Trump sich in das Geschäft einmischt?",Cortocircuito: la política de semiconductores fragmentada de Estados Unidos,"Esta semana, el presidente Trump revocó la prohibición de ciertas exportaciones de Nvidia a China. Y ahora el gobierno de Estados Unidos tomará una parte de las ganancias de Nvidia. ¿Quién gana cuando Trump interfiere en los negocios?",Court-circuit : la politique des semi-conducteurs fragmentée de l'Amérique,"Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, le président Trump a inversé l'interdiction de certaines exportations de Nvidia vers la Chine. Et maintenant le gouvernement américain va prendre une part du profit de Nvidia. Qui gagne quand Trump interfère dans les affaires?",短电路:美国支离破碎的半导体政策,"关于美国民主的每周播客。 本周,特朗普总统推翻了禁止Nvidia向中国出口某些商品的禁令。 如今,美国政府将承担Nvidia利润的一部分。 当特朗普干预商业时谁能赢?"
5,Cover Story newsletter: How we chose the cover image,,Cover Story Newsletter: Wie wir das Coverbild gewählt haben,,Portada del boletín: Cómo elegimos la imagen de la portada,,Cover Story newsletter: Comment nous avons choisi l'image de couverture,,封面新闻通讯:我们如何选择封面图像,
6,The last boat,And the legacy of survival,Das letzte Boot,Und das Erbe des Überlebens,El último barco,Y el legado de la supervivencia,Le dernier bateau,Et l'héritage de la survie,最后一艘船,以及生存的遗产
7,What to watch this weekend,Many of our titles this week examine rebellion,Was an diesem Wochenende zu sehen,Viele unserer Titel in dieser Woche untersuchen Rebellion,Qué ver este fin de semana,Muchos de nuestros títulos de esta semana examinan la rebelión,Que regarder ce week-end,Beaucoup de nos titres cette semaine examinent la rébellion,这周末看什么看这个周末,本周我们的许多头衔 都以叛乱为题材
8,The US in brief: Trump gets out of a fine,"Our daily political update, featuring the stories that matter",Die USA in Kürze: Trump kommt aus einer Geldstrafe,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Estados Unidos en resumen: Trump sale de una multa,"Nuestra actualización política diaria, con las historias que importan",Les Etats-Unis en bref : Trump sort d'une amende,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent","简言之,美国:特朗从罚款中逃出","我们每天的政治最新情况,特别报道重要的故事"
9,Rule and divide: opposition grows in Syria,Also on the daily podcast: Britain’s radical pensioners and remembering actor Terence Stamp,Herrschaft und Spaltung: Opposition wächst in Syrien,Auch auf dem Tagespodcast: Britanniens radikale Rentner und erinnernder Schauspieler Terence Stamp,Regla y división: la oposición crece en Siria,También en el podcast diario: los jubilados radicales de Gran Bretaña y el actor de memoria Terence Stamp,Règle et division : l'opposition se développe en Syrie,Aussi sur le podcast quotidien: Britannias radical retraités et l'acteur souvenir Terence Stamp,统治与分裂:叙利亚的反对派愈演愈烈,也是在每日播客上:英国激进的养老金领取者和记忆中的演员Terence Stamp
