,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Welcome to the YIMBYest neighbourhood in America,"Lessons for the country, from a few blocks north of the Capitol",Willkommen im YIMBYest Viertel in Amerika,"Lehren für das Land, aus ein paar Blocks nördlich des Kapitols",Bienvenido al barrio de YIMBYest en América,"Lecciones para el país, desde unas pocas cuadras al norte del Capitolio",Bienvenue dans le quartier de YIMBYest en Amérique,"Leçons pour le pays, à partir de quelques rues au nord du Capitole",欢迎来到美国YIMBYEest街区,从首都以北的几条街 给全国的教训
1,The new geography of stolen goods,"Cars, phones, tractors: how high-end products are increasingly stolen to serve distant markets",Die neue Geographie der gestohlenen Güter,"Autos, Telefone, Traktoren: Wie High-End-Produkte zunehmend gestohlen werden, um ferne Märkte zu bedienen",La nueva geografía de los bienes robados,"Coches, teléfonos, tractores: cómo los productos de gama alta son cada vez más robados para servir a mercados distantes",La nouvelle géographie des biens volés,"Voitures, téléphones, tracteurs: comment les produits haut de gamme sont de plus en plus volés pour servir des marchés éloignés",被盗货物的新地理格局,汽车、电话、拖拉机:如何为遥远的市场而越来越多地偷盗高端产品
2,Fear of a new Oval Office fiasco over Ukraine,Officials worry Trump backs the Kremlin’s land grabs and fantasies,Angst vor einem neuen Oval Office Fiasko über die Ukraine,Beamte sorgen Trump unterstützt die Kreml-Landgreifer und Fantasien,Miedo a un nuevo fiasco de la Oficina Oval sobre Ucrania,Los funcionarios se preocupan de que Trump respalde los acaparamientos de tierras y las fantasías del Kremlin,La peur d'un nouveau fiasco Oval Office sur l'Ukraine,Les officiels s'inquiètent Trump soutient l'accaparement des terres du Kremlin et les fantasmes,害怕新的总统办公室在乌克兰问题上遭遇惨败,官员担心特朗普支持克里姆林宫的土地掠夺和幻想。
3,The nightmare of a Trump-Putin pact isn’t over,A new Oval Office showdown with Zelensky looms after Alaska,Der Alptraum eines Trump-Putin-Pakts ist vorbei,Eine neue Oval Office Showdown mit Zelensky Webstühlen nach Alaska,La pesadilla de un pacto entre Trump y Putin no ha terminado,Un nuevo enfrentamiento de la Oficina Oval con Zelensky se cierne después de Alaska,Le cauchemar d'un pacte Trump-Putin n'est pas fini,Un nouveau showdown Oval Office avec Zelensky métiers après l'Alaska,Trump-Putin条约的噩梦尚未结束,在阿拉斯加之后 与Zelensky机根 进行新的Oval办公室决战
4,"The moral of “The Salt Path”, an embellished bestseller","The truth will catch up with you, but will readers want to hear it?","Die Moral des Salzwegs, ein verschönerter Bestseller","Die Wahrheit wird dich einholen, aber werden die Leser sie hören wollen?","La moraleja de “El Sendero Salado”, un bestseller embellecido","La verdad te alcanzará, ¿pero los lectores querrán escucharla?","La morale de la Voie Salée, un best-seller embelli","La vérité vous rattrapera, mais les lecteurs voudront-ils l'entendre?",""" 盐道 "" 的道德,一个精美的畅销畅销书","真相会追上你, 但读者会想听吗?"
5,Inside Opus Dei,How the Catholic organisation has come to have so much influence on Spanish life,Innerhalb von Opus Dei,Wie die katholische Organisation so viel Einfluss auf das spanische Leben hat,Dentro del Opus Dei,Cómo la organización católica ha llegado a tener tanta influencia en la vida española,À l'intérieur de l'Opus Dei,Comment l'organisation catholique a eu tellement d'influence sur la vie espagnole,Opus Dei 内部,天主教组织如何对西班牙的生活产生如此大的影响
6,Donald Trump’s gift to Vladimir Putin,"Russia’s leader is honoured, but offers little in return",Donald Trumps Geschenk an Wladimir Putin,"Russlands Führer wird geehrt, aber bietet wenig im Gegenzug",El regalo de Donald Trump a Vladimir Putin,"El líder de Rusia es honrado, pero ofrece poco a cambio",Don de Donald Trump à Vladimir Poutine,"Le leader de la Russie est honoré, mais offre peu en retour",唐纳德·特朗普给弗拉基米尔·普京的礼物,"俄国领导人感到荣幸,"
7,What might Trumpian meddling mean for Intel?,The president is behaving like an activist investor on Wall Street,Was könnte Trumpian einmischen für Intel bedeuten?,Der Präsident benimmt sich wie ein aktiver Investor an der Wall Street,¿Qué podría significar la intromisión de Trump para Intel?,El presidente se comporta como un inversionista activista en Wall Street,Qu'est-ce que ça peut signifier pour Intel ?,Le président se comporte comme un investisseur activiste sur Wall Street,Trumpian干涉英特尔意味着什么?,总统的行为就像华尔街的积极投资者
8,Arctic plunge: Trump and Putin dive in,"Our weekly podcast on democracy in America. This week, President Donald Trump welcomed Russian leader Vladimir Putin to the United States for the first time in a decade. We look at how the face-to-face meeting may alter the trajectory of the Ukraine war.",Arctic sink: Trump und Putin tauchen ein,"Unsere wöchentliche Podcast über Demokratie in Amerika. Diese Woche begrüßte Präsident Donald Trump den russischen Führer Wladimir Putin zum ersten Mal seit einem Jahrzehnt in den Vereinigten Staaten. Wir betrachten, wie das persönliche Treffen die Flugbahn des Ukraine-Krieges verändern könnte.",Sumersión ártica: Trump y Putin se sumergen en,"Esta semana, el presidente Donald Trump dio la bienvenida al líder ruso Vladimir Putin a los Estados Unidos por primera vez en una década. Miramos cómo la reunión cara a cara puede alterar la trayectoria de la guerra de Ucrania.",Plongée arctique : Trump et Poutine plongent dans,"Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, le président Donald Trump a accueilli le leader russe Vladimir Poutine aux États-Unis pour la première fois depuis une décennie. Nous examinons comment la rencontre en face-à-face pourrait modifier la trajectoire de la guerre en Ukraine.",北极陷入:特朗普和普京潜入,"我们每周一次的关于美国民主的播客。 本周,总统唐纳德·特朗普(Donald Trump)欢迎俄罗斯领导人弗拉基米尔·普京(Vladimir Putin)十年来首次来到美国。 我们研究了面对面的会议如何改变乌克兰战争的轨迹。"
9,Should you use a standing desk?,"The benefits are real, but seem to vary with age",Sollen Sie einen Stehtisch benutzen?,"Die Vorteile sind real, scheinen aber mit dem Alter zu variieren",¿Deberías usar un escritorio de pie?,"Los beneficios son reales, pero parecen variar con la edad",Tu devrais utiliser un bureau ?,"Les prestations sont réelles, mais semblent varier en fonction de l'âge.",你该用常备办公桌吗?,"福利是真实的,但看似随年龄而变化。"
