,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,What to watch this weekend,Our choices examine realism on screen,Was an diesem Wochenende zu sehen,Unsere Entscheidungen untersuchen Realismus auf dem Bildschirm,Qué ver este fin de semana,Nuestras opciones examinan el realismo en pantalla,Que regarder ce week-end,Nos choix examinent le réalisme à l'écran,这周末看什么看这个周末,我们的选择在屏幕上审视现实主义
1,"The US in brief: Another deadline, another delay","Our daily political update, featuring the stories that matter","Die USA in Kürze: Eine weitere Frist, eine weitere Verzögerung","Unser tägliches politisches Update mit den Geschichten, die wichtig sind","Los EE.UU. en resumen: Otro plazo, otro retraso","Nuestra actualización política diaria, con las historias que importan","Les États-Unis en bref: Une autre date limite, un autre retard","Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent","简言之美国:另一个最后期限,又一个延迟","我们每天的政治最新情况,特别报道重要的故事"
2,State swing: recognising Palestine,Also on the daily podcast: gaming out the economics of an AI-superintelligence era and a tribute to Tom Lehrer,Staatlicher Schwung: Anerkennung Palästinas,Auch auf dem täglichen Podcast: Spiele die Ökonomie einer KI-Superintelligenz-Ära und eine Hommage an Tom Lehrer,Columpio del Estado: reconocimiento de Palestina,También en el podcast diario: jugar a la economía de una era de inteligencia artificial y un homenaje a Tom Lehrer,Changement d'État: reconnaissance de la Palestine,Aussi sur le podcast quotidien : jouer sur l'économie d'une époque de superintelligence de l'IA et un hommage à Tom Lehrer,国家摇摆国家:承认巴勒斯坦,也是在每日播客的播客上: 赌博一个AI监督情报时代的经济学 向汤姆·勒元首致敬
3,Parliament restores independence to Ukraine’s corruption-fighters,A botched attempt by the government to rein them in has badly backfired,Parlament stellt die Unabhängigkeit der Ukraine wieder her,"Ein verpfuschter Versuch der Regierung, sie reinzuwaschen, hat einen schweren Rückschlag erlitten.",El Parlamento restablece la independencia a los luchadores contra la corrupción en Ucrania,Un intento fallido por parte del gobierno de controlarlos ha salido mal.,Le Parlement rétablit l'indépendance de l'Ukraine en matière de lutte contre la corruption,Une tentative bâclée du gouvernement de les endiguer s'est sérieusement révoltée.,议会恢复乌克兰腐败斗士的独立,"政府试图控制他们,但失败了,结果适得其反。"
4,Artificial intelligentsia: an interview with the boss of Anthropic,"Our podcast on markets, the economy and business. This week, Dario Amodei on why safety sells and how to value people in a world without work",Künstliche Intelligenz: ein Interview mit dem Chef von Anthropoc,"Unser Podcast über Märkte, Wirtschaft und Wirtschaft. Diese Woche, Dario Amodei, warum Sicherheit verkauft und wie man Menschen in einer Welt ohne Arbeit schätzen",Intelligentsia artificial: entrevista con el jefe de Anthropic,"Nuestro podcast sobre mercados, economía y negocios. Esta semana, Dario Amodei sobre por qué la seguridad vende y cómo valorar a las personas en un mundo sin trabajo",Intelligentsia artificielle: une interview avec le patron d'Anthropic,"Notre podcast sur les marchés, l'économie et les entreprises. Cette semaine, Dario Amodei sur la raison pour laquelle la sécurité vend et comment valoriser les gens dans un monde sans travail",人造知识分子:采访人类的老板,"在市场、经济和商业上播客。本周,Dario Amodeei讨论安全销售的原因以及如何在没有工作的世界中重视人们。"
5,Can Test cricket survive a sticky wicket?,A journalist goes out to bat for the five-day format,Kann Test Cricket überleben eine klebrige Wicket?,Ein Journalist geht für das Fünf-Tage-Format zu schlagen,¿Prueba de cricket puede sobrevivir a un pegajoso wicket?,Un periodista va a batear por el formato de cinco días,Tester le cricket peut-il survivre à un mèche collant ?,Un journaliste sort se battre pour le format de cinq jours,试板球能活得下去吗?,一名记者用五天格式去打球
6,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
7,Tom Lehrer found matter worth roasting everywhere he looked,"America’s best modern satirist died on July 26th, aged 97","Tom Lehrer fand Materie wert Röstung überall, wo er suchte","Amerikas bester moderner Satirist starb am 26. Juli, im Alter von 97 Jahren",Tom Lehrer encontró materia que valía la pena asar por todos lados.,"El mejor satírico moderno de Estados Unidos murió el 26 de julio, a la edad de 97 años",Tom Lehrer a trouvé de la matière qui méritait d'être rôtie partout où il avait l'air,"Le meilleur satiriste moderne de l'Amérique est mort le 26 juillet, âgé de 97 ans.",Tom Lehrer发现物物值得烧 到处都是他寻找的东西,"7月26日, 97岁,"
8,The humble tomato salad holds lessons for how to eat well,An exquisite Italian iteration proves that even simple dishes can be sublime,"Der bescheidene Tomatensalat hält Lektionen, um gut zu essen","Eine exquisite italienische Iteration beweist, dass selbst einfache Gerichte erhaben sein können",La humilde ensalada de tomate contiene lecciones para comer bien,Una exquisita iteración italiana demuestra que incluso platos simples pueden ser sublimes,L'humble salade de tomate contient des leçons pour bien manger,Une itération italienne exquise prouve que même les plats simples peuvent être sublimes,浅薄番茄沙拉 教人如何吃好,精致的意大利迭代 证明即使是简单的盘子 也可以是高雅的
9,Who was Cecil Rhodes?,A new biography describes the businessman and imperialist behind the global protest movement,Wer war Cecil Rhodes?,Eine neue Biographie beschreibt den Geschäftsmann und Imperialisten hinter der globalen Protestbewegung,¿Quién era Cecil Rhodes?,Una nueva biografía describe al empresario e imperialista detrás del movimiento de protesta global,Qui était Cecil Rhodes ?,Une nouvelle biographie décrit l'homme d'affaires et l'impérialisme derrière le mouvement de protestation mondial,谁是塞西尔·罗兹?,新的传记描述全球抗议运动背后的商人和帝国主义
10,"Scientists want to sequence all animals, fungi and plants on Earth",But international regulation and precarious funding threaten their efforts,"Wissenschaftler wollen alle Tiere, Pilze und Pflanzen auf der Erde sequenzieren",Aber internationale Regulierung und prekäre Finanzierung bedrohen ihre Bemühungen,"Los científicos quieren secuenciar todos los animales, hongos y plantas en la Tierra",Pero la regulación internacional y la financiación precaria amenazan sus esfuerzos,"Les scientifiques veulent séquencer tous les animaux, champignons et plantes sur Terre",Mais la réglementation internationale et le financement précaire menacent leurs efforts,科学家想要对地球上的所有动物、真菌和植物进行排序,但国际管制和不稳定的筹资威胁到它们的努力
11,"Blockades, blackouts and bullets: China invades Taiwan on screen","“Zero Day Attack”, a TV series, is terrifying audiences in Taiwan","Blockaden, Blackouts und Kugeln: China überfällt Taiwan auf dem Bildschirm",Die TV-Serie Zero Day Attacke ist ein furchterregendes Publikum in Taiwan.,"Bloqueos, apagones y balas: China invade Taiwán en pantalla","“Cero Day Attack”, una serie de televisión, es un público aterrador en Taiwán","Blockades, blackouts et balles: la Chine envahit Taiwan à l'écran","""Zero Day Attack"", une série télévisée, est un public terrifiant à Taiwan",封锁、停电和子弹:中国在屏幕上入侵台湾,“零日攻击”系列电视剧是台湾令人恐惧的观众。
12,How to build a ship for interstellar travel,Winners of a design competition include conjoined Ferris wheels and a 58km-long cylinder,Wie man ein Schiff für interstellare Reisen baut,Gewinner eines Designwettbewerbs sind die zusammengefügten Ferris-Räder und ein 58km langer Zylinder.,Cómo construir un barco para viajes interestelares,Los ganadores de un concurso de diseño incluyen ruedas de Ferris unidas y un cilindro de 58 km de largo,Comment construire un bateau pour les voyages interstellaires,Les gagnants d'un concours de design comprennent des roues de Ferris et un cylindre de 58 km de long,如何为星际旅行建造船舶,设计竞赛的赢家包括连成的Ferris轮轮和58公里长的圆筒
13,Hello Kitty’s owner is purring contentedly,Sanrio is becoming a powerhouse of licensing intellectual property,Hallo Kittys Besitzer schnurrt zufrieden,Sanrio wird zu einem Kraftpaket für die Lizenzierung von geistigem Eigentum,Hola el dueño de Kitty está ronroneando contentamente,Sanrio se está convirtiendo en una potencia de concesión de licencias de propiedad intelectual,Bonjour le propriétaire de Kitty est purring contentedly,Sanrio est en train de devenir un moteur de la concession de licences de propriété intellectuelle,"大家好,凯蒂的主人 满口胡言",Sanrio正在成为知识产权许可证发放的动力源
14,Who will pay for the trillion-dollar AI boom?,A technological revolution meets a financial one,Wer wird für den Billion-Dollar-KI-Boom bezahlen?,Eine technologische Revolution trifft auf eine finanzielle,¿Quién pagará el billón de dólares del boom de la IA?,Una revolución tecnológica se encuentra con una revolución financiera,Qui va payer pour le boom de mille milliards de dollars de l'IA ?,Une révolution technologique rencontre une révolution financière,谁会为万亿美元的人工智能繁荣付出代价?,技术革命遇到金融革命
15,America’s ailing health insurers,An industry that has run on government money faces a reckoning,Amerika – kranke Krankenversicherer,"Eine Industrie, die auf Regierung Geld läuft, steht vor einer Abrechnung",Las aseguradoras de salud enfermas de Estados Unidos,Una industria que ha funcionado con dinero del gobierno se enfrenta a un ajuste de cuentas,Les compagnies d'assurance maladie en difficulté aux États-Unis,Une industrie qui a couru sur l'argent du gouvernement fait face à un jugement,美国生病的医疗保险人,一个靠政府钱经营的行业 面对着一个清算
16,Everyone loses in the rage of China’s delivery wars,Companies are caught in a race to the bottom,Jeder verliert in der Wut Chinas Lieferkriege,Unternehmen sind in einem Wettlauf nach unten gefangen,Todo el mundo pierde en la furia de las guerras de entrega de China,Las empresas están atrapadas en una carrera hasta el fondo,Tout le monde perd dans la rage des guerres de livraison de la Chine,Les entreprises sont prises dans une course au fond,"在中国投送战争的狂暴中,每个人都输了",公司在竞到底部的比赛中被抓住
17,Could AI tilt the outcome of elections?,New research shows it is being used for good and ill,Könnte KI das Wahlergebnis kippen?,"Neue Forschungsergebnisse zeigen, dass sie für gute und kranke Menschen genutzt werden.",¿Podría AI inclinar el resultado de las elecciones?,Nuevas investigaciones muestran que se está utilizando para el bien y el mal,L'IA pourrait-elle faire pencher le résultat des élections?,De nouvelles recherches montrent qu'il est utilisé pour le bien et le mal,AI能倾斜选举结果吗?,"新的研究表明,它正被善用和恶用"
18,Can pensioners rescue China’s economy?,The government is stingy and timid when it comes to retirement benefits,Können Rentner die chinesische Wirtschaft retten?,"Die Regierung ist geizig und zaghaft, wenn es um Rentenleistungen geht.",¿Pueden los pensionistas rescatar la economía china?,El gobierno es tacaño y tímido cuando se trata de beneficios de jubilación,Les retraités peuvent-ils sauver l'économie chinoise ?,Le gouvernement est téméraire et timide en ce qui concerne les prestations de retraite,养老金领取者能够拯救中国的经济吗?,"在退休金方面,政府很吝啬和胆怯。"
