,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Verbündete Israels warnen vor Ausweitung des Kriegs in Gaza,Die von Israel beabsichtigte Verschärfung der Militäroffensive im Gazastreifen könnte gegen humanitäres Völkerrecht verstoßen. Die UN sehen eine gefährliche Eskalation.,Israel's allies warn against the expansion of war in Gaza,"Israel's intention to intensify the military offensive in the Gaza Strip could violate international humanitarian law, and the UN sees a dangerous escalation.","以色列盟友警告,加沙战争正在升级.",以色列打算加重加沙地带的军事攻击可能违反国际人道主义法. 联合国认为它正在升级.
1,Deutschland stoppt Waffenlieferungen nach Israel teilweise,"Bundeskanzler Friedrich Merz kündigt einen Lieferstopp von Rüstungsgütern an, die von Israel im Gazastreifen eingesetzt werden könnten. Zuvor beschloss das israelische Sicherheitskabinett die Einnahme von Gaza-Stadt.",Germany partially stops arms shipments to Israel,"Federal Chancellor Friedrich Merz announces a stop to the supply of arms that could be used by Israel in the Gaza Strip. Previously, the Israeli security cabinet decided to seize Gaza City.","德国停止向以色列运送武器,部分停止向以色列运送武器","德国总理弗里德里希·默尔兹宣布禁止以色列在加沙地带使用军火. 此前,以色列安全网决定占领加沙城."
2,Warum Saudi-Arabien für einen Staat Palästina wirbt,Saudi-Arabien treibt international die Anerkennung eines palästinensischen Staates voran. Geht es dem ölreichen Golfstaat um Humanität - oder um strategische Eigeninteressen?,Why Saudi Arabia Promotes a State of Palestine,Saudi Arabia is pushing forward internationally the recognition of a Palestinian state. Is the oil-rich Gulf state about humanity - or about strategic self-interests?,为什么沙特阿拉伯要继承一个巴勒斯坦国?,沙特阿拉伯正在推动国际社会承认巴勒斯坦国. 石油丰富的海湾国家是人道主义还是战略利益?
3,Nagasaki-Gedenken: Bürgermeister Suzuki warnt vor Atomkrieg,"Vor genau 80 Jahren warfen die USA über der japanischen Stadt Nagasaki ihre zweite Atombombe ab. Der heutige Bürgermeister mahnt, aus der Geschichte zu lernen.",Nagasaki Memorial: Mayor Suzuki warns of nuclear war,"Exactly 80 years ago, the U.S. dropped its second atomic bomb over the Japanese city of Nagasaki. Today's mayor is admonishing to learn from history.",长崎的念头是 铃木镇长警告要面对核战争,"80年前,在日本长崎上空,美国已将第二枚原子弹投向长崎. 今天的市长敦促他学习历史."
4,Tom Hanks würdigt Apollo-13-Kommandanten Jim Lovell,Jim Lovells Mondmission drohte 1970 in einer Katastrophe zu enden. Jetzt ist der NASA-Astronaut gestorben. Hollywood-Star Tom Hanks spielte Lovell im Film und würdigt ihn nun.,Tom Hanks honors Apollo 13 commander Jim Lovell,Jim Lovell's moon mission threatened to end in a disaster in 1970. Now the NASA astronaut has died. Hollywood star Tom Hanks played Lovell in the film and now pays tribute to him.,汤姆·汉克斯赞扬阿波罗13号指挥官吉姆·拉维尔,"Jim Lovel的月球任务于1970年以灾难告终. 如今,宇航局宇航员死了. 好莱坞明星Tom Hanks在电影中扮演拉芙尔,并称赞他"
5,"""Trump Route"" soll Armenien und Aserbaidschan befrieden",Unter Vermittlung der USA haben die früheren Sowjetrepubliken Aserbaidschan und Armenien ein Abkommen unterzeichnet. Es soll den verfeindeten Ländern Frieden bringen und die Wirtschaft stärken.,"""Trump Route"" to pacify Armenia and Azerbaijan","Under US mediation, the former Soviet republics of Azerbaijan and Armenia have signed an agreement to bring peace to the hostile countries and strengthen the economy.",为安抚亚美尼亚和阿塞拜疆人而安抚亚美尼亚人和阿塞拜疆人,"在美國的调解下,前苏联共和国阿塞拜疆和亚美尼亚签署了一项协议,目的是为敌对国家带来和平,并加强经济."
6,News kompakt: Trump und Putin wollen sich in Alaska treffen,Das Gipfeltreffen zwischen Trump und Putin zum Ukraine-Krieg soll am kommenden Freitag stattfinden. Armenien und Aserbaidschan schließen ein Friedensabkommen - unter Vermittlung der USA. Das Wichtigste in Kürze.,News compact: Trump and Putin want to meet in Alaska,The summit between Trump and Putin on the Ukraine war is scheduled to take place next Friday. Armenia and Azerbaijan conclude a peace agreement - with the mediation of the US. The most important thing in brief.,特朗普和普京打算在阿拉斯加见面,"特朗普和普京在乌克兰战争的首脑会议将于星期五举行. 亚美尼亚和阿塞拜疆人将在美国调解下缔结和平协议. 最重要的是,很快."
7,Deutsche Sprache: Weimer ruft zum Gender-Verzicht auf,"""Binnen-I"", Unterstriche, Sternchen: Sonderzeichen für geschlechtergerechte Sprache sorgen in Deutschland immer wieder für hitzige Diskussionen. Der Kulturstaatsminister ist kein Freund des Genderns.",German language: Weimer calls for a gender renunciation,"""Binnen-I"", underscores, asterisks: Special characters for gender-appropriate language provide in Germany time and again for heated discussions. The Minister of Culture is not a friend of gender.",德语:瓦巴号号召德文教区教区教区教区教区教科书,"""Bern -I"",底线,星号:性别平等的语言特殊标志在德国经常引起激烈的讨论. 文化部部长不喜欢变革."
8,Massenproteste in Belarus: Was sich seit 2020 verändert hat,"Vor fünf Jahren begannen in Belarus massive Proteste, die brutal niedergeschlagen wurden. Was ist davon geblieben? Was ist aus dem Land geworden? Und hätte alles anders laufen können?",Mass protests in Belarus: What has changed since 2020,"Five years ago massive protests began in Belarus, which were brutally suppressed. What remained of it? What has become of the country? And could everything have gone differently?","白俄罗斯的大规模抗议活动,自2020年以来,发生了变化","五年前,白俄罗斯爆发了大规模的抗议活动,他们被残忍的殴打"
9,You’re fired: Trumps Kampf gegen die Realität,"An den internationalen Finanzmärkten fragen sich Anleger, ob sie offiziellen Daten aus den USA noch glauben können. Der Grund: Trump hat wieder mal jemanden gefeuert. Ist Notenbank-Chef Jerome Powell der nächste?",You're fired: Trump's fight against reality,"On the international financial markets, investors ask whether they can still believe official data from the US. The reason: Trump fired someone again. Is central bank chief Jerome Powell the next?",特朗普与现实的斗争,"国际金融市场上投资者在问,他们是否还能相信来自美国的官方数据. 原因是,特朗普再次解雇了某人. 中央银行行长杰隆·鲍威尔是下一个吗?"
