,title-es,content-es,title-de,content-de,title-en,content-en
0,Los datos apuntan ya al peor año de incendios en España en tres décadas tras un agosto brutal,El sistema de vigilancia satelital Copernicus cifra en 350.000 hectáreas la superficie afectada por los incendios en el país este año,Die Daten deuten bereits auf das schlimmste Jahr der Brände in Spanien in drei Jahrzehnten nach einem brutalen August hin,"Das System der Satellitenüberwachung Copernicus zählt auf 350.000 Hektar die Fläche, die von den Bränden im Land in diesem Jahr betroffen",The data already points to the worst year of fires in Spain in three decades after a brutal August,"Copernicus satellite surveillance system numbers 350,000 hectares of fire-affected land in the country this year"
1,La polarización política por los incendios llega a los pueblos,La sensación de abandono entre los vecinos afectados por los incendiados reproduce la tensión de Madrid,Politische Polarisierung durch Brände erreicht die Völker,Das Gefühl der Vernachlässigung unter den von den Brandstiftern betroffenen Nachbarn reproduziert die Spannung von Madrid,Political polarization by fires reaches the people,The feeling of abandonment among the neighbors affected by the arsonists reproduces the tension of Madrid
2,"Última hora de los incendios en España, en directo | 31.130 personas han sido evacuadas por los incendios desde el pasado 12 de agosto","La superficie quemada en España este año supera las 344.000 hectáreas, según las primeras estimaciones de Copernicus | Sánchez viajará el martes a Extremadura para conocer la evolución del incendio de Jarilla","Die letzte Stunde der Brände in Spanien, live Htay 31.130 Menschen wurden von den Bränden seit dem 12. August evakuiert","Die in diesem Jahr in Spanien verbrannte Fläche beträgt mehr als 344.000 Hektar, nach den ersten Schätzungen von Copernicus Sánchez wird am Dienstag nach Extremadura reisen, um die Entwicklung des Brandes von Jarilla kennenzulernen","Last hour of fires in Spain, live 31,130 people have been evacuated by fires since last August 12","The area burned in Spain this year exceeds 344,000 hectares, according to the first estimates of Copernicus  Sánchez will travel on Tuesday to Extremadura to learn about the evolution of the Jarilla fire"
3,El PP desdeña el pacto propuesto por Pedro Sánchez y el Gobierno pide responsabilidad,Ester Muñoz tilda la iniciativa de “cortina de humo” y acusa al presidente de “polarizar”,Die PP lehnt den von Pedro Sanchez und der Regierung vorgeschlagenen Pakt ab,"Ester Muñoz titelt die Initiative ""Harnstoffrauch"" und beschuldigt den Präsidenten der ""Harnstoffpolarisierung""",PP disdains the pact proposed by Pedro Sánchez and the government calls for accountability,Esther Muñoz calls the “smoke curtain” initiative and accuses the president of “polarizing”
4,El incendio de Jarilla arrasa “desbocado” 12.000 hectáreas en Extremadura y se aproxima a la provincia de Salamanca,"La Junta teme que el fuego cruce a Castilla y León. La presidenta autonómica, María Guardiola, carga contra el Gobierno por lo que considera medios “insuficientes”",Das Feuer von Jarilla verwüstet Houten 12.000 Hektar in Extremadura und nähert sich der Provinz Salamanca,"Der Vorstand befürchtet, dass das Feuer über Kastilien und León kreuzt. Die autonome Präsidentin, María Guardiola, lädt die Regierung ein und hält dies für unzureichend.","The fire in Jarilla razes “disbursed” 12,000 hectares in Extremadura and approaches the province of Salamanca","The Junta fears that fire will cross Castilla y León. The autonomous president, María Guardiola, is charging the government so it considers means “insufficient”"
5,Consulte el mapa de los incendios activos en España y cómo van avanzando los fuegos,"Hay focos en Galicia, Castilla y León, Asturias y Extremadura",Schauen Sie sich die Karte der Feuer aktiv in Spanien und wie die Feuer gehen,"Es gibt Brennpunkte in Galicien, Kastilien und León, Asturien und Extremadura",See the map of active fires in Spain and how fires are advancing,"There are spotlights in Galicia, Castile and Leon, Asturias and Extremadura"
6,Trump exige a Zelenski que renuncie a Crimea y a la adhesión a la OTAN como condiciones para firmar la paz con Rusia,El presidente estadounidense redobla la presión sobre el líder ucranio y asegura que el fin de la guerra depende de Kiev horas antes de su reunión en la Casa Blanca,"Trump verlangt von Zelenski, auf die Krim und den NATO-Beitritt als Bedingungen für die Unterzeichnung des Friedens mit Russland zu verzichten","Der US-Präsident verstärkt den Druck auf den ukrainischen Führer und versichert, dass das Ende des Krieges von Kiew abhängt Stunden vor seinem Treffen im Weißen Haus",Trump demands that Zelenski renounce Crimea and NATO membership as conditions for signing peace with Russia,U.S. President Redoubles Pressure on Ukrainian Leader and Ensures End of War Depends on Kiev Hours Before White House Meeting · Global Voices
7,"Última hora de la guerra de Rusia y Ucrania, en directo | Zelenski y los líderes europeos celebran una “reunión preparatoria” antes de verse con Trump",El ucranio dice que Putin busca “humillar los esfuerzos diplomáticos” tras una oleada de nuevos ataques rusos,"Die letzte Stunde des Krieges in Russland und der Ukraine, Live-Halbzeit Zelenski und die europäischen Staats- und Regierungschefs halten eine Vorbereitungssitzung ab, bevor sie Trump treffen.","Der Ukrainer sagt, Putin will nach einer Welle neuer russischer Angriffe die diplomatischen Bemühungen entmutigen.","Last hour of the war of Russia and Ukraine, live  Zelenski and European leaders hold a “preparatory meeting” before meeting Trump",Ukrainian says Putin seeks “to humiliate diplomatic efforts” after a wave of new Russian attacks
8,El ocaso del veraneo en Italia: las familias ya solo van a la playa el fin de semana,Los tradicionales establecimientos privados de la costa alertan de la crisis de la clase media,Der Sonnenuntergang des Sommers in Italien: Familien gehen am Wochenende nur noch an den Strand,Traditionelle private Küsteneinrichtungen warnen vor der Krise der Mittelschicht,The twilight of the summer in Italy: families go to the beach only on the weekend,Traditional coastal private establishments alert to the middle class crisis
9,Del remojón al escarapuche: platos poco conocidos que no hay que perderse si viajas al sur de España,El Comidista sale a la carretera este agosto con una misión: descubrir las recetas menos populares –pero deliciosas– que se esconden en los rincones de nuestra geografía,"Von der Schlange bis zur Höhle: Unbekannte Gerichte, die man nicht verpassen darf, wenn man nach Südspanien reist","Der Komiker geht diesen August mit einer Mission auf die Straße: Entdecken Sie die weniger beliebten Rezepte aber köstliche Hexen, die sich in den Ecken unserer Geographie verstecken",From the soak to the beetle: little known dishes that should not be missed if you travel to the south of Spain,The Comidista takes to the road this August with a mission: to discover the less popular – but delicious – recipes hidden in the corners of our geography
