,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Vier Jahre Taliban-Herrschaft: Macht und Leid in Afghanistan,"2021 übernahmen die radikal-islamistischen Taliban die Macht in Afghanistan. Vier Jahre später herrscht dort weiterhin eine große humanitäre Krise. Geflüchtete werden in die Heimat abgeschoben, nicht nur aus Deutschland.",Four years of Taliban rule: power and suffering in Afghanistan,"In 2021, the radical Islamist Taliban took power in Afghanistan. Four years later, there was a major humanitarian crisis there. Refugees were deported to their homeland, not only from Germany.",四年塔利班统治阿富汗的权力与苦难,"2021年,激进伊斯兰塔利班在阿富汗掌权. 四年后,那里的人道主义危机依然严重. 被吓跑的塔利班不仅被驱逐出德国,还被驱逐出德国."
1,Pakistan: Schwieriger Umgang mit Taliban-Regime in Kabul,Trotz starker Einflüsse auf die Taliban ist Pakistan mit dem De-facto-Regime in Afghanistan seit vier Jahren nicht warm geworden. Im Mittelpunkt der Fehde steht der Ableger der Taliban in Pakistan: die Terrorgruppe TTP.,Pakistan: Difficult Dealing With Taliban Regime in Kabul,"Despite strong influences on the Taliban, Pakistan has not been warmed up with the de facto regime in Afghanistan for four years. The focus of the feud is on the Taliban's offshoot in Pakistan: the TTP terrorist group.",巴基斯坦:与喀布尔的塔利班政权进行硬碰硬,"尽管塔利班严重影响了塔利班,但巴基斯坦在阿富汗的实际政权已4年没有得到温暖. 塔利班在巴基斯坦的分支,即恐怖分子的TTP."
2,Afghanische Geflüchtete im Iran: Abschiebung ins Ungewisse,"Mehr als 1,3 Millionen afghanische Geflüchtete wurden 2025 laut UN gezwungen, den Iran zu verlassen. Für viele bedeutet die Rückkehr den Absturz in existenzielle Not.",Afghan refugees in Iran: Deportation to the unknown,"According to the UN, more than 1.3 million Afghan refugees were forced to leave Iran in 2025. For many, returning to Afghanistan means crashing into existential distress.",阿富汗人在伊朗逃之夭夭: 移居到未知地带,"联合国说,阿富汗人被迫离开伊朗,2025年,有130多万阿富汗难民被强迫离开伊朗. 对许多人来说,回返意味着在危急关头坠机."
3,Afghanen in Pakistan droht Abschiebung trotz Visaversprechen,"Ehemaligen Ortskräften und anderen gefährdeten Personen stellte Deutschland ein Visum in Aussicht. Jetzt sitzen sie in Pakistan fest und fürchten, in ihre Heimat abgeschoben zu werden. Dort droht ihnen das Schlimmste.",Afghans in Pakistan threatened deportation despite visa promises,"Former local workers and other people at risk threatened Germany with a visa. Now they are stuck in Pakistan and fear being deported to their home country. There, the worst threatens them.","尽管签证承诺,但阿富汗人在巴基斯坦可能被驱逐出境","德国的签证被关押在巴基斯坦,害怕被驱逐回本国. 德国面临最严重的危机."
4,Waldbrände in Spanien - zweiter Feuerwehrmann tot,Wind und extreme Hitze fachen die schweren Waldbrände in Spanien weiter an. Die Regierung in Madrid bittet um Hilfe. In Griechenland melden die Behörden dagegen Fortschritte im Kampf gegen die Flammen.,Forest fires in Spain - second fireman dead,"Winds and extreme heat continue to stir up the severe forest fires in Spain. The government in Madrid asks for help. In Greece, the authorities report progress in the fight against the flames.",西班牙的森林大火 第二次消防员死亡,"在希腊,当局报告说,在对抗火焰的斗争中取得了进展. 西班牙的森林大火继续肆虐. 马德里政府请求援助. 在希腊,当局报告说,在对抗火焰的斗争中,有进展."
5,Hilfsorganisationen beklagen Blockadehaltung Israels,"Mehr als 100 Hilfsorganisationen werfen Israel vor, extra neue Vorschriften zur Regulierung ausländischer Hilfsorganisationen zu erlassen. Ziel sei es, Lieferungen von Hilfsgütern in den Gazastreifen abzublocken.",Aid organizations complain of Israel's blockade,"More than 100 relief organizations accuse Israel of adopting extra new regulations to regulate foreign relief organisations, with the aim of blocking supplies of aid to the Gaza Strip.",援助机构抱怨以色列被封锁,一百多家救济机构指控以色列新颁布管制外国援助组织的法规. 目标是封锁加沙地带的救济品供应.
6,Vor Trump-Putin-Gipfel in Alaska: Selenskyj in London,Einen Tag vor dem entscheidenden Gespräch zur Zukunft der Ukraine ist dessen Präsident Selenskyj Gast in Großbritannien. Premier Starmer betont nochmals die Position des Westens bei den Bemühungen um Frieden.,Before Trump-Putin Summit in Alaska: Selenskyj in London,"One day before the decisive talks on the future of Ukraine, President Selenskyj is a guest in Great Britain. Prime Minister Starmer once again stresses the West's position in the efforts for peace.","在特朗普在阿拉斯加举行的首脑会议之前,塞伦斯基在伦敦在伦敦举行.","乌克兰未来的决定性会谈前一天,萨伦斯基总统是英国的访客. 斯坦默总理再次强调西方在和平努力中的地位."
7,Serbien: Gewalt bei Protesten gegen Vucic-Regierung,In vielen serbischen Städten hat es wieder Zusammenstöße zwischen Gegnern und Anhängern der Regierung unter Staatschef Aleksandar Vucic gegeben. Bereitschaftspolizei greift ein. Es gibt viele Verletzte.,Serbia: Violence in protests against Vucic government,In many Serbian cities there have again been clashes between opponents and supporters of the government under head of state Aleksandar Vucic. Standby police intervene. There are many injured.,"塞尔维亚:在针对Vucic政府的抗议中,暴力行动.","在许多塞尔维亚城市里,反对者和政府支持者之间再次发生冲突. 待命警察正在介入. 伤亡人数众多."
8,News kompakt: Trump droht Putin vor Alaska-Gipfel,"Am Freitag kommen der US-Präsident und Russlands Staatschef zusammen, um über den Ukraine-Krieg zu sprechen. Nun stellt Trump eine Forderung. Der Naturverlust am Amazonas ist immens. Das Wichtigste in Kürze.",News compact: Trump threatens Putin before Alaska Summit,"On Friday, the US President and Russia's head of state will meet to talk about the Ukraine war. Trump is now making a demand. The loss of nature in the Amazon is immense. The most important thing in brief.",最新消息:特朗普威胁到普京在阿拉斯加峰会之前,"星期五,美国总统和俄罗斯领导人会聚在一起讨论乌克兰战争. 现在特朗普提出了要求. 亚马逊的自然损失非常严重. 最重要的是,很快."
9,80 Jahre Kriegsende in Asien:  Japan will sich nicht ewig entschuldigen,Auch 80 Jahre nach dem Ende des Zweiten Weltkriegs im Pazifik tut sich Japan im Umgang mit seiner Kriegsschuld schwer.,80 years of the end of the war in Asia: Japan doesn't want to apologize forever,"Even 80 years after the end of World War II in the Pacific, Japan is struggling to deal with its war debt.","在亚洲的80年战争结束时,日本不会永远道歉","即使在二战结束80年后的太平洋战争,日本也难以处理自己的战争责任."
10,"Faktencheck: Kriminalität in Washington DC ist nicht ""außer Kontrolle""","US-Präsident Donald Trump hat die Nationalgarde nach Washington DC entsendet - weil angeblich die Kriminalität in der Hauptstadt ""außer Kontrolle geraten"" sei. Stimmt das wirklich? Ein Faktencheck.","Fact Check: Crime in Washington DC is not ""out of control""","US President Donald Trump has sent the National Guard to Washington DC - because the crime in the capital is supposedly ""out of control"". Is that really true? A fact check.","事实调查:华盛顿的犯罪行为不是""失控控制""","美国总统唐纳德·特朗普派国民警卫队去华盛顿 因为据称首都的犯罪是""失控"""
