,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Nach Alaska-Treffen: China bleibt Putins Verbündeter,"Während Europa und die USA große Anstrengungen für den Frieden in der Ukraine unternehmen, beobachtet China lediglich die Verhandlungstaktik von US-Präsident Trump. Peking werde Moskau weiter unterstützen, so Experten.",After Alaska meeting: China remains Putin's ally,"While Europe and the US are making great efforts for peace in Ukraine, China is only observing the negotiating tactics of US President Trump. Beijing will continue to support Moscow, experts say.","在阿拉斯加会议之后,中国依然是普京的盟友","当欧洲和美国为乌克兰的和平做出巨大努力时,中国只是观察着美国总统特朗普的谈判策略. 北京将继续支持莫斯科,专家说."
1,Warum ist Trump China gegenüber so nachgiebig?,"Donald Trump gibt bei seinen Zolldrohungen gegen China nach und ist sogar zu einem Gipfeltreffen bereit. Dagegen belegt er Indien und Brasilien mit hohen Zöllen. Was hat Peking, das andere nicht haben?",Why is Trump so tolerant of China?,"Donald Trump gives in to his tariff threats against China and is even ready for a summit. On the other hand, he imposes high tariffs on India and Brazil. What does Beijing have that others don't have?",为什么特朗普对中国如此宽容?,"唐纳德·特朗普对中国实施海关威胁时退缩,甚至准备参加一次峰会. 他对印度和巴西关税很高,而另一方却没有?"
2,Zollerhöhungen: USA und China lassen sich mehr Zeit,"Die eigentlich vorgesehenen höheren Zölle im Handel zwischen den USA und China bleiben zunächst ausgesetzt. Trump unterzeichnete ein Dekret, das eine weitere Verschiebung bis zum 10. November vorsieht.",Customs increases: US and China take more time,The actually planned higher tariffs in trade between the US and China are initially suspended. Trump signed a decree that provides for a further postponement until November 10th.,提高海关税率 美国和中国有更多时间,"美国与中国贸易中应有的更高关税额暂时停止. 特朗普签署了一项令,要求在11月10日前进一步转移."
3,Europas Balanceakt zwischen China und USA,Ist dem alten Verbündeten der USA nach der Zolldrohung noch zu trauen? Ist das kommunistische China eine Option für Europa? Die Globalisierung erfordert gemeinsames Handeln. Die EU sitzt zwischen Stühlen.,Europe's balancing act between China and the USA,Is the old US ally still to be trusted after the customs threat? Is communist China an option for Europe? Globalisation requires joint action. The EU sits between chairs.,欧洲和美国之间的平衡,"关税威胁过后,还信任美国旧盟友吗? 共产主义中国是欧洲选择吗? 全球化需要共同行动. 欧盟在椅子之间坐立不安."
4,Ungarn: Erneut Öllieferungen aus Russland unterbrochen,Nach einem Angriff auf die Druschba-Pipeline steht die Ölversorgung von Russland nach Ungarn erneut still. Budapest macht Kyjiw verantwortlich. Die Ukraine reagiert scharf.,Hungary: Oil deliveries from Russia interrupted again,"After an attack on the Drushba pipeline, the oil supply from Russia to Hungary stops again. Budapest blames Kyyiv. Ukraine reacts sharply.",匈牙利:再次切断从俄罗斯运来的石油.,"在德鲁马巴管道遭到袭击后,从俄罗斯到匈牙利的石油供应再次停滞不前. 布达佩斯将基吉温归咎于基吉夫. 乌克兰的反应非常强烈."
5,Proteste in Israel: Hunderttausende verlangen Kriegsende,Mit Streiks und Kundgebungen haben zahlreiche Menschen in Israel ein deutliches Signal gesetzt: Sie verlangen die Befreiung der Hamas-Geiseln und ein Ende des Israel-Hamas-Kriegs - gegen den Kurs der Regierung.,Protests in Israel: Hundreds of Thousands Demand End of War,"With strikes and rallies, many people in Israel have sent a clear signal: they demand the liberation of the Hamas hostages and an end to the Israel-Hamas war - against the course of the government.",以色列发生抗议活动:数十万人要求战争结束,"以罢工和集会为例,以色列许多人发出了明确的信号:他们要求解放哈马斯派系,结束以色列哈马斯战争 - - 违背了政府的政策."
6,Bolivien: Stichwahl zwischen zwei Oppositionskandidaten,Bei der Präsidentschaftswahl in Bolivien ziehen zwei konservative Kandidaten in die Stichwahl ein. Damit erleidet die Linke nach 20 Jahren an der Macht eine schwere Niederlage.,Bolivia: Definitive election between two opposition candidates,"In the Bolivian presidential election, two conservative candidates enter the run-off election, causing the left to suffer a severe defeat after 20 years in power.",玻利维亚:两名反对党候选人的投票,"在玻利维亚总统选举中,两位保守党候选人将入选,这使左翼在20年掌权后 面临严重的失败."
7,US-Präsident Trump empfängt Selenskyj und Merz - News kompakt: Das Wichtigste kurz gefasst,Mit Rückendeckung europäischer Verbündeter geht der ukrainische Präsident Selenskyj in Washington in schwierige Gespräche mit US-Präsident Trump. Außenminister Wadephul ist nach Japan gereist. Das Wichtigste in Kürze.,US President Trump receives Selenskyj and Merz - News compact: The most important in focus,"With the backing of European allies, Ukrainian President Selenskyj is entering difficult talks with US President Trump in Washington. Foreign Minister Wadephul has travelled to Japan.",美国总统特朗普接见塞伦斯基和梅兹,"乌克兰总统塞伦斯基在支持欧洲盟友的同时,将与美国总统特朗普进行激烈的会谈. 韦德福外交部长已前往日本. 最重要的事情很快就要发生了."
8,Welche Gebietsabtretungen im Ukraine-Krieg diskutiert werden,Laut US-Präsident Donald Trump könnte der ukrainische Präsident Wolodymyr Selenskyj den Krieg schnell beenden. Aber zu welchen Bedingungen und mit welchen territorialen Folgen?,What territorial assignments will be discussed in the Ukraine War,"According to US President Donald Trump, Ukrainian President Wolodymyr Selenskyj could quickly end the war, but on what conditions and with what territorial consequences?",乌克兰战争期间会讨论哪些领土动议?,美国总统唐纳德·特朗普说乌克兰总统塞尔伦斯基 可以迅速结束这场战争
9,"Beirut: Hamra - Herzschlag einer Stadt, Spiegel eines Landes","Wenn im September in Hamra das Kino Le Colisée wieder seine Türen öffnet, geht es um mehr als um Filme: Es ist ein Zeichen dafür, wie der Libanon zwischen Krise und Hoffnung immer wieder neu zu leben beginnt.","Beirut: Hamra - heartbeat of a city, mirror of a country","When the cinema Le Colisée opens its doors again in Hamra in September, it's more than about films: it's a sign of how Lebanon is constantly beginning to live anew between crisis and hope.",贝鲁特 贝鲁特,"在哈姆拉,当电影院重新开幕时,这不仅仅是电影,而是黎巴嫩在危机和希望之间开始重新生活."
