,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,"Confrontation in the Arctic is not inevitable, argues Kieran Mulvaney",The big players don’t need to view every adversary’s moves as a threat,"Konfrontation in der Arktis ist nicht unvermeidlich, argumentiert Kieran Mulvaney","Die großen Spieler brauchen nicht jeden Gegner zu sehen, bewegt sich als Bedrohung","La confrontación en el Ártico no es inevitable, argumenta Kieran Mulvaney",Los grandes jugadores no necesitan ver los movimientos de cada adversario como una amenaza,"La confrontation dans l'Arctique n'est pas inévitable, soutient Kieran Mulvaney",Les grands joueurs n'ont pas besoin de voir chaque adversaire se déplace comme une menace,"北极的对抗并非不可避免,",大玩家不需要把对手的动作看成威胁
1,Mikhail Komin on why the Arctic is Putin’s next front,The political scientist writes that the Kremlin’s insecurities are fuelling escalation in the region,"Michail Komin, warum die Arktis Putins nächste Front ist","Der Politikwissenschaftler schreibt, dass die Kreml-Unsicherheiten die Eskalation in der Region anheizen",Mikhail Komin sobre por qué el Ártico es el próximo frente de Putin,El politólogo escribe que las inseguridades del Kremlin están alimentando la escalada en la región,Mikhail Komin sur la raison pour laquelle l'Arctique est Poutine,Le politologue écrit que les insécurités du Kremlin alimentent l'escalade dans la région,"米哈伊尔·科明(Mikhail Komin),","这位政治科学家写道,克里姆林宫的不安全正在加剧该地区的升级。"
2,"The far north has become NATO’s soft underbelly, writes John Bolton",The foreign-policy expert makes the argument for keeping the Chinese out and the Russians down,"Der ferne Norden ist zu einem weichen Unterbauchen der NATO geworden, schreibt John Bolton","Der außenpolitische Experte macht das Argument, die Chinesen draußen und die Russen unten zu halten","El lejano norte se ha convertido en el vientre blando de la OTAN, escribe John Bolton",El experto en política exterior hace el argumento para mantener a los chinos fuera y a los rusos abajo,"L'extrême nord est devenu l'OTAN soft underbelly, écrit John Bolton",L'expert en politique étrangère fait l'argument pour garder les Chinois à l'écart et les Russes à la baisse,"约翰·博尔顿(John Bolton)写道,远北地区已成为北约的软腰软腰。",外交政策专家为中国人和俄国人
3,The US in brief: Shadowboxing in DC,"Our daily political update, featuring the stories that matter",Die USA in Kürze: Shadowboxing in DC,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Estados Unidos en resumen: Shadowboxing en DC,"Nuestra actualización política diaria, con las historias que importan",Les Etats-Unis en bref : Shadowboxing en DC,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent","简言之,美国:在华盛顿的影子拳击","我们每天的政治最新情况,特别报道重要的故事"
4,"The summit of its parts: Ukraine, Trump and Putin",Also on the daily podcast: where the Detroit of electric vehicles will be and allergy treatments get ever better,"Der Gipfel seiner Teile: Ukraine, Trump und Putin",Auch auf dem täglichen Podcast: wo die Detroit von Elektrofahrzeugen und Allergie-Behandlungen immer besser werden,"La cumbre de sus partes: Ucrania, Trump y Putin",También en el podcast diario: donde estará el Detroit de los vehículos eléctricos y los tratamientos de alergia mejoran cada vez más,"Le sommet de ses parties: Ukraine, Trump et Poutine",Aussi sur le podcast quotidien: où le Détroit des véhicules électriques sera et les traitements d'allergie obtiennent toujours mieux,其部分的首脑会议:乌克兰、特朗普和普京,"电动车辆底底特律将在那里, 过敏治疗也变得更好,"
5,"The world needs more than drugs to fight obesity, writes Novo Nordisk’s ex-boss",Lars Fruergaard Jørgensen on how society can pull together to avoid a health and economic catastrophe,"Die Welt braucht mehr als Drogen, um Fettleibigkeit zu bekämpfen, schreibt Novo Nordisk-ex-boss","Lars Fruergaard Jørgensen, wie die Gesellschaft zusammenhalten kann, um eine Gesundheits- und Wirtschaftskatastrophe zu vermeiden","El mundo necesita más que drogas para combatir la obesidad, escribe el exjefe de Novo Nordisk",Lars Fruergaard Jørgensen sobre cómo la sociedad puede unirse para evitar una catástrofe económica y sanitaria,"Le monde a besoin de plus que des médicaments pour lutter contre l'obésité, écrit Novo Nordisk, ex-boss",Lars Fruergaard Jørgensen sur la façon dont la société peut se rassembler pour éviter une catastrophe sanitaire et économique,"诺沃·诺迪斯克的前老板写道:世界需要的不仅仅是毒品,","Lars Frueregaard Jørgensen 讨论社会如何团结起来,避免健康和经济灾难"
6,Tipping scales: justice for Gaza will have to come from within Israel,A handpicked article read aloud from the latest issue of The Economist,Trinkwaagen: Gerechtigkeit für Gaza muss aus Israel kommen,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,Escalas de golpe: la justicia para Gaza tendrá que venir de dentro de Israel,Un artículo escogido a mano leído en voz alta del último número de The Economist,Balances de basculement: la justice pour Gaza devra venir d'Israël,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,权定尺度:加沙的司法必须来自以色列内部,"《经济学家》最新一期《经济学家》的一篇文章,"
7,America’s drug regulator is in turmoil,The already fraught oversight of rare-disease treatments is becoming politicised,Amerikas Drogen-Regulator ist in Turbulenzen,Die bereits angespannte Überwachung der Behandlung mit seltenen Krankheiten wird zunehmend politisiert.,El regulador de drogas de Estados Unidos está en agitación,La ya tensa supervisión de los tratamientos de enfermedades raras se está politizando,Americas drug regulator est dans la tourmente,Le contrôle déjà chargé des traitements des maladies rares devient politisé,美国的药物监管者处于动荡之中,对稀有疾病治疗的本已充满监督的监管正日益政治化
8,America’s housing market is shuddering,"For the country’s homeowners, the good times are coming to an end",Amerikas Wohnungsmarkt schaudert,"Für das Land, Hausbesitzer, die guten Zeiten kommen zu einem Ende",El mercado inmobiliario de Estados Unidos está estremeciendo,"Para los propietarios del país, los buenos tiempos están llegando a su fin",Amérique Le marché de l'habitation tremble,"Pour les propriétaires du pays, les bons moments arrivent à leur terme",美国的房地产市场正在摇摇欲坠,"对于国家的房主来说,美好时代即将结束"
9,"Instead of sanctions, Donald Trump announces a summit with Russia","Despite the confusion, momentum for peace in Ukraine seems to be building",Statt Sanktionen kündigt Donald Trump einen Gipfel mit Russland an,Trotz der Verwirrung scheint die Dynamik für den Frieden in der Ukraine zu wachsen,"En lugar de sanciones, Donald Trump anuncia una cumbre con Rusia","A pesar de la confusión, el impulso hacia la paz en Ucrania parece estar aumentando","Au lieu de sanctions, Donald Trump annonce un sommet avec la Russie","Malgré la confusion, l'élan pour la paix en Ukraine semble être en train de se développer.","唐纳德·特朗普宣布与俄罗斯举行首脑会议,","尽管局势混乱,乌克兰的和平势头似乎正在形成。"
