,title-es,content-es,title-de,content-de,title-en,content-en
0,358.000 hectáreas en 15 días: así ardió España en sus semanas más negras,Incendios como el de Larouco (Galicia) y Uña de Quintana (Zamora) están ya entre los más extensos que ha registrado el país en la última década,358.000 Hektar in 15 Tagen: So brannte Spanien in seinen schwarzsten Wochen,"Feuer wie Larouco (Galicia) und Huña de Quintana (Zamora) gehören bereits zu den größten, die das Land in den letzten zehn Jahren registriert hat.","358,000 hectares in 15 days: this is how Spain burned in its darkest weeks",Fires such as Larouco (Galicia) and Uña de Quintana (Zamora) are already among the largest fires in the country in the last decade.
1,Una ‘isla’ en medio de los incendios: el pueblo que nadie evacuó en el límite entre Galicia y Castilla y León,"Pradorramisquedo, en el sureste de Ourense, no fue desalojado ni alertado, pese a que las localidades a su alrededor, ya en Zamora, sí fueron vaciadas","Eine atlantische Insel mitten in den Bränden: das Volk, das niemand an der Grenze zwischen Galicien und Kastilien und León evakuiert hat","Im Südosten von Ourense wurde er weder entwurzelt noch gewarnt, obwohl die Ortschaften um ihn herum bereits in Zamora leer waren.",An ‘island’ in the midst of the fires: the people that no one evacuated on the border between Galicia and Castile and León,"Pradorramisquedo, in southeastern Ourense, was not evicted or alerted, despite the fact that the towns around it, already in Zamora, were emptied"
2,Los fuegos activos bajan a 13 y las autoridades se muestran optimistas con el final de la crisis,"Galicia ha logrado estabilizar el incendio de Larouco, el más grave de su historia",Aktive Feuer fallen auf 13 und die Behörden sind optimistisch mit dem Ende der Krise,"Galicien hat es geschafft, das Feuer in Larouco zu stabilisieren, das schlimmste seiner Geschichte.",Active fires go down to 13 and authorities are optimistic about the end of the crisis,"Galicia has managed to stabilize the fire in Larouco, the most serious in its history"
3,"Hambruna en Gaza: “Mis hijos ven vídeos en internet de pollos asados y hamburguesas, pero se lo prohíbo porque solo les hace daño”","Los palestinos de la principal ciudad de la Franja, famélicos y amenazados con un nuevo desplazamiento, acusan a Israel, que refuta los datos de la ONU, de manipular al mundo con su “propaganda”","Hambruna im Gaza-Streifen: Meine Kinder sehen Videos von gebratenen Hühnern und Hamburgern im Internet, aber ich verbiete es, weil es ihnen nur weh tut.","Die Palästinenser der wichtigsten Stadt des Gazastreifens, die mit einer neuen Vertreibung bedroht sind, beschuldigen Israel, das die Daten der Vereinten Nationen widerlegt, die Welt mit seiner Propaganda zu manipulieren.","Famine in Gaza: “My children watch videos of grilled chickens and hamburgers online, but I forbid it because it only hurts them”","Palestinians in the main city of the Gaza Strip, starving and threatened with a new displacement, accuse Israel, which refutes the UN data, of manipulating the world with its “propaganda”"
4,"Catherine Chalier (filósofa): “Se puede ser crítico con la guerra en Gaza, pero ser antisemita es otra cosa”","La ensayista francesa defiende la idea de transmitir nuestra cultura y nuestro saber acumulado para proteger los valores laicos europeos, lo que asegura una verdadera libertad de elección","Catherine Chalier (Philosophin): Man kann mit dem Krieg im Gaza-Streifen kritisch sein, aber antisemitisch zu sein ist etwas anderes.","Die französische Ensayistin verteidigt die Idee, unsere Kultur und unser angesammeltes Wissen zum Schutz der europäischen Laienwerte zu vermitteln, wodurch eine echte Wahlfreiheit gewährleistet wird.","Catherine Chalier (philosopher): “You can be critical of the war in Gaza, but being anti-Semitic is something else”","The French essayist defends the idea of transmitting our culture and our accumulated knowledge to protect European lay values, which ensures true freedom of choice"
5,“Estamos frente a la Cali del pasado”: el temor a la guerra revive en la tercera ciudad de Colombia,"El atentado con cilindros bomba de este jueves, que dejó seis personas fallecidas, es el más grave en la ciudad en las últimas décadas. El Gobierno lo atribuye a las disidencias de las FARC",Wir stehen vor dem Cali der Vergangenheit: die Angst vor dem Krieg lebt in der dritten Stadt Kolumbien,"Der Bombenanschlag am Donnerstag, der sechs Tote hinterließ, ist in den letzten Jahrzehnten der schlimmste in der Stadt.",“We are facing the Cali of the Past”: Fear of War Relives in Colombia’s Third City,"This Thursday’s bombing, which left six people dead, is the most serious in the city in recent decades. The government attributes it to FARC’s dissents."
6,Colombia y el ciclo de la violencia,El país ha fracasado en el proyecto colectivo de acabar con los grupos armados que comenzó hace una década con los Acuerdos de Paz,Kolumbien und der Kreislauf der Gewalt,"Das Land hat bei dem gemeinsamen Projekt, bewaffnete Gruppen zu vernichten, das vor zehn Jahren mit den Friedensabkommen begonnen hat, versagt.",Colombia and the cycle of violence,The country has failed in the collective project to end armed groups that began a decade ago with the Peace Accords
7,Ester Expósito: “Las personas que tenemos ansiedad sabemos lo que cuesta disfrutar. Nunca estás presente”,Cuando acabó el fenómeno ‘Élite’ no estaba dispuesta a que la encasillaran. Cinco años después puede afirmar con orgullo que no ha participado en ningún proyecto en el que no fuera protagonista y cobrara más que su ‘partenaire’,"Matte Zweck: Menschen, die Angst haben, wissen, was es kostet, zu genießen. Du bist nie anwesend","Fünf Jahre später kann er stolz sagen, dass er an keinem Projekt teilgenommen hat, an dem er nicht beteiligt war, und dass er nicht mehr als sein Partner ist.",Ester Exposito: “People who have anxiety know what it costs to enjoy. You are never present”,"When the ‘Elite’ phenomenon ended, he was not willing to be boxed. Five years later, he can proudly claim that he has not participated in any project that he was not a protagonist and charged more than his ‘partenaire’."
8,Cuando un piso se convierte en siete habitaciones: el auge de trocear viviendas para el alquiler turístico,Los propietarios buscan atajos en la ley para sortear las prohibiciones de arrendar sus casas ante el incremento de los controles públicos,Wenn eine Wohnung zu sieben Zimmern wird: der Boom von Häusern für die Vermietung von Touristen,"Die Eigentümer suchen eine Abkürzung im Gesetz, um die Verboten zu umgehen, ihre Häuser zu vermieten, angesichts der zunehmenden öffentlichen Kontrolle",When a flat becomes seven rooms: the boom of chopping houses for tourist rent,Owners look for shortcuts in the law to circumvent bans on renting their homes in the face of increased public controls
9,¿Para qué lleva gafas Indiana Jones? ¿Por qué los villanos de James Bond cuentan sus planes? Los errores que esconden las obras maestras del cine,Un libro disecciona los fallos o los detalles fuera de lugar que pueden sacar al espectador del disfrute de grandes películas,Warum erzählen James Bonds Schurken ihre Pläne?,"Ein Buch scannt Fehler oder Details, die den Betrachter aus dem Genuss von großen Filmen ziehen können",Why does Indiana Jones wear glasses? Why do James Bond villains tell their plans? The mistakes hidden in the masterpieces of cinema,A book dissects faults or misplaced details that can get the viewer out of the enjoyment of great movies
