,title-es,content-es,title-de,content-de,title-en,content-en
0,Feijóo propone la creación de un registro nacional de pirómanos como medida estrella contra los incendios,"El líder del PP asegura que ha habido un problema en “la prevención” y la “planificación” contra el fuego,  algo que es competencia de las comunidades autónomas",Feijóo schlägt die Einrichtung eines nationalen Pyromanregisters als Star gegen Brände vor,"Der Leiter der PP versichert, dass es ein Problem bei der Verhütung von Bränden und der Feuerplanung gegeben hat, was in die Zuständigkeit der autonomen Gemeinschaften fällt.",Feijóo proposes the creation of a national register of pyromaniacs as a star action against fires,"The PP leader assures that there has been a problem in “prevention” and “planning” against fire, something that falls within the competence of the autonomous communities"
1,El PP pidió un despliegue de medios aéreos contra los incendios que duplica al del que dispone la UE,"Bruselas cuenta con 26 aeronaves. Castilla y León solicitó 30 helicópteros, Extremadura 10 aviones y 10 helicópteros y Galicia “todos los medios aéreos de ala fija o helicópteros”",Die PP forderte einen doppelt so großen Lufteinsatz wie die EU.,"Brüssel verfügt über 26 Flugzeuge. Kastilien und León beantragte 30 Hubschrauber, Extremadura 10 Flugzeuge und 10 Hubschrauber und Galicien alle Luft-und Festflügel oder Helikopter",The PP called for the deployment of fire-fighting air assets twice as much as the EU has.,"Brussels has 26 aircraft. Castilla y León requested 30 helicopters, Extremadura 10 aircraft and 10 helicopters and Galicia “all fixed wing air assets or helicopters”"
2,"Los bomberos de Béjar, cerca del fuego y sin poder actuar: “¿Tiene sentido que estando a 15 minutos no ayudemos?”",Muchos de ellos acudieron como voluntarios en su tiempo libre para echar una mano en el incendio que comenzó en Jarilla,"Die Feuerwehr von Béjar, in der Nähe des Feuers und unfähig, zu handeln: Ist es sinnvoll, dass wir in 15 Minuten nicht helfen?","Viele von ihnen kamen als Freiwillige in ihrer Freizeit, um eine Hand in das Feuer, das in Jarilla begann zu legen","The firefighters of Béjar, near the fire and unable to act: “Does it make sense that if we are 15 minutes away we will not help?”",Many of them came as volunteers in their spare time to lend a hand in the fire that began in Jarilla
3,"Dos ataques israelíes contra el hospital Nasser en Gaza matan al menos a 20 personas, entre ellas cinco periodistas","Más de 240 informadores han muerto en la Franja en los casi dos años de guerra, según el Sindicato de Periodistas Palestinos","Zwei israelische Angriffe auf das Nasser-Krankenhaus in Gaza töten mindestens 20 Menschen, darunter fünf Journalisten","Mehr als 240 Informanten sind in den fast zwei Jahren des Krieges im Gazastreifen gestorben, laut der Gewerkschaft der palästinensischen Journalisten.","Two Israeli attacks on Nasser Hospital in Gaza kill at least 20 people, including five journalists","More than 240 informants have died in the Gaza Strip in the nearly two years of war, according to the Palestinian Journalists Union"
4,El ministro de Exteriores belga amenaza con una “grave crisis” en el Gobierno por la tibieza con Israel,La negativa a reconocer el Estado palestino tensa la compleja coalición que lidera el nacionalista flamenco De Wever,Der belgische Außenminister droht mit einer schweren Krisenkrise in der Regierung wegen der Spannungen mit Israel,"Die Weigerung, den palästinensischen Staat anzuerkennen, streckt die komplexe Koalition des flämischen Nationalisten De Wever an",Belgian Foreign Minister Threatens “Severe Crisis” in Government by Warmness with Israel · Global Voices,Refusal to recognize the Palestinian state tenses the complex coalition led by Flemish nationalist De Wever
5,"Muere a los 42 años la actriz Verónica Echegui, talento ineludible del cine español de las dos últimas décadas","La intérprete, que explotó con ‘Yo soy la Juani’ y ganó el Goya como cortometrajista por ‘Tótem Loba’, falleció ayer en Madrid víctima de un cáncer, provocando una conmoción entre sus compañeros y la industria audiovisual","Mit 42 stirbt die Schauspielerin Veronica Echegui, ein unausweichliches Talent des spanischen Films der letzten zwei Jahrzehnte","Die Dolmetscherin, die mit mir explodiert ist, ich bin Juani Houten und gewann Goya als Kurzmännchen für die Loba Houten, starb gestern in Madrid an Krebs und verursachte einen Schock zwischen ihren Kollegen und der audiovisuellen Industrie.","Actress Verónica Echegui dies at the age of 42, the inescapable talent of Spanish cinema over the past two decades","The interpreter, who exploded with ‘I am the Juani’ and won the Goya as a short-termist for ‘Totem Loba’, died yesterday in Madrid as a cancer victim, causing a commotion between her colleagues and the audiovisual industry."
6,"Verónica Echegui, un legado cinematográfico en 10 películas (y una serie) imprescindibles","Un recorrido cinematográfico por la carrera de la actriz madrileña, fallecida este domingo en Madrid a sus 42 años","Veronica Echegui, ein Filmvermächtnis in 10 wichtigen Filmen (und einer Serie)","Eine Filmtour durch das Rennen der Madrider Schauspielerin, die an diesem Sonntag in Madrid starb, als sie 42 Jahre alt war","Veronica Echegui, a film legacy in 10 essential films (and a series)","A film tour of the career of the Madrid actress, who died this Sunday in Madrid at 42 years old"
7,Conmoción en el cine español por la muerte de Verónica Echegui: “No nos lo creemos”,"Amigos, compañeros y familiares velan en la intimidad a la actriz fallecida inesperadamente este domingo a los 42 años por un cáncer","Schock im spanischen Kino wegen Veronica Echegui's Tod: Wir glauben nicht, dass wir es glauben.","Freunde, Kollegen und Familienmitglieder bewachen in der Intimität die Darstellerin, die an diesem Sonntag plötzlich starb, 42 Jahre alt für einen Krebs",Commotion in Spanish cinema over the death of Veronica Echegui: “We Don’t Believe It”,"Friends, companions and family members watch the actress's privacy unexpectedly deceased this Sunday at 42 years of age for cancer"
8,"La carrera de la actriz Verónica Echegui, en imágenes","Nacida en Madrid en 1983, la intérprete destacó por su versatilidad y su capacidad para dar vida a personajes complejos y auténticos, ganándose el respeto tanto del público como de la crítica",Das Rennen der Schauspielerin Veronica Echegui in Bildern,"Geboren 1983 in Madrid, hob die Dolmetscherin ihre Vielseitigkeit und ihre Fähigkeit hervor, komplexe und authentische Persönlichkeiten zum Leben zu erwecken, indem sie sowohl die Öffentlichkeit als auch die Kritik respektierte.","The career of actress Verónica Echegui, in images","Born in Madrid in 1983, the interpreter stood out for her versatility and her ability to give life to complex and authentic characters, earning the respect of both the public and the critics."
9,Cincuenta años de ‘Born to Run’: cómo un chico de 25 años peleó contra todo y construyó “el último disco en la Tierra”,Bruce Springsteen tenía un ultimátum: o vendía mucho su próximo álbum o le echaban de la discográfica. Así empezó el camino de sufrimiento y gloria de un trabajo fundamental,Fünfzig Jahre lang hat ein 25-jähriger Junge gegen alles gekämpft und die letzte Scheibe auf dem Land gebaut.,Bruce Springsteen hatte ein Ultimatum: entweder verkaufte er sein nächstes Album oder warf ihn aus der Platte. So begann der Weg des Leidens und des Ruhmes einer grundlegenden Arbeit.,Fifty years of ‘Born to Run’: how a 25-year-old boy fought everything and built “the last album on Earth”,Bruce Springsteen had an ultimatum: either he sold his next album a lot or he got kicked out of the label. So began the path of suffering and glory of a fundamental work.
