,title-de,content-de,title-en,content-en,title-zh,content-zh
0,USA senken Autozölle für EU-Importe auf 15 Prozent,Nach der Zollvereinbarung zwischen US-Präsident Trump und EU-Kommissionspräsidentin von der Leyen gibt es nun auch gute Nachrichten für die Automobilbranche: Die USA fahren ihre Zölle auf Autoimporte aus der EU zurück.,US cuts car tariffs for EU imports to 15 percent,"According to the customs agreement between US President Trump and EU Commission President von der Leyen, there is now also good news for the automotive industry: the US is returning its tariffs to EU car imports.",美国将欧盟进口汽车关税降至15%,"按照莱昂人的美国总统特朗普和欧盟委员会主席之间的海关协定, 汽车业也有好消息:美国将对欧盟的汽车进口关税退回."
1,Warum ist Trump China gegenüber so nachgiebig?,"Donald Trump gibt bei seinen Zolldrohungen gegen China nach und ist sogar zu einem Gipfeltreffen bereit. Dagegen belegt er Indien und Brasilien mit hohen Zöllen. Was hat Peking, das andere nicht haben?",Why is Trump so tolerant of China?,"Donald Trump gives in to his tariff threats against China and is even ready for a summit. On the other hand, he imposes high tariffs on India and Brazil. What does Beijing have that others don't have?",为什么特朗普对中国如此宽容?,"唐纳德·特朗普对中国实施海关威胁时退缩,甚至准备参加一次峰会. 他对印度和巴西关税很高,而另一方却没有?"
2,Indien: Exportbranchen durch US-Zölle verunsichert,Wichtige Sektoren in Indiens Wirtschaft geraten durch eine weitere Erhöhung der US-Zölle in wirtschaftliche Schwierigkeiten. Weitreichende Arbeitsplatzverluste könnten die Folge sein.,India: Export industries are insecure by US tariffs,Major sectors in India's economy are experiencing economic difficulties due to a further increase in US tariffs. Extensive job losses could be the result.,印度:美国关税使出口行业不安,印度主要经济部门因为美国关税的进一步增加而陷入经济困境. 工作损失可能很大
3,Nord-Stream-Sabotage: Verdächtiger in Italien festgenommen,"In Italien wurde ein Tatverdächtiger verhaftet, der an den Sprengungen der Nord Stream-Pipelines beteiligt gewesen sein soll. Ermittler sehen ihn als mutmaßlichen Koordinator der Sabotageaktion vom September 2022.",Nord-Stream-Sabotage: Suspect arrested in Italy,"In Italy, a suspect was arrested who was said to have been involved in the blasting of the Nord Stream pipelines. Investigators see him as the alleged coordinator of the sabotage operation of September 2022.",北流圣地: 在意大利逮捕嫌犯,"在意大利,一名涉嫌在北溪管道爆炸案中被捕的嫌犯被认为是2022年9月的破坏活动协调员."
4,Ex-Präsident Bolsonaro plante wohl Flucht nach Argentinien,"Der frühere Präsident Brasiliens, Jair Bolsonaro, ist wegen eines mutmaßlichen Putschversuchs angeklagt. Sichergestellte Dokumente belegen laut Polizei, dass er das südamerikanische Land verlassen wollte.",Ex-President Bolsonaro probably planned to flee to Argentina,"Former President of Brazil, Jair Bolsonaro, has been charged with a suspected coup attempt. Secured documents prove, according to the police, that he wanted to leave the South American country.",看来前总统波尔索罗 计划逃往阿根廷,巴西前总统贾尔·博尔索纳罗被控企图政变. 警方声称他打算离开南美洲.
5,"Israel leitet ""nächste Phase des Kriegs"" im Gazastreifen ein","Die israelische Armee beginnt nach eigenen Angaben bald mit der Einnahme von Gaza-Stadt. Während Ministerpräsident Netanjahu auf Tempo drängt, warnen Experten und Angehörige von Geiseln vor chaotischen Folgen.","Israel Launches ""Next Phase of War"" in the Gaza Strip","The Israeli army, according to its own statements, will soon begin to seize Gaza City. While Prime Minister Netanyahu is pushing for speed, experts and hostages warn against chaotic consequences.","以色列在加沙地带的""下一阶段战争""开始""加沙地带""","以色列军队自传很快开始占领加沙城. 当内塔尼亚胡总理催促行动时,专家和人质亲属警告说,会造成混乱后果."
6,News kompakt: USA weiten Sanktionen gegen IStGH aus,Erstmals sind neben Richtern nun auch Staatsanwälte am Internationalen Strafgerichtshof betroffen. Israels Militär startet die erste Phase der Offensive auf Gaza-Stadt. Das Wichtigste in Kürze.,News compact: US wide sanctions against ICC,"In addition to judges, prosecutors at the International Criminal Court are now also affected for the first time. Israel's military is launching the first phase of the offensive on Gaza City.",最新消息:美国对国际刑事法院实施了大规模制裁,"以色列军队开始在加沙市发动攻击. 最重要的是,即将到来."
7,All-inclusive-Buffets in der Türkei vor dem Aus?,Unmengen an Essen landen in Hotels in der Türkei im Müll. Jetzt wollen Erdogans Berater offenbar die All-inclusive-Buffets ins Visier nehmen.,All-inclusive buffets in Turkey before the end?,A great deal of food ends up in garbage in hotels in Turkey. Now Erdogan's advisors seem to want to target the all-inclusive buffets.,土耳其的通心粉薄荷薄饼?,"大量食物被扔进土耳其的酒店垃圾堆里. 现在,埃尔多安的顾问似乎要对全套餐点进行攻击."
8,Impfstoffe aus Afrika: Ein Anfang ist gemacht,"In Afrika gibt es seit der Covid-Pandemie Initiativen, Impfstoffe und Medikamente für eine bessere Gesundheitsversorgung selbst zu produzieren. Mit ersten Erfolgen - doch eine Finanzierung auf lange Sicht ist nötig.",Vaccines from Africa: A start is made,"In Africa, since the Covid pandemic, there have been initiatives to produce vaccines and medicines for better health care themselves. With initial successes - but funding in the long term is necessary.",来自非洲的疫苗:一个开始.,"在非洲,自科维德大流行以来,已经有了倡议,疫苗和药物的生产,以促进更好的医疗. 在非洲,第一次取得成功 - - 但从长远来看,必须提供资金."
9,Ex-Sowjetstaaten: Abstand zu Russland nach Ukraine-Invasion?,Zwischen Aserbaidschan und Russland knirscht es seit Monaten. Auch andere ehemalige Sowjetstaaten gehen auf Distanz zu Russland. Doch das ist kein Bekenntnis zum Westen.,Ex-Soviet states: Distance from Russia to Ukraine invasion?,Azerbaijan and Russia have been crunching for months. Other former Soviet states are also distanced from Russia. But this is not a commitment to the West.,前苏联国家:与俄罗斯在乌克兰入侵后保持距离吗?,"阿塞拜疆和俄罗斯之间已经持续了几个月了. 其他前苏联国家也与俄罗斯保持了距离,但这不是对西方的承诺."
10,Dokumentarfilm erschüttert Tschechien: Verschwörungstheoretiker auf Ukraine-Reise,"Ein Doku-Roadmovie zeigt die Reise von drei prorussischen Tschechen in die Ukraine. Wie sie die Realität im Angesicht russischer Verbrechen ausblenden, entsetzt und spaltet die tschechische Öffentlichkeit.",Documentary film shakes the Czech Republic: Conspiracy theorists on Ukraine journey,"A documentary road movie shows the journey of three pro-Russian Czechs to Ukraine. How they hide reality in the face of Russian crimes, horrors and divides the Czech public.",汉考克在打击捷克人:阴谋论家在乌克兰旅游.,"一部纪录片显示了从3个亲俄罗斯捷克人到乌克兰的旅行. 他们如何在俄罗斯犯罪面前隐藏现实,震惊和分裂捷克公众."
11,Estland: Keine Angst vor Russland,"Trotz Warnungen Finnlands, Russland könnte irgendwann in Skandinavien und im Baltikum einmarschieren, wollen die Menschen in Estland nicht in Angst leben - auch wenn sie sich vorbereiten. Eindrücke von der Insel Hiiumaa.",Estonia: Don't be afraid of Russia,"Despite warnings from Finland, Russia could eventually invade Scandinavia and the Baltics, the people in Estonia do not want to live in fear - even if they are preparing. Impressions from the island of Hiiumaa.",爱沙尼亚: 不要害怕俄罗斯,"尽管芬兰人警告说俄罗斯最终可能入侵斯堪的纳维亚和巴尔提卡乌斯, 但爱沙尼亚的人民却不愿活在恐惧之中,即使他们准备就绪了. 从喜希阿岛来的印象."
