,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Deutsche Soldaten in der Ukraine? Noch eine Phantomdebatte,"Noch ist unklar, wie und ob in der Ukraine ein belastbarer Frieden erreicht werden kann. In Deutschland sorgt jedoch schon jetzt die Frage nach einer Beteiligung der Bundeswehr an Friedenstruppen für Kontroversen.",German soldiers in Ukraine? Another phantom debate,"It is still unclear how and whether a lasting peace can be achieved in Ukraine. In Germany, however, the question of the involvement of the Bundeswehr in peacekeepers is already causing controversy.",乌克兰的德军士兵们 又一个虚幻的辩论,"乌克兰还不清楚如何实现可承受的和平. 但是,在德国,联邦军队参与维和部队的问题已经引起了争议."
1,Ukraine-Gipfel: Kann sich Europa auf die USA verlassen?,"Nach dem Ukraine-Gipfel in Washington verspricht Europa, seinen Teil zu einem Friedensprozess für die Ukraine beizutragen. Wird das gelingen und die Beziehungen zu den USA verbessern? Und kümmert das Donald Trump?",Ukraine Summit: Can Europe rely on the US?,"After the Ukraine Summit in Washington, Europe promises to contribute its part to a peace process for Ukraine. Will this succeed and improve relations with the US? And does Donald Trump care?","乌克兰峰会,欧洲能依赖美国吗?","经过华盛顿的乌克兰峰会后,欧洲承诺为乌克兰的和平进程作出贡献. 这是否能够改善与美国的关系? 唐纳德·特朗普会关心吗?"
2,Nach dem Ukraine-Gipfel in den USA - was kann Deutschland beitragen?,Ein Treffen zwischen Wladimir Putin und Wolodymyr Selenskyj ist anvisiert. Doch Streitpunkte zwischen den USA und der EU bleiben. Wie könnte sich Deutschland engagieren?,After the Ukraine summit in the USA - what can Germany contribute?,"A meeting between Vladimir Putin and Wolodymyr Selenskyy is planned, but disputes between the US and the EU remain. How could Germany get involved?",乌克兰在美国峰会之后 - 德国能做出什么贡献?,弗拉基米尔·普京和沃罗迪米尔·塞尔伦斯基的一次会议已经举行了. 但美国和欧盟之间仍然存在争议. 德国怎么可能参与呢?
3,UN bestätigen erstmals Hungersnot im Gazastreifen,"Eine halbe Million Menschen in und um Gaza-Stadt sind von der Hungersnot betroffen. Helfer befürchten, dass sich die Lage der palästinensischen Zivilisten noch verschlimmert. Israel spricht von einer ""Lügenkampagne"".",UN confirms famine in Gaza for the first time,"Half a million people in and around Gaza City are affected by the famine. Helpers fear that the situation of Palestinian civilians will worsen. Israel speaks of a ""lie campaign"".",联合国首次承认加沙地带的饥荒,"加沙城周围有五十万人受到饥荒的影响. 援助者担心巴勒斯坦平民的境况会进一步恶化. 以色列正在谈论一场""谎言运动."""
4,USA wollen mehr als 55 Millionen Visa-Inhaber überprüfen,"Präsident Donald Trump lässt seit seinem Amtsantritt im Januar rigoros gegen Migranten in den USA vorgehen. Aber auch alle anderen Ausländer sollen nun kontinuierlich ""durchleuchtet"" werden.",USA wants to review more than 55 million visa holders,"President Donald Trump has been rigorously working against migrants in the US since he took office in January. However, all other foreigners are now to be ""enlightened"" continuously.",美国想查阅5千5百万张签证,"唐纳德·特朗普总统于1月就职以来一直对美国移徙者采取强硬措施,但其他所有外国人现在都应该继续""透视"""
5,WHO schlägt Alarm: Arbeitnehmer weltweit leiden unter Hitze,Wie wirkt sich der Klimawandel auf Erwerbstätige aus? Das haben die UN-Organisationen WHO und WMO untersucht. Betroffen sind nicht nur Menschen mit Berufen im Freien.,WHO calls the alarm: workers worldwide suffer from heat,How does climate change affect workers? The UN organisations WHO and WMO have investigated this. Not only people with open-air professions are affected.,世界卫生组织发出警报 全世界工人受到热浪的影响,气候变化对就业者有什么影响? 联合国世界卫生组织和WMO研究了这一点. 受影响者不仅有户外工作.
6,Tote und Verletzte bei Anschlägen in Kolumbien,Bei zwei Anschlägen in Kolumbien wurden mindestens 18 Menschen getötet und mehr als 70 weitere verletzt. Die Regierung mach Splittergruppen der ehemaligen FARC-Guerilla verantwortlich.,Dead and injured in attacks in Colombia,"In two attacks in Colombia, at least 18 people were killed and more than 70 others injured. The government blames splinter groups of the former FARC guerrilla.","在哥伦比亚发生的袭击中,死伤和伤亡.","在哥伦比亚的两起袭击中,至少有18人被杀,还有70多人受伤. 政府把前FARCGuerilla的分裂组织归咎于他们."
7,News kompakt: Klage gegen Thailands Ex-Premier abgewiesen,Im Fall einer Verurteilung hätte der 76-jährige Thaksin eine Gefängnisstrafe von bis zu 15 Jahren zu erwarten gehabt. Uganda wird abgelehnte Asylbewerber aus den USA aufnehmen. Das Wichtigste in Kürze.,News compact: lawsuit against Thailand's ex-premier dismissed,"In the event of a conviction, 76-year-old Thaksin would have expected a prison sentence of up to 15 years. Uganda will accept rejected asylum seekers from the USA.",最新消息:驳回对泰国前总统的诉讼,"如果定罪的话,76岁的他信将面临最多15年的监狱刑期. 乌干达将接纳美国拒绝的寻求庇护者. 最重要的是,很快."
8,Berlin: Änderung eines rassistischen Straßennamens gestoppt,Die Umbenennung eines Boulevards in Anton-Wilhelm-Amo-Straße nach Deutschlands erstem in Afrika geborenen Gelehrten ist vorerst blockiert. Der Streit um die Beseitigung eines Symbols der Kolonialzeit geht weiter.,Berlin: Change of racist street name stopped,The renaming of a boulevard in Anton-Wilhelm-Amo-Straße after Germany's first scholar born in Africa is blocked for the time being. The dispute over the elimination of a symbol of the colonial era continues.,"柏林:改变一个种族主义的街道名称,停止使用.","在德国第一个出生的学者在非洲之后,在安东-威尔姆-阿摩街重新命名了一条小路,现在被封锁了. 为消除殖民时代的象征而进行的斗争仍在继续."
9,"""In die Sonne schauen"" soll den Oscar für Deutschland holen","In Cannes räumte das Drama ""In die Sonne schauen"" den Jurypreis ab. Nun geht der Film von Regisseurin und Autorin Mascha Schilinski als deutscher Beitrag auch ins Rennen um einen Oscar.","""Looking into the sun"" is supposed to bring the Oscar for Germany","In Cannes, the drama ""Looking into the sun"" won the jury prize. Now the film by director and author Masha Schilinski is also going into the race for an Oscar as a German contribution.","""直视太阳""是为了为德国赢得奥斯卡奖","在坎城,""看向太阳""的戏剧已经完成了评委奖. 导演和编剧玛莎·谢林斯基作为德国贡献者,也争夺了奥斯卡奖."
