,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Iran’s regime has a huge problem: how to retaliate?,Israel and America offer a stark choice: surrender or collapse,Irans Regime hat ein großes Problem: Wie kann man Vergeltung üben?,Israel und Amerika bieten eine starke Wahl: Kapitulation oder Zusammenbruch,El régimen de Irán tiene un gran problema: ¿cómo tomar represalias?,Israel y Estados Unidos ofrecen una opción dura: rendirse o colapsar,Le régime iranien a un énorme problème : comment riposter ?,Israël et l'Amérique offrent un choix terrible: la capitulation ou l'effondrement,伊朗政权有一个巨大的问题:如何报复?,以色列和美国提供了一个严酷的选择:投降或崩溃
1,Was Iran really racing for nukes?,"Israel says so, but there are grounds for doubt",Hat der Iran wirklich nach Atombomben gerungen?,"Israel sagt das, aber es gibt Gründe für Zweifel",¿Irán realmente compitió por armas nucleares?,"Israel lo dice, pero hay motivos para dudar",L'Iran était-il vraiment en course pour des armes nucléaires ?,"Israël le dit, mais il y a des raisons de douter",伊朗真的在争夺核弹吗?,"以色列这样说,但有理由怀疑"
2,What to watch this weekend,"Featuring heavy hitters from the world of literature, music and millennial media",Was an diesem Wochenende zu sehen,"Mit schweren Hittern aus der Welt der Literatur, Musik und tausendjährigen Medien",Qué ver este fin de semana,"Con bateadores pesados del mundo de la literatura, la música y los medios milenarios",Que regarder ce week-end,"Avec de lourds frappeurs du monde de la littérature, de la musique et des médias millénaires",这周末看什么看这个周末,向来自文学、音乐和千百年媒体世界的重击者提供
3,No rest for the weekend,"Our daily political update, featuring the stories that matter",Keine Pause für das Wochenende,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",No hay descanso para el fin de semana,"Nuestra actualización política diaria, con las historias que importan",Pas de repos pour le week-end,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",周末没有休息时间,"我们每天的政治最新情况,特别报道重要的故事"
4,What Israel’s assault on Iran will mean for the Middle East,Also on the daily podcast: US hurricane season starts and football’s Club World Cup,Was Israels Angriff auf den Iran für den Nahen Osten bedeuten wird,Auch auf dem täglichen Podcast: US Hurrikan Saison beginnt und Fußball . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,Lo que significará el ataque de Israel contra Irán para Oriente Medio,También en el podcast diario: Comienza la temporada de huracanes en Estados Unidos y la Copa Mundial de Fútbol,Ce que l'assaut d'Israël contre l'Iran signifiera pour le Moyen-Orient,Aussi sur le podcast quotidien : la saison des ouragans américains commence et la Coupe du monde de football du Club,以色列攻击伊朗对中东的意义何在?,也是每日播客的播客:美国飓风季节开始和足球俱乐部世界杯
5,Putin’s next target,Estonia is girding itself for an invasion as its Russian minority grows restless,Putins nächstes Ziel,"Estland gürtet sich für eine Invasion, da seine russische Minderheit rastlos wächst",El próximo objetivo de Putin,Estonia se está ciñendo para una invasión a medida que su minoría rusa crece inquieta,Poutine : prochaine cible,L'Estonie se ceint d'une invasion alors que sa minorité russe s'agite,普京的下一个目标,爱沙尼亚正在准备入侵 因为它的俄罗斯少数民族越来越不安
6,Israel launches waves of devastating strikes on Iran,Donald Trump warns the next attacks could be “even more brutal”,Israel startet verheerende Streiks gegen den Iran,Donald Trump warnt die nächsten Angriffe könnten noch brutaler sein,Israel lanza oleadas de ataques devastadores contra Irán,Donald Trump advierte que los próximos ataques podrían ser “incluso más brutales”,Israël lance des vagues de frappes dévastatrices sur l'Iran,Donald Trump avertit que les prochaines attaques pourraient être encore plus brutales.,以色列对伊朗发动一波毁灭性打击,"Donald Trump警告下一次攻击可能“更残忍”,"
7,Brian Wilson and the bliss of bubble-gum pop,The hitmaker and member of the Beach Boys left an inimitable catalogue of breezy doo-wop,Brian Wilson und die Glückseligkeit von Bubble-Gum Pop,Der Hitmaker und Mitglied der Beach Boys hinterließ einen unnachahmlichen Katalog von breezy doo-wop,Brian Wilson y la felicidad del pop de chicle,El hitmaker y miembro de los Beach Boys dejó un catálogo inimitable de breezy doo-wop,Brian Wilson et le bonheur de la pop-bubble-gum,Le hitmaker et membre des Beach Boys a laissé un catalogue inimitable de breezy doo-wop,布赖恩·威尔逊和泡泡糖的欢乐,殴打者和海滩男孩成员留下一份不可比拟的易湿性牛排目录。
8,"An interview with Daniel Noboa, Ecuador’s president",A transcript of his meeting with our journalists,"Ein Interview mit Daniel Noboa, Ecuadors Präsident",Eine Abschrift seines Treffens mit unseren Journalisten,"Entrevista con Daniel Noboa, presidente de Ecuador",Una transcripción de su reunión con nuestros periodistas,"Entretien avec Daniel Noboa, président de l'Equateur",Une transcription de sa rencontre avec nos journalistes,采访厄瓜多尔总统诺博亚(Daniel Noboa),他与我国记者会晤的记录
9,Can Germany reinvent its economy?,"Our podcast on markets, the economy and business. This week, the challenges facing an economic plan that is radical (by German standards)",Kann Deutschland seine Wirtschaft neu erfinden?,"Unser Podcast über Märkte, Wirtschaft und Wirtschaft. Diese Woche stehen die Herausforderungen vor einem radikalen Wirtschaftsplan (nach deutschen Standards)",¿Puede Alemania reinventar su economía?,"Nuestro podcast sobre mercados, economía y negocios. Esta semana, los desafíos que enfrenta un plan económico radical (según los estándares alemanes)",L'Allemagne peut-elle réinventer son économie ?,"Notre podcast sur les marchés, l'économie et les entreprises. Cette semaine, les défis auxquels fait face un plan économique radical (selon les normes allemandes)",德国能够重新创造其经济吗?,"在市场、经济和商业上播客。 本周,一个激进的经济计划(按德国标准)面临着挑战。"
10,India’s tragic crash comes amid a rapid expansion of air travel,An Air India jet to London came down moments after take-off,Indiens tragischer Absturz kommt inmitten einer rasanten Expansion des Flugverkehrs,Ein Luft-Indien-Jet nach London kam kurz nach dem Start,El trágico accidente de la India se produce en medio de una rápida expansión de los viajes aéreos,Un avión Air India a Londres cayó momentos después del despegue,L'accident tragique de l'Inde survient au milieu d'une expansion rapide du transport aérien,Un avion d'Air India à Londres est descendu quelques instants après le décollage,印度的悲剧性坠机事件是在空中旅行迅速扩大的情况下发生的。,一架飞往伦敦的印度航空飞机起飞后不久降落
11,"Economic data, commodities and markets",,"Wirtschaftsdaten, Rohstoffe und Märkte",,"Datos económicos, productos básicos y mercados",,"Données économiques, produits de base et marchés",,经济数据、商品和市场,
12,The melting of the Arctic will bring peril—and opportunity,What happens at the North Pole will impact people everywhere,Das Schmelzen der Arktis wird Gefahren und Chancen mit sich bringen,"Was am Nordpol passiert, wird Menschen überall treffen",El derretimiento del Ártico traerá peligro y oportunidad,Lo que pase en el Polo Norte afectará a la gente en todas partes.,La fonte de l'Arctique sera source de périls et d'opportunités.,Ce qui se passe au pôle Nord aura des répercussions sur les gens partout.,北极的融化将带来危险和机会,北极发生的事 将波及各地人民
13,The Club World Cup will be the most global football tournament ever,FIFA’s latest bonanza offers hope to unheralded teams around the world,Die Club World Cup wird das weltweitste Fußballturnier aller Zeiten sein,FIFA-neueste Bonanza bietet Hoffnung für unheralded Teams auf der ganzen Welt,La Copa Mundial de Clubes será el torneo de fútbol más mundial de la historia,La última bonanza de la FIFA ofrece esperanza a equipos desheredados en todo el mundo,La Coupe du Monde du Club sera le tournoi de football le plus mondial de tous les temps,Le dernier bonanza de la FIFA offre de l'espoir aux équipes non hérissées à travers le monde,俱乐部世界杯 将是最 有史以来全球足球锦标赛,国际足足联最新的盛会为全世界无名球队带来了希望。
14,Make America French Again,Gallic lessons for the American private sector,Amerika wieder Französisch machen,Gallische Lektionen für den amerikanischen Privatsektor,Haz que América vuelva a ser francesa,Lecciones gálicas para el sector privado estadounidense,Rendre l'Amérique française,Enseignements gaulois pour le secteur privé américain,使美国再次成为法国人,美国私营部门的古希腊学课程
