,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Trump setzt sich durch: NATO beschließt Fünf-Prozent-Ziel,"Auf Drängen des US-Präsidenten haben sich die NATO-Staaten verpflichtet, ihre Ausgaben für Verteidigung in bisher beispielloser Weise zu steigern. Ist der Zusammenhalt des Bündnisses nun gesichert?",Trump asserts itself: NATO adopts five percent target,"At the urging of the US President, NATO states have committed themselves to increasing their spending on defence in an unprecedented way. Is the alliance's cohesion now secured?",特朗普胜出:北约决定五成目标,"在美国总统的敦促下,北约国家已经承诺以前所未有的速度增加国防开支. 北约联盟的统一安全了吗?"
1,Faktencheck: Hat die NATO Russland in den Krieg getrieben?,"Die NATO habe Russland getäuscht, missachtet und durch die Aufnahme osteuropäischer Staaten in die Enge getrieben. So lautet eine der wichtigsten Begründungen des Kremls für seinen Angriff auf die Ukraine. Was ist dran?",Fact check: Did NATO drive Russia into war?,"NATO had deceived Russia, disregarded it and narrowed it down by admitting Eastern European states. This is one of the Kremlin's most important reasons for its attack on Ukraine. What about it?",事实调查: 北约是否将俄罗斯推向战争?,"北约欺骗了俄罗斯,忽视了俄罗斯,并通过招募了东欧国家而使俄罗斯陷入困境. 这是克里姆林宫对乌克兰发动攻击的主要理由之一."
2,Die neuen Ziele der NATO: Kann Deutschland das stemmen?,"Auf ihrem Gipfel in Den Haag will die NATO ambitionierte Ziele beschließen - mehr Geld für Verteidigung, mehr Truppen. Was bedeutet das für Deutschland?",NATO's new goals: can Germany do that?,"At its summit in The Hague, NATO wants to adopt ambitious targets - more money for defense, more troops. What does this mean for Germany?",北约的新目标: 德国能举起来吗?,"北约在海牙的峰会上希望实现雄心勃勃的目标 - - 增加国防资金,增加军队. 这对德国意味着什么?"
3,Deutschland steigert Engagement für globalen Impfschutz,Bundesentwicklungsministerin Reem Alabali Radovan verspricht der Impfallianz Gavi bis 2030 mehr als eine halbe Milliarde Euro. Angesichts des angekündigten US-Rückzugs sieht sie Deutschland in einer neuen Führungsrolle.,Germany Increases Commitment to Global Vaccination Protection,"Federal Development Minister Reem Alabali Radovan promises the Gavi Imp Falliant more than half a billion euros by 2030. In view of the announced US withdrawal, she sees Germany as a new leader.",德国加强了对全球免疫保护的承诺,"联邦发展部长雷姆·阿拉巴利·拉多万 (Reem Alabali Radovan) 承诺到2030年,Gavi将提供超过50亿欧元的赔偿. 鉴于美国宣布的撤军,她认为德国正在扮演新领导角色."
4,"Astronauten aus Indien, Polen und Ungarn auf dem Weg zur ISS","Eine neue Privat-Mission ist ins All gestartet: ""Ax-4"" der Firma Axiom hat die Internationale Raumstation zum Ziel. An Bord: drei männliche Novizen und eine sehr erfahrene Astronautin.","Astronauts from India, Poland and Hungary on their way to the ISS","A new private mission has been launched into space: ""Ax-4"" by Axiom has the goal of the International Space Station. On board: three male novices and a very experienced astronaut.","来自印度,波兰和匈牙利的宇航员 正在前往国际太空站的路上","艾西姆公司""Ax-4""公司的新任务是国际空间站. 3名男性诺维修员和一名经验丰富的宇航员登机."
5,WM-Affäre 2006: DFB wegen Steuerhinterziehung verurteilt,"Das Landgericht Frankfurt hat im sogenannten ""Sommermärchen""-Prozess um die WM 2006 eine Geldstrafe gegen den DFB verhängt. Nach Ansicht des Gerichts hat der größte Fußballverband der Welt Steuern hinterzogen.",World Cup affair 2006: DFB convicted of tax evasion,"The Regional Court of Frankfurt imposed a fine on the DFB in the so-called ""Summer Fairy Tale"" trial around the 2006 World Cup. According to the court, the largest football association in the world has taxed.",2006年世锦赛 民主党因逃税罪被判处DFB有罪,"法兰克福县法院在2006年世界杯的""夏日神话""诉讼中 判处DFB罚款. 法庭认为,世界最大的足球联盟已经退税了."
6,Zwangsabstieg für Frankreichs Topklub Olympique Lyon,"Olympique Lyon muss aus der Ligue 1 in Frankreich absteigen. Der Fußballklub hat zu hohe Schulden. Dem ehemaligen Serienmeister bleibt allerdings die Möglichkeit, Berufung einzulegen.",Compulsory descent for France's top club Olympique Lyon,"Olympique Lyon has to drop out of Ligue 1 in France. The football club has too much debt. However, the former serial champion remains the opportunity to appeal.",法国顶级奥林匹克运动会的被迫降级,"奥林匹克里昂必须离开法国的立格1号. 足球俱乐部欠了太多债,但前首席执行官仍然有机会上诉."
7,News kompakt: Zweifel an Trump-Aussagen zu Irans Atomanlagen,Das iranische Atomprogramm könnte nach US-Geheimdiensteinschätzung nur ausgebremst sein. In Deutschland läuft eine Razzia gegen Online-Hetzer. Das Wichtigste in Kürze.,News compact: doubts about Trump's statements on Iran's nuclear facilities,"According to US intelligence estimates, Iran's nuclear program could only be slowed down. In Germany, there is a raid against online heretics. The most important thing in brief.",最新消息:对伊朗核设施的疑虑,"伊朗的核计划在美国情报机构评估后可能被拖延了. 在德国,针对在线恐怖分子的突袭行动正在进行. 最重要的是,很快."
8,UN: 410 Tote in Gaza bei Lebensmittelausgabe seit Mai,Nur wenige Lebensmittel gelangen in den umkämpften Gazastreifen. Immer wieder kommt es bei der Verteilung zu tödlichen Zwischenfällen. Die UN erheben schwere Vorwürfe gegen Israels Regierung.,UN: 410 dead in Gaza with food issue since May,Only a few food supplies arrive in the contested Gaza Strip. There are still fatal incidents in the distribution. The UN is making serious accusations against Israel's government.,"UN:5月以来,加沙的食品销售死了410人","加沙地带的粮食很少,但分布中总是有致命事件发生. 联合国对以色列政府提出了严重的指控."
9,70.000 Euro deutsche Steuern für Russlands Kulturhaus,"Im Herzen Berlins gibt es immer noch das ""Russische Haus"". Nach Kritikermeinung wird dort Propaganda für Putins Russland betrieben. Und Deutschland zahlt die Grundsteuer für das Grundstück.","70,000 euros German taxes for Russia's Cultural House","In the heart of Berlin there is still the ""Russian House"". According to critics, propaganda for Putin's Russia is being carried out there. And Germany pays the property tax for the property.",七万欧元的德国税 俄罗斯文化院的税,"柏林中心仍然有""俄罗斯家园"" 评论说,那里有普京俄罗斯的宣传活动. 德国为这栋房子支付了基本税款."
