,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Deutschland nach dem US-Angriff auf den Iran: Berlin im diplomatischen Niemandsland,Bundeskanzler Friedrich Merz verteidigt die USA nach den Angriffen auf den Iran. Deutschland war vorab nicht informiert worden.,Germany after the US attack on Iran: Berlin in the diplomatic no-man's country,Federal Chancellor Friedrich Merz defends the USA after the attacks on Iran. Germany had not been informed in advance.,"美国对伊朗的袭击后,德国在外交无国界的柏林",德国总理弗里德里希·默尔兹在对伊朗发动攻击后为美国辩护. 德国没有得到任何消息.
1,Merz: Iran muss jetzt mit Israel und USA verhandeln,Nach den US-Schlägen gegen den Iran berät in Berlin Bundeskanzler Friedrich Merz mit seinem Sicherheitskabinett. Die Bundeswehr fliegt erstmals Deutsche direkt aus Israel aus.,Merz: Iran must now negotiate with Israel and the USA,"After the US action against Iran, Federal Chancellor Friedrich Merz advises in Berlin with his security cabinet. For the first time, the Bundeswehr flies Germans directly from Israel.",伊朗现在必须与以色列和美国谈判,"美国对伊朗的打击后,德国总理弗里德里希·默尔兹在柏林就其安全区进行咨询. 联邦军首次从以色列直接派遣德国军队."
2,Israel greift Iran an: Deutschlands Nahostpolitik unter Druck,Der israelische Luftangriff auf den Iran markiert eine neue Eskalation im Nahostkonflikt. Deutschland steht nun vor einer außenpolitischen Zerreißprobe.,Israel attacks Iran: Germany's Middle East policy under pressure,The Israeli air attack on Iran marks a new escalation in the Middle East conflict. Germany is now facing a test of foreign policy.,以色列攻击伊朗: 德国的中东政策受到压力,以色列对伊朗的空袭标志着中东冲突的新升级. 德国正面临一场外交政策的破坏.
3,Iran-Israel-Konflikt: Deutschland will vermitteln,Die gegenseitigen Luftangriffe zwischen Israel und dem Iran gehen unvermindert weiter. Gemeinsam mit Verbündeten macht Deutschlands Außenminister Johann Wadephul nun einen diplomatischen Vorstoß zur Deeskalation.,Iran-Israel conflict: Germany wants to mediate,"The mutual airstrikes between Israel and Iran continue unabated. Together with allies, Germany's Foreign Minister Johann Wadephul is now making a diplomatic advance towards de-escalation.",伊朗伊斯拉冲突:德国想传达消息给德国.,"以色列和伊朗之间的空袭没有减弱. 德国外交部长韦德福与盟国一道,在外交上推进解体."
4,Zuwanderung sorgt für mehr Kinderreichtum in Deutschland,"Ein Haushalt, zwei Eltern und (mindestens) drei Kinder: In Deutschland sind kinderreiche Familien verbreiteter als viele glauben. Dabei spielt auch Zuwanderung eine wichtige Rolle.",Immigration provides more children's wealth in Germany,"One household, two parents and (at least) three children: In Germany, large families are more common than many believe. Immigration also plays an important role.",移民会增加德国的儿童财富,"一个家庭,两个父母和三个孩子 (至少三个孩子) 德国的儿童家庭比许多人认为的还要普遍. 移民也很重要."
5,Waldbrände toben auf griechischer Insel Chios,Starke Winde erschweren den Feuerwehrleuten die Löscharbeiten. Etliche Ortschaften mussten evakuiert werden. Auch Chios' einzigartige Mastix-Pflanzen sind in Gefahr.,Forest fires rag on the Greek island of Chios,Strong winds make extinguishing work difficult for firefighters. Several villages had to be evacuated. Chios' unique mastic plants are also in danger.,森林大火席卷希腊奇奥斯岛,强风使消防员难以处理消防工作. 有些地方需要疏散. 奇奥斯的独家马斯特里克斯作物也处于危险之中.
6,Appell an deutsche Regierung: Entwicklungshilfe nicht kürzen,"30 Nichtregierungsorganisationen haben die Bundesregierung eindringlich aufgerufen, die Gelder für Entwicklungshilfe nicht zu verringern. Auch Bill Gates warnt.",Appeal to German Government: Don't cut development aid,30 NGOs have urged the Federal Government not to reduce funds for development aid. Bill Gates also warns.,要求德国政府不要削减援助,三十个非政府组织敦促联邦政府不要减少援助资金. 比尔·盖茨也警告我们.
7,News kompakt: Europäer richten Appell an den Iran,Nach den US-Angriffen auf Atomanlagen Irans werden die Rufe nach einer Rückkehr zur Diplomatie lauter. Die NATO-Staaten erzielen eine Einigung über die Erhöhung ihrer Verteidigungsausgaben. Das Wichtigste in Kürze.,Compact news: Europeans appeal to Iran,"Following the US attacks on Iran's nuclear facilities, calls for a return to diplomacy are growing louder. NATO states reach an agreement on increasing their defence spending.",新闻报道:欧洲向伊朗发出呼吁,"美国对伊朗核设施的袭击后,要求恢复外交的呼声越来越大. 北约国家同意增加国防开支. 最重要的是,很快."
8,Basketball: Oklahoma City und Hartenstein gewinnen NBA,Im siebten Spiel der Finalserie gegen die Indiana Pacers sichern sich die Oklahoma City Thunder den Titel in der besten Basketballliga der Welt. Das Spiel beginnt allerdings mit einem Schock für Indiana.,Basketball: Oklahoma City and Hartenstein win NBA,"In the seventh game of the final series against the Indiana Pacers, the Oklahoma City Thunder secures the title in the world's best basketball league. However, the game begins with a shock for Indiana.",篮球:俄克拉荷马城和哈特斯坦队赢了NBA,在印地安那州队决赛第七季中 俄克拉荷马市雷雨季的冠军赛中 世界顶尖的篮球赛冠军获胜
9,Compact: Darf das rechtsextreme Magazin weiter erscheinen?,"Am 24. Juni entscheidet das Bundesverwaltungsgericht, ob das vorübergehend verbotene Compact-Magazin eine Zukunft hat. Die zentrale Frage: Wann endet die Pressefreiheit in Deutschland?",Compact: May the far-right magazine continue to appear?,"On 24 June, the Federal Administrative Court will decide whether the temporarily banned Compact magazine has a future.The central question: When does freedom of the press end in Germany?",这本极右翼杂志能继续放映吗?,"6月24日,联邦政府法院决定 临时禁版杂志是否还有未来. 关键问题是,德国的新闻自由什么时候结束?"
