,title-de,content-de,title-en,content-en,title-zh,content-zh
0,"Große Pläne, kleine Zahlen: Fachkräfte aus Afrika","Chancenkarte, Migrationsabkommen, Auslandsportal: Deutschland will Fachkräfte aus Afrika anwerben. Doch warum kommen so wenige? Und warum werden so viele abgelehnt?","Big plans, small numbers: professionals from Africa","Chance map, migration agreements, international portal: Germany wants to recruit skilled workers from Africa. But why do so few come? And why are so many rejected?","大计划,小数字: 非洲技术人员","机会卡,移民协定,海外出口,德国想从非洲招聘技术人员,为什么这么少人来?"
1,Deutschland: Jeder vierte Einwanderer will wieder gehen,"Warum verlassen Migranten Deutschland wieder? Eine neue Studie zeigt, dass andere Länder für ökonomisch erfolgreiche Ausländer attraktiver sind. Diskriminierung spielt eine große Rolle, aber es gibt auch andere Gründe.",Germany: One in four immigrants wants to leave again,"Why do migrants leave Germany again? A new study shows that other countries are more attractive to economically successful foreigners. Discrimination plays a major role, but there are other reasons.",德国:四个移民都想要离开,"为什么移民又离开德国了? 一项新研究表明,其他国家对经济成功的外国人更具吸引力. 歧视是很重要的,但有别的原因"
2,Wie die Chancenkarte den deutschen Arbeitsmarkt retten soll,"Seit dem 1. Juni gibt es die sogenannte Chancenkarte. Damit können Menschen, die nicht aus der EU kommen, in Deutschland auf Arbeitssuche gehen. Das soll den Fachkräftemangel lindern - doch Experten bleiben skeptisch.",How the Chance Card should save the German labour market,Since 1 June there is the so-called opportunity card. This means that people who do not come from the EU can go to Germany to find work. This is supposed to alleviate the shortage of skilled workers - but experts remain skeptical.,机会卡如何拯救德国劳动力市场?,"从6月1日起就有所谓的""机会卡""了. 这让那些非欧盟人可以在德国寻找工作. 这是为了减轻技能短缺,但专家仍然持怀疑态度."
3,16 Tote bei Protesten gegen Polizeigewalt in Kenia,Zum Jahrestag der Anti-Regierungs-Proteste in Kenia haben Menschen landesweit an die damaligen Opfer erinnert. Die zunächst friedlichen Kundgebungen schlugen in blutige Auseinandersetzungen mit der Polizei um.,16 dead in protests against police violence in Kenya,"On the occasion of the anniversary of the anti-government protests in Kenya, people throughout the country reminded of the victims of that time.The first peaceful rallies turned into bloody clashes with the police.",16人死于肯尼亚的抗议警察暴力事件,"在肯尼亚的反政府示威纪念日,人们想起了当时的受害者. 一开始的和平集会,在与警察的血腥争斗中倒退了."
4,Tote nach Erdrutsch in Kolumbien,Eine Lawine aus Schutt und Schlamm hat in einer Gemeinde bei Medellín gut 50 Häuser unter sich begraben. Mindestens zehn Bewohner kamen ums Leben. Und die Zahl der Opfer könnte noch steigen.,Deaths after landslide in Colombia,"An avalanche of rubble and mud buried more than 50 houses in a community near Medellín. At least ten people died, and the number of victims could increase.",在哥伦比亚土崩瓦解后死亡,"麦德林的一个社区里,雪崩和泥巴 埋藏了50座房子. 至少有10个居民丧生. 伤亡人数可能还会增加."
5,"Ecuador: Drogenboss ""Fito"" nach monatelanger Flucht gefasst",Ecuadors Präsident verkündet die Festnahme des berüchtigtsten Drogenbosses des Landes. Damit endet die monatelange Fahndung nach dem Anführer der Bande Los Choneros. Auf ihn wartet nun ein Gerichtsprozess in den USA.,"Ecuador: Drug boss ""Fito"" caught after months of escape","Ecuador's president announces the arrest of the country's most notorious drug boss, ending the month-long search for the leader of the gang Los Choneros. He is now awaiting a court trial in the USA.","厄瓜多尔:在数月的逃亡后 毒枭""Fito""被捕","厄瓜多尔总统宣布逮捕全国最臭名昭著的毒枭,这将结束数月的搜捕洛杉矶周洛集团的头目. 现在,他正等待美国审判."
6,"Colonia Dignidad: ""Systematische Menschenrechtsverletzungen""",Der Bericht des staatlichen Menschenrechtsinstituts INDH in Chile legt den Finger in eine offene Wunde. Auf dem Gelände der Siedlung wurden schwerste Verbrechen begangen. Um die Aufarbeitung wird bis heute gerungen.,"Colonia Dignidad: ""Systematic human rights violations""","The report of the state human rights institute INDH in Chile puts its finger in an open wound. On the site of the settlement the most serious crimes were committed. To this day, the reprocessing is being fought.","Colonia Dignidad: ""系统侵犯人权""",智利政府人权机构的报告将手指伸向伤口. 居住区内犯下了最严重的罪行. 为使调查工作到今天为止.
7,Siedlerangriff im Westjordanland: Drei Palästinenser getötet,Ein Angriff israelischer Siedler auf einen palästinensische Ort im besetzten Westjordanland hat eine tödliche Konfrontation ausgelöst. Israels Armee spricht von drei toten Palästinensern nach Schusswechseln.,Settler attack in the West Bank: Three Palestinians killed,An attack by Israeli settlers on a Palestinian site in the occupied West Bank has triggered a deadly confrontation. Israel's army speaks of three dead Palestinians after gunfire.,西约旦河西岸的定居者袭击:三名巴勒斯坦人被杀害,以色列定居者对被占领的西岸的巴勒斯坦领土的袭击引发了致命的对抗. 以色列军队在交火后提到了三名巴勒斯坦人死亡.
8,News kompakt: Weg für Ukraine-Sondertribunal geebnet,Der ukrainische Präsident und der Europarat haben die Einrichtung eines Tribunals zu Russlands Angriffskrieg besiegelt. Eine Siedler-Attacke auf einen palästinensischen Ort endet tödlich. Das Wichtigste in Kürze.,News compact: Way paved for Ukraine special tribunal,The Ukrainian President and the Council of Europe have sealed the establishment of a tribunal on Russia's war of aggression. A settler attack on a Palestinian place ends fatally.,新闻翻译: 乌克兰特别法庭的路线,"乌克兰总统和欧洲委员会已决定成立俄罗斯侵略战争的法庭. 对巴勒斯坦领土的定居者攻击将导致死亡. 最重要的是,很快."
9,Corona: Aufarbeitung der Pandemie im Bundestag – aber wie?,Rund zwei Jahre nach dem Ende des Ausnahmezustands will das Parlament Lehren aus dem Umgang mit Covid-19 ziehen. Ein umstrittenes Thema: Ex-Gesundheitsminister Jens Spahn und die sogenannte Masken-Affäre.,Corona: Reworking the pandemic in the Bundestag – but how?,"Around two years after the end of the state of emergency, the Parliament wants to learn lessons from the handling of Covid-19. A controversial topic: former health minister Jens Spahn and the so-called mask affair.",科罗娜: 如何在联邦会议进行大流行病的演化?,"紧急状态结束大约两年后,议会决定与Covid -19打交道. 一个争议性的话题:前部长Jens Spashn 和所谓的面具专家."
10,Tschechien: Oligarch Andrej Babis muss erneut vor Gericht,"Tschechiens Oppositionsführer, Ex-Premier und Milliardär Andrej Babis hat gute Aussichten, die Wahlen im Herbst zu gewinnen. Doch kann er wieder Regierungschef werden? Der Korruptionsprozess geht in die nächste Runde.",Czech Republic: Oligarch Andrej Babis must go to court again,"Czech opposition leader, ex-premier and billionaire Andrej Babis has good prospects of winning the elections in the autumn. But can he become head of government again? The corruption process goes into the next round.",捷克人:寡头安德烈宝宝必须重新上庭审判,"捷克的反对党领袖,前总统和亿万富翁安德烈·巴比斯 (Andrej Babys) 在今年秋天赢得大选的前景很好. 但他能再次担任领导人吗?"
11,Wohnen auf Probe gegen Bevölkerungsschwund in Ostdeutschland,Im Osten Deutschlands schrumpfen viele Städte und Gemeinden. Projekte zum günstigen Probewohnen sollen Menschen wieder in die Region locken.,Housing on trial against population decline in East Germany,"In the east of Germany, many cities and communities are shrinking. Projects for favorable test living should attract people back to the region.",针对东德人口流失的试验性试验生活,"在德国东部,许多城市和社区正在缩水. 低成本的试用房项目旨在吸引人们回到该地区."
12,China nutzt Seltene Erden als strategische Waffe,"China verfügt über enorme Mengen an Seltenen Erden - notwendig für Smartphones, E-Autos und Militärtechnologie. Solange China diesen Markt beherrscht, hat Peking großen Einfluss auf die wichtigen Industrien des Westens.",China uses rare earths as a strategic weapon,"China has enormous amounts of rare earths - necessary for smartphones, e-cars and military technology. As long as China dominates this market, Beijing has great influence on the major industries of the West.",中国把稀土作为战略武器,"中国拥有庞大的稀有土壤 - - 智能手机,电子汽车和军事技术. 只要中国控制着这个市场,北京就会对西方的重要产业产生重大影响."
13,70.000 Euro deutsche Steuern für Russlands Kulturhaus,"Im Herzen Berlins gibt es immer noch das ""Russische Haus"". Nach Kritikermeinung wird dort Propaganda für Putins Russland betrieben. Und Deutschland zahlt die Grundsteuer für das Grundstück.","70,000 euros German taxes for Russia's Cultural House","In the heart of Berlin there is still the ""Russian House"". According to critics, propaganda for Putin's Russia is being carried out there. And Germany pays the property tax for the property.",七万欧元的德国税 俄罗斯文化院的税,"柏林中心仍然有""俄罗斯家园"" 评论说,那里有普京俄罗斯的宣传活动. 德国为这栋房子支付了基本税款."
14,Weniger Entwicklungshilfe: Hilfsorganisationen sind entsetzt,"Hilfsorganisationen warnen vor den Gefahren für Millionen Menschen in Zeiten zahlreicher Kriege und Konflikte. Während die Welt massiv aufrüstet, gibt es dramatisch weniger Geld für arme Länder.",Less development aid: aid organisations are appalled,"Aid organizations warn of the dangers for millions of people in times of numerous wars and conflicts. While the world is massively arming up, there is dramatically less money for poor countries.",减少发展援助:援助机构受到惊吓.,"援助机构警告在很多战争和冲突时期,数百万人面临危险. 世界正在大幅升级,而穷国的资金却显著减少."
