,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Ungarn: Pride Parade wird zum Aufstand gegen Orbans System,Trotz - oder wegen - des Verbots kamen in Ungarn Hunderttausende zur Budapest Pride. Es ging um viel mehr als nur um LGBTQ-Rechte. Beobachter sehen in der machtvollen Kundgebung den Anfang vom Ende der Orban-Herrschaft.,Hungary: Pride Parade becomes an uprising against Orban's system,"Despite - or because of - the ban, hundreds of thousands came to Budapest Pride in Hungary. It was about much more than just LGBTQ rights. Observers see in the powerful rally the beginning of the end of the Orban rule.",匈牙利:普莱德游行成为反欧城制度的暴动.,这不仅仅是LGBTQ权利的问题. 观察者在大游行中看到世界大城统治的终结.
1,"Orban gegen die Ukraine: Kampagne zu Ende, Hetze geht weiter","In der antiukrainischen Kampagne der ungarischen Regierung soll angeblich eine große Mehrheit der Ungarn gegen die EU-Mitgliedschaft der Ukraine gestimmt haben. Orban sieht darin ein Mandat, seine Politik fortzuführen.","Orban against Ukraine: campaign to end, incitement continues","In the anti-Ukrainian campaign of the Hungarian government, a large majority of Hungary allegedly voted against the EU membership of Ukraine. Orban sees it as a mandate to continue its policy.","世界大战乌克兰: 竞选结束, 暴动继续.",匈牙利政府在反乌克兰运动中据说多数匈牙利人投票反对乌克兰加入欧盟. 欧城认为它有责任继续其政策.
2,Ungarn: Protz und Infrastruktur-Chaos bedrohen Orbans Macht,Ungarns Öffentlichkeit ist zunehmend empört über das Luxusleben im Umfeld von Viktor Orban und über das Infrastruktur-Chaos im Land. Der Premier reagiert darauf mit hysterischer Propaganda. Rettet das seine Macht?,Hungary: Protz and infrastructure chaos threaten Orban's power,Hungary's public is increasingly outraged by the luxury life around Viktor Orban and the infrastructure chaos in the country. The Prime Minister reacts with hysterical propaganda. Does this save his power?,匈牙利:普罗兹和基础设施冲突威胁到欧城的权力,"匈牙利的公众越来越为对""欧城""周边的奢侈生活 和该国的基础设施危机感到愤怒. 首相对此的反应是夸大宣传. 这能拯救他的权力吗?"
3,Zehntausende bei Pride-Marsch in Budapest,Machtprobe an der Donau: Die LGBTQ-Community ignoriert die Warnungen von Ungarns Regierungschef Viktor Orban und versammelt sich zum Budapester CSD.,Tens of thousands at Pride-Marsch in Budapest,Test of power on the Danube: The LGBTQ community ignores the warnings of Hungary's head of government Viktor Orban and gathers to the Budapest CSD.,在布達佩斯的普萊德 -馬歇爾有成千上萬人在布達佩斯,"在多诺河上进行权力测试:LGBTQ -Community无视匈牙利领导人维克多·欧班的警告,并聚集在布达佩斯的CSD."
4,Interpol warnt: Menschenhandel hinter digitaler Fassade,Falsche Jobversprechen locken Menschen aus allen Kontinenten in Online-Betrugszentren. Dort werden sie gleichzeitig zu Opfern und Tätern. Interpol warnt vor einer globalen Krise.,Interpol warns: Trafficking in human beings behind digital facades,False job promises attract people from all continents to online fraud centers. There they become victims and perpetrators at the same time. Interpol warns of a global crisis.,国际刑警警告:在数字化外表下贩卖人口,"假工作承诺会吸引来自各大洲的人进入在线服务中心,同时成为受害者和行凶者. 国际刑警组织警告全球危机."
5,UN werben in Sevilla um mehr Geld für Entwicklungshilfe,In Spanien hat die vierte UN-Konferenz für Entwicklungsfinanzierung begonnen - inmitten drastischer Sparmaßnahmen bei internationalen Hilfen. Die USA bleiben der Konferenz demonstrativ fern.,UN promote development aid in Seville,"In Spain, the fourth UN Conference on Financing for Development has begun - in the midst of drastic austerity measures in international aid. The USA remains demonstrably far from the conference.",聯合國在塞维利亚的宣传活动 为发展援助筹集更多的资金,"在西班牙,第四届联合国发展筹资会议已经开始了 - 国际援助的大幅紧缩措施. 美国不会参加会议."
6,"Trump: ""Wir haben einen Käufer für TikTok""","Wegen Sicherheitsbedenken hatte der US-Kongress gesetzlich festgelegt, das US-Geschäft von TikTok darf nicht in chinesischer Hand sein. Die Suche nach einem Käufer scheint beendet - noch ist es aber eine Glaubensfrage.","Trump: ""We have a buyer for TikTok""","Because of security concerns, the US Congress had decreed that the US business of TikTok should not be in Chinese hands. The search for a buyer seems to have ended - but it is still a question of faith.","特朗普: ""我们找到Tiktok的买家了""","基于安全考虑,美国国会已规定,美国Tiktok的业务不能掌握中国. 寻找买家似乎结束了,但仍是一个信仰问题."
7,"Belgien gewinnt Basketball-EM, DBB-Frauen starke Fünfte","Während die deutsche Basketball-Nationalmannschaft der Frauen das beste Ergebnis bei einer Europameisterschaft seit 28 Jahren erzielt, verteidigt Belgien in einem Herzschlag-Finale gegen Spanien den Titel.","Belgium wins basketball EM, DBB women strong fifth","While the German women's national basketball team achieves the best result in a European championship for 28 years, Belgium defends the title in a heartbeat final against Spain.","比利时人赢得篮球EM,DBB女性强势第五名","在过去28年中,德国妇女篮球队在欧洲杯上取得最佳成绩 比利时在心跳决赛中捍卫了西班牙的冠军"
8,Deutschland sagt Ukraine anhaltende Waffenhilfe zu,Bundesaußenminister Wadephul hat der Ukraine den vollen Rückhalt der deutschen Regierung zugesichert - beim Thema Waffen und auch in allen anderen Bereichen. Der CDU-Minister hält sich zu einem Besuch in Kyjiw auf.,Germany pledges continued arms aid to Ukraine,Federal Foreign Minister Wadephul has assured Ukraine of the full support of the German government - on the subject of weapons and also in all other areas. The CDU Minister is on a visit to Kyyiv.,德国同意乌克兰继续提供武器援助.,"联邦部长韦德福向乌克兰保证,在武器问题上和其他所有方面,德国政府将完全支持乌克兰政府. CDU部长要求访问基吉温."
9,Angreifer erschießt Feuerwehrleute in den USA - News kompakt: Das Wichtigste kurz gefasst,Die Feuerwehrmänner in Idaho im Nordwesten der USA löschten gerade einen Buschbrand. Ein Gericht in der Türkei fällt ein entscheidendes Urteil. Das Wichtigste in Kürze.,Attackers shoot firefighters in the USA - News compact: The most important in brief,The firemen in Idaho in the northwest of the USA just extinguished a bush fire. A court in Turkey makes a decisive judgment. The most important thing in brief.,"袭击者在美国射杀消防员 新闻报道: 最重要的是,我们很快就能抓住他们","美国西北地区,爱达荷州消防员刚刚灭了一桩灌木丛. 土耳其法院将做出决定性判决. 最重要的是,很快."
