,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Breite Zustimmung in Israel für den Angriff auf den Iran,Mit den Angriffen auf den Iran hat Israels Ministerpräsident Benjamin Netanjahu eine neue Front eröffnet. Könnte eine Schwächung des Iran jedoch auch zu einem Ende des Krieges in Gaza führen?,Wide support in Israel for the attack on Iran,"With the attacks on Iran, Israel's Prime Minister Benjamin Netanyahu has opened a new front, but could a weakening of Iran also lead to an end to the war in Gaza?",以色列广泛同意对伊朗发动攻击,以色列总理本杰明·内塔尼亚胡因袭击伊朗而开启了新的前线. 伊朗的削弱能导致加沙战争的结束吗?
1,Israel meldet Schlag gegen iranische Al-Kuds-Brigaden,Der wechselseitige Beschuss zwischen Israel und dem Iran dauert unvermindert an. Ziel einer israelischen Attacke war auch ein hochrangiger Vertreter der iranischen Elitestreitmacht.,Israel Reports Strike Against Iranian Al-Kuds Brigades,The mutual fire between Israel and Iran continues unabated. The aim of an Israeli attack was also a high-ranking representative of the Iranian elite force.,"以色列报告说,以色列对伊朗的基地组织发动袭击",以色列与伊朗之间的交战持续不已. 以色列袭击的目标也是伊朗精英部队的高级官员.
2,Iran: Ist ein Regimewechsel möglich?,"Die Führung der Islamischen Republik setzt auf das patriotische Empfinden der Bevölkerung, um ihre Macht zu stabilisieren. In der Opposition rührt sich Widerstand. Sie ist aber zersplittert.",Iran: Is a regime change possible?,"The leadership of the Islamic Republic relies on the patriotic sentiment of the population to stabilize its power. Opposition stirs up resistance, but it is fragmented.","伊朗,可以改变政权吗?","伊斯兰共和国的领导层依赖于民众的爱国感,以稳定他们的力量. 在反对党中,反对势力正在蔓延,但是它已经分裂了."
3,"Massenentlassungen bei der ""Stimme Amerikas""","Mehr als 80 Jahre nach seiner Gründung steht beim US-Auslandssender Voice of America der Kahlschlag an. Ob die traditionsreiche Institution das überlebt, ist offen.","Mass redundancies at the ""voice of America""","More than 80 years after it was founded, the US foreign broadcaster Voice of America is facing a bald blow. Whether the traditional institution survives this is open.","""美国声音""的大规模释放","他创立80多年后,美国国务院的发言权被美国广播公司所取代. 传统机构是否能够生存下来,是开放的."
4,Russland attackiert ukrainische Energieversorgung,"Während der russische Angriffskrieg fortdauert, erhebt Kremlchef Putin immer weiter gehende Ansprüche: ""Die ganze Ukraine ist unser"", verkündet er in St. Petersburg.",Russia attacks Ukrainian energy supply,"While the Russian war of aggression continues, Kremlin chief Putin continues to make more and more demands: ""The whole of Ukraine is ours,"" he proclaims in St. Petersburg.",俄罗斯攻击乌克兰能源供应,"俄罗斯发动的进攻持续不断,克里姆林宫领导人普京对不断增加的要求: ""整个乌克兰是我们的,""他在圣彼得堡宣布."
5,USA: Pro-palästinensischer Aktivist Khalil auf Kaution frei,"Seit März saß Mahmoud Khalil in einem US-Gefängnis. Nun ordnete ein Richter seine Freilassung an. Doch die Ausweisung von Khalil, der sich für die Rechte der Palästinenser einsetzt, ist noch nicht vom Tisch.",USA: Pro-Palestinian activist Khalil free on bail,"Mahmoud Khalil has been in a U.S. prison since March. Now a judge ordered his release. However, the expulsion of Khalil, who is campaigning for the rights of the Palestinians, is not yet off the table.",美国 巴勒斯坦激进分子卡里尔被保释,"3月以来,马哈茂德·卡里尔在美国监狱服刑. 现在,一位法官下令释放卡里尔. 但卡利尔的驱逐行动仍未结束."
6,News kompakt: Europäische Außenminister drängen den Iran zu Gesprächen mit den USA,Europäische Außenminister haben in Genf mit ihrem iranischen Amtskollegen über ein Einlenken Teherans im Atomkonflikt beraten. Der Pro-Palästina-Aktivist Mahmoud Khalil ist frei. Das Wichtigste in Kürze.,Compact news: European Foreign Ministers urge Iran to hold talks with the US,"In Geneva, European Foreign Ministers discussed with their Iranian counterpart on Tehran's intervention in the nuclear conflict. Pro-Palestine activist Mahmoud Khalil is free.",新闻报道:欧洲外交部长敦促伊朗与美国进行谈判,欧洲外交部长已经在日内瓦与伊朗的官员们讨论过关于核冲突中的德黑兰的动议. 亲巴勒斯坦的亲信者马哈茂德·卡里尔自由了. 最重要的事情很快就要发生了.
7,Deutsche Welle: Barbara Massing wird neue Intendantin,An der Spitze der Deutschen Welle steht künftig erstmals eine Frau. Der Rundfunkrat hat die bisherige Verwaltungsdirektorin Barbara Massing zur neuen Intendantin des deutschen Auslandsrundfunks gewählt.,Deutsche Welle: Barbara Massing becomes new director,"In the future, a woman will be at the head of Deutsche Welle for the first time. The Broadcasting Council has elected the former administrative director Barbara Massing as the new director of German broadcasting abroad.",德国浪潮: 芭芭拉·马西因成为新的创始人,德国浪潮的顶端是女性首位. 广播委员会选了迄今为止的行政主任芭芭拉·马辛 成为德国海外无线电的新总线.
8,Wie Malawis Jugend um politische Integration kämpft,"Während sich Malawi auf die Wahlen im September vorbereitet, drängen junge Kandidaten auf eine politische Beteiligung. Doch eingefahrene Parteistrukturen und finanzielle Hindernisse stehen ihnen im Weg.",How Malawi's Youth Fights for Political Integration,"While Malawi is preparing for the elections in September, young candidates are pushing for political participation. However, party structures and financial obstacles stand in their way.",就像马拉维年轻时一样 为政治一体化而奋斗,"马拉维准备9月的选举时,年轻的候选人正敦促政治参与. 但入党的结构和财务障碍阻碍了他们."
9,Faktencheck: Dieses virale Drohnenvideo von der Zerstörung im Gazastreifen ist echt,"Ein virales Video soll Zerstörungen in Gaza durch israelische Angriffe zeigen. Die DW hat die Aufnahmen überprüft: Obwohl von einigen Usern anders dargestellt, sind sie tatsächlich echt.",Fact Check: This viral drone video of the destruction in Gaza is real,"A viral video is supposed to show destruction in Gaza by Israeli attacks. The DW has checked the recordings: Although depicted differently by some users, they are actually real.",事实调查:加沙地带被毁的这个病毒无人机视频是真的,"DW检查了这些录像,虽然有些用户有不同描述,但它们是真的"
