,title-de,content-de,title-en,content-en,title-zh,content-zh
0,AfD und radikale Christen: Traum von anderer Gesellschaft,"Die radikale Rechte in Deutschland, Europa und den USA gibt sich als Verteidiger eines vermeintlich christlichen Abendlandes. Ihr Kampf geht gegen den Islam. Religion spielt dabei aber eine untergeordnete Rolle.",AfD and radical Christians: dream of other society,"The radical right in Germany, Europe and the USA is a defender of a supposedly Christian West. Their struggle goes against Islam. Religion plays a subordinate role in this.",AfD 和激进基督徒: 梦见别的社会.,"德国,欧洲和美国的激进权利是基督教晚会的辩护律师,他们反对伊斯兰教,但宗教是次要的."
1,Die AfD in Deutschland und ihre Geschwister in Europa,"Fast überall in Europa sind Parteien von extrem rechts auf dem Vormarsch. Doch während die AfD in Deutschland von anderen Parteien gemieden wird, hat man in vielen anderen Ländern kaum Berührungsängste.",The AfD in Germany and its siblings in Europe,"Almost everywhere in Europe, parties from the extreme right are on the rise. However, while the AfD in Germany is avoided by other parties, in many other countries there is little fear of contact.",德国的AFD 和他们的兄弟姐妹在欧洲.,"大多数欧洲政党都是极右派. 但是,尽管德国的AFD被其他政党所取代,但在其他国家却很少受到伤害."
2,Die polarisierte Gesellschaft - wie umgehen mit der AfD?,"In Deutschland wächst die Sorge, dass sich die Gesellschaft immer weiter spaltet. Die Frage, wie rechtsextrem die AfD ist, könnte dies noch befeuern.",The polarized society - how to deal with the AfD?,"In Germany, there is growing concern that society will continue to divide, and the question of how far-right the AfD is could be fuelled.",极化社会 - - 如何处理AfD?,"在德国,人们越来越担心社会正在继续分裂. 极右翼的AFD是多好的问题,这可能会引起更多的关注."
3,"Faktencheck: AfD nun doch nicht ""gesichert rechtsextremistisch""?","Die Alternative für Deutschland und ihre Anhänger feiern es als Teilerfolg: Das Bundesamt für Verfassungsschutz habe die Einstufung als ""gesichert rechtsextremistisch"" zurückgenommen. Doch das stimmt so nicht.","Fact check: AfD now not ""secured right-wing extremist""?","The alternative for Germany and its supporters celebrate it as a partial success: the Federal Office for Constitutional Protection has withdrawn the classification as ""secured right-wing extremist"". But that is not true.","AFD现在不是""极右翼的保证""吧?","德国及其支持者的替代方案是部分成功:联邦宪法保护局撤回了""极右翼分子保护""的职等. 但事实并非如此."
4,"Steinmeier kritisiert ""Populismus"" der Trump-Regierung","Normalerweise gibt sich der Bundespräsident zurückhaltend, was tagespolitische Entwicklungen angeht. In Hamburg wählte Frank-Walter Steinmeier nun aber ziemlich deutliche Worte in Sachen Forschungsstandort USA.","Steinmeier criticises ""populism"" of the Trump administration","Normally, the Federal President is reluctant about day-to-day political developments. In Hamburg, however, Frank-Walter Steinmeier now chose rather clear words in terms of US research location.","斯坦梅耶批评特朗普政府的""流行主义""","一般来说,美国总统会对时事发展保持保留态度. 在汉堡,弗兰克·瓦默·斯坦梅耶在美国研究中心 (National Stonemeier) 发表了相当有力的演讲."
5,China reagiert harsch auf Hegseth-Äußerung,"Chinas Armee übe für den Ernstfall, hatte US-Verteidigungsminister Pete Hegseth mit Blick auf Taiwan gewarnt. Die Führung in Peking will das nicht auf sich sitzen lassen und keilt zurück.",China Responds Harshly to Hegseth Expulsion,"China's army was practicing for the emergency, had warned U.S. defense minister Pete Hegseth with a view to Taiwan. The leadership in Beijing does not want to let that sit on itself and kick back.",中国对海格塞特减肥的反应是冷漠的,美国国防部长彼得·海格西斯曾警告中国军队要面对紧急事件. 北京的领导人不想坐以待毙
6,Musk-Freund soll doch nicht NASA-Chef werden,"Erst bezeichnete der US-Präsident den Milliardär Jared Isaacman als ""ideal"" für den Chef-Posten bei der Raumfahrtbehörde. Jetzt macht Donald Trump einen Rückzieher. Sind die Differenzen mit Elon Musk der Grund?",I don't want Musk friend to be NASA boss,"First, the US president called the billionaire Jared Isaacman ""ideal"" for the chief post at the Space Agency. Now Donald Trump is making a retreat. Are the differences with Elon Musk the reason?",不应该让穆斯卡的朋友成为太空总署的总经理,"首先,美国总统把亿万富翁Jared Isaacman称为太空总署首席邮政官. 现在唐纳德·特朗普退缩了. 与Elon Musk的分歧是原因吗?"
7,Drei Tote bei Brand in Hamburger Krankenhaus,Das Feuer brach nachts im Marienkrankenhaus in Hamburgs Stadtteil Hohenfelde aus. Es gab zahlreiche Verletzte.,Three dead at fire in Hamburg hospital,The fire broke out at night in the Marienkrankenhaus in Hamburg's Hohenfelde district. There were numerous injuries.,汉堡包医院的三起火灾死亡,火災在晚上發生在漢堡市郊的瑪麗醫院. 傷者多數.
8,Randale in Paris nach Champions-League-Finale,"Paris Saint-Germain hat mit 5:0 gegen Inter Mailand in München einen historischen Sieg gefeiert. Während es dort weitgehend friedlich blieb, kam es in der französischen Hauptstadt zu Krawallen. Zwei Menschen starben.",Randale in Paris after Champions League finale,"Paris Saint-Germain celebrated a historic victory with 5:0 against Inter Milan in Munich. While it remained largely peaceful there, riots broke out in the French capital. Two people died.",巴黎的邊境是冠軍萊格決賽後 巴黎的冠軍列格決賽,"巴黎圣吉尔曼五比零,在慕尼黑庆祝了一场历史性的胜利. 在大多数和平时期,法国首都发生了暴乱. 两名男子丧生."
9,Unabhängigkeitskampf in Cabinda: Der Druck auf Angola nimmt zu,"In der angolanischen Exklave Cabinda spitzt sich der Konflikt zwischen Regierung und Separatisten zu. Beide Seiten werfen sich Menschenrechtsverletzungen vor, während die Lage für die Bevölkerung immer prekärer wird.",Independence struggle in Cabinda: Pressure on Angola increases,"In the Angolan exclave Cabinda, the conflict between government and separatists is intensifying. Both sides are accusing themselves of human rights violations, while the situation is becoming increasingly precarious for the population.",在卡宾达的独立斗争:安哥拉的压力越来越大,"在安哥拉的前奴隶卡宾达,政府与分离主义者之间的冲突正在加剧. 双方都指责侵犯人权的行为,而民众的境况却越来越脆弱."
10,Zwischen Chaos und Demokratie: Libyen steht am Scheideweg,"Neue Kämpfe im Westen Libyens wecken die Sorge vor einem Wiederaufflammen des Bürgerkriegs. Doch Beobachter sehen in den Unruhen auch eine Chance, die politische Blockade im gespaltenen Libyen zu überwinden",Between Chaos and Democracy: Libya at the Crossroads,New fighting in western Libya arouses concern about a resurgence of civil war. But observers also see the unrest as an opportunity to overcome the political blockade in divided Libya,混乱与民主: 利比亚在十字路口,"利比亚西部的新战事引起了内战复苏的担忧. 但观察家们也看到,在这场骚乱中,我们有机会克服分裂的利比亚的政治僵局."
