,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Might the Royal Air Force go nuclear again?,The defence review suggests that Britain could soon wield tactical nuclear bombs,Könnte die Royal Air Force wieder atomar werden?,"Die Überprüfung der Verteidigung deutet darauf hin, dass Großbritannien bald taktische Atombomben durchführen könnte.",¿Podría la Real Fuerza Aérea volver a ser nuclear?,La revisión de la defensa sugiere que Gran Bretaña pronto podría empuñar bombas nucleares tácticas,L'armée de l'air royale pourrait-elle redevenir nucléaire ?,L'examen de la défense suggère que la Grande-Bretagne pourrait bientôt utiliser des bombes nucléaires tactiques,皇家空军会再次核化吗?,"国防审查表明,英国很快会使用战术核炸弹"
1,How America and China spooked each other,"As officials meet in London, the costs of their trade war are now abundantly clear",Wie Amerika und China sich erschreckten,"Während sich Beamte in London treffen, sind die Kosten ihres Handelskrieges jetzt reichlich klar",Cómo América y China se asustaron unos a otros,"Como los funcionarios se reúnen en Londres, los costos de su guerra comercial son ahora muy claros",Comment l'Amérique et la Chine se craignaient les uns les autres,"Alors que les fonctionnaires se réunissent à Londres, les coûts de leur guerre commerciale sont désormais très clairs.",美国和中国如何互相惊吓,"当官员在伦敦开会时,他们的贸易战争的代价现在十分明显"
2,"The deep sea needs rules, says the head of the body that governs it",Leticia Carvalho on why the world will be worse off if America goes its own way,"Die Tiefsee braucht Regeln, sagt der Kopf des Körpers, der sie regiert","Leticia Carvalho, warum die Welt schlimmer sein wird, wenn Amerika seinen eigenen Weg geht","El mar profundo necesita reglas, dice la cabeza del cuerpo que lo gobierna",Leticia Carvalho sobre por qué el mundo será peor si Estados Unidos sigue su propio camino,"La mer profonde a besoin de règles, dit la tête du corps qui le gouverne",Leticia Carvalho sur la raison pour laquelle le monde sera pire si l'Amérique va à sa manière,深海需要规则 管理它的机构的首脑说,"莱蒂西亚·卡瓦略(Leticia Carvalho) 谈到为什么如果美国走自己的路,世界会更加糟糕"
3,Our readers opine on the death of rhyme,"Poetry isn’t dead, is what they said",Unsere Leser opinieren über den Tod des Reims,"Poesie ist nicht tot, ist, was sie gesagt haben",Nuestros lectores opinan sobre la muerte de la rima,"La poesía no está muerta, es lo que dijeron",Nos lecteurs opine sur la mort de la rime,"La poésie n'est pas morte, c'est ce qu'ils ont dit.",我们的读者对押韵之死的看法,"诗歌并没有死,"
4,Apple has fallen behind on AI. Can it recover?,Also on the daily podcast: China-Russia relations and psychedelics pioneer Amanda Feilding,Apple ist auf AI zurückgefallen. Kann es sich erholen?,Auch auf dem Tagespodcast: China-Russland-Beziehungen und psychedelische Pionierin Amanda Feilding,Apple se ha quedado atrás en IA. ¿Puede recuperarse?,También en el podcast diario: La pionera en las relaciones China-Rusia y en la psicodélica Amanda Feilding,Pomme est tombée en retard sur l'IA.,Aussi sur le podcast quotidien: les relations entre la Chine et la Russie et la pionnière en psychédélique Amanda Feilding,"苹果在AI上落后了,能恢复吗?",也是每日播客:中俄关系与精神变态先锋阿曼达·费林
5,"Chapultepec, Tripoli, Los Angeles","Our daily political update, featuring the stories that matter","Chapultepec, Tripoli, Los Angeles","Unser tägliches politisches Update mit den Geschichten, die wichtig sind","Chapultepec, Trípoli, Los Ángeles","Nuestra actualización política diaria, con las historias que importan","Chapultepec, Tripoli, Los Angeles","Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",查普尔特佩克、的黎波里、洛杉矶,"我们每天的政治最新情况,特别报道重要的故事"
6,A look at Germany’s new army,A handpicked article read aloud from the latest issue of The Economist,Ein Blick auf Deutschlands neue Armee,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,Una mirada al nuevo ejército de Alemania,Un artículo escogido a mano leído en voz alta del último número de The Economist,Un regard sur la nouvelle armée de l'Allemagne,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,看看德国的新军队,"《经济学家》最新一期《经济学家》的一篇文章,"
7,What’s happening in LA could be a template for the Trump administration,"The cycle of protest, violence and repression often benefits the right","Was in LA passiert, könnte eine Vorlage für die Trump-Administration sein.","Der Zyklus von Protest, Gewalt und Repression profitiert oft von der Rechten",Lo que está pasando en Los Ángeles podría ser una plantilla para el gobierno de Trump,"El ciclo de protesta, violencia y represión a menudo beneficia al derecho",Ce qui se passe à Los Angeles pourrait être un modèle pour l'administration Trump,"Le cycle de protestation, de violence et de répression profite souvent au droit",洛杉矶发生的事情可以成为特朗普政府的一个样板。,抗议、暴力和镇压的循环往往有利于人民的权利
8,A surprising power shift inside Hamas,Its remaining hardmen inside Gaza are losing their grip,Eine überraschende Machtverschiebung innerhalb der Hamas,Ihre verbliebenen Hardmen im Gazastreifen verlieren ihren Griff,Un sorprendente cambio de poder dentro de Hamas,Sus hombres duros que quedan dentro de Gaza están perdiendo su control,Un changement de pouvoir surprenant à l'intérieur du Hamas,Les hommes durs qui restent à Gaza perdent leur emprise,哈马斯内部的权力变换令人惊讶,"加沙的残存硬手正在失去控制,"
9,The rise of the loner consumer,Solo spenders are a new economic force,Der Anstieg des Einzelverbrauchers,Solo-Ausgaben sind eine neue Wirtschaftskraft,El aumento del consumidor solitario,Los que gastan en solitario son una nueva fuerza económica,La montée du consommateur solitaire,Les dépensiers solitaires sont une nouvelle force économique,独家消费者的崛起,独居者是新一股经济力量
