,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Verbale Schlammschlacht zwischen Elon Musk und Donald Trump,Aus der Allianz zwischen Elon Musk und Donald Trump ist ein bitterer Machtkampf geworden. Jetzt droht der Tech-Milliardär mit Raumfahrtboykott - und Trump mit Subventionsentzug. Die Märkte reagieren prompt.,Verbal mud battle between Elon Musk and Donald Trump,The alliance between Elon Musk and Donald Trump has become a bitter power struggle. Now the tech billionaire threatens with space boycott - and Trump with subsidy withdrawal. The markets react promptly.,Elon Musk 和Donald Trump之间的动词性泥巴大战,"伊隆·穆斯卡和唐纳德·特朗普之间的联盟已经变成了一场硬实力斗争. 现在,技术亿万富翁威胁要与太空人合作 - - 和特朗普进行补贴. 市场反应迅速."
1,"Musk brandmarkt Trumps Steuergesetz als ""Abscheulichkeit""",Mit der unverbrüchlichen Einigkeit zwischen Elon Musk und Donald Trump scheint es endgültig vorbei zu sein. Der Tech-Milliardär greift nun mit scharfen Worten ein zentrales Vorhaben des US-Präsidenten an.,"Musk branded Trump's tax law as ""abominable""","With the unbreakable unity between Elon Musk and Donald Trump, it seems to be over for good. The tech billionaire is now attacking with sharp words a central project of the US President.","穆斯卡把特朗普的税法称作""可憎""",伊隆·穆斯卡和唐纳德·特朗普之间不可动摇的共识似乎最终结束了. 技术亿万富翁现在用尖锐的语言攻击了美国总统的一个核心目标.
2,Donald Trump verabschiedet sich von Elon Musk,"Nach vier Monaten endet Elon Musks Rolle als Regierungsberater. Der Tech-Milliardär zieht sich zurück, um sich wieder stärker seinen Unternehmen zu widmen. Die Misstöne zwischen Trump und Musk nahmen zuletzt zu.",Donald Trump says goodbye to Elon Musk,"After four months, Elon Musk's role as a government consultant ends. The tech billionaire withdraws in order to devote more time to his businesses again. Trump and Musk's dissent recently increased.",唐纳德·特朗普向埃隆·穆斯卡道别,"4个月后,埃隆·穆斯卡作为政府顾问的角色结束了. 技术亿万富翁退役,重新投入公司. 特朗普和穆斯克之间最近出现了分歧."
3,Unbekannter Stoff verletzt mehrere DHL-Mitarbeiter in Bayern,Dekontaminationsmaßnahmen bei DHL in Bayern. Der Austritt einer unbekannten Substanz hat in einem Paketverteilzentrum bei Nürnberg bei Beschäftigten Hautreizungen ausgelöst. Die Hintergründe werden nun ermittelt.,Unknown substance injures several DHL employees in Bavaria,Decontamination measures at DHL in Bavaria. The exit of an unknown substance has caused skin irritation in a parcel distribution centre near Nuremberg. The background is now determined.,不明物质伤害了几个在巴伐利亚的DHL员工,DHL在巴伐利亚的消毒措施. 一种不明物质的释放引发了纽伦堡一揽子分销中心的劳力刺激. 背景正在调查中.
4,Israel bewaffnet palästinensische Clans im Gazastreifen,"Israel setzt im Kampf gegen die Hamas auf palästinensische Clans - ein Schritt, der auch im eigenen Land umstritten ist. Die israelische Armee greift Ziele der terroristischen Hisbollah-Miliz im benachbarten Libanon an.",Israel Armed Palestinian Clans in the Gaza Strip,"In the fight against Hamas, Israel is taking Palestinian clans - a step that is also controversial in its own country. The Israeli army is attacking targets of the terrorist Hezbollah militia in neighbouring Lebanon.",以色列在加沙地带武装了巴勒斯坦氏族,"以色列在与哈马斯交战,这在巴勒斯坦部落上也存在争议. 以色列军队袭击了黎巴嫩邻近的恐怖真主党民兵的目标."
5,"Russland greift massiv an, die Ukraine attackiert Flugplätze",Die russische Armee hat die Ukraine erneut mit einem großen Drohnengeschwader angegriffen. Es gab Tote und Verletzte. Aber auch Russland musste offenbar empfindliche Treffer einstecken.,"Russia attacks massively, Ukraine attacks airfields","The Russian army once again attacked Ukraine with a large drone squadron. There were dead and injured, but Russia also had to take sensitive hits.","俄罗斯大肆攻击,乌克兰攻击了机场",俄罗斯军队再次用大规模无人机袭击乌克兰. 伤亡惨重. 但俄罗斯似乎也必须接受非常敏感的打击.
6,News kompakt: Kanzler Merz in den USA freundlich aufgenommen,Die deutsche Regierung zieht ein positives Fazit der Gespräche im Weißen Haus. Der öffentlich ausgetragene Streit zwischen Elon Musk und Donald Trump eskaliert zu einer Schlammschlacht. Das Wichtigste in Kürze.,News compact: Chancellor Merz in the USA received kindly,The German government is drawing a positive conclusion from the talks in the White House. The public dispute between Elon Musk and Donald Trump is escalating into a mud battle.,最新消息:美总理友好地接纳了美国.,"德国政府对白宫会谈采取了积极的总结. 埃隆·穆斯卡和唐纳德·特朗普之间的公开争执正在升级为一场泥巴战. 最重要的是,很快就要发生了."
7,Massenproteste in Serbien vor neuem Höhepunkt?,Die anhaltenden Proteste der Studierenden bringen Serbiens Regierung immer weiter in die Defensive. Neuwahlen lehnt Präsident Aleksandar Vucic jedoch nach wie vor ab. Der zivile Ungehorsam soll weitergehen.,Mass protests in Serbia before a new climax?,"The ongoing protests of the students are bringing Serbia's government to the defensive. However, new elections are still rejected by President Aleksandar Vucic. Civil disobedience is to continue.",塞尔维亚爆发了大规模抗议活动?,"持续不断的抗议活动将塞尔维亚政府推向防御状态. 但是,新选举仍然拒绝阿列克山达尔·维奇总统. 平民抗命,继续进行民事抗争."
8,Trumps Travel Ban: Die USA schotten sich weiter ab,US-Präsident Trump zieht die Grenzen wieder hoch: Neue Einreisebeschränkungen treffen 19 Länder - und sogar Harvard-Studierende. Wer jetzt nicht mehr in die USA einreisen darf - und warum das weltweite Folgen hat.,Trump's Travel Ban: The US continues to shut down,US President Trump is once again pulling up borders: New entry restrictions hit 19 countries - and even Harvard students. Those who are no longer allowed to enter the US - and why this has global consequences.,特朗普的Travers Ban: 美国继续封锁.,美国总统特朗普将重启边界:新入境限制会影响19个国家 - 甚至哈佛大学的研究人员. 谁现在不能进入美国 - 和全球后果为何.
9,Trotz Kritik: Deutschland steht zu Israel,"Bei seinem Berlin-Besuch wird Israels Außenminister Gideon Sa’ar mit Kritik an der Gaza-Politik seiner Regierung konfrontiert. Die deutsche Unterstützung bleibt, doch der Unmut nimmt zu.",Despite criticism: Germany stands by Israel,"During his visit to Berlin, Israel's Foreign Minister Gideon Sa such is confronted with criticism of his government's Gaza policy. German support remains, but displeasure is increasing.","尽管有批评,德国支持以色列","以色列外交部长吉迪恩·萨扎尔 (Geordon Sasaar) 会因他的政府加沙政策而受到批评. 德国的支持仍旧存在,但不满却不断增加."
