,title-de,content-de,title-en,content-en,title-zh,content-zh
0,"Pistorius in Kyjiw: ""Wir stehen weiter zur Ukraine""",Bei seinem Besuch in Kyjiw verspricht Deutschlands Verteidigungsminister Boris Pistorius weitere Kooperationen bei der Rüstung. Und lässt sich den Ärger über seine Partei SPD nicht anmerken.,"Pistorius in Kyiv: ""We continue to Ukraine""","During his visit to Kyyiv, Germany's Minister of Defence Boris Pistorius promises further cooperation in the armaments field. And the anger about his party SPD cannot be noted.","皮斯托雷斯在京城 说""我们继续前往乌克兰""","德国国防部长鲍里斯·皮斯托里乌斯访问基吉时,他承诺在盔甲上进一步合作. 而且他对党内社民党的愤怒也无从得知."
1,OECD zeigt Deutschland Weg aus Wirtschaftsflaute auf,Die Organisation für wirtschaftliche Zusammenarbeit und Entwicklung fordert von Deutschland mehr Mut zu Reformen. Für 2026 fällt die Konjunkturprognose der OECD immerhin besser aus als in den vergangenen Jahren.,OECD shows Germany's way out of economic sluggishness,"The Organisation for Economic Cooperation and Development calls for more courage from Germany to reform. For 2026, the OECD's economic forecast is, after all, better than in recent years.",经合组织代表德国走出经济困境的路线,"经济合作与发展组织需要德国的改革勇气. 在2026年,经合组织预测的效果比过去几年要好得多."
2,DFB-Frauen: Bundestrainer Christian Wück nominiert EM-Kader,"Bundestrainer Christian Wück setzt bei der EURO 2025 in der Schweiz auf Erfahrung. Die Spielerinnen, die zuletzt wegen schlechter Kommunikation Kritik an ihm geübt haben, sind nicht dabei.",DFB women: Bundestrainer Christian Wück nominated EM-Kader,"Bundestrainer Christian Wück relies on experience at the EURO 2025 in Switzerland. The players, who have recently practiced criticism of him due to poor communication, are not present.",DFB女性: 联邦训练师克里斯汀·威格被提名为EM卡德,国家教练克里斯汀·威格在2025年在瑞士欧盟国家取得经验. 那些最近因沟通不佳而对他进行批评的球员们没有参与其中.
3,Air-India-Flugzeug nach Start abgestürzt – viele Todesopfer,Nahe dem Flughafen der Millionenstadt Ahmedabad ist eine Dreamliner-Maschine der indischen Fluggesellschaft Air India abgestürzt. An Bord waren nach Behördenangaben mehr als 240 Menschen.,Air India plane crashed after take-off – many fatalities,"Near the airport of the million city Ahmedabad, a Dreamliner aircraft of the Indian airline Air India crashed. According to the authorities, more than 240 people were on board.","起飞后,印度航空飞机在起飞后坠毁 死伤惨重",印度航空公司的梦游飞机坠毁在了百万城市艾哈迈德堡的机场附近. 飞机上载有240多人.
4,Atomstreit mit Iran: USA befürchten Eskalation in Nahost,Der Streit um das iranische Atomprogramm spitzt sich zu. Spekuliert wird über einen baldigen Angriff auf die Nuklearanlagen der Islamischen Republik. Die USA ziehen ihre Konsequenzen daraus.,Nuclear dispute with Iran: USA fears escalation in the Middle East,The dispute over Iran's nuclear program is intensifying. Speculated is an early attack on the Islamic Republic's nuclear facilities. The US is drawing its conclusions.,与伊朗的核战争:美国担心中东升级,关于伊朗核计划的争执越来越激烈了. 估计不久就会发生针对伊斯兰共和国核设施的袭击. 美国正在考虑其后果.
5,UN-Bericht: Mehr als 122 Millionen Menschen auf der Flucht,Die Zahl der geflüchteten Menschen weltweit ist nach Berechnungen der Vereinten Nationen auf Rekordhoch. Drei Länder sind von besonders großen Konflikten betroffen.,UN Report: More than 122 million people on the run,"According to United Nations calculations, the number of refugees worldwide is record high. Three countries are affected by particularly large conflicts.",联合国报告: 1122多万人在逃.,世界各地的逃难者数量根据联合国的计算是创纪录的. 三个国家受到重大冲突的影响.
6,News kompakt: Verteidigungsminister Pistorius in der Ukraine,Der deutsche Verteidigungsminister berät in der Ukraine über weitere Militärhilfe. Die USA reduzieren aus Sicherheitsgründen ihr Personal im Nahen Osten. Das Wichtigste in Kürze.,News compact: Defense Minister Pistorius in Ukraine,The German Minister of Defence is advising Ukraine on further military aid. The US is reducing its personnel in the Middle East for security reasons.,最新消息: 乌克兰的国防部长皮斯托里斯,"德国国防部长正在乌克兰讨论进一步的军事援助问题. 为了安全起见,美国正在减少中东的人员. 最重要的是,很快."
7,Türkei: Diyanet darf Koranübersetzungen zensieren,"Die türkische Religionsbehörde Diyanet kann nun Koranübersetzungen verbieten, die ihrer Ansicht nach nicht den Grundsätzen des Islam entsprechen. Das sorgt für Kritik und schürt Sorgen um die Glaubensfreiheit.",Turkey: Diyanet is allowed to censor Koranic translations,"The Turkish religious authority Diyanet can now ban Koran translations which, in their opinion, do not comply with the principles of Islam. This provides criticism and stirs up concerns about freedom of belief.","土耳其: 迪安特允许""古兰经""翻译翻译","土耳其宗教局现在可以禁止""古兰经""的翻译,而""古兰经""与伊斯兰教原则不符. 这会引起批评并引起对宗教自由的关注."
8,Polen: Tusk trotz gewonnener Vertrauensfrage angeschlagen,Nach der Niederlage seines Kandidaten bei der Präsidentenwahl stellt Premier Donald Tusk die Vertrauensfrage als Befreiungsschlag. Trotz gewonnener Abstimmung bleibt seine Koalitionsregierung angeschlagen.,Poland: Tusk battered in spite of the confidence issue,"After the defeat of his candidate in the presidential election, Prime Minister Donald Tusk raises the question of confidence as a blow to liberation. Despite the won vote, his coalition government remains battered.","波兰: Tusk 尽管赢得信任,但仍继续攻击波兰","唐纳德·塔斯克在总统选举中败北后 把信任问题作为解放的攻击. 尽管投票获胜了,但联合政府仍未倒台."
9,SPD-Manifest fordert Wiederannäherung an Russland,Eklat in der SPD: Prominente Politiker stellen die Außen- und Sicherheitspolitik der eigenen Parteispitze in Frage - und damit die der Regierung.,SPD Manifesto calls for a new approach to Russia,Eclat in the SPD: Prominent politicians question the foreign and security policy of their own party leaders - and thus that of the government.,社民党管理层要求俄罗斯重新接近,"社民党的Eklat:名人政客对党内领导人的外交和安全政策提出质疑,从而对政府提出质疑."
10,Indien: Mehr Extremwetterlagen infolge des Klimawandels,Extreme Wetterereignisse treten laut einer aktuelle Studie in Indien immer häufiger auf und beeinträchtigen drastisch die Lebensqualität.,India: More extreme weather conditions due to climate change,"According to a recent study in India, extreme weather events are becoming more and more common and dramatically affect the quality of life.",印度:气候变化导致的极端气温增加,"根据最新印度的一项研究,极端天气事件日益频繁,严重影响着生活质量"
11,"Afghanistan: Angst vor Abschiebungen in ein ""sicheres"" Land","In Afghanistan herrsche Sicherheit, behaupten die Taliban - und rufen geflüchtete Afghanen zur Rückkehr auf. Doch Hunger, Armut und Angst bestimmen den Alltag, besonders für Mädchen.","Afghanistan: Fear of deportations to a ""safe"" country","In Afghanistan, security prevails, the Taliban asserts, and calls on refugees to return, but hunger, poverty, and fear determine everyday life, especially for girls.","阿富汗:害怕被驱逐到""安全""国家","在阿富汗,塔利班宣称他们正在召唤阿富汗人返回家园. 但饥饿,贫穷和恐惧决定着日常生活,特别是女孩."
12,Compact-Verbot: Wo endet in Deutschland die Pressefreiheit?,"Am 24. Juni entscheidet das Bundesverwaltungsgericht, ob das rechtsextreme Compact-Magazin weiter erscheinen darf. Für kurze Zeit war es schon mal verboten.",Compact ban: Where does freedom of the press end in Germany?,"On 24 June, the Federal Administrative Court decided whether the far-right Compact magazine could continue to appear. For a short time, it was already forbidden.",新闻自由在德国在哪里结束?,"6月24日,联邦政府法庭决定 极右翼的""合作""杂志是否可以继续出现. 它曾经被禁止过一段时间."
13,EU am Scheideweg: Großkonzerne for Future?,Ein Reihe europäischer Großunternehmen fordern von der EU mehr Klarheit beim Klimaschutz und schnellere Umsetzung von Nachhaltigkeits-Zielen. Wie viel Eigeninteresse steckt dahinter?,EU at the crossroads: large corporations for future?,A number of European large companies are calling for more clarity in climate protection and faster implementation of sustainability targets. How much self-interest is behind this?,欧盟的十字路口是大前沿企业吗?,"几家欧洲大公司要求欧盟在气候变化问题上更加明确,加快实现可持续发展目标. 究竟有什么利益呢?"
