,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Politicians slashed migration. Now they face the consequences,Across the West the number of new arrivals is plummeting,Politiker haben die Migration durchbrochen. Jetzt stehen sie vor den Konsequenzen,Im Westen sinkt die Zahl der Neuankömmlinge,Los políticos cortaron la migración. Ahora se enfrentan a las consecuencias,A través del Oeste el número de recién llegados se está desplomando,"Les politiciens ont réduit la migration. Maintenant, ils font face aux conséquences","De l'autre côté de l'Ouest, le nombre de nouveaux arrivants est en baisse","政客们在移民移民问题上大刀阔斧。 现在,他们面对着后果。","在整个西方,新来港定居的人数 正在急剧下降"
1,Mission accomplished for Netanyahu?,He must decide whether to keep on fighting,Mission für Netanjahu durchgeführt?,"Er muss entscheiden, ob er weiterkämpfen soll.",¿Misión cumplida para Netanyahu?,Debe decidir si seguir luchando.,Mission accomplie pour Netanyahu?,Il doit décider s'il faut continuer à se battre.,内塔尼亚胡的任务完成吗?,他必须决定是否继续战斗
2,Trump smashes Iran—and gambles the regime will now capitulate,He says American strikes have “obliterated” the nuclear programme,Trump zerschlägt den Iran – und spielt das Regime wird nun kapitulieren,"Er sagt, amerikanische Streiks haben das Nuklearprogramm ausgelöscht",Trump aplasta a Irán — y apuesta que el régimen ahora capitulará,Dice que las huelgas americanas han “obliterado” el programa nuclear,Trump écrase l'Iran – et joue le régime va maintenant capituler,Il dit que les frappes américaines ont effacé le programme nucléaire,"Trump击败伊朗, 并赌博政权现在将投降",他说美国的打击已经“抹杀了”核计划
3,An explosive moment of truth for Iran and Israel,"A test of Trump’s nerves, Iranian resilience and Israeli overreach",Ein explosiver Moment der Wahrheit für den Iran und Israel,"Ein Test von Trumps Nerven, iranischer Widerstandsfähigkeit und israelischer Überreichung",Un momento explosivo de la verdad para Irán e Israel,"Una prueba de los nervios de Trump, la resiliencia iraní y el exceso israelí",Un moment explosif de vérité pour l'Iran et Israël,"Un test des nerfs de Trump, de la résilience iranienne et d'une atteinte israélienne","对伊朗和以色列来说,一个具有爆炸性的真相时刻",考验特朗普的神经、伊朗的耐力和以色列的过度入侵
4,"Ayatollah Ali Khamenei, Iran’s great survivor",War with Israel has put the Islamic Republic’s supreme leader back in his Manichean comfort zone,"Ayatollah Ali Khamenei, Irans großer Überlebender",Krieg mit Israel hat die Islamische Republik wieder in seine manichäische Komfortzone gebracht,"Ayatolá Ali Jamenei, el gran sobreviviente de Irán",La guerra con Israel ha vuelto a poner al líder supremo de la República Islámica en su zona de confort maniquea,"Ayatollah Ali Khamenei, Iran est un grand survivant",La guerre avec Israël a remis le chef suprême de la République islamique dans sa zone de confort manichéenne,伊朗伟大幸存者阿亚图拉阿里·哈梅内伊,与以色列的战争 使伊斯兰共和国的最高领袖 回到他的摩尼教舒适区
5,"Teeth, pain and Ukraine",A nation’s nervous system is on high alert,"Zähne, Schmerzen und Ukraine","Eine Nation, das Nervensystem, ist auf hoher Alarmstufe","Dientes, dolor y Ucrania",El sistema nervioso de una nación está en alerta máxima,"Dents, douleur et Ukraine",Un système nerveux national est en haute alerte,牙齿、疼痛和乌克兰,国家神经系统处于高度戒备状态
6,MAGA devotees are split over going to war with Iran,A fight over what America First means and who gets to define it,MAMA-Anhänger werden in den Krieg mit dem Iran zersplittert,"Ein Kampf um das, was America First bedeutet und wer es definieren darf",Los devotos de MAGA están divididos en ir a la guerra con Irán,Una lucha por lo que significa America First y quién puede definirlo,Les dévots de MAGA sont divisés pour aller à la guerre avec l'Iran,Un combat pour ce que signifie l'Amérique d'abord et qui peut le définir,MAGA的化工因与伊朗开战而分裂,争夺美国第一的意义 以及谁能定义它
7,Trump v Iran: a negotiation made in hell,The president is unreliable. The Islamic Republic is inflexible,Trump gegen Iran: Verhandlungen in der Hölle,Der Präsident ist unzuverlässig. Die Islamische Republik ist unflexibel,Trump contra Irán: una negociación hecha en el infierno,"El presidente no es confiable, la República Islámica es inflexible.",Trump / Iran : une négociation faite en enfer,"Le président n'est pas fiable, la République islamique est inflexible.",Trump诉伊朗:在地狱中进行的谈判,总统不可靠 伊斯兰共和国是僵硬的
8,How the US may join the war between Iran and Israel,"Our weekly podcast on democracy in America. This week, President Donald Trump has said he’ll decide whether to join the war within two weeks. How entangled might the country become in a foreign war? And what would that mean for MAGA?",Wie die USA dem Krieg zwischen Iran und Israel beitreten können,"Unser wöchentlicher Podcast über Demokratie in Amerika. Diese Woche hat Präsident Donald Trump gesagt, dass er entscheidet, ob er innerhalb von zwei Wochen dem Krieg beitritt. Wie verstrickt könnte das Land in einen ausländischen Krieg werden? Und was würde das für MAMA bedeuten?",Cómo Estados Unidos puede unirse a la guerra entre Irán e Israel,"Nuestro podcast semanal sobre la democracia en Estados Unidos. Esta semana, el presidente Donald Trump ha dicho que decidirá si se unirá a la guerra en dos semanas. ¿Qué tan enredado podría llegar a estar el país en una guerra extranjera? ¿Y qué significaría eso para MAGA?",Comment les États-Unis peuvent-ils rejoindre la guerre entre l'Iran et Israël?,"Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, le président Donald Trump a dit qu'il déciderait s'il allait rejoindre la guerre dans un délai de deux semaines.",美国如何加入伊朗和以色列之间的战争,"我们每周一次的关于美国民主的播客。 本周,总统唐纳德·特朗普(Donald Trump)说,他将在两周内决定是否加入战争。 这个国家会如何陷入外国战争? 这对MAGA意味着什么?"
9,Do longevity drugs work?,Animal studies suggest rapamycin is as effective as long-term fasting,Funktionieren Langlebigkeitsmedikamente?,"Tierexperimentelle Studien deuten darauf hin, dass Rapamycin ebenso wirksam ist wie langfristiges Fasten",¿Funcionan los medicamentos para la longevidad?,Estudios en animales sugieren que la rapamicina es tan eficaz como el ayuno a largo plazo,Est-ce que les médicaments de longévité fonctionnent?,Des études chez l'animal suggèrent que la rapamycine est aussi efficace que le jeûne à long terme,长寿药物有效吗?,动物研究显示 素 与长期禁食一样有效
