,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Los Angeles: Zunehmender Protest und weitere Trump-Drohung,Wegen der teils gewaltsamen Proteste gegen die Migrationspolitik hat US-Präsident Donald Trump die Nationalgarde nach Los Angeles entsandt. Beruhigt hat das die Lage aber nicht. Nun legt Trump nach.,Los Angeles: Increasing protest and further Trump threat,"Because of the partly violent protests against migration policy, US President Donald Trump has sent the National Guard to Los Angeles. However, this has not calmed down the situation. Trump is now succumbing.","洛杉矶: 抗议的增加,以及更多特朗普的袭击.","美国总统唐纳德·特朗普因为对移民政策进行暴力抗议而派国民警卫队去洛杉矶,但这并没有平息局势. 现在,特朗普开始行动了."
1,Was macht die Nationalgarde der USA?,"Sie wird meist bei Katastrophen wie Überschwemmungen, Hurrikans oder Waldbränden eingesetzt. Doch die Nationalgarde leistet weitaus mehr. Nun soll sie nach Los Angeles. Was darf sie und wer befehligt sie? Ein Überblick.",What does the US National Guard do?,"It is usually used in disasters such as floods, hurricanes or forest fires. But the National Guard does much more. Now it is supposed to go to Los Angeles. What is it allowed to do and who commands it? An overview.",美国国民警卫队怎么样了?,"它通常被用于洪水,飓风或森林大火等灾难. 但国民警卫队做得更多,现在它应该去洛杉矶. 它应该和谁指挥它?"
2,Ozeankonferenz in Nizza: Staaten ringen um mehr Meeresschutz,"Die UN haben an die Côte d'Azur gerufen. 130 Staaten sind gekommen, um einen Rettungsplan für die Meere aufzustellen. Aber ein Abkommen ist in Aussicht.",Ocean Conference in Nice: States wrestling for more marine protection,"The UN has called to the Côte d'Azur. 130 states have come to set up a rescue plan for the seas, but an agreement is in sight.",在尼斯召开的海洋会议:各国争夺更多的海洋保护.,"联合国已经呼叫了科特迪瓦. 130个国家来为海洋制定救援计划,但有协议."
3,"Rutte will ""Quantensprung"" der NATO bei Gefahrenabwehr","""Hoffnung ist keine Strategie"" - mit klaren Worten richtet sich Generalsekretär Rutte an die NATO-Mitglieder. Das Bündnis müsse bei der Luftverteidigung massiv aufrüsten. Hier müsse es ein Plus von 400 Prozent geben.","Rutte wants NATO's ""quantum leap"" in security","""Hope is not a strategy"" - in clear words, Secretary General Rutte is addressing NATO members. The alliance must be massively upgraded in air defense. There must be an increase of 400 percent here.","鲁特希望北约在防务方面的""量子跳跃""","""希望不是战略"" 副秘书长鲁特直截了当地对北约成员说. 北约需要在空中防御上大幅度加固. 这里应该有400%的增量."
4,Israel stoppt Aktivistenschiff auf dem Weg nach Gaza,"Das Schiff von Greta Thunberg und anderen Aktivisten wurde kurz vor dem Gazastreifen von der israelischen Marine aufgehalten. Israel spricht von einer medienwirksamen Provokation, die Aktivisten von Entführung.",Israel Stops Activist Ship on the Road to Gaza,"The ship of Greta Thunberg and other activists was stopped by the Israeli Navy just before the Gaza Strip. Israel speaks of a media-effective provocation, the activists of kidnapping.",以色列在前往加沙的路上停止了活动船队,"以色列海军在加沙地带附近阻止了葛丽塔·Thunberg 和其他活动家的船. 以色列正在谈论一种具有媒体效果的挑衅,这是绑架的活跃分子."
5,News kompakt: US-Einreiseverbot für zwölf Staaten in Kraft,In den USA gilt ab sofort die von Präsident Donald Trump angekündigte Einreisesperre. Betroffen sind Staatsangehörige aus zwölf Ländern. Israel stoppt Aktivistenschiff für Gaza. Das Wichtigste in Kürze.,News compact: US entry ban for twelve states in force,"In the United States, the entry ban announced by President Donald Trump is now in force. Nationals from twelve countries are affected. Israel is stopping activist ship for Gaza. The most important thing in the near future.",最新消息:12个国家的美国禁入令已生效,"从现在起,美国将立即实施唐纳德·特朗普总统宣布的入境禁令. 受影响的都是来自12个国家的公民. 以色列停止了加沙的激进军舰. 最重要的是,即将到来."
6,Portugal gewinnt Finale der Nations League gegen Spanien,In einem temporeichen und spannenden Finale sichern sich Cristiano Ronaldo und Co. gegen Europameister Spanien den Titel. Die Entscheidung fällt erst im Elfmeterschießen.,Portugal wins final of the Nations League against Spain,"In a fast-paced and exciting finale, Cristiano Ronaldo and Co. secure the title against European champion Spain. The decision is made only in penalty shooting.",葡萄牙队赢得联合国联盟对西班牙的决赛,"克里斯蒂安奥·罗纳多和联合会将赢得冠军,并赢得最快的决赛. 只有11米的射程才能做出决定."
7,Wie geht es unseren Ozeanen?,"Klimawandel, Plastikmüll, Fischfang – die Weltmeere stehen unter Stress. Aber sie sichern Klima und Wetter, schlucken Treibhausgase und sind der größte Lebensraum der Welt. Wie können wir sie ausreichend schützen?",How are our oceans?,"Climate change, plastic waste, fishing – the world's oceans are under stress. But they ensure climate and weather, swallow greenhouse gases and are the world's largest habitat. How can we protect them sufficiently?",我们的海洋怎么样?,"气候变化,塑料废料,捕鱼,世界海域面临压力. 但它保护着气候和气候,吞并温室气体,成为全世界最大的生态空间. 我们怎么保护它们呢?"
8,Bachs Johannespassion in aktuellem Kontext,"Gewalt gegen queere Menschen, Krieg und Flucht in Gaza. Zwei Adaptionen von Johann Sebastian Bachs Johannespassion greifen diese Themen auf. Die Macher haben bewegende Erfahrungen gemacht.",Bach's Johannes Passion in Current Context,"Violence against queer people, war and flight in Gaza. Two adaptations by Johann Sebastian Bach's Johannespassion take up these topics. The makers have had moving experiences.","在当前背景下,巴赫的行踪与约翰内斯的一致","加沙的暴政,战争和逃狱. 约翰·塞巴斯蒂安·巴赫的两个变革,正在讨论这些问题. 制造者已经经验丰富."
9,Corona: Deutschland will die Pandemie aufarbeiten,Rund zwei Jahre nach dem Ende des Ausnahmezustands soll der Bundestag Lehren aus dem Umgang mit der Viruserkrankung COVID-19 ziehen. Eine Bestandsaufnahme.,Corona: Germany wants to work on the pandemic,"About two years after the end of the state of emergency, the Bundestag is to learn lessons from the handling of the virus disease COVID-19. An inventory.",科罗娜:德国想发展流行病,"紧急状态结束大约两年后,联邦会议将从处理COVID-19中吸取教训. 这是一份记录."
10,Wie passen wir unsere Infrastruktur an extreme Hitze an?,"Autobahnen, Schienennetze und Brücken, die unsere Versorgung sichern und die Wirtschaft am Laufen halten, wurden nicht für steigende Temperaturen gebaut. Was hilft, damit trotz Klimawandel alles weiter funktioniert?",How do we adapt our infrastructure to extreme heat?,"Highways, rail networks and bridges that secure our supply and keep the economy running have not been built for rising temperatures. What helps to keep things going despite climate change?",我们怎么调整基础设施 适应极端的热量?,"维持经济运转的高速公路,铁路,桥梁和桥梁 并没有为气温升高而建造. 如何让一切继续运转,尽管气候变化?"
