,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Friedrich Merz reist selbstbewusst zu Donald Trump,Bei seinem Antrittsbesuch in Washington will der Bundeskanzler nicht als Bittsteller auftreten. Doch US-Präsident Trump bleibt ein schwieriger Partner für ihn.,Friedrich Merz travels confidently to Donald Trump,"During his inaugural visit to Washington, the Federal Chancellor does not want to appear as a petitioner, but US President Trump remains a difficult partner for him.",弗里德里希·默尔兹会跟唐纳德·特朗普 一起旅行,但美国总统特朗普对他来说仍然是一个困难的伙伴
1,"Steinmeier kritisiert ""Populismus"" der Trump-Regierung","Normalerweise gibt sich der Bundespräsident zurückhaltend, was tagespolitische Entwicklungen angeht. In Hamburg wählte Frank-Walter Steinmeier nun aber ziemlich deutliche Worte in Sachen Forschungsstandort USA.","Steinmeier criticises ""populism"" of the Trump administration","Normally, the Federal President is reluctant about day-to-day political developments. In Hamburg, however, Frank-Walter Steinmeier now chose rather clear words in terms of US research location.","斯坦梅耶批评特朗普政府的""流行主义""","一般来说,美国总统会对时事发展保持保留态度. 在汉堡,弗兰克·瓦默·斯坦梅耶在美国研究中心 (National Stonemeier) 发表了相当有力的演讲."
2,Merz trifft am Donnerstag Trump im Weißen Haus,"Es hat etwas gedauert, aber jetzt hat der Kanzler endlich einen Termin im Weißen Haus. Nach Kyjiw dürfte es die wichtigste Reise in den ersten Wochen seiner Amtszeit werden.",Merz meets Trump at the White House on Thursday,"It took some time, but now the chancellor finally has an appointment in the White House. It should be the most important trip to Kyyiv in the first weeks of his term.",梅兹星期四在白宫见特朗普,"花了点时间,但现在议长终于在白宫预约了. 在京城之后,这将是他任期首周最重要的旅行."
3,Mehrere Oppositions-Bürgermeister in der Türkei suspendiert,Die türkische Justiz geht verstärkt gegen die größte Oppositionspartei CHP vor: Nach der Absetzung des Istanbuler Bürgermeisters Imamoglu wurden nun weitere Politiker suspendiert. Auch der Parteichef steht im Fokus.,Several opposition mayors suspended in Turkey,"The Turkish judiciary is increasingly taking action against the largest opposition party CHP: after the dismissal of Istanbul mayor Imamoglu, more politicians have been suspended. The party leader is also in the focus.",土耳其的多名反对派议员被停职了,"土耳其司法部门正在加紧对党内最大的反对派党进行审判:伊斯坦布尔市长伊玛目·伊莫马格卢被推翻后,还有更多的政客被停职. 党领袖也正关注着这一问题."
4,NATO beschließt größtes Aufrüstungsprogramm seit Jahrzehnten,Mit Blick auf Russland wollen die europäischen NATO-Partner ihre Fähigkeiten zur Abschreckung und Verteidigung in den nächsten Jahren extrem ausbauen. Die Bundeswehr braucht bis zu 60.000 zusätzliche aktive Soldaten.,NATO adopts the largest armament program in decades,"With regard to Russia, the European NATO partners want to expand their capabilities for deterrence and defence in the coming years. The Bundeswehr needs up to 60,000 additional active soldiers.",北约已经决定了几十年来 北约最大的军事装备计划,"面对俄罗斯,欧洲北约伙伴们希望在未来几年里 提高他们威慑和防御的能力. 联邦武装部队需要最多6万名积极的士兵."
5,Israels Armee birgt zwei israelische Tote aus Gazastreifen,Das ältere Ehepaar war bei dem Terrorüberfall auf Israel am 7. Oktober 2023 ermordet worden. Ihre Leichen wurden in das Palästinensergebiet verschleppt. Israels Armee greift abermals die Al-Ahli-Klinik in Gaza-Stadt an.,Israel's army holds two Israeli deaths from Gaza,"The elderly couple had been murdered in the terrorist attack on Israel on October 7, 2023. Their bodies were deported to the Palestinian area. Israel's army again attacks the Al Ahli Clinic in Gaza City.",以色列军队有两名以色列士兵在加沙地带死亡,老人夫妇在2023年10月7日的恐怖袭击中被杀. 他们的尸体被带到了巴勒斯坦领土. 以色列军队再次袭击加沙市的阿尔·阿赫利医院.
6,Trump verbietet Bürgern aus zwölf Ländern die Einreise,Neben diesem Verbot beschränkt der US-Präsident die Einreise in die Vereinigten Staaten für Staatsangehörige aus sieben weiteren Ländern. Auch die Eliteuniversität Harvard ist von Trumps Erlass betroffen.,Trump forbids citizens from 12 countries to enter the country,"In addition to this ban, the US President restricts entry into the United States for nationals from seven other countries. The Harvard Elite University is also affected by Trump's decree.",特朗普禁止来自12个国家的公民入境,"除此禁令外,美国总统还限制美国进入其他七个国家国民的境况. 哈佛精英学院也受到特朗普的颁布的影响."
7,News kompakt: Erfolgreiche Bombenentschärfung in Köln,Nach der größten Evakuierung seit 1945 verlief die Entschärfung von drei Weltkriegsbomben in Köln zügig. Die USA verhindern eine UN-Resolution zu einer Waffenruhe im Gazastreifen. Das Wichtigste in Kürze.,News compact: Successful bomb control in Cologne,"After the largest evacuation since 1945, the defuse of three World War II bombs in Cologne was rapid. The US is preventing a UN resolution to a ceasefire in the Gaza Strip. The most important thing in brief.",最新消息:在科隆成功拆弹成功,"自1945年以来最大的撤离行动后,在科隆迅速解除了三起世界大战的炸弹. 美国阻止了联合国关于加沙地带停火的决议. 最重要的是,不久之后."
8,Portugal schießt Deutschland aus der Nations League,"Im Halbfinale der Nations League sind Portugal und ""Altmeister"" Cristiano Ronaldo effektiver als das DFB-Team. Die deutsche Fußball-Nationalmannschaft muss den Traum vom Sieg bei der ""Mini-EM"" begraben.",Portugal shoots Germany out of the Nations League,"In the semi-finals of the Nations League, Portugal and ""old champion"" Cristiano Ronaldo are more effective than the DFB team. The German football team must bury the dream of victory at the ""Mini-EM"".",葡萄牙从联合国联盟中击落德国,"在联合国联盟的半决赛中,葡萄牙和""大冠军""克里斯蒂安奥·罗纳多比DFB队更有效. 德国国家足球队必须埋葬""迷你EM""的胜利梦想."
9,Deutsch-ungarischer Justiz-Skandal: Maja T. im Hungerstreik,Die mutmaßlich linksextremistische Person aus Jena steht in Budapest vor Gericht. Nach einem Jahr in Isolationshaft verweigert Maja T. die Nahrungsaufnahme.,German-Hungarian Justice Scandal: Maja T. on a hunger strike,The alleged left-wing extremist from Jena is on trial in Budapest. After a year in solitary confinement Maja T. refuses to take food.,"德国和匈牙利的司法丑闻: ""Maja T."" 在绝食抗议中.","被控在布达佩斯接受审判的左翼极端分子. 在被单独监禁一年后,玛雅·T拒绝提供食物."
10,"Faktencheck: Ist Russlands ""Global Fact-Checking Network"" glaubwürdig?","Russlands neues ""Global Fact-Checking Network"" bekämpft angeblich Fake News. Doch Experten warnen, es handle sich um Propaganda im Faktencheck-Gewand. Warum entspricht das GFCN nicht gängigen Faktencheck-Standards?",Fact Check: Is Russia's Global Fact-Checking Network credible?,"Russia's new ""Global Fact-Checking Network"" allegedly fights fake news. But experts warn that it is propaganda in the fact-check dress. Why does the GFCN not correspond to common fact-check standards?",事实调查:俄罗斯全球金融审查网络可信吗?,但专家警告说这是事实调查的宣传. 为什么GFCN不是标准的事实审查标准?
11,Weitere Stärkung Marokkos im Konflikt um die Westsahara,Auch Großbritannien unterstützt seit kurzem Marokkos Position im Westsahara-Konflikt. Rabat setzt sich damit international immer weiter durch. Das Nachsehen haben die Unabhängigkeitsbefürworter und der Nachbar Algerien.,Further strengthening of Morocco in the conflict over Western Sahara,Great Britain has also recently supported Morocco's position in the Western Sahara conflict. Rabat is thus continuing to assert itself internationally. The supporters of independence and the neighbouring Algeria are looking for help.,进一步加强摩洛哥在西撒哈拉冲突中的力量,英国最近也支持摩洛哥在西撒哈拉冲突中的地位. 拉巴特在国际上继续支持这一立场. 支持独立的人士和邻国阿尔及利亚已经得到了调查.
12,Türkei: Steht die größte Oppositionspartei CHP vor dem Aus?,Die Festnahme des aussichtsreichen Präsidentschaftskandidaten Ekrem Imamoglu und ein weiteres Gerichtsverfahren gegen die Parteiführung bedrohen die Existenz der CHP. Die zerlegt sich derweil auch noch selbst.,Turkey: Is the largest opposition party CHP facing?,"The arrest of the prospective presidential candidate Ekrem Imamoglu and another trial against the party leadership threaten the existence of the CHP. Meanwhile, it is also self-destructing.",土耳其: 最大的反对党党党党即将结束吗?,逮捕有远见的总统候选人伊克伦·伊莫格鲁 和另一起针对党领袖的诉讼威胁到CHP的存在
