,title-de,content-de,title-en,content-en,title-zh,content-zh
0,"Friedensgutachten: NATO hat wegen Trump ""keine Zukunft""","Friedens- und Konfliktforscher fordern Europa und Deutschland auf, sich auf eine Zukunft ohne die NATO vorzubereiten.","Peace report: NATO has ""no future"" because of Trump",Peace and conflict researchers call on Europe and Germany to prepare for a future without NATO.,"和平评估,北约为特朗普""没有未来""",和平与冲突调查人员呼吁欧洲和德国在没有北约的情况下做好准备.
1,Freiheits-Atlas: Demokratie und Menschenrechte unter Druck,"Nur 3,5 Prozent der Menschheit leben in Ländern mit uneingeschränkten Freiheitsrechten - so die düstere Bilanz von Brot für die Welt. Auch Deutschland erhält keine Bestnote mehr. Warum ist das Land abgerutscht?",Freedom Atlas: Democracy and Human Rights under Pressure,Only 3.5 percent of humanity lives in countries with unrestricted freedom rights - so the gloomy balance of bread for the world. Germany also no longer receives a top score. Why has the country slipped?,自由号: 民主和人权受到压力,"世界上只有3.5%的人生活在享有完全自由的国家,这是世界面包的黑暗记录. 德国也得不到最高分. 为什么德国滑落了?"
2,Weltpremiere: Mexikaner bestimmen die Richter des Landes,"Es war eine weltweit einzigartige Wahl: Die Bürgerinnen und Bürger Mexikos konnten direkt bestimmen, wer im Land Richterposten bekommt. Doch die Beteiligung war gering.",World premiere: Mexicans determine the judges of the country,"It was a unique choice in the world: Mexico's citizens were able to directly determine who was given judges in the country, but the participation was low.",世界首映: 墨西哥人决定国家法官,这是一个全球性的选择: 墨西哥的公民和公民直接决定谁在该国得到法官职位. 但参与率微乎其微.
3,Merz fordert von Netanjahu mehr Hilfe für den Gazastreifen,In einem Telefonat mit Israels Premier Benjamin Netanjahu hat Deutschlands Kanzler mehr humanitäre Hilfe für den Gazastreifen verlangt. Gleichzeitig bekräftigte Friedrich Merz klar Israels Sicherheitsinteressen.,Merz calls for more help from Netanyahu to the Gaza Strip,"In a phone call with Israel's Prime Minister Benjamin Netanyahu, Germany's Chancellor demanded more humanitarian aid for the Gaza Strip. At the same time, Friedrich Merz clearly reaffirmed Israel's security interests.",Merz要求内塔尼亚胡增加对加沙地带的援助,"在与以色列总理本杰明·内塔尼亚胡的通话中,德国总理要求为加沙地带提供更多的人道主义援助. 同时,弗里德里希·梅尔兹明确重申了以色列的利益."
4,News kompakt: Rechtsnationalist wird Präsident in Polen,Der EU-Skeptiker Karol Nawrocki hat die Präsidentenwahl in Polen knapp gewonnen. Überschattet von Militärschlägen beginnen erneute russisch-ukrainische Verhandlungen. Das Wichtigste in Kürze.,News compact: Legal nationalist becomes president in Poland,"EU skeptic Karol Nawrocki has narrowly won the presidential election in Poland. Overshadowed by military strikes, Russian-Ukrainian negotiations are starting again.",最新消息:右翼民族主义者将在波兰当总统,"欧盟怀疑论者卡罗尔·纳弗洛基 (Koel Nawraki) 差点赢得波兰总统大选. 被军事袭击所困扰,俄罗斯和乌克兰重新展开谈判. 最重要的是,不久之后."
5,Annalena Baerbock übernimmt Leitung der UN-Vollversammlung,Deutschlands frühere Außenministerin wird neue Präsidentin der UN-Vollversammlung. Annalena Baerbock will den neuen Posten als Sprungbrett für künftige Aufgaben nutzen.,Annalena Baerbock takes over leadership of the UN General Assembly,Germany's former Foreign Minister becomes new President of the UN General Assembly. Annalena Baerbock wants to use the new post as a springboard for future tasks.,安娜娜娜娜娜娜纳贝伯 接管联合国大会,德国前国务卿即将成为联合国大会的新主席. Annalenna Baerbock想利用新职位作为未来任务的跳板.
6,Rauer Ton zwischen USA und China beim Shangri-La Dialog,Auf dem sicherheitspolitischen Forum Shangri-La fehlte zwar Chinas Verteidigungsminister. Aber heftige Wortgefechte deuten auf ein wachsendes Konfliktpotenzial zwischen China und den USA hin. Yuchen Li aus Singapur.,Rough tone between USA and China at Shangri-La Dialogue,The security policy forum Shangri-La lacked China's defence ministers. But fierce battles of words point to a growing potential for conflict between China and the US. Yuchen Li from Singapore.,美中两国在香格里对话中语气高大,"虽然中国国防部长在安全论坛上缺席了中国国务卿,但粗略的言辞表明中美冲突的可能性日增. 新加坡的优胜利."
7,Wie Frankreichs Milliardäre die Politik beeinflussen,"Der französische Milliardär Pierre Édouard Stérin steckt Millionen Euro in Initiativen, die Rechtsaußen-Ansichten propagieren. Er ist nur die Spitze des Eisberges. Manche fordern deswegen strengere Regeln.",How France's billionaires influence politics,The French billionaire Pierre Édouard Stérin puts millions of euros in initiatives that propagate right-wing views. He is only the tip of the iceberg. Some therefore demand stricter rules.,法国亿万富翁如何影响政治,"法国亿万富翁皮埃尔·斯蒂恩 (Pierre Edouard Streen) 持有数以百万计的欧元计划,宣传右派观点. 他只不过是冰山一角,有人为此要求更严格的规则."
8,Unabhängigkeitskampf in Cabinda: Der Druck auf Angola nimmt zu,"In der angolanischen Exklave Cabinda spitzt sich der Konflikt zwischen Regierung und Separatisten zu. Beide Seiten werfen sich Menschenrechtsverletzungen vor, während die Lage für die Bevölkerung immer prekärer wird.",Independence struggle in Cabinda: Pressure on Angola increases,"In the Angolan exclave Cabinda, the conflict between government and separatists is intensifying. Both sides are accusing themselves of human rights violations, while the situation is becoming increasingly precarious for the population.",在卡宾达的独立斗争:安哥拉的压力越来越大,"在安哥拉的前奴隶卡宾达,政府与分离主义者之间的冲突正在加剧. 双方都指责侵犯人权的行为,而民众的境况却越来越脆弱."
9,AfD und radikale Christen: Traum von anderer Gesellschaft,"Die radikale Rechte in Deutschland, Europa und den USA gibt sich als Verteidiger eines vermeintlich christlichen Abendlandes. Ihr Kampf gilt dem Islam - obwohl Religion nur eine Nebenrolle spielt. Was steckt dahinter?",AfD and radical Christians: dream of other society,"The radical right in Germany, Europe and the USA is a defender of a supposedly Christian West. Their struggle is Islam - although religion plays only a secondary role. What is behind it?",AfD 和激进基督徒: 梦见别的社会.,"德国,欧洲和美国的激进权利是基督教晚会的辩护律师. 他们的斗争是伊斯兰教的,尽管宗教只是副业. 其背后是什么?"
