,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Trump v Iran: quick win or quagmire?,Murky intelligence suggests containing the regime requires years of American muscle,Trump gegen Iran: Schneller Sieg oder Sumpf?,"Murky Intelligenz schlägt vor, das Regime zu enthalten erfordert Jahre des amerikanischen Muskels",Trump contra Irán: ¿una victoria rápida o un atolladero?,La inteligencia murky sugiere que contener el régimen requiere años de músculo americano,Trump v Iran : victoire rapide ou bourbier ?,Murky intelligence suggère de contenir le régime nécessite des années de muscle américain,特朗普诉伊朗:快速赢还是困境?,穆尔基情报显示 控制政权 需要多年的美国肌肉
1,A new Dutch museum tackles migration through art,"Fenix, in Rotterdam, lets visitors make up their own minds",Ein neues niederländisches Museum beschäftigt sich mit der Migration durch Kunst,"Fenix, in Rotterdam, lässt sich von den Besuchern selbst entscheiden",Un nuevo museo holandés aborda la migración a través del arte,"Fenix, en Rotterdam, permite a los visitantes decidirse por sí mismos",Un nouveau musée néerlandais s'attaque à la migration par l'art,"Fenix, à Rotterdam, laisse les visiteurs se décider",一个新的荷兰博物馆通过艺术解决移民问题,"Fenix,在鹿特丹,让访客自己决定"
2,Don’t mess with the Zohran,"Our daily political update, featuring the stories that matter",Verarsch nicht mit dem Zohran,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",No te metas con el Zohran,"Nuestra actualización política diaria, con las historias que importan",Ne vous moquez pas du Zohran,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",不要惹上佐赫兰人,"我们每天的政治最新情况,特别报道重要的故事"
3,Paid internship on The Economist’s Britain desk,An opportunity to write for The Economist,Bezahltes Praktikum auf dem britischen Schreibtisch des Wirtschaftswissenschaftlers,"Eine Gelegenheit, für The Economist zu schreiben",Prácticas pagadas en el escritorio de The Economist’s Britain,Una oportunidad para escribir para The Economist,Stage payé sur le bureau de l'économiste britannique,Une occasion d'écrire pour The Economist,在《经济学家》英国台,给《经济学家》写作的机会
4,Chinese consumers are turning to homegrown brands,Also on the daily podcast: the religious right is booming in Africa and Britain’s Formula 1-industrial complex,Chinesische Verbraucher wenden sich an einheimische Marken,"Auch auf dem Tagespodcast: Die religiöse Rechte boomt in Afrika und Großbritannien , Formel 1-Industrie-Komplex",Los consumidores chinos están recurriendo a marcas caseras,También en el podcast diario: la derecha religiosa está en auge en África y el complejo industrial de Fórmula 1 de Gran Bretaña,Les consommateurs chinois se tournent vers des marques maison,Aussi sur le podcast quotidien: la droite religieuse est en plein essor en Afrique et en Grande-Bretagne Formule 1-complexe industriel,中国消费者正在转向本地品牌,也出现在每日播客上:宗教权利在非洲和英国的1号公式工业综合体中蓬勃发展。
5,How Brazil’s football team lost its mojo,A handpicked article read aloud from the latest issue of The Economist,Wie Brasiliens Fußballmannschaft sein Mojo verlor,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,Cómo el equipo de fútbol brasileño perdió su mojo,Un artículo escogido a mano leído en voz alta del último número de The Economist,Comment l'équipe de football du Brésil a perdu son mojo,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,巴西足球队如何失去莫乔的莫乔式球队,"《经济学家》最新一期《经济学家》的一篇文章,"
6,"Israel’s dazzling, daunting, dangerous victory",To bank its gains after 12 brutal days it must turn off its ferocious war machine,"Israel blendend, erschreckend, gefährlicher Sieg","Um seine Gewinne nach 12 brutalen Tagen zu finanzieren, muss er seine grausame Kriegsmaschine abschalten.","La deslumbrante, desalentadora y peligrosa victoria de Israel",Para financiar sus ganancias después de 12 días brutales debe apagar su feroz máquina de guerra,"Israël est éblouissante, redoutable, dangereuse victoire","Pour encaisser ses gains après 12 jours de brutalité, il faut éteindre sa féroce machine de guerre.",以色列令人目目目目目惊、令人惊恐、危险的胜利,"为了在12天的残酷日子里实现其收益,它必须关闭其残暴的战争机器"
7,Robert F. Kennedy looks set to mess with vaccines,An influential panel has been stacked with vaccine sceptics and ideologues,Robert F. Kennedy sieht mit Impfstoffen fertig aus,Ein einflussreiches Panel wurde mit Impfstoff-Skeptikern und Ideologen gestapelt,Robert F. Kennedy parece dispuesto a meterse con las vacunas,Un panel influyente ha sido apilado con escépticos de vacunas e ideólogos,Robert F. Kennedy semble prêt à gâcher les vaccins,Un panel influent a été empilé de scepticismes et d'idéologues vaccinaux,罗伯特F. 肯尼迪似乎 弄乱了疫苗,一个有影响力的小组 已经堆积了疫苗的怀疑者和理论家
8,How often do ceasefires in the Middle East work?,"Donald Trump says he expects the Iran-Israel truce to last forever. Our analysis of more than 2,000 truces suggests that’s optimistic",Wie oft funktionieren Waffenstillstande im Nahen Osten?,"Donald Trump sagt, er erwarte, dass der Waffenstillstand zwischen Iran und Israel für immer anhält. Unsere Analyse von mehr als 2.000 Waffenstillstanden deutet darauf hin, dass wir optimistisch sind.",¿Con qué frecuencia funcionan las cesaciones del fuego en el Oriente Medio?,Donald Trump dice que espera que la tregua Irán-Israel dure para siempre. Nuestro análisis de más de 2.000 treguas sugiere que eso es optimista,À quelle fréquence les cessez-le-feu au Moyen-Orient fonctionnent-ils?,Donald Trump dit qu'il s'attend à ce que la trêve Iran-Israël dure pour toujours.,中东停火的频率如何?,"唐纳德·特朗普(Donald Trump)说,他期望伊朗-以色列休战将永远维持下去。 我们对2,000多个休战的分析表明,这是乐观的。"
9,How OnlyFans transformed porn,"The platform, now up for sale, has made a smutty business far more lucrative",Wie OnlyFans porno transformiert,"Die Plattform, jetzt zum Verkauf, hat ein smutty Geschäft weit lukrativer gemacht",Cómo OnlyFans transformó el porno,"La plataforma, ahora a la venta, ha hecho un negocio sucio mucho más lucrativo",Comment OnlyFans a transformé le porno,"La plate-forme, maintenant en vente, a fait une entreprise smutty beaucoup plus lucrative",只有芬兰人如何改变色情片,"这个平台现在要出售, 已经让一个肮脏的生意 更有利可图"
10,Feckless Europe accepts Trump’s Lone Ranger diplomacy,It is meekly welcoming the new sheriff’s vigilante justice,Feckless Europe akzeptiert die Diplomatie des Lone Rangers von Trump,Es ist sanft willkommen den neuen Sheriffs Selbstjustiz,Feckless Europe acepta la diplomacia de Trump con el Llanero Solitario,Es la humilde bienvenida a la nueva justicia vigilante del sheriff,L'Europe sans feck accepte la diplomatie Trumps Lone Ranger,"C'est humblement accueillir le nouveau shérif, justicier la justice","接受特朗普独行侠外交,","欢迎新警长的治安维持者司法公正,"
11,Blighty newsletter: Britannia waves the rules,,Blighty newsletter: Britannia winkt die Regeln,,Boletín de noticias Blighty: Britannia ondea las reglas,,Blighty newsletter: Britannia agite les règles,,Blighty 通讯:不列颠那亚一波一波一波的规则,
12,"Scientists have created healthy, fertile mice with two fathers","Bipaternal human children, though, are still far away","Wissenschaftler haben gesunde, fruchtbare Mäuse mit zwei Vätern erschaffen",Aber die Kinder sind immer noch weit weg.,Los científicos han creado ratones sanos y fértiles con dos padres,"Sin embargo, los niños bipaternales todavía están muy lejos.",Les scientifiques ont créé des souris saines et fertiles avec deux pères,"Les enfants humains bipaternaux, cependant, sont encore loin",科学家创造了健康、肥沃的老鼠 有两个父亲,"不过,人类的双父儿童还远着呢"
13,Brand China is having a moment,Our weekly podcast on China. This week: how the country is becoming cool—and building soft power,Marke China hat einen Moment,Unser wöchentlicher Podcast über China. Diese Woche: Wie das Land kühl wird – und Soft Power baut,Brand China está teniendo un momento,Nuestro podcast semanal sobre China. Esta semana: cómo el país se está volviendo fresco — y construyendo poder blando,La Chine de marque a un moment,Notre podcast hebdomadaire sur la Chine. Cette semaine : comment le pays devient cool – et construit la puissance douce,品牌中国 正在有一个瞬间,"本周中国如何变得酷酷, 如何建设软力量,"
14,Britain’s industrial strategy is unlikely to boost its economy,But it does at least focus on some of the right problems,Britanniens industrielle Strategie dürfte seine Wirtschaft nicht ankurbeln,Aber es konzentriert sich zumindest auf einige der richtigen Probleme,Es poco probable que la estrategia industrial de Gran Bretaña impulse su economía,Pero al menos se centra en algunos de los problemas correctos,La stratégie industrielle de la Grande-Bretagne est peu susceptible de stimuler son économie,Mais il met au moins l'accent sur certains des bons problèmes,英国的工业战略不可能刺激其经济,但它至少关注一些正确的问题
15,The best novels published in the second quarter of 2025,American and Irish writers dominate the list,"Die besten Romane, die im zweiten Quartal 2025 veröffentlicht wurden",Amerikanische und irische Schriftsteller dominieren die Liste,Las mejores novelas publicadas en el segundo trimestre de 2025,Los escritores americanos e irlandeses dominan la lista,Les meilleurs romans publiés au deuxième trimestre de 2025,Les écrivains américains et irlandais dominent la liste,2025年第二季度出版的最佳小说,美国人和爱尔兰作家居名单之首
16,Shock and ore: Scenes from the relentless search for critical minerals,"From Chile to Indonesia, the changing needs of the electronics industry are altering the face of the Earth",Schock und Erz: Szenen aus der unerbittlichen Suche nach kritischen Mineralien,Von Chile bis Indonesien verändern die sich verändernden Bedürfnisse der Elektronikindustrie das Gesicht der Erde,Choque y mineral: Escenas de la incesante búsqueda de minerales críticos,"De Chile a Indonesia, las cambiantes necesidades de la industria electrónica están alterando la faz de la Tierra",Choc et minerai : Scènes de la recherche incessante de minéraux critiques,"Du Chili à l'Indonésie, l'évolution des besoins de l'industrie électronique modifie la face de la Terre",冲击和矿石:不懈寻找关键矿物的景点,"从智利到印度尼西亚,电子工业不断变化的需求正在改变地球的面貌"
17,"Even if peace holds in Iran, what comes next?",Also on the daily podcast: NATO meets to agree a spending spree and Germany considers axing one of its many holidays,"Selbst wenn im Iran Frieden herrscht, was kommt als nächstes?","Auch auf dem täglichen Podcast: NATO trifft sich, um eine Ausgaben-Spree zu vereinbaren und Deutschland hält es für einen seiner vielen Feiertage","Incluso si la paz se mantiene en Irán, ¿qué viene después?",También en el podcast diario: la OTAN se reúne para acordar una juerga de gastos y Alemania considera una de sus muchas vacaciones,"Même si la paix se maintient en Iran, qu'en est-il de la suite?",Aussi sur le podcast quotidien: l'OTAN se réunit pour convenir d'un spree de dépenses et l'Allemagne considère hanter l'un de ses nombreux jours fériés,"即使伊朗维持和平,接下来又会怎样?","也是每日播客的播客:北约开会商定开支,德国考虑将许多节假日之一赶过。"
18,Ceasefire may stave off War Powers clash,"Our daily political update, featuring the stories that matter",Die Waffenruhe könnte den Kampf der Kriegsmächte vereiteln,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",La cesación del fuego puede impedir el choque de las Potencias de guerra,"Nuestra actualización política diaria, con las historias que importan",Le cessez-le-feu peut repousser le conflit des puissances de guerre,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",停火可能避免战争强国冲突,"我们每天的政治最新情况,特别报道重要的故事"
19,"The UN’s dysfunction undermines global security, argue Ban Ki-moon and Helen Clark",The organisation should not be held hostage by a few powerful states,"Die Funktionsfähigkeit der Vereinten Nationen untergräbt die globale Sicherheit, argumentieren Ban Ki-moon und Helen Clark",Die Organisation sollte nicht von ein paar mächtigen Staaten als Geiseln gehalten werden.,"La disfunción de la ONU socava la seguridad mundial, argumentan Ban Ki-moon y Helen Clark",La organización no debe ser tomada como rehén por unos pocos estados poderosos,"Le dysfonctionnement des Nations Unies sape la sécurité mondiale, argumente Ban Ki-moon et Helen Clark",L'organisation ne devrait pas être prise en otage par quelques États puissants.,"潘基文和海伦·克拉克认为,联合国的运作失灵破坏了全球安全。",本组织不应被几个强国扣为人质
20,The rise of pro-natalist policies on the right,A handpicked article read aloud from the latest issue of The Economist,Der Aufstieg der pronatalistischen Politik auf der rechten Seite,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,El aumento de las políticas pronatalistas de la derecha,Un artículo escogido a mano leído en voz alta del último número de The Economist,La montée des politiques pronatalistes à droite,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,支持产前政策在权利方面的兴起,"《经济学家》最新一期《经济学家》的一篇文章,"
21,Why investors are disregarding bad news,A handpicked article read aloud from the latest issue of The Economist,Warum Anleger schlechte Nachrichten missachten,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,¿Por qué los inversores están haciendo caso omiso de las malas noticias?,Un artículo escogido a mano leído en voz alta del último número de The Economist,Pourquoi les investisseurs ignorent les mauvaises nouvelles,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,为什么投资者不理会坏消息,"《经济学家》最新一期《经济学家》的一篇文章,"
22,Trump says the war is over. How 14 bombs may change the Middle East,"After America announces a ceasefire between Israel and Iran, big questions remain","Trump sagt, der Krieg sei vorbei. Wie 14 Bomben den Nahen Osten verändern könnten","Nachdem Amerika einen Waffenstillstand zwischen Israel und dem Iran angekündigt hat, bleiben große Fragen offen.",Trump dice que la guerra ha terminado. Cómo 14 bombas pueden cambiar el Medio Oriente,"Después de que Estados Unidos anuncia un alto el fuego entre Israel e Irán, quedan grandes preguntas",Trump dit que la guerre est finie. Comment 14 bombes peuvent changer le Moyen-Orient,"Après l'annonce par l'Amérique d'un cessez-le-feu entre Israël et l'Iran, de grandes questions subsistent",特朗普说战争已经结束了 14枚炸弹如何改变中东,"在美国宣布以色列与伊朗停火后,"
23,After Iran’s knife-edge missile strike Trump says “no more hate”,A ceasefire may soon end the fighting,"Nach Irans Messer-Edge-Raketenschlag Trump sagt, keine Hass mehr",Ein Waffenstillstand könnte bald die Kämpfe beenden,"Después del ataque con misiles de filo de cuchillo de Irán, Trump dice “no más odio”",Una cesación del fuego pronto puede poner fin a los combates,"Après le coup de missile à la pointe du couteau de l'Iran Trump dit : ""Pas plus de haine""",Un cessez-le-feu pourrait bientôt mettre fin aux combats.,"伊朗的刀锋导弹攻击后, Trump说“不再有仇恨了”",停火可能很快结束战斗
24,Killer whales appear to craft their own tools,One group uses kelp stalks as exfoliating brushes,Killerwale scheinen ihre eigenen Werkzeuge herzustellen,Eine Gruppe verwendet Kelp Stängel als Peeling Bürsten,Las ballenas asesinas parecen fabricar sus propias herramientas,Un grupo utiliza tallos de algas como cepillos exfoliantes,Les épaulards semblent fabriquer leurs propres outils,Un groupe utilise des tiges de varech comme brosses exfoliantes,虎鲸似乎在制造自己的工具,一组使用海藻树轨作为除叶刷
25,"Iran’s hardliners accept a precarious truce, for now",Missiles hit Israel shortly after Trump announced a ceasefire,"Irans Hardliner akzeptieren einen prekären Waffenstillstand, für jetzt",Raketen schlugen Israel kurz nachdem Trump einen Waffenstillstand angekündigt hatte,"Los línea dura de Irán aceptan una tregua precaria, por ahora",Misiles golpearon a Israel poco después de que Trump anunciara un alto el fuego,"Iraniens hardliners acceptent une trêve précaire, pour l'instant",Les missiles ont frappé Israël peu après que Trump a annoncé un cessez-le-feu,"伊朗强硬派现在接受不稳定的休战,","特朗普宣布停火后不久,导弹就袭击了以色列"
26,It’s not just Labubu dolls. Chinese brands are booming,They are winning customers at home and abroad,Es ist nicht nur Labubu Puppen. Chinesische Marken boomen,Sie gewinnen Kunden im In- und Ausland,No son sólo muñecas Labubu. Las marcas chinas están en auge,Están ganando clientes en casa y en el extranjero,Ce n'est pas seulement des poupées Labubu. Les marques chinoises sont en plein essor,Ils gagnent des clients au pays et à l'étranger,不只是拉布布娃娃。 中国品牌正在蓬勃发展。,他们在国内外赢得顾客的胜利
27,The War Room newsletter: The aftermath of America’s strike,,The War Room newsletter: Die Folgen des amerikanischen Streiks,,El boletín de War Room: Las secuelas de la huelga de Estados Unidos,,Le bulletin de la salle de la guerre: Les conséquences de la grève des États-Unis,,《战争室通讯:美国罢工的后果》,
28,"A new telescope will find billions of asteroids, galaxies and stars",The Vera Rubin Observatory captures unprecedented detail,"Ein neues Teleskop wird Milliarden von Asteroiden, Galaxien und Sternen finden",Das Vera Rubin Observatorium erfasst beispiellose Details,"Un nuevo telescopio encontrará miles de millones de asteroides, galaxias y estrellas",El Observatorio Vera Rubin capta detalles sin precedentes,"Un nouveau télescope trouvera des milliards d'astéroïdes, de galaxies et d'étoiles",L'Observatoire Vera Rubin capture des détails sans précédent,新望远镜将发现数十亿个小行星、星系和恒星,Vera Rubin 观测台捕捉了史无前例的细节
29,"How to hear a Hollywood star sing, for free",Rachel Zegler’s streetside “Evita” reveals a lot about fame and London,"Wie man einen Hollywood-Star singen hört, kostenlos",Rachel Zeglers Straßenseite zeigt viel über Ruhm und London,"Cómo escuchar cantar a una estrella de Hollywood, gratis",La calle de Rachel Zegler “Evita” revela mucho sobre la fama y Londres,"Comment entendre une star d'Hollywood chanter, gratuitement","Rachel Zegler , le côté de la rue d'Evita , révèle beaucoup sur la célébrité et Londres",如何免费听好莱坞明星唱歌,Rachel Zegler在街边的“Evita”露出许多名声和伦敦。
30,Politicians slashed migration. Now they face the consequences,Across the West the number of new arrivals is plummeting,Politiker haben die Migration durchbrochen. Jetzt stehen sie vor den Konsequenzen,Im Westen sinkt die Zahl der Neuankömmlinge,Los políticos cortaron la migración. Ahora se enfrentan a las consecuencias,A través del Oeste el número de recién llegados se está desplomando,"Les politiciens ont réduit la migration. Maintenant, ils font face aux conséquences","De l'autre côté de l'Ouest, le nombre de nouveaux arrivants est en baisse","政客们在移民移民问题上大刀阔斧。 现在,他们面对着后果。","在整个西方,新来港定居的人数 正在急剧下降"
