,title-de,content-de,title-en,content-en,title-zh,content-zh
0,Entwicklungshilfe: Deutschland spart bei den Ärmsten,Die Bundesregierung plant 2025 weitere Kürzungen bei der Entwicklungshilfe. Experten sehen darin ein Risiko für globale Stabilität und humanitäre Versorgung.,Development aid: Germany saves on the poorest,"In 2025, the Federal Government plans further cuts in development aid. Experts see this as a risk for global stability and humanitarian care.",发展援助:德国在穷人身上省了点钱,联邦政府计划在2025年进一步削减发展援助费用. 专家认为这会给全球稳定和人道主义援助带来风险.
1,Was der USAID-Kahlschlag für die Entwicklungshilfe bedeutet,Mit den USA und seiner Entwicklungsbehörde USAID fällt der weltweit größte Geber von Entwicklungshilfe aus. Ärmere Länder könnten sich China zuwenden. Die EU will die wegfallende US-Hilfe nur eingeschränkt ausgleichen.,What the USID pick for development aid means,"With the US and its development agency USAID, the world's largest donor of development aid is out. Poorer countries could turn to China. The EU wants to make up for the missing US aid only to a limited extent.","对于发展援助来说,美国国务院的电磁波 代表着发展援助","与美国及其开发局合作,世界最大的捐助者从发展援助中获益. 中国可能会向中方求助. 欧盟只是限制美国援助的减少."
2,"Darts: Mehr WM-Startplätze für Frauen im ""Ally-Pally""","Größeres Teilnehmerfeld, mehr Frauen: Zum ersten Mal in der Geschichte der Darts-Weltmeisterschaft werden vier Startplätze fest an weibliche Profis vergeben.","Darts: More World Cup starting places for women in the ""Ally-Pally""","Larger field of participation, more women: For the first time in the history of the Darts World Championship, four starting positions are firmly awarded to female professionals.","达特斯: 更多的世界杯女性在""Ally-Pally""的跑道.",更多的女性参加者 更多的参赛者 这是达特世界杯史上第一次 有四位女性职业选手在赛场上被固定的起跑点
3,"""Claim""-Allianz meldet Zunahme antimuslimischer Vorfälle",60 Prozent mehr antimuslimische Übergriffe in Deutschland als im Vorjahr - das hat die Allianz gegen Islam- und Muslimfeindlichkeit (Claim) in ihrem Lagebild für 2024 verzeichnet. Besonders häufig betroffen waren Frauen.,"""Claim"" Alliance Reports Increase in Anti-Muslim Incidents",60 percent more anti-Muslim attacks in Germany than in the previous year - this was recorded by the alliance against Islam and Muslim hostility (Claim) in its situation picture for 2024. Women were particularly affected.,"""克雷姆联盟""报告反穆斯林事件的增多",德国60%的反穆斯林虐待案比去年还要严重 联盟在2024年对伊斯兰和穆斯林的仇视 (Claim) 的现状中记录了这一点. 女性特别受到影响.
4,Gazastreifen: Palästinenser werfen Israels Armee Blutbad vor,Die Eskalation des Iran-Israel-Konflikts hat den Krieg im Gazastreifen medial in den Hintergrund rücken lassen. Doch nun sorgen neue Berichte von dort für Aufsehen.,Gaza Strip: Palestinians charge Israel's army with bloodbath,"The escalation of the Iran-Israel conflict has mediated the war in the Gaza Strip, but new reports from there are causing a stir.",加沙地带:巴勒斯坦人指责以色列军队屠杀以色列,伊朗伊斯拉尔冲突升级让加沙地带的战事变得更糟了. 但最新报告正在引起公众的注意.
5,Mindestens 14 Tote nach massiven Drohnenangriffen auf Kyjiw,Russland greift die Ukraine regelmäßig mit Drohnen und Raketen an. Bei neuen massiven Angriffen hat es besonders die Hauptstadt getroffen. Neben der hohen Zahl an Todesopfern gibt es auch viele Verletzte.,At least 14 deaths after massive drone attacks on Kyjiw,"Russia regularly attacks Ukraine with drones and missiles. In the case of new massive attacks, the capital has been hit in particular. In addition to the high number of deaths, there are also many injured.",大规模无人机袭击金洁后至少死了14人,"俄罗斯经常用无人机和导弹攻击乌克兰. 在新的大规模袭击中,它尤其袭击了首都. 除了伤亡人数众多,还有许多受伤者."
6,"G7-Staaten fordern ""Deeskalation"" im Israel-Iran-Konflikt",Beim G7-Gipfel in Kanada haben sich die Staats- und Regierungschefs überraschend auf eine gemeinsame Erklärung zum Iran-Israel-Konflikt verständigt. Kurz zuvor kündigte US-Präsident Trump seine vorzeitige Abreise an.,"G7 states demand ""deescalation"" in the Israel-Iran conflict","At the G7 summit in Canada, heads of state and government surprisingly agreed on a joint statement on the Iran-Israel conflict. Shortly before, US President Trump announced his early departure.","G7国家要求以色列-伊朗冲突中""Descale""","在7国集团的加拿大峰会上,各国领导人出乎意料地就伊朗伊斯兰冲突发表了联合声明. 不久之前,美国总统特朗普宣布提前离开."
7,News kompakt: Trump verlässt vorzeitig G7-Gipfel in Kanada,Vor der Abreise des US-Präsidenten verabschiedet die G7-Gruppe eine Erklärung zum Konflikt zwischen Israel und dem Iran. Bei einem russischen Luftangriff auf Kyjiw werden 14 Menschen getötet. Das Wichtigste in Kürze.,News compact: Trump leaves early G7 summit in Canada,"Before the departure of the US President, the G7 Group passed a statement on the conflict between Israel and Iran. Fourteen people were killed in a Russian airstrike on Kyiv.",最新消息:特朗普提前离开加拿大G7峰会,"美国总统离开前,七国集团通过了一项以色列与伊朗之间的冲突声明. 俄罗斯空袭基吉温,造成14人死亡. 最重要的是,很快."
8,Deutschland: Jeder vierte Einwanderer will nicht bleiben,"Warum verlassen Migranten Deutschland wieder? Eine neue Studie zeigt, dass andere Länder für ökonomisch erfolgreiche Ausländer attraktiver sind. Diskriminierung spielt auch eine große Rolle.",Germany: One in four immigrants does not want to stay,Why do migrants leave Germany again? A new study shows that other countries are more attractive to economically successful foreigners. Discrimination also plays a major role.,德国:四个移民中没有四个人愿意留下,为什么移民又离开德国了? 一项新研究显示其他国家对经济成功的外国人更具吸引力. 歧视也很重要
9,Völkerrecht: Bundesregierung sieht keinen Verstoß Israels,Bundeskanzler Friedrich Merz hatte Israel zuletzt wegen des Vorgehens im Gaza-Streifen offen kritisiert. Nicht so nach dem Angriff auf den Iran. Die Frage nach einem Verstoß gegen das Völkerrecht ist umstritten.,International law: Federal Government sees no violation of Israel,"Federal Chancellor Friedrich Merz recently openly criticised Israel for its actions in Gaza, not after the attack on Iran. The question of a violation of international law is controversial.",国际法: 联邦政府没有看到任何违反以色列的行为,"德国总理弗里德里希·默尔兹最近公开批评以色列对加沙的袭击,而不是对伊朗的袭击. 违反国际法的问题引起了争议."
