,title-de,content-de,title-en,content-en,title-zh,content-zh
0,EU-Gipfel in Brüssel: USA machen Angebot im Zoll-Streit,"Russland-Sanktionen, Krieg in Gaza, Zollstreit mit den USA: Es gab viel zu besprechen auf dem EU-Gipfel. Beim Abendessen flatterte den Staats- und Regierungschefs ein neuer Vorschlag aus Washington auf den Tisch.",EU summit in Brussels: US make offer in customs dispute,"Russia sanctions, war in Gaza, customs dispute with the US: there was a lot to discuss at the EU summit. At dinner, a new proposal from Washington was on the table for the heads of state and government.",欧盟布鲁塞尔峰会 美国在海关纠纷中提出条件,"俄罗斯制裁,加沙战争,关税纠纷,欧盟峰会上有很多问题要讨论. 晚餐时,各国元首和政府首脑提出了新的提议,从华盛顿开始讨论."
1,Streit um Medien: Russland droht Deutschland mit Vergeltung,"Es geht um einen prominenten russischen Reporter, der nicht mehr in Deutschland arbeiten darf. Die Regierung in Moskau hat deshalb den deutschen Botschafter einbestellt.",Media dispute: Russia threatens Germany with retaliation,"It is about a prominent Russian reporter who is no longer allowed to work in Germany. Therefore, the government in Moscow has called on the German ambassador.",媒体争执 俄罗斯威胁要报复德国,"是关于一个著名的俄国记者,他不能再在德国工作了. 因此,莫斯科政府任命了德国大使."
2,Fahndung nach Atommüll im Atlantik,"Jahrzehntelang kippten Staaten ihren Atommüll sorglos in den Atlantik. Doch die Fässer korrodieren schneller als gedacht. Wo genau der strahlende Abfall liegt, ist unklar. Ein Forscherteam ist auf der Suche.",A search for nuclear waste in the Atlantic,"Decades of decades, the states tipped their nuclear waste carelessly into the Atlantic. However, the barrels corrode faster than expected. Where exactly the radiant waste lies is unclear. A research team is on the lookout.",搜索大西洋的核废料,"数十年来,各国在大西洋上无忧无虑地倾倒核废料,但核废料堆比想象中要快得多. 在闪亮的废料堆里,还不清楚. 一支研究小组正在搜索."
3,Iran taktiert bei Rückkehr an Verhandlungstisch,"Die Islamische Republik ziert sich und zeigt demonstrativen Stolz: Wenn wieder gesprochen wird, so die Botschaft, dann nur, weil die Führung in Teheran es will. Druck aus Washington soll offiziell keine Rolle spielen.",Iran tacts on return to negotiating table,"The Islamic Republic adorns itself and shows demonstrative pride: if the message is spoken again, it is only because the leadership in Tehran wants it. Pressure from Washington is not supposed to play an official role.","伊朗返回谈判桌前,会调停伊朗的姿态","伊斯兰共和国正在兴起,并表现出德意志主义的骄傲:如果它再次说话,那是因为德黑兰的领导人想要它. 华盛顿的压力不会影响官方的发言权."
4,FC Bayern ist deutscher Basketball-Meister,In einem echtem Final-Thriller gegen ratiopharm Ulm entscheidet der FC Bayern die Serie um die deutsche Meisterschaft für sich. Für Weltmeister-Coach Gordon Herbert ist es nach 21 Jahren Pause der zweite nationale Titel.,FC Bayern is German basketball champion,"In a real final thriller against ratiopharm Ulm, FC Bayern decides the series for the German championship. For world champion coach Gordon Herbert it is the second national title after 21 years of break.",FCBD巴伐利亚是德国篮球冠军,"在对拉菲亚姆·乌尔姆的真正最终决赛中 FCB Bayern决定了德国的冠军赛. 对于世界冠军教练戈登·赫伯特来说,21年后,这是第二任国家冠军."
5,News kompakt: Slowakei verhindert neue Russland-Sanktionen,Die Slowakei ist von russischem Erdgas abhängig und legte deshalb beim EU-Gipfel ihr Veto ein. Der Bundestag entscheidet über die Aussetzung des Familiennachzugs für Flüchtlinge ohne Asylstatus. Das Wichtigste in Kürze.,News compact: Slovakia prevents new Russia sanctions,Slovakia is dependent on Russian natural gas and therefore vetoed the EU summit. The Bundestag decides on the suspension of family reunification for refugees without asylum status. The most important thing in brief.,新闻报道:斯洛伐克阻止俄罗斯的新制裁行动,"斯洛伐克依赖于俄罗斯的天然气,因此在欧盟峰会上否决了它. 德国议会决定取消对没有庇护权的难民家庭的迁移. 最重要的是,很快."
6,Fußballstar Cristiano Ronaldo bleibt in Saudi-Arabien,Zwei weitere Jahre will der Portugiese für seinen Klub Al-Nassr spielen. Sportlich gehört er trotz seiner 40 Jahre nach wie vor zu den Besten der Saudi Pro League. Auch finanziell dürfte sich die Verlängerung lohnen.,Football star Cristiano Ronaldo stays in Saudi Arabia,"The Portuguese wants to play for his club Al-Nassr for another two years. Despite his 40 years, he is still one of the best in the Saudi Pro League. The extension should also be worthwhile financially.",足球明星克里斯蒂安奥·罗纳德奥留在沙特阿拉伯,"两年来 葡萄牙人想在俱乐部里玩Al -Nasser. 尽管有四十年的时间,他仍然是沙特的精英之一. 财政上也值得延长."
7,Türkei: Größte Oppositionspartei CHP vor Zerreißprobe,Ihr Präsidentschaftskandidat sitzt im Gefängnis. Gegen ihren Vorsitzenden wird ermittelt. Nun droht ein Gerichtsverfahren. Die größte türkische Oppositionspartei CHP steht vor einer ernsthaften Belastungsprobe.,Turkey: Largest opposition party CHP before tearing test,Their presidential candidate is in prison. Their chairman is being investigated. Now there is a trial at hand. The largest Turkish opposition party CHP is facing a serious trial.,土耳其:土耳其最大的反对党党CHP党在试用之前的排行榜,"你的总统候选人被关押在监狱里,他们正在调查他们的主席. 现在正面临审判. 土耳其最大的反对党党党党党正在进行严肃的考验."
8,"Minister Dobrindt: ""Belastungsgrenze bei Migration erreicht""","Die Regierung hat im Bundestag durchgesetzt, dass eine bestimmte Gruppe von Geflüchteten zwei Jahre lang keine Familienangehörigen nach Deutschland holen darf. Linke und Grüne sorgen für eine hitzige Debatte.","Minister Dobrindt: ""Achieving the burden limit on migration""",The government has enforced in the Bundestag that a certain group of refugees must not bring family members to Germany for two years. Left and Greens ensure a heated debate.,"Dobriant部长说 ""到达移民的负担限制""","政府在联邦会议上宣布,某一群逃犯在两年内不得带家人去德国. 左翼和绿党将引起激烈的辩论."
9,50 Jahre deutsch-brasilianisches Atomabkommen - ein Relikt?,Am 27. Juni 1975 unterzeichneten die Bundesrepublik und Brasilien einen Vertrag zur Kooperation bei der Kernenergie. Trotz des deutschen Atomausstieg gilt er noch heute.,50 years of German-Brazilian nuclear agreement - a relic?,"On 27 June 1975, the Federal Republic of Germany and Brazil signed a nuclear cooperation agreement. Despite the German nuclear phase-out, it is still valid today.",50年来 布拉西里亚的核协议 - 一个遗迹?,"1975年6月27日 , 联邦共和国和巴西签署了核能合作条约. 尽管德国核爆出,但今天仍然有效."
