,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Destroying Iran’s nukes is Netanyahu’s obsession,He is planning at least two weeks of air strikes,Irans Atombomben zerstören ist Netanjahus Obsession,Er plant mindestens zwei Wochen Luftangriffe,Destruir las armas nucleares de Irán es la obsesión de Netanyahu,Está planeando al menos dos semanas de ataques aéreos.,"Détruire l'Iran, c'est l'obsession de Netanyahu.",Il prévoit au moins deux semaines de frappes aériennes.,摧毁伊朗的核武器是内塔尼亚胡的执着,他计划至少进行两周的空袭
1,Now Trump is urged to go “all in” on crushing Iran,As the war escalates America is being dragged in deeper,"Jetzt Trump wird aufgefordert, gehen Sie alle in... auf die Zermalmung Iran","Während der Krieg eskaliert, wird Amerika tiefer hineingeschleppt",Ahora a Trump se le insta a ir “todo en” a aplastar a Irán,A medida que la guerra se intensifica Estados Unidos está siendo arrastrado en más profundo,Aujourd'hui Trump est exhorté à aller tout le monde pour écraser l'Iran,"Au fur et à mesure que la guerre s'intensifie, l'Amérique est entraînée plus profondément.",现在特朗普被敦促去“全力以赴”粉碎伊朗。,随着战争的升级 美国被拖入更深的
2,Inside Operation Spiderweb,A blow-by-blow account of Ukraine’s daring raid deep into Russia,Inside Operation Spiderweb,Ein Blow-by-Blow-Bericht über Ukraines wagemutige Razzia tief in Russland,Dentro de la Operación Spiderweb,Una cuenta de golpe a golpe de la audaz incursión de Ucrania en las profundidades de Rusia,Opération Spiderweb à l'intérieur,Un compte-rendu coup par coup de l'Ukraine avec l'audace d'un raid en Russie,蜘蛛网内部行动,"乌克兰在俄罗斯深处的大胆突袭中,"
3,Six charts show ICE’s expanding immigration crackdown,Their operations have sparked protests beyond Los Angeles. What next?,"Sechs Charts zeigen, dass ICEs die Einwanderungskrise ausweiten",Ihre Operationen haben Proteste jenseits von Los Angeles ausgelöst.,Seis gráficos muestran la creciente represión migratoria del ICE,Sus operaciones han provocado protestas más allá de Los Ángeles. ¿Qué sigue?,Six graphiques montrent l'augmentation de la répression de l'immigration par l'ICE.,Leurs opérations ont déclenché des manifestations au-delà de Los Angeles.,"六张图表显示ICE正在扩大移民镇压,",他们的行动在洛杉矶以外引发了抗议。接下来呢?
4,"The LA protests, Donald Trump, and immigration","Our weekly podcast on democracy in America. This week, Donald Trump is relishing a fight with California over illegal immigration. We examine the confrontation and look at whether Trump is making the politics of immigration a winning issue for him.","Die Proteste der LA, Donald Trump und Immigration","Unsere wöchentliche Podcast über Demokratie in Amerika. Diese Woche, Donald Trump genießt einen Kampf mit Kalifornien über illegale Einwanderung. Wir untersuchen die Konfrontation und schauen, ob Trump macht die Politik der Einwanderung ein Gewinnthema für ihn.","Las protestas de Los Ángeles, Donald Trump e inmigración","Nuestro podcast semanal sobre la democracia en Estados Unidos. Esta semana, Donald Trump está disfrutando de una pelea con California por la inmigración ilegal. Examinamos la confrontación y miramos si Trump está haciendo de la política de inmigración un tema ganador para él.","Les protestations de LA, Donald Trump, et l'immigration","Notre podcast hebdomadaire sur la démocratie en Amérique. Cette semaine, Donald Trump savoure une lutte avec la Californie contre l'immigration illégale. Nous examinons la confrontation et nous examinons si Trump fait de la politique de l'immigration un enjeu gagnant pour lui.",洛杉矶的抗议 唐纳德·特朗普和移民,"我们每周一次的关于美国民主的播客。本周,唐纳德·特朗普正在热衷于与加州为非法移民问题进行一场斗争。 我们审视了这场对峙,看看特朗普是否将移民政治作为他的胜利议题。"
5,Tracking the Israel-Iran war,The latest data and maps on the conflict,Den israelisch-iranischen Krieg verfolgen,Die neuesten Daten und Karten über den Konflikt,Seguimiento de la guerra entre Israel e Irán,Los últimos datos y mapas sobre el conflicto,Suivi de la guerre Israël-Iran,Les dernières données et cartes sur le conflit,追踪以色列-伊朗战争,关于冲突的最新数据和地图
6,Britain’s newest way of demoralising doctors,A lottery decides where they will work,"Britanniens neueste Art, Ärzte zu demoralisieren","Eine Lotterie entscheidet, wo sie arbeiten werden",La nueva forma británica de desmoralizar a los médicos,Una lotería decide dónde van a trabajar,La Grande-Bretagne a une nouvelle façon de démoraliser les médecins,Une loterie décide où ils vont travailler,英国最新的医生士气低落方式,彩票决定他们在哪里工作
7,What an Israel-Iran war means for oil prices,We investigate possible scenarios,Was ein israelisch-irischer Krieg für die Ölpreise bedeutet,Wir untersuchen mögliche Szenarien,Lo que significa una guerra entre Israel e Irán para los precios del petróleo,Investigamos posibles escenarios,Que signifie une guerre israélo-iranienne pour le prix du pétrole,Nous étudions les scénarios possibles,以色列-伊朗战争对石油价格意味着什么?,我们调查了可能的假想情况
8,The world needs to understand the deep oceans better,Otherwise it cannot protect them properly,Die Welt muss die tiefen Ozeane besser verstehen,Sonst kann sie sie nicht richtig schützen.,El mundo necesita entender mejor los océanos profundos,"De lo contrario, no puede protegerlos adecuadamente.",Le monde doit mieux comprendre les océans profonds,"Sinon, il ne peut pas les protéger correctement.",世界需要更好地了解深海,"否则,它就无法适当保护它们"
9,Can you pass the toughest tests in the world?,Civil-service exams in China and India are notoriously difficult. But they shape their countries’ societies,Können Sie die härtesten Tests der Welt bestehen?,Zivildienstprüfungen in China und Indien sind notorisch schwierig. Aber sie gestalten ihre Länder . Gesellschaften,¿Puedes pasar las pruebas más duras del mundo?,"Los exámenes de la administración pública en China y la India son notoriamente difíciles, pero dan forma a las sociedades de sus países",Pouvez-vous passer les tests les plus difficiles au monde ?,"Les examens de la fonction publique en Chine et en Inde sont notoirement difficiles, mais ils façonnent leurs pays.",你能通过世界上最艰难的测试吗?,"中国和印度的公务员考试非常困难,但考试塑造了本国社会。"
10,Gavin Newsom is ready for his close-up,The California governor’s beef with Donald Trump could resonate with voters beyond his state,Gavin Newsom ist bereit für seine Nahaufnahme,Der kalifornische Gouverneur streitet mit Donald Trump könnte mit Wählern über seinen Staat hinaus mitschwingen,Gavin Newsom está listo para su primer plano,La disputa del gobernador de California con Donald Trump podría resonar con los votantes más allá de su estado,Gavin Newsom est prêt pour son gros plan,Le gouverneur californien se bat avec Donald Trump pourrait résonner avec les électeurs au-delà de son état,Gavin Newsom已经准备好为他的特写准备了,加州州长与唐纳德·特朗普的争吵可能会与州以外的选民产生共鸣
11,Is the “manopause” real?,"If it is, it is nothing like the menopause",Ist die Manopause echt?,"Wenn es so ist, ist es nicht wie die Wechseljahre",¿Es real la “manopausia”?,"Si lo es, no es nada como la menopausia.","La ""manopause"" est-elle réelle ?","Si c'est le cas, ce n'est pas comme la ménopause.",""" manopause "" 是真实的吗?","如果是的话,就跟更年期不一样了"
12,Cover Story newsletter: How we chose the cover image,,Cover Story Newsletter: Wie wir das Coverbild gewählt haben,,Portada del boletín: Cómo elegimos la imagen de la portada,,Cover Story newsletter: Comment nous avons choisi l'image de couverture,,封面新闻通讯:我们如何选择封面图像,
13,Israel has taken an audacious but terrifying gamble,"The world would be safer if Iran abandoned its nuclear dreams, but that outcome may prove unattainable","Israel hat ein kühnes, aber erschreckendes Spiel genommen","Die Welt wäre sicherer, wenn der Iran seine nuklearen Träume aufgeben würde, aber dieses Ergebnis könnte sich als unerreichbar erweisen.",Israel ha tomado una apuesta audaz pero aterradora,"El mundo sería más seguro si Irán abandonara sus sueños nucleares, pero ese resultado puede resultar inalcanzable",Israël a pris un pari audacieux mais terrifiant,"Le monde serait plus sûr si l'Iran abandonnait ses rêves nucléaires, mais cela pourrait s'avérer impossible.",以色列进行了大胆但可怕的赌博,"如果伊朗放弃其核梦想,世界将更加安全,但这一结果可能证明无法实现"
14,The War Room newsletter: Why Israel attacked Iran—and what comes next,,The War Room newsletter: Warum Israel den Iran angegriffen hat – und was als nächstes kommt,,El boletín de War Room: ¿Por qué Israel atacó a Irán?,,Le bulletin de la salle de la guerre: Pourquoi Israël a attaqué l'Iran — et ce qui vient après,,"战争室通讯:为什么以色列攻击伊朗,",
15,Iran’s regime has a huge problem: how to retaliate,Israel and America offer a stark choice: surrender or collapse,Irans Regime hat ein riesiges Problem: wie man sich rächt,Israel und Amerika bieten eine starke Wahl: Kapitulation oder Zusammenbruch,El régimen de Irán tiene un gran problema: cómo tomar represalias,Israel y Estados Unidos ofrecen una opción dura: rendirse o colapsar,Le régime iranien a un énorme problème: comment riposter,Israël et l'Amérique offrent un choix terrible: la capitulation ou l'effondrement,伊朗政权有一个巨大的问题:如何报复,以色列和美国提供了一个严酷的选择:投降或崩溃
16,Was Iran really racing for nukes?,"Israel says so, but there are grounds for doubt",Hat der Iran wirklich nach Atombomben gerungen?,"Israel sagt das, aber es gibt Gründe für Zweifel",¿Irán realmente compitió por armas nucleares?,"Israel lo dice, pero hay motivos para dudar",L'Iran était-il vraiment en course pour des armes nucléaires ?,"Israël le dit, mais il y a des raisons de douter",伊朗真的在争夺核弹吗?,"以色列这样说,但有理由怀疑"
17,What to watch this weekend,"Featuring heavy hitters from the world of literature, music and millennial media",Was an diesem Wochenende zu sehen,"Mit schweren Hittern aus der Welt der Literatur, Musik und tausendjährigen Medien",Qué ver este fin de semana,"Con bateadores pesados del mundo de la literatura, la música y los medios milenarios",Que regarder ce week-end,"Avec de lourds frappeurs du monde de la littérature, de la musique et des médias millénaires",这周末看什么看这个周末,向来自文学、音乐和千百年媒体世界的重击者提供
18,No rest for the weekend,"Our daily political update, featuring the stories that matter",Keine Pause für das Wochenende,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",No hay descanso para el fin de semana,"Nuestra actualización política diaria, con las historias que importan",Pas de repos pour le week-end,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",周末没有休息时间,"我们每天的政治最新情况,特别报道重要的故事"
