,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,The Arab world thinks differently about this Iran war,A new spectator sport with scary consequences,Die arabische Welt denkt anders über diesen Iran-Krieg,Ein neuer Zuschauersport mit gruseligen Folgen,El mundo árabe piensa diferente acerca de esta guerra de Irán,Un nuevo deporte de espectadores con consecuencias aterradoras,Le monde arabe pense différemment à cette guerre en Iran,Un nouveau sport de spectateurs aux conséquences effrayantes,阿拉伯世界对这场伊朗战争的看法不同,一场具有可怕后果的新观众运动
1,MI6’s new “C” used to be “Q”. And she’s good with the gadgets,"Blaise Metreweli is the first female head of Britain’s spy service, too",MI6 s neue .C . Früher zu sein .Q . Und sie ist gut mit den Gadgets,Blaise Metreweli ist auch die erste weibliche Leiterin des britischen Spionagedienstes,La nueva “C” del MI6 solía ser “Q”. Y ella es buena con los gadgets,Blaise Metreweli también es la primera mujer jefa del servicio de espionaje de Gran Bretaña,"Le nouveau MI6, c'est le nouveau MI6 et c'est bien avec les gadgets.","Blaise Metreweli est la première femme chef du service d'espionnage britannique, aussi",MI6的新“C”过去是“Q”。,布莱斯·梅特鲁埃利也是英国第一位女间谍部门负责人。
2,"In Trumpworld, toppling rulers is taboo",Donald Trump prefers deals to regime change,"In Trumpworld ist es tabu, die Machthaber zu stürzen",Donald Trump bevorzugt Deals zum Regimewechsel,"En Trumpworld, derrocar a los gobernantes es tabú",Donald Trump prefiere los acuerdos al cambio de régimen,"Dans Trumpworld, le renversement des dirigeants est tabou",Donald Trump préfère les transactions au changement de régime,在特朗普世界 推翻统治者是禁忌,唐纳德·特朗普更喜欢交易 而不是换政权
3,"Donald Trump, Elon Musk and the age of the genius",The perils of bowing to those anointed as special,"Donald Trump, Elon Musk und das Zeitalter des Genies","Die Gefahr, sich vor den Gesalbten zu verneigen","Donald Trump, Elon Musk y la era del genio",Los peligros de inclinarse ante los ungidos como especiales,"Donald Trump, Elon Musk et l'âge du génie",Les dangers de se prosterner devant ceux qui sont oints comme spéciaux,唐纳德·特朗普、伊隆·穆斯克和天才时代,屈从于那些特别受膏者的危险
4,"As the UN turns 80, Thant Myint-U argues it should be retooled for a less internationalist age",The world body should go back to focusing on its founding principle: preventing war,"Da die UNO 80 Jahre alt wird, argumentiert Thant Myint-U, dass sie für ein weniger internationalistisches Zeitalter umgerüstet werden sollte.",Der Weltkörper sollte sich wieder auf sein Gründungsprinzip konzentrieren: Krieg verhindern,"A medida que la ONU cumple 80 años, Thant Myint-U argumenta que debería ser reelaborada para una era menos internacionalista",El órgano mundial debería volver a centrarse en su principio fundacional: la prevención de la guerra,"Comme l'ONU a 80 ans, Thant Myint-U soutient qu'il devrait être retravaillé pour un âge moins internationaliste",L'organe mondial devrait revenir à se concentrer sur son principe fondateur : la prévention de la guerre,"在联合国80岁时, Thant Myint-U认为,",世界机构应回到其创始原则:预防战争的重心。
5,Mo’ changes mo’ problems for budget bill,"Our daily political update, featuring the stories that matter",Änderungen für die Budgetrechnung,"Unser tägliches politisches Update mit den Geschichten, die wichtig sind",Mo’ cambia mo’ problemas para el proyecto de presupuesto,"Nuestra actualización política diaria, con las historias que importan",Le projet de loi de finances modifie le projet de loi de finances,"Notre mise à jour politique quotidienne, mettant en vedette les histoires qui comptent",Mo ' change Mo ' change mo ' m ' 问题预算法案,"我们每天的政治最新情况,特别报道重要的故事"
6,"In Iran there is, so far, no sign of a mutinous mood",Also on the daily podcast: the “world’s coolest dictator” goes after his critics and remembering India’s Tiger Man,Im Iran gibt es bisher keine Anzeichen einer meutenden Stimmung,Auch auf dem täglichen Podcast: Der coolste Diktator der Welt folgt seinen Kritikern und erinnert sich an Indiens Tiger Man,"En Irán, hasta ahora, no hay señales de un estado de ánimo amotinado.",También en el podcast diario: el “dictador más cool del mundo” va tras sus críticos y recuerda al hombre tigre de la India,"En Iran, il n'y a jusqu'à présent aucun signe d'humeur mutineuse.",Aussi sur le podcast quotidien : le dictateur le plus cool du monde va après ses critiques et se souvenir de l'Inde Tiger Man,"在伊朗,到目前为止,没有迹象显示有叛逆情绪","也是在每日播客的播客上:“世界最酷的独裁者”追逐他的批评者,"
7,Political violence has returned to Colombia,A handpicked article read aloud from the latest issue of The Economist,Politische Gewalt ist nach Kolumbien zurückgekehrt,Ein handverlesener Artikel aus der aktuellen Ausgabe von The Economist,La violencia política ha regresado a Colombia,Un artículo escogido a mano leído en voz alta del último número de The Economist,La violence politique est revenue en Colombie,Un article tiré à la main a été lu à haute voix dans le dernier numéro de The Economist,政治暴力又回到了哥伦比亚,"《经济学家》最新一期《经济学家》的一篇文章,"
8,The world’s most liveable cities in 2025,Vienna has lost its crown. Instability threatens living standards everywhere,Die lebenswertesten Städte der Welt im Jahr 2025,Wien hat seine Krone verloren. Instabilität bedroht den Lebensstandard überall,Las ciudades más habitables del mundo en 2025,Viena ha perdido su corona. La inestabilidad amenaza los niveles de vida en todas partes,Les villes les plus habitables du monde en 2025,Vienne a perdu sa couronne. L'instabilité menace le niveau de vie partout,2025年世界上最宜居的城市,"维也纳已失去其王冠,不稳定威胁着各地的生活水平。"
9,Israel’s race to kill Iran’s nuclear dream,If it fails the regime could make a frantic dash for a bomb,"Israeles Rennen, Irans nuklearen Traum zu töten","Wenn es scheitert, könnte das Regime einen hektischen Schlag für eine Bombe machen",La carrera de Israel para matar el sueño nuclear de Irán,Si falla el régimen podría hacer una carrera frenética por una bomba,Israël course pour tuer l'Iran rêve nucléaire,"S'il échoue, le régime pourrait faire un bond frénétique pour une bombe.",以色列屠杀伊朗核梦想的竞赛,"如果它失败了,该政权可以制造炸弹的疯狂破碎"
