,title-en,content-en,title-de,content-de,title-es,content-es,title-fr,content-fr,title-zh,content-zh
0,Fox News Entertainment Newsletter: Celebrities mentioned during Diddy's high-profile sex trafficking trial,"The Fox News Entertainment Newsletter brings you the latest Hollywood headlines, celebrity interviews and stories from Los Angeles and beyond.","Fox News Entertainment Newsletter: Prominente, die während Diddys hochkarätiger Sexhandel-Studie erwähnt wurden","Der Fox News Entertainment Newsletter bringt Ihnen die neuesten Hollywood Schlagzeilen, Promi-Interviews und Geschichten aus Los Angeles und darüber hinaus.",Fox News Entertainment Newsletter: Celebridades mencionadas durante el juicio por tráfico sexual de alto perfil de Diddy,"The Fox News Entertainment Newsletter te trae los últimos titulares de Hollywood, entrevistas de celebridades e historias de Los Ángeles y más allá.",Fox News Entertainment Newsletter: Les célébrités mentionnées lors du procès de Diddy sur le trafic sexuel,"Le Fox News Entertainment Newsletter vous apporte les dernières manchettes d'Hollywood, des interviews de célébrités et des histoires de Los Angeles et au-delà.",福克斯新闻娱乐通讯:Diddy在性交易高调审判中提及的名人,《福克斯新闻娱乐通讯》为各位带来了最新的好莱坞头条新闻、名人采访和洛杉矶及其他地方的故事。
1,Senate Republican aims to treat visa overstayers like illegal entrants in response to Colorado terror attack,"Sen. Jim Banks&apos; new bill aims to reclassify visa overstays as illegal entry, following the the Boulder, Colo. alleged terror attack involving Mohamed Sabry Soliman.","Senat Republikaner zielt darauf ab, Visa-Überbetreuer wie illegale Teilnehmer in Reaktion auf Colorado Terroranschlag behandeln","Sen. Jim Banks&apos; neue Gesetzesvorlage zielt darauf ab, Visa-Überaufenthalte als illegale Einreise neu einzustufen, nach dem Boulder, Colo. angeblichen Terroranschlag mit Mohamed Sabry Soliman.",El Senado Republicano tiene como objetivo tratar a los que se quedan más tiempo que los inmigrantes ilegales en respuesta al ataque terrorista de Colorado,"Senador Jim Banks&apos; nuevo proyecto de ley tiene como objetivo reclasificar las estancias de visas como entrada ilegal, después del presunto ataque terrorista de Boulder, Colo. en el que participa Mohamed Sabry Soliman.",Sénat Républicain vise à traiter les personnes ayant dépassé le visa comme des entrants illégaux en réponse à l'attaque terroriste du Colorado,"Sen. Jim Banks&apos; nouveau projet de loi vise à reclasser les séjours excédentaires de visa comme entrée illégale, à la suite de l'attaque terroriste présumée de Boulder, Colo. impliquant Mohamed Sabry Soliman.","共和参议院的目标是,在科罗拉多州恐怖袭击后,将签证逾期滞留者作为非法入境者对待,以回应科罗拉多州恐怖袭击","Jim Banks&apos;新法案的目的是,在指称Mohamed Sabry Soliman参与恐怖袭击的Boulder,Colo之后,将签证逾期滞留重新归类为非法入境。"
2,"Boulder illegal immigrant terror suspect worked in healthcare field, as rideshare driver before attack","The man accused of injuring 12 in a firebombing at a pro-Israel rally in Boulder, Colorado over the weekend is a former healthcare worker and Uber driver.","Boulder illegaler Einwanderer Terrorverdächtiger arbeitete im Gesundheitsbereich, als Rideshare-Fahrer vor dem Angriff","Der Mann, der beschuldigt wird, 12 bei einer Brandbombe bei einer pro-israelischen Kundgebung in Boulder, Colorado, am Wochenende verletzt zu haben, ist ein ehemaliger Gesundheitsarbeiter und Uber-Fahrer.","Boulder sospechoso de terrorismo ilegal de inmigrantes trabajó en el campo de la salud, como conductor de rideshare antes del ataque","El hombre acusado de herir a 12 personas en una bomba incendiaria en un mitin pro-Israel en Boulder, Colorado durante el fin de semana es un ex trabajador sanitario y conductor de Uber.","Boulder suspect illégal de terreur d'immigrant a travaillé dans le domaine de la santé, en tant que chauffeur de covoiturage avant l'attaque","L'homme accusé d'avoir blessé 12 personnes lors d'une bombe à feu lors d'un rassemblement pro-israélien à Boulder, dans le Colorado, est un ancien travailleur médical et chauffeur d'Uber.","非法移民恐怖嫌犯在医疗领域工作,在攻击前作为骑车司机。","这名男子被控在周末在科罗拉多州Boulder举行的亲以色列集会上,"
3,Trump-supporting communism survivor jumps into race for late Democrat's seat,A Republican refugee of Soviet-era communism is jumping into the race to replace late Rep. Gerry Connolly.,Trump-unterstützender Kommunismus-Überlebender springt ins Rennen um den Sitz des verstorbenen Demokraten,"Ein republikanischer Flüchtling des Kommunismus der Sowjetzeit springt in das Rennen, um den verstorbenen Rep. Gerry Connolly zu ersetzen.",Superviviente del comunismo que apoya a Trump salta a la carrera por el escaño del difunto demócrata,Un refugiado republicano del comunismo de la era soviética está saltando a la carrera para reemplazar al difunto representante Gerry Connolly.,Trump-supportant le communisme survivant saute dans la course pour le siège de feu démocrate,Un réfugié républicain du communisme de l'ère soviétique saute dans la course pour remplacer la Rép. Gerry Connolly.,支持共产主义的朗普 支持共产主义的幸存者 冲进竞选 后民主党的席位,苏维埃时代共产主义的共和党难民 正在竞相取代已故的格里·康诺利共和国
4,Trump and Melania to headline power-player packed Kennedy Center opening night,"“Les Misérables,&quot; one of the longest-running shows in Broadway and West End history, will have its opening night at the Kennedy Center June 11.",Trump und Melania zu Headline Power-Player gepackt Kennedy Center Eröffnungsnacht,"Die Eröffnungsnacht im Kennedy Center findet am 11. Juni statt, eine der längsten Shows der Broadway- und West End-Geschichte.",Trump y Melania encabezaron la noche de apertura del Kennedy Center,"“Les Misérables, &quot; uno de los espectáculos más largos en Broadway y West End historia, tendrá su noche de apertura en el Kennedy Center 11 de junio.",Trump et Melania à la tête du power-player ont emballé Kennedy Center nuit d'ouverture,"Les Misérables,&quot, l'un des plus longs spectacles de l'histoire de Broadway et de West End, aura sa nuit d'ouverture au Kennedy Center le 11 juin.",特朗普和梅拉尼亚 头版电源员 包装肯尼迪中心开幕之夜,"“Les Misébables, & quot;百老汇和西区历史中持续时间最长的节目之一, 将于6月11日在肯尼迪中心开幕。"
5,Family of Boulder firebombing suspect taken into federal custody: sources,"The wife and five children of Boulder, Colorado firebombing suspect are in federal custody and being processed for expedited removal, sources reveal.",Familie des Boulder-Feuerbombenverdächtigen in Bundesgewahrsam genommen: Quellen,"Die Frau und fünf Kinder von Boulder, Colorado Brandbombenverdächtige sind in Bundesgewahrsam und werden zur beschleunigten Entfernung verarbeitet, zeigen Quellen.",Familia de un sospechoso de bomba incendiaria de Boulder que fue detenido por el gobierno federal: fuentes,"La esposa y cinco hijos de Boulder, sospechoso de bombardero de Colorado están bajo custodia federal y siendo procesados para su expulsión acelerada, según las fuentes.",Famille du suspect d'explosion de Boulder placé en détention fédérale : sources,"L'épouse et cinq enfants de Boulder, le suspect d'explosion de feu du Colorado sont sous la garde du gouvernement fédéral et font l'objet d'un traitement en vue d'un renvoi accéléré, selon les sources.",Boulder燃烧弹爆炸嫌疑人家属被联邦拘留:资料来源,"据消息来源透露,Boulder的妻子和五个子女(科罗拉多州火炸弹嫌疑人)正被联邦拘留,并正在接受快速清除处理。"
6,'Wicked' star Cynthia Erivo laughs at critics of her playing Jesus in upcoming musical,"During a recent Billboard interview, actress Cynthia Erivo laughed off criticism of her casting as Jesus Christ in &quot;Jesus Christ Superstar.&quot;","'Wicked'-Star Cynthia Erivo lacht über Kritiker, dass sie Jesus im kommenden Musical spielt",Während eines Billboard-Interviews lachte die Schauspielerin Cynthia Erivo Kritik an ihrem Casting als Jesus Christus in &quot;Jesus Christ Superstar.&quot;,La estrella de 'Wicked' Cynthia Erivo se ríe de los críticos de su interpretación de Jesús en el próximo musical,"Durante una reciente entrevista de Billboard, la actriz Cynthia Erivo se rió de las críticas de su casting como Jesucristo en &quot;Jesucristo Superstar.&quot;","La star de ""Wicked"" Cynthia Erivo se moque des critiques de son jeu de Jésus dans la comédie musicale à venir","Lors d'un récent entretien avec Billboard, l'actrice Cynthia Erivo a ri de la critique de son casting comme Jésus-Christ dans &quot;Jésus-Christ Superstar.&quot;","""生病""的明星辛西娅·埃里沃 嘲笑批评她扮演耶稣 在即将到来的音乐剧中","在最近一次广告牌采访中,女演员辛西娅·埃里沃(Cynthia Erivo)在 & qut; Jesus Christ Superstar. & quot(耶稣基督巨星)中嘲笑批评她选为耶稣基督(Jesus Christ Christ Superstar. & quot);"
7,"Stanley launches its summer collection, Messa Rose, featuring 3 new shades","Stanley’s Messa Rose collection features Quenchers, IceFlow bottles, flasks, can coolers and more.",Stanley bringt seine Sommerkollektion Messa Rose mit 3 neuen Farbtönen auf den Markt,"Stanley-Messa-Rosen-Kollektion verfügt über Quencher, IceFlow-Flaschen, Flaschen, Dosenkühler und vieles mehr.","Stanley lanza su colección de verano, Messa Rose, con 3 nuevos tonos","La colección Messa Rose de Stanley cuenta con Quenchers, botellas IceFlow, frascos, enfriadores de latas y mucho más.","Stanley lance sa collection d'été, Messa Rose, avec 3 nouvelles teintes","StanleyS Messa Rose collection présente Quenchers, IceFlow bouteilles, des flacons, des refroidisseurs de boîtes et plus encore.","斯坦利推出夏季收藏品Messa Rose,",斯坦利的梅萨玫瑰收藏品有Quenchers、冰花瓶、瓶子、冷却器等等。
8,"Boulder terror attack result of 'reckless Biden policies,' White House says","The White House has pinned the blame on Biden-era visa policies for the attack in Colorado, which left 12 injured.","Boulder-Terror-Angriff auf 'rücksichtslose Biden-Politik', sagt das Weiße Haus","Das Weiße Haus hat die Schuld auf Biden-Ära Visumpolitik für den Angriff in Colorado, die 12 verletzt links.","El ataque terrorista de Boulder es el resultado de ""políticas de Biden insensatas"", dice la Casa Blanca","La Casa Blanca ha culpado a las políticas de visas de la era Biden por el ataque en Colorado, que dejó 12 heridos.","L'attaque terroriste de Boulder à la suite d'une politique sans faille de Biden, dit la Maison Blanche","La Maison-Blanche a mis en cause la politique de visa de l'ère Biden pour l'attaque dans le Colorado, qui a fait 12 blessés.","白宫表示,",白宫对拜登时代的签证政策 责备科罗拉多的袭击事件 造成12人受伤
9,Youngkin sets date for special election to fill deep-blue House seat,"A special election in Virginia&apos;s 11th Congressional District on Sept. 9 will fill the seat of late Rep. Gerry Connolly, with multiple candidates vying for the position.","Youngkin setzt Datum für Sonderwahl, um tiefblauen Haussitz zu füllen","Eine Sonderwahl in Virginia&apos; 11. Kongressbezirk am 9. September wird den Sitz der verstorbenen Rep. Gerry Connolly füllen, mit mehreren Kandidaten, die um die Position kämpfen.",Youngkin fija la fecha para las elecciones especiales para llenar el escaño de la Cámara de Representantes,"Una elección especial en Virginia&apos; 11o Distrito del Congreso el 9 de septiembre llenará el asiento del último representante Gerry Connolly, con múltiples candidatos compitiendo por el puesto.",Youngkin fixe la date de l'élection spéciale pour remplir le siège de la Maison bleu profond,"Une élection spéciale dans Virginia&apos;s 11th Congressional District, le 9 septembre, comblera le siège de feu Gerry Connolly, avec de multiples candidats qui briguent pour le poste.",杨金为填补深蓝众议院席位的特别选举确定日期,"9月9日在Virginia&apos举行特别选举;9月9日第11届国会区将填补已故的Gerry Connollly共和国的席位,由多名候选人竞选该职位。"
